"Stillingia_lineata"	"Aphloia_theiformis"	"Croton_grangeroides"	"Phyllanthus_phillyreifolius"	"Psiadia_terebinthina"	"Syzygium_petrinese"	"Badula_insularis"	"Calophyllum_eputamen"	"Diospyros_revaughanii"	"Molinaea_macrantha"	"Rubus_alcefolius"	"Psidium_cattleianum"	"Embelia_angustifolia"	"Tabernaemontana_persicarifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Musca_domestica"	"Brachymyrmex_sp1_M_PL_083"	"Chaetocnema_sp1_M_PL_083"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Orthellia_albigena"	"Eristalinus_flaveolus"	"Ophyra_capensis"	"Paragus_borbonicus"	"Pheidole_megacephala"	"Nacoleia_sp1_M_PL_083"	"Ornidia_obesa"	"Polistes_hebraeus"	"Stomorhina_lunata"	"Fannia_pusio"	"Macroglossum_milvus"	"Musca_confiscata"	"Phelsuma_cepediana"	"Sapromyza_sp1_M_PL_083"	"Sarcophaga_arno"	"Simulium_sp1_M_PL_083"	"Syritta_sp1_M_PL_083"
"Stillingia_lineata"	1.1715741964617	0.0651392267918716	0.0326345230572331	0.00187939208343837	0.000285737309598442	0.0246697201754158	0.0107835009621018	0.0020293570653324	0.00138612065172033	0.000770566533130521	0.000458739513619483	0.00949399806883031	0.0122282546593383	0	0.00802794148834095	0.00732038206473995	0.287033751539091	0.000129880595272019	0.0449290387578945	0.124173430695406	0.00543908717620553	0.047194876564374	0.00814240334898395	0.00132478207177459	0.00713096990854727	0.000234924010429797	0	0.00133249462675082	0.000114684878404871	0.00169507507065685	0.00123348600877079	9.90086179800239e-05	0.0390524732153901	0.00123348600877079	0.00135977179405138	0.0390524732153901	0.0390524732153901	0.00135977179405138
"Aphloia_theiformis"	0.0814240334898395	1.16238369538278	0.0215558937186135	0.0136621290975581	0.000283531668982396	0.0146482547525398	0.0109934795509521	0.00111008019930844	0.000791401611834281	0.00629457668782806	0.000258698017146441	0.0045412646099987	0.015386294545952	0	0.00452721530006272	0.0597984785343666	0.169608302182219	0.000128878031355635	0.00724086775631335	0.0591282592348174	0.00359264895310225	0.148012096372509	0.145297961922848	0.00131455591982747	0.0531773898490461	0.00170776613719476	0	0.00078894142418658	6.46745042866104e-05	0.000818548557183586	0.000732412737626988	5.65286865595915e-05	0.00271413444966132	0.000732412737626988	0.000898162238275563	0.00271413444966132	0.00271413444966132	0.000898162238275563
"Croton_grangeroides"	0.0407931538215414	0.0215558937186135	1.20940466656265	0.00339085685388322	4.6887612309895e-05	0.00147942126718767	0.0363410654416532	0.000769344694987197	0.000299062194264376	0.0015713484818653	0.000120936338032494	0.00804917205330082	0.00951152429304593	0	0.00211638591556865	0.0149278105777204	0.0147387124731666	2.13125510499523e-05	0.158592199354658	0.107102728509534	0.201567444427108	0.00405425850887807	0.00269448671482669	0.000217388020709513	0.053667904418314	0.000423857106735403	0	9.53326486639818e-05	3.02340845081236e-05	0.00138427004749387	7.39710633593835e-05	2.13615853045983e-05	0.00135977179405138	7.39710633593836e-05	0.050391861106777	0.00135977179405138	0.00135977179405138	0.050391861106777
"Phyllanthus_phillyreifolius"	0.00234924010429797	0.0136621290975581	0.00339085685388322	1.1741291147329	0.0107585357484143	0.00938826250123114	0.0720036386381345	0.000472410612820702	0.000427514412695092	0.0462163155373419	0.000131318205077372	0.000149655276924035	0.000254341612053958	0	0.00229806858885401	0.439054997604748	0.00325833381466756	0.00489024352200651	0.0125027715499011	0.00111169334013899	0.000565142808980538	0.00178607414067136	0.00170776613719476	0.0498804839244664	0.000774126484323544	0.146766139341613	0	0.000499949868825492	3.2829551269343e-05	5.11875801996004e-05	0.000469413125061557	3.05367437639351e-05	7.83080034765988e-05	0.000469413125061557	0.000141285702245134	7.83080034765988e-05	7.83080034765988e-05	0.000141285702245134
"Psiadia_terebinthina"	0.000389641785816057	0.000309307275253523	5.11501225198854e-05	0.0117365844528156	1.30715865699709	0.0111507463253318	0.00072445453542616	0.000552972104406959	0.000505063670472663	0.000462951940653647	0.000154798792712807	8.39078830888898e-05	5.30974477434878e-05	0	0.00270897887247413	0.00439804343620965	0.00125792882056615	0.594163025907769	0.000140124247413214	7.00991391086412e-05	8.52502041998091e-06	5.16514689338923e-05	3.86634094066903e-05	0.0604628642592442	2.82934201764306e-05	0.00146707305660195	0	0.000593613292728921	3.86996981782018e-05	4.47053196485349e-05	0.000557537316266588	3.6075976462333e-05	1.29880595272019e-05	0.000557537316266588	2.13125510499523e-06	1.29880595272019e-05	1.29880595272019e-05	2.13125510499523e-06
"Syzygium_petrinese"	0.0370045802631238	0.0175779057030477	0.00177530552062521	0.0112659150014774	0.0122658209578649	1.11683711635728	0.00116626943990768	0.0553777719322821	0.0505839163050438	0.000541830468676519	0.0155033598589161	0.00832504091505383	0.00510850061003831	0	0.271308797531033	0.00514738945242693	0.123792477062514	0.00557537316266588	0.00164977743883356	0.00596831970983377	0.000295884253437534	0.00343072422165176	0.00219723821288097	0.056868806259192	0.00208350895349595	0.00140823937518467	0	0.0594549926967955	0.00387583996472904	0.00446404970430242	0.0558418558178638	0.0036131368789317	0.00123348600877079	0.0558418558178638	7.39710633593835e-05	0.00123348600877079	0.00123348600877079	7.39710633593835e-05
"Badula_insularis"	0.0179725016035029	0.0146579727346028	0.0484547539222043	0.0960048515175126	0.000885444432187529	0.00129585493323076	1.1079875085825	0.000106640576514941	7.2824430137389e-05	0.0446601706182161	2.41028272981231e-05	0.000499189484477921	0.000711517670950466	0	0.000421799477717155	0.424271620873053	0.00633329521037006	0.000402474741903422	0.191320512390809	0.00652909343188876	0.00807579232036739	0.00243132997860878	0.00183224659182535	0.00410524236741491	0.00280757636177125	0.0120006064396891	0	6.99944916713515e-05	6.02570682453079e-06	8.91227238860391e-05	6.47927466615379e-05	5.2017450098135e-06	0.000599083386783431	6.4792746661538e-05	0.00201894808009185	0.00059908338678343	0.00059908338678343	0.00201894808009185
"Calophyllum_eputamen"	0.003382261775554	0.00148010693241125	0.0010257929266496	0.000629880817094269	0.000675854794275172	0.0615308577025357	0.000106640576514941	1.12754027041232	0.0738375142250632	3.41309170429858e-05	0.0315944216615231	0.0311883135237372	0.000307287068607577	0	0.552902379076654	0.000324243711908365	0.0072041153182528	0.000307206724670533	0.00025873960443549	0.00568343229758288	0.000170965487774933	0.00029775542573654	0.000185013366551407	0.00313350859163943	0.00018123426127943	7.87351021367836e-05	0	0.00835065104405987	0.00789860541538077	0.0678391783879742	0.00307654288512678	0.00527410815893309	0.000112742059185133	0.00307654288512678	4.27413719437332e-05	0.000112742059185133	0.000112742059185133	4.27413719437332e-05
"Diospyros_revaughanii"	0.00297025853940072	0.0013566884774302	0.000512678047310359	0.000732881850334443	0.000793671482171327	0.072262737578634	9.3631410176643e-05	0.0949339468607956	1.11900239762064	3.68925674144393e-05	0.0265840257762363	0.0137119105016469	0.000341612621141101	0	0.465220451084135	0.000350479390437173	0.00817432329868762	0.00036075976462333	0.000178698608923259	0.00268159612805002	8.54463412183932e-05	0.000268594677658798	0.000169586059678775	0.00367974959915797	0.000163293427149465	9.16102312918054e-05	0	0.0835418795661203	0.00664600644405908	0.00755942657587424	0.0036131368789317	0.0799287426871886	9.90086179800239e-05	0.0036131368789317	2.13615853045983e-05	9.90086179800239e-05	9.90086179800239e-05	2.13615853045983e-05
"Molinaea_macrantha"	0.00288962449923945	0.0188837300634842	0.0047140454455959	0.138648946612026	0.00127311783679753	0.0013545761716913	0.100485383890986	7.6794563346718e-05	6.45619929752687e-05	1.06449980728744	2.01925086326966e-05	0.000121300607392479	0.000301251853723423	0	0.000353368901072191	0.612748169230704	0.00324548255502471	0.000578689925817059	0.0174331404791719	0.00148883842426753	0.000785674240932651	0.00245678707457684	0.00236046625793552	0.00590263724333401	0.00105855360964253	0.0173311183265032	0	7.23403795113698e-05	5.04812715817415e-06	2.44831325291198e-05	6.77288085845648e-05	4.61157092680491e-06	9.63208166413151e-05	6.77288085845649e-05	0.000196418560233163	9.63208166413151e-05	9.63208166413151e-05	0.000196418560233163
