"Miconia_sp1_M_SD_010"	"Cecropia_peltata"	"Trema_micrantha"	"Ficus_clusiifolia"	"Didymopanax_morototoni"	"Alchornea_glandulosa"	"Protium_heptaphyllum"	"Unidentified_sp2_M_SD_010"	"Aechmaea_nudicaulis"	"Gravisia_aquilega"	"Clidemia_sp1_M_SD_010"	"Rhipsalis_sp1_M_SD_010"	"Hieronyma_caribaea"	"Cordia_curassavica"	"Sapium_aucuparium"	"Cordia_bicolor"	"Anthurium_scandens"	"Laetia_procera"	"Sloanea_stipilata"	"Ficus_citrifolia"	"Ilex_sp1_M_SD_010"	"Chiococca_alba"	"Clusia_sp1_M_SD_010"	"Piper_sp1_M_SD_010"	"Coussarea_paniculata"	"Lacistema_aggregatum"	"Ficus_tobagensis"	"Doliocarpus_dentatus"	"Myrcia_leptoclada"	"Byrsonima_spicata"	"Anthurium_gracile"	"Calycolpus_glaber"	"Cupania_sp1_M_SD_010"	"Wulffia_baccata"	"Davilla_aspera"	"Eugenia_baileyi"	"Psidium_guajava"	"Castilla_elastica"	"Myrcia_sp1_M_SD_010"	"Henriettea_sp1_M_SD_010"	"Isertia_parviflora"	"Solanum_sp1_M_SD_010"	"Unidentified_sp1_M_SD_010"	"Aechmaea_mertensii"	"Rourea_surinamensis"	"Aechmaea_dichlamydea"	"Aegiphilia_integrifolia"	"Norantea_guianensis"	"Phytolacca_rivinoides"	"Psychotria_sp1_M_SD_010"	"Tangara_gyrola"	"Ramphocelus_carbo"	"Tangara_mexicana"	"Euphonia_violacea"	"Chlorophanes_spiza"	"Thraupis_palmarum"	"Tachyphonus_rufus"	"Dacnis_cayana"	"Thraupis_episcopus"	"Cyanerpes_caeruleus"	"Tangara_guttata"	"Cyanerpes_cyaneus"	"Coereba_flaveola"	"Tachyphonus_luctuosus"
"Miconia_sp1_M_SD_010"	1.12206937132014	0.0293326033693792	0.0278523243384086	0.0182652145983963	0.013200937431039	0.0127909860062853	0.00863964329357306	0.00595468214792533	0.0029208037209469	0.00632766855207341	0.00806430954334812	0.00302577691547507	0.00579891867123175	0.00594132832854032	0.00490330977709754	0.00324959513626783	0.00223457430718865	0.00435004073480735	0.00394976957376282	0.00337168409415307	0.00387110040913359	0.00322658264849842	0.00247744662673971	0.00135133808921488	0.0024190709414598	0.00241805110911198	0.00208116513178019	0.00164956044874639	0.00179543477973827	0.00176748700947317	0.000877028407152613	0.00135912646314871	0.00150028195720677	0.00139597864689869	0.00145348559191908	0.000905679571876146	0.00146275737085176	0.000659153498035995	0.000898525843926375	0.000850383229194719	0.000791176265882728	0.0010584799845436	0.000791176265882728	0.000692496929520939	0.00071243248475594	0.00059381759315915	0.000473266218433237	0.000535134325144528	0.000463209078324352	0.0005589645535385	0.127887902735761	0.140124126673653	0.0746519754466115	0.0235915642973311	0.0742588877497307	0.0383630812489536	0.0278275728540244	0.0501739873876095	0.0218962884647051	0.0140796835008367	0.0364787931286411	0.0196787705966431	0.0131247159502363	0.0045293166319285
"Cecropia_peltata"	0.0991650448934341	1.0438979643949	0.0207880150141096	0.0240590723955015	0.0237253890452978	0.00943433211838642	0.0119792688257809	0.00469203478219693	0.00231921958368996	0.00749012836921302	0.00555263759680834	0.00213119486105671	0.00572365919621682	0.00446562001553413	0.00249538675448813	0.00584018053182401	0.00117388740076271	0.00374759654772439	0.0040365082787421	0.0053573515982862	0.00509836154460289	0.00364127654381564	0.000748390362191343	0.00318673442658752	0.00356649375931988	0.00283607908270512	0.0019867316228374	0.00166877896332187	0.00299112237584868	0.00276105051547902	0.00102046998387191	0.00159712705275364	0.000378793963744528	0.000734121550992865	0.00096575352816661	0.0014801070255753	0.00108816012799101	0.00160212195635776	0.000766076357182078	0.000905839825728627	0.000838582814884199	0.000886123036195269	0.000838582814884199	0.000636076731756245	0.000327540506239421	0.000433570648628291	0.000748203186941543	0.000396602245482781	0.000503624397165936	0.000626344178131631	0.218508106117629	0.0653912720365953	0.0989128975244733	0.00953879354529743	0.0249549207407496	0.0608722182624028	0.057106715442083	0.0168696071508831	0.0790865706359241	0.00409850749037526	0.01302269852803	0.00357156276148168	0.0140973778530922	0.000635418577649407
"Trema_micrantha"	0.0997292903730114	0.0220174137515031	1.04945391974202	0.0209780427028499	0.00732588961951352	0.0179415525039887	0.00695191218430365	0.0125252151020602	0.00966862927107796	0.00209539438303663	0.00248506140820362	0.00873385366332143	0.00667894072914133	0.00155724082982685	0.0058145657406763	0.00236117328767159	0.00496697601264687	0.00240031573307625	0.00368120673757965	0.00376915824731675	0.00249713762325808	0.00281805785361174	0.00915872560836319	0.00266862818318949	0.00099569649690475	0.00181726626625531	0.00201740742312431	0.0019815055047937	0.00210203569092627	0.00186495623019503	0.00123411371987044	0.00062633811352798	0.00259463049118669	0.00274810254928127	0.000262751765218447	0.000454789391517833	0.00042849726927327	0.000269483414316512	0.00163438649073384	0.00034832288284301	0.000235384824912734	0.000439046913027311	0.000235384824912734	0.000179422248831797	0.000779074081355288	0.000123459672750861	0.000435635626666899	0.000520800414177013	0.000127757571878599	0.000598782163605678	0.136809513549082	0.0191016783575885	0.0463734859974806	0.0981397441547785	0.107501504785629	0.0124792347677658	0.0157814464548242	0.0468026707620514	0.0125410948702185	0.0831524939797217	0.0391471343374879	0.0353394380423299	0.0126136919493927	0.000883534658315962
"Ficus_clusiifolia"	0.0973170633802556	0.0379170980953103	0.0312153275418407	1.02734970624772	0.0188825165242226	0.0115880617952765	0.00985864047934148	0.00748534645298547	0.00442733409141576	0.00254589731091134	0.00237876987647194	0.00585104421569193	0.00650566991357105	0.00259281894854849	0.00491512176503507	0.00561443937299485	0.00230600498282838	0.00277316307083209	0.00444120564675723	0.00542124895769528	0.00457277210226523	0.00369498780509655	0.00248519262449571	0.0025489592262979	0.00187549042412432	0.00260138803626589	0.00208053234675776	0.00216317152433723	0.00320338124723094	0.00287190540087277	0.000734335380356105	0.00131160442285083	0.00208721398313403	0.000915109921461154	0.000406396908226166	0.0012442156864877	0.000680687470205709	0.000841907810847886	0.000878887659809674	0.00049009210203932	0.000280794495672266	0.000658432005865795	0.000280794495672266	0.000208252515521581	0.000620582331464746	0.000135710535370897	0.000748462626290573	0.000388858657908511	0.000280059797785743	0.00065667511891365	0.228290065079368	0.0178767011273199	0.0875873568429152	0.0414646098053976	0.0617194049101665	0.0577062011281843	0.0204568384024931	0.0142335364949727	0.0431092119682499	0.0178286842707986	0.0139493918817258	0.0249812132686346	0.0367561023868629	0.000707349099577111
"Didymopanax_morototoni"	0.0814057808247407	0.0432768670548487	0.0126168099002733	0.021854764495628	1.06190490992786	0.0158995206966179	0.0175970131022523	0.00200118773287766	0.000905258468260771	0.00189393205622005	0.00253591395476129	0.00191425580086207	0.00269206230699737	0.0030559670254871	0.00230636719376919	0.00834329762962758	0.000536435090270721	0.00446268210761655	0.00303399678277234	0.00199334978629495	0.00130186744424393	0.000972720595904626	0.000739774115982926	0.00673136860009118	0.00598511321742732	0.00310309765317926	0.000876402171641097	0.00453971633789347	0.00126582993717816	0.00124026716093764	0.000266085132409766	0.00322909076798019	0.000323937796955441	0.000564806980255527	0.00116755755468763	0.00309984760165487	0.000427419977281563	0.00335673717244632	0.000210175162479663	0.000320112716972271	0.000236504222392805	0.000447472541663634	0.000236504222392805	0.000206703909959003	0.000348793731438381	0.000176903597525201	0.000271222083059456	0.000325766988623203	0.000873350984504828	0.000257811016136972	0.0918611336807467	0.0416302296808661	0.0210477183216047	0.00736989013295031	0.0200565408392238	0.252559681684307	0.00840368810633211	0.0282436381541214	0.174665470190713	0.00353956320182561	0.00464901031656559	0.00350273756504497	0.00859448172440051	0.000542883067964799
"Alchornea_glandulosa"	0.110633723119299	0.0241371873678198	0.0433393346200247	0.0188117886286957	0.0223006264316199	1.02726666518985	0.00909190775042664	0.00564715302196806	0.00100694690020077	0.00107864647621161	0.00139714767654343	0.00134395644401562	0.00775277842581034	0.000980204526166669	0.00793118782258172	0.00303195539771742	0.000600478532998883	0.00459344530726783	0.00315709848795792	0.00243180966970317	0.00114830066385861	0.00156154468214368	0.00929757465795428	0.000807739169534237	0.00127548915431238	0.00252836378214427	0.00110532497376193	0.00180338731187945	0.00162409036305149	0.00190109495010818	0.000209490120787566	0.0013470638937773	0.000373089454832914	0.00323567944276653	0.000500211952046974	0.00113063309421835	0.000226350491508348	0.000334096116719625	0.00161201987347442	0.000252140544444257	0.000128727501555782	0.000384431723947768	0.000128727501555782	0.00010653325589064	0.00122380725348547	8.43390102254978e-05	0.000325234897903114	0.00103565141769763	0.000375922422926263	0.00073223185793975	0.11794190372843	0.0175869683705806	0.0161256320572467	0.00900889596260528	0.10127616769514	0.105831100753749	0.00625877727757012	0.118375869176154	0.0161208626721786	0.082308505529579	0.0661525921248773	0.00475570657478165	0.0043291226122534	0.000594562131520867
"Protium_heptaphyllum"	0.0885231143618409	0.0363063993642897	0.0198931640966227	0.0189589239987336	0.0292381140775884	0.0107704137966592	1.01553172039074	0.00861305006214389	0.00710104578245526	0.00930349573146375	0.004927696346259	0.00531939059272727	0.00377203173261084	0.00387408985001731	0.00260486519386602	0.00578406896836514	0.0049685477750886	0.00499265848963561	0.00349966816160512	0.00339985516607185	0.00540278573841741	0.00438988708599389	0.00107799252343775	0.00432767779472444	0.00415231005052987	0.00300959257564327	0.00159722402185639	0.00222847960695585	0.00116622655741387	0.00108919561365133	0.00175745460767485	0.00185485921499482	0.00026827649066498	0.000630871317637244	0.000941879762840272	0.00206573001299634	0.00101495632134158	0.00162730909875625	0.00084497066410337	0.000801818046921953	0.000997796461556733	0.000380075206638472	0.000997796461556733	0.000707931398985906	0.000459082114730832	0.000418066336415079	0.000440624553756451	0.00039454491651777	0.000685477215151768	0.000220127622684781	0.0760481848281979	0.0362809604979233	0.119851496237185	0.0536563189071765	0.042398933349415	0.108735777136091	0.0817419476449732	0.0399875497213692	0.0831626901695754	0.00416281740009606	0.00485314902190305	0.00332175134780804	0.00386882462164716	0.00859626578330511
"Unidentified_sp2_M_SD_010"	0.0708181841163976	0.0165059080730856	0.0416016073032713	0.0167083626182711	0.00385943348483549	0.00776483540520608	0.00999729025070274	1.02669463772651	0.0294946939734613	0.00424905659140099	0.00425032462596338	0.0252629461789042	0.00335901317341496	0.00234980440838232	0.00296387950539079	0.00233317133115537	0.0149577332168745	0.00284612124727947	0.00165494328321246	0.0042050108614914	0.00470701169388545	0.00477632046212192	0.0038718582602788	0.00702158796274216	0.00161452065287486	0.00177006620567483	0.00318286717282765	0.000383641446252667	0.00132112626479068	0.000615422275880338	0.00356824956398558	0.000594023459550899	0.000351519969771017	0.00117462574564325	0.000282968763072897	0.000770953791785773	0.000780250299063508	0.000154648801648821	0.00114844117405696	0.000371027238205486	0.000453530382722436	0.000179556812442274	0.000453530382722436	0.000319237393679444	0.000511541445388049	0.000184944404636452	0.000329895511677614	0.000246837505765873	0.000181665931885977	0.000134504983090495	0.0419497740660943	0.0143343506129491	0.107273699924501	0.302078065951696	0.0663180747679324	0.00723149309517172	0.0378706229101238	0.0259413389448975	0.00687998859293126	0.0337697677349309	0.00463879410576152	0.00324631083536627	0.0136079551386512	0.00152642998565942
"Aechmaea_nudicaulis"	0.0432278950700142	0.0101530279552649	0.0399636676537889	0.0122981502539327	0.00217262032382585	0.00172299802923244	0.0102570661302132	0.0367045080558629	1.04825218991075	0.0099597062046298	0.00726727413833993	0.0390050316269106	0.00109712338285752	0.00101673068690569	0.000791794536378135	0.00194269327043962	0.024351102058174	0.000860212073524885	0.00189918363539497	0.00472992924479943	0.000624082608981217	0.00171823960649991	0.000583459344777177	0.0111282590964615	0.00283203517032905	0.000344129312484482	0.00386339514575206	0.000246127572208979	0.00145200041961239	0.000240091442316453	0.00618700824447975	0.000214708148289049	0.000214559509125573	0.000229637203834539	0.000459527155067681	0.000150745446975134	0.00016972725366549	0.000148156882328552	0.000163080340230452	0.000732139294313675	0.00104264948432914	0.000111341404485968	0.00104264948432914	0.000710004507538421	0.00011015846669717	0.000377359530747697	7.10356221343573e-05	5.96219359030699e-05	0.000370098047153735	6.44014110421677e-05	0.0179291772879561	0.0126542187698233	0.0126871070287441	0.485824141564006	0.00987237870117424	0.00495142023012425	0.0938058834549842	0.00498579083399945	0.00669253900462348	0.00482407748801811	0.00301977562374881	0.0024308642776172	0.00483697965027682	0.00215231275157041
"Gravisia_aquilega"	0.0980052850158346	0.0343152392729062	0.00906379895918172	0.00740086427590507	0.00475685260632012	0.00193152973647196	0.0140634237801196	0.00553365509577804	0.0104229483536824	1.04283258164994	0.0214984844161488	0.00132607118062049	0.00218587380800001	0.00799970051467824	0.000722296456614673	0.00588681849093224	0.00473497797782399	0.00361337273877695	0.00646265710767808	0.00327943155477242	0.00105504256475835	0.000598374474624874	0.00035128734617708	0.000616311151603497	0.00727431378846865	0.00075861513591381	0.00137194728916107	0.000316089453411059	0.000359940071602271	0.000321283114542698	0.00571249203183658	0.000909431362951719	0.000209113324532497	0.000847179077288701	0.00310880746588412	0.000206062277501524	0.00151206419002839	0.000511200297616266	0.000147072065800042	0.00335096999953213	0.00462687615200514	0.00112461173996607	0.00462687615200514	0.00332132007876689	0.000101120233786488	0.00201576400552864	8.98492833463578e-05	7.92177345457727e-05	0.00168839160130334	8.58468766566444e-05	0.0240164358198471	0.20098884483818	0.0144804354207229	0.0135839591602071	0.0087940141007723	0.00909595230972678	0.368166812653187	0.00659251923281041	0.00830432483426103	0.00222350630242281	0.00398205526892367	0.00260952981082877	0.00285872680796658	0.000969550106810685
"Clidemia_sp1_M_SD_010"	0.13099585746024	0.0266797465017376	0.0112736932177042	0.00725234718436568	0.00667996846620047	0.00262391149009376	0.00781220152455695	0.00580532144034022	0.00797627649329992	0.0225471909730341	1.02224688223602	0.00425053969347794	0.00188964532164301	0.0125142150700025	0.000871772118243377	0.00269579774326989	0.00392614668855947	0.00432079590359915	0.00394221775156724	0.00236577667257738	0.00152834184522177	0.000799756793701189	0.000443838874412395	0.0014233780231505	0.00547041450147707	0.00118770961269846	0.0026752290890112	0.000336328071956161	0.000804679233199442	0.000648355337085886	0.00300205672324253	0.00151138739857912	0.000237751774946025	0.00149941761905342	0.00374703897179825	0.000218320342888755	0.00270838199721578	0.000802203444113407	0.000174479007006318	0.00229041545358058	0.0026917268110825	0.00207712272178972	0.0026917268110825	0.00222858889915042	0.00011944461850276	0.00176545098721835	0.000158238391074712	0.000122006139998891	0.0011424128212257	0.000156827067339267	0.0500795090884228	0.368554600306016	0.0163934237696299	0.0500840280560451	0.0108433239419908	0.00922282590136118	0.130604891164845	0.00800388488064239	0.00803569542421833	0.00289128854507785	0.00497609377184453	0.00299261446370993	0.00305181166454748	0.000932675688315464
"Rhipsalis_sp1_M_SD_010"	0.0491504250172292	0.0102401314055652	0.0396218727165314	0.0178385494380851	0.00504242991446593	0.00252401576071226	0.00843318020798225	0.0345054874638692	0.0428104005661214	0.00139075757967514	0.00425053969347794	1.04037818805574	0.00173765945386381	0.0017154068482759	0.00634461143043512	0.00455890716612021	0.0217429524476353	0.0011573689764103	0.00217497452262203	0.00413256071888333	0.00172436555429724	0.00246220714773304	0.000634537305879994	0.0103484125907473	0.00164394705272222	0.000722364857926779	0.00370572854511321	0.000421088594589874	0.00139042356580215	0.000271869798644316	0.0046523990961116	0.00103390827963565	0.00095445918212752	0.000243521118611825	0.000186289843646511	0.000441080377757559	0.000317501504929365	0.000155203251961208	0.000334190979034059	0.000139346853538955	0.000153893535445405	0.000103777304493549	0.000153893535445405	0.000114705681500742	0.000805382285568875	7.5517827556079e-05	0.00013089619664527	7.55573285625881e-05	0.00011362989642368	7.28148571850406e-05	0.0199593493509524	0.0102813825320306	0.0386849661176323	0.449987010699488	0.0107772349134804	0.0184588742608452	0.011050974812395	0.00677184881774192	0.00729043570627259	0.00506790193285611	0.00352987696629226	0.00329634169688971	0.0795450653562821	0.00196540350350819
"Hieronyma_caribaea"	0.11703272227395	0.0341685109592338	0.0376449386551602	0.024642689066557	0.00881038573199141	0.0180898163268908	0.00742975947332438	0.0057001435670072	0.00149607734026026	0.00284825981042426	0.00234774115719283	0.00215891023055807	1.00939134806255	0.00188806921537629	0.00674345391140728	0.00349806914659253	0.000824122789677808	0.00339987957497653	0.00417173479453092	0.0054201363303409	0.00368836867279028	0.00317829451479874	0.00344181543372044	0.00051548241119506	0.000768932326878217	0.00255842268508785	0.00195137677817907	0.000664404215061756	0.003425783921462	0.0033670601510613	0.000458360460623426	0.000786739656417713	0.000494038256235687	0.00151360744582562	0.000286783615900894	0.00054232210368398	0.000545368210303083	0.00018244048417912	0.00115567209915163	0.000540926856715871	0.000313458366426599	0.000720733516019047	0.000313458366426599	0.000231701960746842	0.000995188022387062	0.000149945555067084	0.000754779762447534	0.000858847278711056	0.000150405317126241	0.00107184647069764	0.250472165734913	0.0192975292766134	0.0646204060214919	0.00977264645267856	0.0917115461374668	0.0113338224549249	0.0230553064016916	0.0730997769046896	0.00789200238462628	0.0225829841824985	0.068009501813937	0.004489832264495	0.0196858538635081	0.000643292773131574
"Cordia_curassavica"	0.136445678165788	0.0303354187262146	0.00998782049475152	0.0111759437437435	0.0113808427156071	0.00260261201775288	0.00868330483624569	0.00453755334032448	0.00157768554864675	0.0118616249010746	0.017692510961038	0.00242523037170041	0.00214849255542819	1.01377166103104	0.00218460867184055	0.0034720700067841	0.000859490566380957	0.00609166870842331	0.00274323251621482	0.00200688505605638	0.00673993459328199	0.00467543639807546	0.000471087797184713	0.00185248067189351	0.0046056414212953	0.002558150033239	0.00267352717796079	0.000779478549478002	0.000397250583775155	0.000376006051196928	0.00114827583167034	0.00215009314766536	0.000416626064827328	0.00140495381643253	0.00321104698615119	0.00117324210418854	0.00335448673223964	0.00144597646859305	0.000977694380552841	0.00148610830590723	0.00156510710757386	0.00190657707425954	0.00156510710757386	0.00145187271406666	0.000289246822649275	0.00133863832055946	0.000369697476392853	0.000101535857422969	0.000760239132046673	0.000103479670120215	0.0277308293908641	0.34678931135579	0.142781262745349	0.00830494755859826	0.0117128952194896	0.0112513102043765	0.0319320989690305	0.00895093532245867	0.0443302036695604	0.00300354023035617	0.0052512729658603	0.00325938286023095	0.0206687187362408	0.000699957438461487
"Sapium_aucuparium"	0.112607045225757	0.0169514203666952	0.0372934216470963	0.0211858696768753	0.00858922954920941	0.0210586711151308	0.00583849095176866	0.00572335352765117	0.00122864669437987	0.001070991297739	0.00123250540855098	0.00896996788440828	0.00767358548539449	0.00218460867184055	1.02340608219564	0.00743386202401647	0.00072531873461049	0.00647008189121145	0.00738911445348022	0.00114458617856567	0.000851200235553146	0.00101064185337535	0.0049937139795568	0.000534165420506886	0.000508315092166088	0.00230076913505729	0.000624936689170636	0.00366822383628877	0.000678753786629115	0.00143476986350805	0.000232140523687577	0.00239078522966542	0.00554500188452242	0.00247571906586392	0.00021093664111685	0.000229485767626368	0.000219526992734704	0.000170654085749152	0.00071150965474841	0.000164825964593233	0.00012776779800519	0.000210575307776786	0.00012776779800519	0.000105690709042356	0.00316151424282945	8.36136200795227e-05	0.000150421821268861	0.00174596987154944	8.78635788834715e-05	0.000399219903749945	0.0478995569962099	0.017414838306023	0.0152397210192095	0.0113629221789287	0.0505646711978129	0.0114859775908322	0.00622573908751908	0.224349003927809	0.00744192563415097	0.0257261875331147	0.0421424088972288	0.0600967042784091	0.146045823393957	0.00067118662546086
