"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Syzygium_venosum"	"Roussea_simplex"	"Stillingia_lineata"	"Dracaena_reflexa"	"Bertiera_zaluzania"	"Coffea_mauritiana"	"Chassalia_coriacea"	"Claoxylon_linostachys"	"Psiadia_terebinthina"	"Antidesma_madagascariense"	"Antirhea_borbonica"	"Toddalia_asiatica"	"Erythroxylum_macrocarpum"	"Pandanus_wiehii"	"Agauria_salicifolia"	"Flagellaria_indica"	"Polyscias_mauritiana"	"Stomorhina_lunata"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_063"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Musca_domestica"	"Fannia_pusio"	"Chaetocnema_sp1_M_PL_063"	"Ophyra_capensis"	"Panara_naso"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_063"	"Stomoxys_calcitrans"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_063"	"Chrysomya_megacephala"	"Dioxyna_sororcula"	"Eristalinus_flaveolus"	"Melanostoma_bituberculatum"	"Phelsuma_cepediana"	"Phorinia_sp1_M_PL_063"	"Sarcophaga_arno"	"Cephonodes_trochilus"	"Ornidia_obesa"	"Graphomya_maculata"	"Lecithoceridae_sp1_M_PL_063"	"Nacoleia_sp2_M_PL_063"	"Psilopa_iceryae"	"Syritta_nigrofemorata"	"Syritta_sp1_M_PL_063"	"Cryptinae_sp1_M_PL_063"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_063"	"Homoneura_sp1_M_PL_063"	"Hydrillodes_sp1_M_PL_063"	"Leptotes_pirithous"	"Macroglossum_milvus"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Remigia_frugalis"	"Scatopsidae_sp1_M_PL_063"	"Stomoxys_niger"	"Tarundia_servillei"	"Trichoplusia_indicator"	"Zosterops_mauritianus"
"Sideroxylon_cinereum"	1.15039482779733	0.0396460847738475	0.0461111412005757	0.0210117359528793	0.01018470692066	0.0174516605566835	0.00108535986766718	0.0132140249795403	0.0125719264010621	0.000994249721910546	0.00337713339100696	0.00337539652207678	0.00422826127823432	0.00172755891909724	0.0018707720186053	0.000805494610506365	0.00168627521382904	0.000311519633843496	0.00212893918761772	0.00106839767041817	8.78667159467474e-05	0.198067252803227	0.0125086296961804	0.00665227687191872	0.0974164489139642	0.0066778704119528	0.0257379125967073	0.096002406763683	0.000854140620079445	0.0401905947716042	0.0020233065314498	0.00219994062122111	0.00207786942027985	0.0448692285065918	0.0206713481966334	0.0203216759413828	0.00131725196409092	0.0442459549152817	0.0015121101780218	0.00148175416820772	0.00169911791887918	0.000806090411129764	0.00131552530191564	0.0191031936283025	0.00076995317603197	0.00697958333858726	0.000421568803457259	0.000393145047783518	0.000627299313847344	0.000172064006343776	0.000455261164123207	0.000374105254562969	5.03434131566478e-05	0.000283186319813196	0.000283186319813196	2.17071973533436e-05	3.82403739196364e-05	0.00023346373280977	0.000140713891291956	7.85254054135108e-05	0.0063208507021831	9.35386009302652e-05	7.85254054135108e-05	0.000344112994034147	2.17071973533436e-05	0.000314619642370007	0.000419064213368735
"Molinaea_alternifolia"	0.0515399102060017	1.1091854131068	0.0407728082970448	0.0272574147440976	0.00534301552257331	0.0198074609464129	0.009546719594338	0.00812515571250864	0.00421390056339488	0.00639816448231717	0.0028941692290992	0.000965804263881446	0.00628657769665918	0.0110703899136874	0.0129796111590814	0.00704708969410621	0.00171864839448318	0.00230851123886647	0.00208232797566057	0.002211555380452	0.00157868521187036	0.127839774053493	0.0843480633751941	0.00738009508741663	0.00958238080697649	0.119980076102147	0.0452892531827392	0.0208007100182383	0.0036498380903838	0.0650811415249818	0.0017874885105965	0.00200662453150533	0.00137441177407688	0.00268971355820712	0.0260902405274206	0.00225587022808649	0.0270131616420589	0.00198230423869238	0.00961715565431516	0.0095188914397508	0.047536517704577	0.00883272004916482	0.00883557701711457	0.000889800803767982	0.000507502561331925	0.000780917096990176	0.000429662098620796	0.000696655629924311	0.00822702763954675	0.00115218009948532	0.000233697932721456	0.0003431020081517	0.000440443105881638	0.00792275295076284	0.00792275295076284	0.00019093439188676	0.000246083249319891	0.000302860163823307	0.0001205903845458	0.000503199541531247	0.000283186319813196	0.00064898055795407	0.000503199541531247	0.000304274688783916	0.00019093439188676	0.000193456088393063	0.000140463352113163
"Aphloia_theiformis"	0.0626285649142148	0.0425984564297482	1.09627673085938	0.0294974909098138	0.0235523202695632	0.00911824535882111	0.00508936479972835	0.017050444493054	0.00829473726588882	0.00341519133611862	0.0111132090875606	0.00261746210613739	0.00718449903450644	0.00291327573555219	0.00108958763178106	0.00191121898240836	0.00374647212182145	0.00205941880046449	0.00144583160287104	0.00151363131422757	0.00021718027967647	0.261883108979322	0.0261959469816869	0.027821874716241	0.0598595087823792	0.0165057012554117	0.103049027746219	0.00609589590803793	0.00242487181923181	0.00449887547447621	0.0198459586290061	0.0348521816869479	0.00253415011034835	0.00273444257819693	0.00268885022975893	0.0106027212764955	0.00118522097429701	0.00240879095823903	0.00218558676509101	0.0175256883453267	0.0018256481327035	0.00126723886446837	0.0248477835886207	0.0011413999031915	0.00127497630688902	0.0089312455914334	0.000936618030455363	0.000538384588463615	0.00848544432206284	0.000186901005932334	0.000515023885209391	0.000436810820086988	0.000119451186400523	0.000304274688783916	0.000304274688783916	0.000101787295994567	0.000131353512927639	0.000327749898997931	0.000463050378648359	0.000132421624343281	0.000344112994034147	5.4479381589053e-05	0.000132421624343281	0.00818116963327892	0.000101787295994567	0.000405962964120333	0.000276491242196294
"Croton_fothergillifolius"	0.0424903993713781	0.0424004229352629	0.0439184864657228	1.06169445338335	0.0259958547953466	0.0243355453666803	0.0102181530657064	0.0138054160702915	0.00535163253329012	0.0118324610968495	0.00464255029082985	0.0143654051387484	0.0113536748751072	0.00498514038449119	0.00326227236846762	0.0071607427872505	0.0014435682521747	0.000313025070258607	0.00166479457034991	0.00149359540249616	0.000605739109285294	0.179346971228595	0.10921051725056	0.0991976479093982	0.0114630993078461	0.0460361723056824	0.0195138282269839	0.00497680294003174	0.00448465527910033	0.00382366370744507	0.00261790753979211	0.00333255338007623	0.0264181138293419	0.00250337274990697	0.0139848889885028	0.0367466565928314	0.00172414858358683	0.00163424612966839	0.0371118846359899	0.0249602961596329	0.00181716098293984	0.000585589605019179	0.0012861098608171	0.00129894974587716	0.000850840360703218	0.000889914014433689	0.000360892063043675	0.000555297672830133	0.000630610062821238	0.000389710908627526	0.000927258930073836	0.0123951635850406	0.000447546424203156	0.000302860163823307	0.000302860163823307	0.000204363061314129	0.000455094657571134	0.0117966050375927	0.000193439595451244	0.000226597290204145	0.00023346373280977	0.000163113618423381	0.000226597290204145	0.000327749898997931	0.000204363061314129	0.000328700382625988	0.000178387751109671
"Syzygium_venosum"	0.028085100902426	0.011333669290307	0.0478183472139617	0.0354488929027454	1.10375203254737	0.00605724108586636	0.0100488079748739	0.00628983534985603	0.0100808003885153	0.031891420335458	0.0019605245383551	0.0247318912969263	0.00289333601650985	0.00115446373505836	0.000422835927285339	0.00464245052595346	0.000911840392131712	0.00479614122243671	0.000428905951434105	0.000472738331493644	0.000112057404372461	0.0728575472784791	0.00983701366782866	0.354628978702336	0.0754085734903727	0.00851636273230706	0.0227333296316913	0.00269294571840285	0.00337630939452589	0.00157352069249312	0.00147415146129898	0.0858443484433619	0.00459647075882176	0.00129652622733579	0.00122805043763259	0.00215118230902921	0.000348573323756485	0.00108019618855485	0.00162425154613363	0.00198436695009182	0.0004857286838703	0.00201569520107447	0.00115151479289792	0.00149343669437163	0.000381204491472225	0.000660925063160127	0.000227960098032928	0.000202233608841216	0.000437808118062674	7.36174206851017e-05	0.00118025345522565	0.00142437205851355	0.000290153157872091	8.09547806450501e-05	8.09547806450501e-05	0.000200976159497477	0.00122659308982531	0.000393876587808282	8.16885224314627e-05	5.24756243208348e-05	0.000154313741222121	2.11417963642669e-05	5.24756243208348e-05	0.000356853337417624	0.000200976159497477	0.000149757984520382	0.000336026679617178
"Roussea_simplex"	0.0567178968092213	0.0495186523660323	0.0218186585371791	0.0391106979107361	0.00713889127977106	1.09765068448751	0.00125329451143797	0.00403043498990624	0.0203408190933945	0.00558724675254348	0.000718690313039248	0.00116837771876517	0.0021014303552789	0.00111006000068075	0.00559426679961791	0.0181862929922467	0.00026195914326378	0.000349584668874538	0.000278924238458776	0.000260474188694902	0.000135996176677914	0.0251445584274315	0.405400836941547	0.00872891754770303	0.091235908502121	0.0103357094275215	0.00544628439361867	0.0445837714146089	0.000638667147841254	0.00469945805198936	0.00068884653420924	0.00125039244834724	0.00191507204361717	0.0413832677298537	0.00278003207595219	0.00249738886515692	0.0024596806791766	0.00218145756958544	0.00192007338452511	0.00159861468041137	0.00212222795854424	0.0011482601858287	0.000842182089694218	0.000983592791913735	0.000221870905419789	0.000570425343488921	6.54897858159452e-05	0.000146420010613126	0.000516530469736322	0.000330170612739111	0.000144645142803459	0.000483245715067839	0.00113664331201542	0.000353704659757374	0.000353704659757374	2.50658902287594e-05	0.000214894105867057	0.00043456331011929	2.99454297099687e-05	5.04572727582159e-05	0.000311636795655062	0.000279713339980895	5.04572727582159e-05	0.000162825809978948	2.50658902287594e-05	9.59627378549105e-05	0.000678027303113151
"Stillingia_lineata"	0.00395070991830854	0.0267308148641464	0.013639497663272	0.0183926755182716	0.0132644265268335	0.00140368985281053	1.18757973538252	0.00256700401671797	0.000651161093222166	0.00936487929647893	0.000872524592130248	0.00410172828618488	0.03281095488185	0.00900861429510845	0.00200728770853329	0.00373605800176549	0.000166390630908291	0.000136251126042375	0.00012016929894466	0.00144744554636121	0.00138131483292751	0.0133584041136075	0.00549618370472356	0.0572972656450883	0.00352520784214734	0.104979927302491	0.00413197660777481	0.000757608524531192	0.360375289974986	0.00165771831921414	0.00184994800335397	0.00143473850247272	0.00110174100602458	0.000202082161930924	0.000972694539197269	0.000841117215252173	0.0010746251027936	0.000151950381473405	0.0049053929360604	0.0483064245218048	0.00114560635132056	0.000258056803674957	0.000496296279870461	0.000236026937317734	0.00015859347784914	0.000184613636603101	4.15976577270728e-05	0.000470601611214665	0.000292721687881327	0.00050984685338614	0.000232024488512893	0.000375268406571832	0.000233503625110343	0.00019093439188676	0.00019093439188676	0.0237515947076503	0.00036018766524919	0.000204363061314129	3.63551913387604e-05	0.000409482467959475	2.17071973533436e-05	0.000100364385426665	0.000409482467959475	0.000101787295994567	0.0237515947076503	6.11191432551899e-05	2.17053697740722e-05
"Dracaena_reflexa"	0.0572607749113414	0.0270838523750288	0.0543990371921247	0.0295830344363389	0.00988402697834518	0.00537391331987499	0.00305595716275949	1.06669182656091	0.0111314352899584	0.00246323249531472	0.0247332946437738	0.0168869252546457	0.00613355267672445	0.0108278551405802	0.0010894457555413	0.00141875759845768	0.00193704142554821	0.000285972189139905	0.00115954370772423	0.00148566324708285	0.000448190972115472	0.209569399543411	0.00834788562663131	0.0112985479379717	0.0625842276761059	0.0340625138807759	0.0341868265641398	0.00529813228804605	0.0016834812334184	0.00343536656136455	0.0326482387259741	0.00242030381060656	0.0549647170924249	0.00239426297229987	0.00219728578962332	0.0277333474810348	0.000852729704064513	0.00220233749659005	0.00194625132086158	0.00178502106839608	0.00116073653035838	0.000659827994438309	0.00141134498075406	0.00164748081272026	0.0518254028273435	0.0261180070484168	0.000484260356387052	0.0258895996755892	0.000599419052513396	0.000546647521439802	0.0261010463275367	0.00103232226823623	8.86723499036053e-05	0.000193456088393063	0.000193456088393063	6.11191432551899e-05	9.47397113582585e-05	0.000328700382625988	0.00103055394349057	0.000492175233662737	0.000314619642370007	5.4472287777065e-05	0.000492175233662737	0.000405962964120333	6.11191432551899e-05	0.0253974244419265	0.000371047842998612
"Bertiera_zaluzania"	0.0762696868331099	0.0196648692958428	0.0370498264543034	0.0160548975998703	0.0221777608547337	0.0379695289743364	0.00108526848870361	0.0155840094059417	1.0718786783917	0.00216318738754658	0.00332448863604397	0.00755182191720353	0.00545183841394279	0.000656500339971075	0.00142652029015503	0.0041814798513799	0.000305085741949869	0.0100257721940947	0.000251285321802593	0.000200747303682162	6.00796370192225e-05	0.0284148686659137	0.0894632747762564	0.0113805351633092	0.369844210788406	0.00456605241346091	0.00656668259224619	0.00792294451098365	0.00100706034835393	0.00363809209711772	0.00198231242031648	0.00445706039922018	0.0379106585674255	0.00428950409980745	0.00199111779251377	0.00243989497863013	0.000778020128878246	0.00293344949358115	0.00135710640718502	0.00109363207827324	0.000842780112678976	0.0392116766965347	0.000969937078702044	0.00157185188665635	0.000880616045832388	0.00106660329856364	7.62714354874672e-05	0.000400888767542752	0.000416954594309457	0.000101166939051891	0.000685707089548759	0.000493046997659818	0.000261342490711244	0.000140463352113163	0.000140463352113163	2.17053697740722e-05	8.31995149056376e-05	0.000178387751109671	0.000138520359835165	2.98409245441398e-05	0.000419064213368736	7.13260145077517e-05	2.98409245441398e-05	0.000276491242196294	2.17053697740722e-05	0.000371047842998612	0.0357292892797233
"Coffea_mauritiana"	0.00695974805337382	0.0344516549047848	0.0176013707323037	0.040958519181402	0.0809551439284702	0.0120340699285552	0.0180093832624595	0.00397906787704686	0.00249598544716913	1.05761740129995	0.000789806767876601	0.0250745610170524	0.00310569643049645	0.0115734829658923	0.00315541516667766	0.0100753562397159	0.000219037353507658	0.000457144586530169	0.000181625235374455	0.00186826513407609	0.00177059782061648	0.0197287973188412	0.0539366968534091	0.361019695636627	0.00824031368492044	0.134565434366852	0.00488749928469873	0.00149556031916844	0.0057910270325499	0.00219810823807695	0.00068430244712004	0.00673457026525878	0.00435009699522417	0.000697470829171568	0.00151124259446721	0.00170609831875821	0.00152710353962909	0.000267682617437455	0.00199957927584535	0.00213935492081582	0.00147649949591935	0.000481664293068918	0.000640143788102809	0.00115949449746943	0.000222388038044709	0.000264333598205534	5.47593383769145e-05	0.00062080711889882	0.000377436762247531	0.000683838165874444	0.00113951308706878	0.00149986803328165	0.000629709764982245	0.000246083249319891	0.000246083249319891	0.00036018766524919	0.0406775923576905	0.000455094657571133	3.29086153281917e-05	0.000526067407540561	3.82403739196364e-05	0.000157770758333883	0.000526067407540561	0.000131353512927639	0.00036018766524919	9.47397113582585e-05	8.31995149056376e-05
