"Ficus_vogelii"	"Bridelia_micrantha"	"Halleria_lucida"	"Ficus_natalensis"	"Apodytes_dimidiata"	"Trema_orientalis"	"Dovyalis_longispina"	"Sideroxylon_inerme"	"Trichilia_emetica"	"Vepris_undulata"	"Erianthemum_dregei"	"Euclea_natalensis"	"Antidesma_venosum"	"Ekebergia_capensis"	"Strelitzia_nicholai"	"Mimusops_caffra"	"Cholorocichla_flaviventris"	"Pogoniulus_bilineatus"	"Pycnonotus_barbatus"	"Buccanodon_leucotis"	"Unidentified_sp1_M_SD_008"	"Zosterops_pallidus"	"Bycanistes_buccinator"	"Lumprocolius_corruscus"	"Andropadus_importunus"	"Tauraco_porphyrocephalus"
"Ficus_vogelii"	1.14968272876461	0.0277846660373105	0.0170962032034186	0.0189770726988109	0.0191172114584756	0.0134695327363776	0.0153673990118291	0.01391164703578	0.0125689109286927	0.00960890496892299	0.00668590901507418	0.00857751953995035	0.00602503365622675	0.00838812996821542	0.00420693568618573	0.00186552862345336	0.171597470016384	0.0681044809678985	0.0926870499532463	0.141170897512288	0.0256003147915393	0.0399847453614248	0.0929503611620095	0.0160130084732873	0.00976776588949668	0.00879057253909216
"Bridelia_micrantha"	0.100024797734318	1.04867280186997	0.01875582912014	0.0181309181802173	0.0257069797742912	0.0118840854364007	0.0270524529475804	0.0195407918421478	0.0161598860371113	0.0117183931865912	0.00399469802649294	0.0105690422207262	0.0060316991229169	0.00513376027435281	0.00682775076640089	0.00312944679367896	0.256969303114206	0.0380113116585819	0.216066428732922	0.0357689769123578	0.0310667749939314	0.0186645621368725	0.00865747441188971	0.0111975091611043	0.0262641320337775	0.0240001935110236
"Halleria_lucida"	0.0710149979218925	0.0216413412924693	1.06823269116465	0.0231151121253424	0.0230489803327721	0.0342915901322983	0.0117494764244496	0.0119483499950296	0.0120206375719794	0.0138353955704741	0.0156585196390456	0.00744628453884413	0.0107236448255828	0.00421119740498537	0.00292814229275594	0.00146697210076409	0.0888919068030857	0.124629176751542	0.0627060952663062	0.0376061435124426	0.265191342760883	0.0369958875297728	0.00629205436041063	0.0371952031384581	0.00432995527772061	0.00282890126604475
"Ficus_natalensis"	0.081008847884252	0.0214991124666608	0.0237546606821701	1.03553237872451	0.0177480899501012	0.0295748946024005	0.0164731116340934	0.0142984345357768	0.0149616313496904	0.0165977012707424	0.0259647797785061	0.00937629333720024	0.0117524274944294	0.00788805113511802	0.0041188638650532	0.0027840546226278	0.0895669912998188	0.274558182698639	0.0684260346293528	0.0432892775730226	0.040131571506853	0.0669831785871183	0.0173803495411111	0.0217181711332912	0.00506465798419999	0.0395482517132594
"Apodytes_dimidiata"	0.0819309062506095	0.0306035473503467	0.02378069399413	0.0178185188784746	1.03985773813036	0.0162138540780508	0.0188446038161721	0.026659022854837	0.024204268433123	0.016479483309419	0.00939139751563081	0.0124020692187459	0.00563590370548166	0.00504257309614786	0.00143891025577606	0.00302984244603271	0.380308638985068	0.0928078271238392	0.0251140034407751	0.0131134640432164	0.0527649157496033	0.0287172931286595	0.00724591291315906	0.0468144047944787	0.0162867649175307	0.00349344157033635
"Trema_orientalis"	0.0664250929465196	0.0162795690909599	0.0407114768693952	0.0341664307507184	0.0186570375692639	1.04251353174303	0.0135589685198023	0.0126775125428865	0.0117406455334785	0.0197103587119268	0.0257316546315883	0.0076178629337699	0.0147867235769615	0.00435286673368309	0.00315003906499998	0.00125356211434568	0.0570507896526869	0.258428933880761	0.0469426739223126	0.011710423110292	0.120188078558092	0.134339202903111	0.00604225860578726	0.0147483981797207	0.014039821549343	0.00317608630456082
"Dovyalis_longispina"	0.0846775047590584	0.0414068157360925	0.0155860401548822	0.0212637614460492	0.0242287763350784	0.0151500719685546	1.03040837149334	0.022902911926896	0.0182933851360833	0.0181712259730789	0.00957439736737023	0.00980851650019153	0.00682659530108415	0.00620724586148532	0.0057563145568607	0.00307139881722762	0.196372087366987	0.101928033384221	0.169360486211245	0.0189792998451224	0.0107615178792604	0.0243411901785779	0.00754956568285184	0.0369324492930961	0.0759359806728715	0.0245060561524337
"Sideroxylon_inerme"	0.0786627162232585	0.030692343207562	0.0162647696267418	0.0189398111913692	0.0351731610440782	0.014535996057027	0.0235024645951393	1.03172331531572	0.0208967521943849	0.0226184801018526	0.0128742306253588	0.0128906455821185	0.00559043100923954	0.00450009406563363	0.00161721591685243	0.00285090657699579	0.348151031228186	0.134926512356032	0.0192332494594723	0.0230907184762945	0.0270131509614327	0.00865065043145157	0.00693646901179954	0.0117489562489366	0.0728600411092928	0.0140558873837683
"Trichilia_emetica"	0.0798495517822832	0.0285174459478436	0.0183845045218509	0.0222664278321863	0.0358792685008646	0.0151247139519517	0.0210911969804254	0.0234781157007501	1.0278682906457	0.0155649198681575	0.0146303055382883	0.0114189881355448	0.0057266073670622	0.00748702870676335	0.00254659586337441	0.00349937199028356	0.297113976454511	0.156572103213022	0.0487557629867401	0.0130762109405413	0.0116219268204502	0.00880579645454901	0.0132042039847422	0.0927361890469632	0.0150007380409521	0.00977975872419541
"Vepris_undulata"	0.065268033751175	0.022110175823757	0.0226239172850519	0.0264101787515586	0.0261184263771923	0.0271482299239746	0.0223997502561225	0.0271706270405903	0.0166417382238162	1.02667407948856	0.0228320872420627	0.0106990945265914	0.00977870319452737	0.00351013194711496	0.00216306298553811	0.0017850965157004	0.194657861484524	0.239145414111297	0.017636253828878	0.0110896782434969	0.0487485075543012	0.051505272734239	0.00584070614757809	0.00583310345233279	0.0888775578791885	0.00333231123083117
"Erianthemum_dregei"	0.0481385449085341	0.00798939605298588	0.0271414340410123	0.043793928559747	0.0157775478262598	0.0375682157621188	0.0125105458933638	0.0163931869962902	0.0165810129433934	0.0242020124765865	1.04971537188394	0.0109512970900767	0.0142622599134868	0.00289375340277109	0.00396646617663596	0.00144835940613116	0.0348404686486515	0.530835713765362	0.0144661541320227	0.00935369691916901	0.0466334344898899	0.0122886509567276	0.00459551484081959	0.00524854330828488	0.00517439481955059	0.00323009478618885
"Euclea_natalensis"	0.0899390398363726	0.0307836181186199	0.0187964464087328	0.0230310894593365	0.0303429266322714	0.0161972037135496	0.0186647498450246	0.0239040126814042	0.0188468736217729	0.0165160779585247	0.0159484909078788	1.01251912482456	0.00679955789585762	0.0049856921351369	0.00321610084220352	0.00284232845209076	0.298310027718709	0.167494799285315	0.0590176455996344	0.0530398390988069	0.0314100299736299	0.00920989305475338	0.00790317681241154	0.00627257542097717	0.015795227392091	0.0182134523103386
"Antidesma_venosum"	0.0756632133572662	0.0210408108938962	0.0324203215657153	0.0345740018150073	0.0165145085323416	0.0376545635273786	0.0155582869652615	0.0124159572414506	0.0113200378186113	0.0180792303247657	0.0248760347328259	0.00814365654968994	1.01395319910142	0.00513044981134949	0.00432232081783069	0.00166674027852578	0.0608094473011763	0.255775953512257	0.0829102728418386	0.030323739334567	0.0812320036087864	0.117406716632738	0.00684006343902697	0.00547217794461408	0.0107874064803428	0.0151088855713193
"Ekebergia_capensis"	0.13129246906772	0.0223206968450122	0.0158682800767565	0.0289228541620994	0.0184163539163661	0.0138156205025594	0.0176321766500163	0.0124567821237105	0.0184463026108662	0.00808856492161274	0.00629076826689368	0.00744240999882755	0.00639447367791385	1.01875239009975	0.00216692961298503	0.00502626080023936	0.0961737467014844	0.0664246463742219	0.028245073197487	0.121548233725819	0.0102853676359583	0.0537717920518778	0.0847324978158546	0.0943184328125396	0.0117693885230846	0.0993974878283398
"Strelitzia_nicholai"	0.11081684246538	0.0499591519492748	0.0185687072223548	0.0254164038502064	0.00884403376720894	0.0168258184203657	0.0275179915401146	0.00753385951509304	0.0105590560188695	0.00838846377318437	0.0145114616218389	0.00807947284748689	0.0090663314715473	0.00364678398282846	1.01170836384507	0.00189059104250612	0.0423411662760734	0.155325431407321	0.345999186653395	0.078255295798536	0.0113793049788679	0.00978797065588508	0.00945313025478044	0.00506928946602649	0.00512994850694659	0.00392594266883516
"Mimusops_caffra"	0.080590836533185	0.0375533615241475	0.0152565098479466	0.0281746327809933	0.0305408118560098	0.0109812041216682	0.0240797667270646	0.0217809262482479	0.0237957295339282	0.0113532138398545	0.00869015643678694	0.0117103932226139	0.00573358655812867	0.0138724798086606	0.00310056930971004	1.00611915498439	0.272547449351132	0.0924340713276324	0.081817092627052	0.0141332522091708	0.010240965495564	0.00871181923946146	0.00787836153907061	0.0676899607860655	0.00603452705843458	0.105179167033084
"Cholorocichla_flaviventris"	0.187386519330328	0.0779482213693244	0.0233689542657253	0.0229124861464653	0.0969037179213723	0.0126330868897254	0.0389170163032654	0.0672364478913888	0.0510711587434447	0.0312948432518093	0.00528419645833946	0.0310676773053863	0.00528777802618925	0.00670979628149891	0.00175529607413449	0.00688947040826925	1.12563031892461	0.0540537566304815	0.0407514725244483	0.0282805213235856	0.0188942711589091	0.0144420108246507	0.0160213158186336	0.0142366200019087	0.0140610828504051	0.00696196327570199
"Pogoniulus_bilineatus"	0.0962733500593329	0.0149259077193385	0.0424130706222525	0.0909204453177432	0.0306120058052454	0.07407845094226	0.0261490766273656	0.033731628089008	0.0348393423379762	0.0497697916802306	0.104221671550791	0.0225811051392506	0.0287915340341022	0.00599908455473993	0.00833552707814155	0.00302467510888849	0.0699727294601389	1.12424327782694	0.0287282672151175	0.0185806079359463	0.0305704234110968	0.0244178356926268	0.00924885915648422	0.0103407823775243	0.0105843893239246	0.00664616093352933
