"Apodemus_agrarius"	"Microtus_fortis"	"Tamias_sibiricus"	"Micromys_minutus"	"Apodemus_peninsulae"	"Megabothris_calcarifer"	"Neopsylla_bidentatiformis"	"Ctenophthalmus_congeneroides"	"Frontopsylla_elata"	"Pectinoctenus_pectiniceps"	"Ceratophyllus_indages"	"Frontopsylla_luculenta"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Leptopsylla_segnis"	"Hystrichopsylla_microti"	"Megabothris_advenarius"	"Amphipsylla_vinogradovi"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_rothschildi"	"Amphipsylla_marikovskii"	"Stenoponia_sidimi"	"Neopsylla_acanthina"	"Neopsylla_pleskei"
"Apodemus_agrarius"	1.25167214645993	0.0653800304836114	0.00893823659020834	0.00339432150724666	0.003948598292333	0.201311883388606	0.117794841494271	0.115199072822545	0.102560239441066	0.0559019567917837	0.00599835736354056	0.0213756331662409	0.0185983974213957	0.00400050091846142	0.00598309966150275	0.00582197076265063	0.0039887331076685	0.00305881323659871	0.000229185553595086	0.00210229127837148	0.000403580435084021	0.000363677304347857	0.000114592776797543	0.00185983974213957
"Microtus_fortis"	0.181073088541031	1.14779612412082	0.00180979930102459	0.00183035906001351	0.00082396231044217	0.502354778560104	0.0288064197241452	0.0471146364867722	0.0195213901264175	0.0128192863371503	0.00105325197904157	0.00340878470462157	0.00269053623389347	0.0216590642150992	0.00789232213017312	0.00093790080302615	0.00526154808678208	0.0051270212750874	4.64051102826818e-05	0.000399793556247456	0.00708516126000508	0.000196109899287162	2.32025551413409e-05	0.000269053623389347
"Tamias_sibiricus"	0.0771209387847463	0.00563822089934584	1.24190883188115	0.00384372098316353	0.00482162078492909	0.0133324341986431	0.0556432729842203	0.00714097599306883	0.0063258052790062	0.035904999416149	0.445985315994327	0.0507511501121545	0.00114592776797543	0.000276300663332348	0.00037858216310464	0.000618329829190023	0.000252388108736427	0.000195091720337655	0.0318438162020807	0.000389144275594938	3.48038327120114e-05	0.000411827248196092	0.0159219081010404	0.000114592776797543
"Micromys_minutus"	0.163169883884072	0.0317698036845203	0.0214150169061968	1.10281514737715	0.0141634814813982	0.114646462383291	0.018235109181404	0.0156393532737239	0.0134655744256129	0.00976354708766656	0.00805111927067491	0.203519645008129	0.00242451536231905	0.000952007002209344	0.000923464507982876	0.0794998651356347	0.000615643005321918	0.000494417237205965	0.000549102997594789	0.0790149620631709	0.000196109899287162	0.118158765790409	0.000274551498797395	0.000242451536231905
"Apodemus_peninsulae"	0.241582422794555	0.0182020764943134	0.0341896746567699	0.0180262491581432	1.02133291022955	0.042416146833563	0.163210138795094	0.0223836591681988	0.0198178971262507	0.15081365625895	0.0128116617651376	0.240424193063787	0.00358963481121182	0.000875520712317206	0.00118924894024202	0.0023644796689452	0.000792832626828016	0.000613350886267424	0.000876658324532561	0.00164655270670284	0.000112358496878478	0.00193138383837248	0.00043832916226628	0.000358963481121182
"Megabothris_calcarifer"	0.346503574221309	0.312205143708709	0.00265966718029197	0.00410498842293114	0.00119329313342505	1.17819728949818	0.0356560132507274	0.0397578796607306	0.029602323183973	0.0167042056960911	0.00172704854896398	0.0065126051182057	0.00514864151889019	0.00655387296317999	0.00347178470078254	0.00183780591444785	0.00231452313385503	0.00205709105791052	6.81965943664608e-05	0.000808077610669814	0.00192719224511549	0.000439820188171193	3.40982971832304e-05	0.000514864151889019
"Neopsylla_bidentatiformis"	0.570330419608953	0.0503594244098365	0.0312242826817927	0.00183662970172414	0.0129159102643599	0.10029856964773	1.05644560194135	0.0530412018658812	0.0468167100856767	0.0277687481868074	0.0124798842143854	0.0133625091696673	0.00847444902836484	0.00220374928777022	0.00285319535301461	0.00267352254434689	0.00190213023534308	0.00147840778392483	0.000800622632866479	0.000978632738673922	0.000310860644505164	0.000196781753756158	0.00040031131643324	0.000847444902836483
"Ctenophthalmus_congeneroides"	0.57428871118202	0.0848063456761899	0.00412589724043977	0.00162185885801581	0.00182385371000139	0.115150599609968	0.0546127930322777	1.05432139688399	0.0472819529016795	0.0258766275962243	0.00276108101510922	0.00982274610163506	0.00853326465352184	0.00285047758092068	0.00308347535702069	0.00267582645734339	0.00205565023801379	0.0016289870053377	0.000105792236934353	0.000969173526639028	0.000523495960964135	0.000173770591930265	5.28961184671765e-05	0.000853326465352184
"Frontopsylla_elata"	0.616277153069977	0.0423544446492808	0.0044054715335936	0.00168319680320161	0.0019464006106139	0.103343824686906	0.0581028812670452	0.0569916396582744	1.05053870142308	0.027566311695404	0.00295502595512297	0.0105273982932845	0.00915716423580946	0.00215791620295069	0.00300859645993593	0.00286737761382867	0.00200573097329062	0.00154787276150015	0.000112960808553682	0.00103594476666678	0.000261447189193091	0.000180342514628744	5.6480404276841e-05	0.000915716423580946
"Pectinoctenus_pectiniceps"	0.553264954718683	0.04581009676364	0.0411851463891121	0.00201014204746076	0.0243963267477713	0.0960491827525238	0.0567625882053857	0.0513727165513276	0.0454033369100772	1.02882290433699	0.0160175429241154	0.0161195375430694	0.00822087599879171	0.00208146652507135	0.00274904117472171	0.00260984437445614	0.00183269411648114	0.00142165031654156	0.00105602939459262	0.000965669174697797	0.000282778375084197	0.000215372362227939	0.000528014697296309	0.000822087599879172
"Ceratophyllus_indages"	0.0684219407739457	0.00433797001537459	0.589607705890805	0.0019104350811771	0.00238861490536464	0.0114453556380494	0.029401761115247	0.00631772774643634	0.00560954079616563	0.0184608969294889	1.21180654887943	0.0246287398794862	0.00101667073958315	0.000232833388999964	0.000331778814562441	0.000441460870530451	0.000221185876374961	0.000170352339395803	0.0151181463048924	0.000238126722613822	2.67775926874975e-05	0.00020468947298326	0.00755907315244621	0.000101667073958315
"Frontopsylla_luculenta"	0.388805435699463	0.022387423870893	0.106988911047245	0.077007433246319	0.0714774628027475	0.0688223946275252	0.0501996966103717	0.0358397492897496	0.0318667191580505	0.0296250960251005	0.0392728554835051	1.04017722145302	0.00577719815303807	0.00128116164649077	0.00187135342042311	0.00723369039207707	0.00124756894694874	0.000958709039296834	0.00274330541146781	0.00607825076146945	0.000138193974511685	0.00825079641924847	0.00137165270573391	0.000577719815303808
"Nosopsyllus_fasciatus"	0.625836073229967	0.0326900152418057	0.00446911829510417	0.00169716075362333	0.0019742991461665	0.100655941694303	0.0588974207471356	0.0575995364112724	0.051280119720533	0.0279509783958918	0.00299917868177028	0.0106878165831204	1.0092991987107	0.00200025045923071	0.00299154983075137	0.00291098538132532	0.00199436655383425	0.00152940661829935	0.000114592776797543	0.00105114563918574	0.00020179021754201	0.000181838652173929	5.72963883987714e-05	0.000929919871069788
"Ceratophyllus_anisus"	0.224361426510378	0.43859605035576	0.00179595431166026	0.0011106748359109	0.000802560652957439	0.213547027383615	0.0255267625833383	0.0320678727853577	0.0201405512275398	0.0117949769754043	0.00114476416258316	0.0039502484100132	0.00333375076538452	1.00862221169547	0.00370750825650276	0.00107945914646613	0.00247167217100184	0.00230498463273261	4.60501105553914e-05	0.000412708993389231	0.00270738302688741	0.000119000875276168	2.30250552776957e-05	0.000333375076538452
"Leptopsylla_segnis"	0.44740289691015	0.213092697514674	0.00328104541357355	0.00143650034575114	0.00145352648251803	0.150829757556219	0.0440660171187813	0.0462521303553103	0.0374403115014249	0.0207705333201196	0.00217499445102045	0.00769334183951722	0.00664788851278083	0.00494334434200368	1.00330975357553	0.0020969737213879	0.00220650238368651	0.00187410795804747	8.41293695788088e-05	0.000767396018831736	0.00131538702169552	0.000153910751330479	4.20646847894044e-05	0.000664788851278083
"Hystrichopsylla_microti"	0.489773290407984	0.0284887368919193	0.00602871583460273	0.139124763987361	0.00325115954479965	0.0898227640686388	0.0464524542080272	0.0451545714676698	0.0401432865936014	0.0221836771828772	0.00325577392016208	0.0334558180633564	0.00727746345331329	0.0016191887196992	0.00235909543656139	1.01212072217795	0.00157273029104093	0.00120885711837526	0.000154582457297506	0.0106652294872857	0.000175856400567403	0.0149062247129315	7.72912286487529e-05	0.000727746345331329
"Megabothris_advenarius"	0.44740289691015	0.213092697514674	0.00328104541357354	0.00143650034575114	0.00145352648251803	0.150829757556219	0.0440660171187813	0.0462521303553103	0.0374403115014249	0.0207705333201196	0.00217499445102045	0.00769334183951722	0.00664788851278083	0.00494334434200368	0.00330975357552977	0.0020969737213879	1.00220650238369	0.00187410795804747	8.41293695788088e-05	0.000767396018831736	0.00131538702169552	0.000153910751330479	4.20646847894044e-05	0.000664788851278083
"Amphipsylla_vinogradovi"	0.411716261646186	0.249173233969248	0.00304343083726742	0.0013843682641767	0.00134937194978833	0.160864520728603	0.0410997363931104	0.0439826491441179	0.0346723498576033	0.0193344443049651	0.00201015760487048	0.00709444689079658	0.00611762647319742	0.00553196311855828	0.00337339432448545	0.00193417138940042	0.00224892954965696	1.001943048226	7.8036688135062e-05	0.000710646094760935	0.00153810638252622	0.00014832517116179	3.9018344067531e-05	0.000611762647319742
"Ctenophthalmus_pisticus"	0.0385604693923732	0.00281911044967292	0.620954415940574	0.00192186049158176	0.00241081039246454	0.00666621709932154	0.0278216364921102	0.00357048799653441	0.0031629026395031	0.0179524997080745	0.222992657997163	0.0253755750560772	0.000572963883987714	0.000138150331666174	0.00018929108155232	0.000309164914595012	0.000126194054368213	9.75458601688276e-05	1.01592190810104	0.000194572137797469	1.74019163560057e-05	0.000205913624098046	0.00796095405052018	5.72963883987714e-05
"Rhadinopsylla_rothschildi"	0.353710507586001	0.0242874585420329	0.00758831337410128	0.276552367221098	0.0045280199434328	0.0789895864429743	0.0340074876689188	0.0327096065240672	0.0290064534666697	0.0164163759698626	0.00351236915855387	0.0562238195435924	0.0052557281959287	0.00123812698016769	0.00172664104237141	0.0213304589745713	0.0011510940282476	0.000888307618451169	0.000194572137797469	1.02027931333539	0.000149922583592796	0.0296306107736891	9.72860688987343e-05	0.00052557281959287
"Amphipsylla_marikovskii"	0.0905365442705154	0.573898062060411	0.000904899650512296	0.000915179530006757	0.000411981155221085	0.251177389280052	0.0144032098620726	0.0235573182433861	0.00976069506320874	0.00640964316857514	0.000526625989520783	0.00170439235231078	0.00134526811694674	0.0108295321075496	0.00394616106508656	0.000468950401513075	0.00263077404339104	0.0025635106375437	2.32025551413409e-05	0.000199896778123728	1.00354258063	9.80549496435812e-05	1.16012775706705e-05	0.000134526811694674
"Stenoponia_sidimi"	0.0815849419420359	0.0158849018422601	0.0107075084530984	0.551407573688573	0.0070817407406991	0.0573232311916455	0.00911755459070199	0.00781967663686194	0.00673278721280643	0.00488177354383328	0.00402555963533746	0.101759822504064	0.00121225768115952	0.000476003501104672	0.000461732253991438	0.0397499325678174	0.000307821502660959	0.000247208618602982	0.000274551498797395	0.0395074810315855	9.80549496435811e-05	1.0590793828952	0.000137275749398697	0.000121225768115952
"Neopsylla_acanthina"	0.0385604693923731	0.00281911044967292	0.620954415940574	0.00192186049158176	0.00241081039246454	0.00666621709932154	0.0278216364921102	0.00357048799653441	0.0031629026395031	0.0179524997080745	0.222992657997163	0.0253755750560772	0.000572963883987714	0.000138150331666174	0.00018929108155232	0.000309164914595012	0.000126194054368213	9.75458601688275e-05	0.0159219081010404	0.000194572137797469	1.74019163560057e-05	0.000205913624098046	1.00796095405052	5.72963883987714e-05
"Neopsylla_pleskei"	0.625836073229967	0.0326900152418057	0.00446911829510417	0.00169716075362333	0.0019742991461665	0.100655941694303	0.0588974207471356	0.0575995364112724	0.051280119720533	0.0279509783958918	0.00299917868177028	0.0106878165831204	0.00929919871069788	0.00200025045923071	0.00299154983075137	0.00291098538132532	0.00199436655383425	0.00152940661829936	0.000114592776797543	0.00105114563918574	0.00020179021754201	0.000181838652173928	5.72963883987714e-05	1.00092991987107
