"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Phoenicophorium_borsigianum"	"Syzygium_wrightii"	"Dillenia_suffruticosa"	"Nepenthes_pervillei"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Soulamea_terminaloides"	"Pittosporum_senacia"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_129"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_129"	"Hemipyrellia_germana"	"Unidentified_sp1_M_PL_129"	"Pachycerina_seychellensis"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Hemipyrellia_sp1_M_PL_129"	"Mabuya_sechellensis"	"Rhynchium_brunneum"	"Phelsuma_sp1_M_PL_129"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Simosyrphus_aegyptius"	"Tricimba_seychellensis"
"Nephrosperma_vanhoutteanum"	1.10161046409648	0.0693281494635068	0.0445375256543719	0.0400444703579456	0.00451998665428495	0.0127670493778282	0.0124449237731075	0.0051758083911372	0.0220958829523775	0.0175672070771705	0.000557069897130436	0.000129141648867252	0.0025556539891203	0.403793330281007	0.206789389433537	0.00675834979973658	0.00112999666357124	0.0044446156332527	0.00101699699721411	0.00743880743091042	0.000688755460625345	0.00651380661154889	0.0017516176908787	0.00165934504666929	0.00111666709785677	0.000554550899050414	0.0011265043568672	0.0035859387653538	0.0161127937965246	0.00110479414761887	3.48168685706523e-05	3.48168685706523e-05	0.000975955948731694	3.48168685706522e-05
"Erythroxylum_sechellarum"	0.0836719045249221	1.10018256768546	0.0380241640433446	0.034178247218501	0.00383943616766134	0.0072488497690574	0.010666325532363	0.00440189895735524	0.0189103143582005	0.0294340526605788	0.000475295123590107	0.000109871156191855	0.00219040613611026	0.346084169505421	0.175654204670506	0.00469538317934563	0.000959859041915335	0.00380940197584393	0.000863873137723801	0.0062430415569191	0.000585979499689896	0.0618116703237121	0.00149302825463325	0.00141714774905523	0.000953303382112795	0.000471632031145205	0.000639604391387417	0.0569059948802823	0.00140851438558041	0.000945515717910025	2.97059452243817e-05	2.97059452243817e-05	0.00163522514780993	2.97059452243817e-05
"Dillenia_ferruginea"	0.0708551544501371	0.0501227616934997	1.07634436347145	0.0482708258392383	0.00263031978317986	0.0163877133739526	0.0102734935946197	0.0150142801043068	0.0175224257914635	0.0116967398479073	0.0114759006874999	0.000629619404328842	0.00210973529175226	0.333338176096857	0.120337130080478	0.00844022763616423	0.000657579945794964	0.00366910485522132	0.000591821951215468	0.125207392347176	0.00335797015642049	0.00454201328063683	0.0266072690548365	0.00248479415789176	0.0266141032759846	0.00160867286831858	0.00144597470946641	0.00259255663931895	0.00149420806196695	0.000876121289573175	0.000717243792968743	0.000717243792968744	0.000649818880439294	0.000717243792968743
"Chrysobalanus_icaco"	0.0700778231264048	0.0495584584668264	0.0530979084231621	1.06220006180853	0.000573158814595839	0.048497403116847	0.0142161519166957	0.00161946742123298	0.0215684555067866	0.00837211658916501	0.000581988843331542	5.0950959719404e-05	0.00291938834003573	0.461263357725645	0.0262220157677596	0.09392894672883	0.00014328970364896	0.00507719711310561	0.000128960733284064	0.0605702505296503	0.000271738451836821	0.00395872130624841	0.00143812313472852	0.0012519371419	0.00131589355410562	0.000173514366560677	0.00427918262795709	0.00256336854138757	0.00242750596826767	0.00107842277533933	3.63743027082214e-05	3.63743027082214e-05	0.000465117588286945	3.63743027082214e-05
"Phoenicophorium_borsigianum"	0.00790997664499867	0.00556718244310894	0.00289335176149784	0.000573158814595839	1.31225373854135	0.000163282625484751	0.000167959818895674	0.000770645151541002	0.000872504792634642	0.00206478788618112	4.40311022128688e-05	1.82220023081383e-05	3.44917485232188e-05	0.00544969626666858	0.0356085382667912	9.10112127078501e-05	0.328063434635338	5.9985649605598e-05	0.295257091171804	0.00036225034378859	9.71840123100708e-05	0.00063208902693812	0.000175850159085354	0.000126194363011125	7.40138262444094e-05	8.25691233793931e-05	1.44072904839486e-05	0.0002879577125746	0.00011780209651844	4.36252396317321e-05	2.7519438883043e-06	2.7519438883043e-06	0.000114710438121173	2.7519438883043e-06
"Syzygium_wrightii"	0.0262851016602346	0.0123656849001567	0.021207629072174	0.0570557683727612	0.000192097206452649	1.20384173908635	0.00344892697403542	0.000537117099264105	0.00527638728018115	0.00216628338221622	0.000230469554010451	1.78669561834647e-05	0.000708261789310845	0.111905362711114	0.00878844719520867	0.358350282359237	4.80243016131621e-05	0.00123175963358408	4.32218714518459e-05	0.0406698562408767	9.52904329784785e-05	0.00100065162175679	0.000558722584002723	0.000321367624644497	0.000525204611199096	5.75482606354398e-05	0.106221329919384	0.000639604391387418	0.0357826114254171	0.000263819364009057	1.44043471256532e-05	1.44043471256532e-05	0.00012034907678979	1.44043471256532e-05
"Dillenia_suffruticosa"	0.0311123094327689	0.0220945314598948	0.0161440613629738	0.0203087884524224	0.000239942598422392	0.00418798275418587	1.2237604577685	0.000623100636703533	0.00964847418975497	0.00370797435924743	0.000179309284793955	1.84498847799712e-05	0.00130795114888787	0.206656281524283	0.0109773738778244	0.00275491876751576	5.9985649605598e-05	0.437057306345892	5.39870846450382e-05	0.00297316781359019	9.839938549318e-05	0.00176081631929442	0.000455924862194065	0.000549184491991698	0.000400530976420998	6.676078250395e-05	0.000369527890075223	0.00114282059275318	0.000567637526683678	0.000482423709487749	1.12068302996222e-05	1.12068302996222e-05	0.000205998575513746	1.12068302996222e-05
"Nepenthes_pervillei"	0.012939520977843	0.00911821926880729	0.0235938687353392	0.00231352488747569	0.00110092164505857	0.000652213620534985	0.000623100636703533	1.21166472814352	0.0185422580941249	0.00310801712646046	0.0221174364256762	0.0274315656053234	0.000127958166465904	0.0202173903016128	0.0503671652614298	0.000365341902012143	0.000275230411264644	0.000222535941679833	0.000247707370138179	0.00281598044511657	0.146301683228391	0.000989634885555282	0.173631185452799	0.130748333777226	0.00468324361925382	0.12982122087252	5.75482606354398e-05	0.000471632031145205	0.000204033053228618	0.000927112904706244	0.00138233977660476	0.00138233977660476	0.000172667618136692	0.00138233977660476
"Memecylon_eleagni"	0.0773355903333212	0.0548399116387814	0.0385493367412197	0.0431369110135731	0.00174500958526928	0.00896985837630796	0.013507863865657	0.0259591613317749	1.05403436537282	0.01101354864055	0.000869893470455627	0.00059794663405359	0.00277393632955456	0.43828194006962	0.0798341885260698	0.00587346196610856	0.000436252396317321	0.00482423709487749	0.000392627156685589	0.00680127136255359	0.00318904871495248	0.00467213859382174	0.00458457290839815	0.0554830569827594	0.00103922631528361	0.00278133871411873	0.000791458092027172	0.00283654715373008	0.00136861351162793	0.0527017182686407	5.43683419034767e-05	5.43683419034767e-05	0.000611863813363888	5.43683419034767e-05
"Canthium_bibracteatum"	0.0683169164112186	0.0948430585729762	0.0285920307393289	0.0186047035314778	0.00458841752484692	0.00409186861085285	0.00576796011438489	0.00483469330782739	0.0122372762672778	1.08976987081865	0.000384917848973168	0.000117127776316908	0.00118449180920404	0.187149705854238	0.209920101761747	0.00259884353275873	0.00114710438121173	0.00205998575513746	0.00103239394309056	0.00429967865556015	0.000624681473690177	0.186533987246538	0.00134048935298606	0.00112986666777396	0.000721990977121763	0.000518002854410077	0.000361047230369369	0.0049056754434298	0.00109630502552148	0.000611863813363887	2.4057365560823e-05	2.4057365560823e-05	0.060542770601036	2.4057365560823e-05
