"Syzygium_glomeratum"	"Stillingia_lineata"	"Badula_insularis"	"Aphloia_theiformis"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Pleurostylia_leucocarpa"	"Calophyllum_eputamen"	"Pandanus_rigidifolius"	"Turraea_rigida"	"Xyris_sp1_M_PL_071"	"Apis_mellifera"	"Stomorhina_lunata"	"Musca_domestica"	"Chrysomya_megacephala"	"Ophyra_capensis"	"Paragus_borbonicus"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Phorinia_sp1_M_PL_071"	"Trirhithrum_sp1_M_PL_071"	"Sepsis_lateralis"	"Episyrphus_sp1_M_PL_071"	"Graphomya_maculata"	"Lygistorrhina_sp1_M_PL_071"	"Syritta_sp1_M_PL_071"	"Lecithoceridae_sp1_M_PL_071"	"Nacoleia_sp1_M_PL_071"	"Pachycerina_crinicornis"	"Paleorhiza_sp1_M_PL_071"	"Scolia_carniflex"	"Simulium_sp1_M_PL_071"	"Simulium_sp2_M_PL_071"	"Zizeeria_knysa"	"Zosterops_mauritianus"
"Syzygium_glomeratum"	1.16253303016255	0.0477896560825536	0.0427557416175636	0.0353536398683326	0.00151393116562268	0.00452712942916902	0.0236116072136428	0.00931493425477574	0.00438225001127085	0	0.00155141352785413	0.00850283894510143	0.0943484517064755	0.126227941752623	0.141452065405504	0.00710730970675036	0.024822616445666	0.0616909198508844	0.0062134875867458	0.000953011937999457	0.000849347714268662	0.0978957463615829	0.00462323593841678	0.00382317248660429	0.0581266515081274	0.00286737936495322	0.00147572545085268	0.00147572545085268	0.0193755505027091	0.000141472794661532	0.000955793121651072	4.45273872241965e-05	0.000982045551898126	0.000737862725426339	0.000955793121651072	0.00101799384803723	0
"Stillingia_lineata"	0.0573475872990643	1.1880715010884	0.01992995457819	0.0273186502738035	0.000840786647542355	0.00177835484785687	0.0294224151295598	0.00741016402727067	0.000806700287964286	0	0.000407219153686409	0.00512103447281174	0.0139238786347434	0.129292485778183	0.102969646063176	0.0979460086045638	0.00651550645898254	0.00532274013769886	0.00318703862575078	0.000258095143220865	0.000611509365976597	0.0052534883363075	0.0726782632661545	0.0950457200870717	0.00286737936495322	0.0712842900653037	0.00183890094559749	0.00183890094559749	0.000955793121651072	5.55735889955273e-05	0.0237614300217679	2.47290190453634e-05	0.000758851396494543	0.000919450472798744	0.0237614300217679	0.000474522728052143	0
"Badula_insularis"	0.0610796308822337	0.0237261364026071	1.12131978328697	0.0493776247335155	0.0065873816541608	0.0270098661885447	0.0147191567354997	0.0162927475768092	0.0129184598875116	0	0.000302545985483945	0.0479623496932541	0.256706491593106	0.0393017891247825	0.0370937386137724	0.0061195626578277	0.00484073576774312	0.0335135697200076	0.13570610939674	0.00312180924411872	0.00218077583899072	0.0317880593184472	0.0285816319104019	0.00189809091220857	0.00305398154411168	0.00142356818415643	0.00091994729596873	0.000919947295968731	0.00101799384803723	0.000844058318392022	0.000474522728052143	0.000193746519240023	0.0013716006870421	0.000459973647984365	0.000474522728052143	0.0266980900782611	0
"Aphloia_theiformis"	0.0589227331138876	0.0379425698247271	0.0576072288557681	1.06704579739725	0.01363909705001	0.0337831124609416	0.0279647867324821	0.0223147546605558	0.0118557239139958	0	0.00225752932372005	0.112182193291435	0.171168313753063	0.0729601518146985	0.0409214861751195	0.0645842994152777	0.0361204691795208	0.064992731586646	0.0375538867384273	0.00398170355184391	0.00380157164569827	0.00628182844653272	0.00452205446191579	0.00303540558597817	0.00294613665569438	0.00227655418948363	0.00174779917078013	0.00174779917078013	0.000982045551898126	0.00105572226440442	0.000758851396494543	0.000401149913235589	0.0296401610388124	0.000873899585390066	0.000758851396494543	0.0013716006870421	0
"Syzygium_petrinese"	0.00267164323345179	0.00123645095226817	0.00813735380808099	0.0144413968764812	1.19244198560835	0.0515425929600604	0.00089090600857365	0.0277279248349364	0.0342053447695583	0	3.77342815677044e-05	0.208595366881089	0.0147330060302982	0.00147037820258698	0.00100550421922644	0.00266205201760409	0.000603748505083271	0.00286262380956732	0.0029805885394376	0.181060006325567	0.212163933938952	0.000416383455361006	0.00029577438914404	9.89160761814536e-05	0.000133582161672589	7.41870571360901e-05	5.56816255358531e-05	5.56816255358531e-05	4.45273872241965e-05	0.00161070603000189	2.47290190453634e-05	0.0350718231061281	0.000401149913235589	2.78408127679266e-05	2.47290190453634e-05	0.000193746519240024	0
"Diospyros_revaughanii"	0.00848836767969192	0.00277867944977637	0.0354504493724649	0.0380060015185593	0.0547640050200642	1.13839244546267	0.00267150092185833	0.0307218591833048	0.0219558558811969	0	0.000104168843748795	0.483956344141226	0.0565988174021588	0.00433266077157192	0.00311238450140928	0.00433733948755558	0.00166670149998072	0.00530003743014202	0.0408507777770729	0.0117128394635423	0.0115843523789679	0.00155142229169968	0.00109426348918668	0.00022229435598211	0.000424418383984596	0.000166720766986582	0.000166968807616146	0.000166968807616146	0.000141472794661532	0.0355747639207083	5.55735889955274e-05	0.00161070603000189	0.00105572226440442	8.34844038080728e-05	5.55735889955274e-05	0.000844058318392022	0
"Pleurostylia_leucocarpa"	0.0442717635255803	0.0459725236399372	0.0193188932153433	0.0314603850740424	0.000946587634109502	0.00267150092185833	1.16908457502623	0.00538374107041558	0.00233425179622761	0	0.0118891114295913	0.00570466713424	0.0491400986337325	0.120833880444025	0.0101767142025538	0.0422959778484457	0.19022578287346	0.00475784481194449	0.00325725222911997	0.000528246029877568	0.000503528693508533	0.00414928727511606	0.0397522180359502	0.00367780189119498	0.00221358817627902	0.00275835141839623	0.0730677859391393	0.0730677859391393	0.000737862725426339	8.34844038080727e-05	0.000919450472798744	2.78408127679265e-05	0.000873899585390066	0.0365338929695696	0.000919450472798744	0.000459973647984365	0
"Calophyllum_eputamen"	0.034931003455409	0.0231567625852209	0.0427684623891242	0.0502081979862506	0.0589218402742399	0.0614437183666096	0.0107674821408312	1.03417465240995	0.0167251314907466	0	0.000236082234949232	0.235524069561748	0.152782718389299	0.010625869110886	0.00834079363311737	0.0696142849319101	0.00377731575918771	0.0701901070045125	0.00840627198299417	0.0114524984260421	0.0750338875887231	0.00392921367816799	0.0027441862955648	0.00185254100681767	0.00174655017277045	0.00138940575511325	0.000672967633801947	0.000672967633801948	0.000582183390923483	0.00192011619895655	0.000463135251704417	0.00173299530218353	0.00139467216628474	0.000336483816900974	0.000463135251704417	0.00101829672355058	0
"Pandanus_rigidifolius"	0.0219112500563542	0.00336125119985119	0.0452146096062906	0.0355671717419873	0.0969151435137486	0.0585489490165252	0.00622467145660696	0.0223001753209954	1.04314006178169	0	0.000150049639281746	0.22011616666404	0.194757854402081	0.00616330538430271	0.00488972791935504	0.00383313602223524	0.00240079422850793	0.00554181577000519	0.00820032326939589	0.188108903950931	0.0184964333423414	0.00290247582865548	0.00147273437896934	0.000268900095988096	0.00109556250281771	0.000201675071991072	0.000389041966037935	0.000389041966037935	0.000365187500939237	0.00182965465676641	6.72250239970239e-05	0.00285044539746319	0.000987976992832981	0.000194520983018967	6.72250239970239e-05	0.0010765383239593	0
"Turraea_rigida"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
