"Canthium_bibracteatum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Ochna_kirkii"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Apis_mellifera"	"Ornidia_obesa"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_109"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Pachycerina_seychellensis"	"Dichaetomyia_fasciculifera"	"Hemipyrellia_sp1_M_PL_109"	"Lygistorrhina_sp1_M_PL_109"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"
"Parasarcophaga_hirticeps"	0.0334351537719781	0.332141452336969	0.207561845335477	0.0152106232486292	0.0714022513450167	0.00301398777075289	0.00390135285784403	0.0581553150058787	0.121592164069472	0.0382251687580536	1.04415292177994	0.0270732841741926	0.00723357064980695	0.00653858698490957	0.00942470761723867	0.00902442805806421	0.00649560989972702	0.000800559118348904	0.00396679174138982	0.000650225476307338
"Unidentified_sp1_M_PL_109"	0.0257368995518497	0.0230695740484559	0.584471547792863	0.0146454100173489	0.0181245686089114	0.000209342777209219	0.000409323870028644	0.069398022231599	0.0127572606158927	0.053300232967808	0.040609926261289	1.07623541927733	0.000502422665302125	0.0142657153069398	0.025797211952549	0.0254118064257766	0.0132093634520248	0.00077081105354468	0.00100692047827286	6.8220645004774e-05
"Xylocopa_caffra"	0.00742979634587013	0.122454714895534	0.00385190710064962	0.0025570307982011	0.00153733330040922	0.527426993783081	0.00140889044292112	0.00379117836824328	0.0439104188043749	0.00693666205370027	0.0108503559747104	0.000502422665302125	1.26582478507939	0.00053402779851218	0.000234764505930562	0.000167474221767375	0.000126440813672833	0.000134580568326374	8.54074055782901e-05	0.000234815073820186
"Hemipyrellia_germana"	0.453381569981402	0.0294249316980211	0.131244580823846	0.0257063140263867	0.024242232446657	0.00026701389925609	0.00240002379109746	0.152610496150831	0.0748007414892041	0.0273467822710339	0.0117694565728372	0.0171188583683278	0.000640833358214616	1.03033081396935	0.00638276807083874	0.00570628612277593	0.00352653840712844	0.00135296389612561	0.00134679069148094	0.00040000396518291
"Pachycerina_seychellensis"	0.0336414562090458	0.0215592071279566	0.395557249939084	0.192569250838775	0.0222609081798026	0.000195637088275468	0.000882957283726579	0.117488840727334	0.0275188353428117	0.0371492106340597	0.028274122851716	0.051594423905098	0.000469529011861123	0.0106379467847312	1.02226575316588	0.0171981413016993	0.00921742921139974	0.0101352237283566	0.00123671712110015	0.000147159547287763
"Dichaetomyia_fasciculifera"	0.0257368995518497	0.0230695740484559	0.584471547792863	0.0146454100173489	0.0181245686089114	0.000209342777209218	0.000409323870028644	0.069398022231599	0.0127572606158927	0.053300232967808	0.040609926261289	0.0762354192773299	0.000502422665302124	0.0142657153069398	0.025797211952549	1.02541180642578	0.0132093634520248	0.00077081105354468	0.00100692047827286	6.8220645004774e-05
"Hemipyrellia_sp1_M_PL_109"	0.0364924608148438	0.0174172220834327	0.303815359396569	0.0234376538728444	0.284929729501304	0.000158051017091041	0.000416189980581201	0.147280652171966	0.0129712543947808	0.0363401645557424	0.0292302445487716	0.0396280903560742	0.000379322441018498	0.00881634601782109	0.0138261438170996	0.0132093634520248	1.01451939643438	0.0012335607301497	0.0158294294167391	6.93649967635336e-05
"Lygistorrhina_sp1_M_PL_109"	0.049450569523438	0.018538473286958	0.0177286542315276	0.548416932481628	0.0305335873215851	0.000168225710407967	0.00183022411112245	0.213670477718805	0.0570419847966496	0.00484716596656298	0.00360251603257007	0.00231243316063404	0.00040374170497912	0.00338240974031404	0.0152028355925349	0.00077081105354468	0.0012335607301497	1.02886404907798	0.00169631040675473	0.000305037351853741
"Plagiostenopterina_cyanosoma"	0.0472480220778379	0.0117648701184095	0.0231591710002757	0.0322298977283398	0.551734890393697	0.000106759256972863	0.000423056091133758	0.225163282112333	0.0131852481736688	0.0193800961436767	0.0178505628362542	0.00302076143481857	0.00025622221673487	0.00336697672870236	0.00185507568165022	0.00100692047827286	0.0158294294167391	0.00169631040675472	1.03065193835521	7.05093485222931e-05
"Simosyrphus_aegyptius"	0.0318746864850113	0.0646915528374614	0.00313814967021961	0.0115914193704422	0.00253833654680255	0.000587037684550466	0.552245484072179	0.0138480859990015	0.211650920249586	0.00465540632093393	0.00585202928676604	0.000409323870028644	0.00140889044292112	0.00200001982591455	0.000441478641863289	0.000136441290009548	0.000138729993527067	0.000610074703707483	0.000141018697044586	1.09204091401203
