"Phoradendron_sp1_M_SD_004"	"Schefflera_morototoni"	"Cecropia_schreberiana"	"Ficus_sp1_M_SD_004"	"Guarea_guidonia"	"Cordia_sulcata"	"Alchornea_latifolia"	"Miconia_serrulata"	"Clusia_rosea"	"Anthurium_scandens"	"Miconia_affinis"	"Inga_vera"	"Musa_acuminata"	"Inga_laurina"	"Dendropemon_bicolor"	"Myrcine_coriacea"	"Syzigium_jambos"	"Andira_inermis"	"Coffea_arabica"	"Miconia_racemosa"	"Palicourea_guianensis"	"Tilandsia_sp1_M_SD_004"	"Buchenavia_capitata"	"Casearia_arborea"	"Citrus_sinensis"	"Dendropanax_arboreus"	"Henriettea_fascicularis"	"Momordica_charantia"	"Palicourea_crocea"	"Philodendron_angustatum"	"Piper_sp1_M_SD_004"	"Solanum_rugosum"	"Unidentified_sp1_M_SD_004"	"Zanthoxylum_martinicensis"	"Spindalis_portoricensis"	"Euphonia_musica"	"Nesospingus_sp1_M_SD_004"	"Loxigilla_portoricensis"	"Vireo_altiloquous"	"Melanerpes_portoricensis"	"Columba_squamosa"	"Margarops_fuscatus"	"Tyrannus_dominicensis"	"Zenaida_asiatica"	"Coereba_flaveola"	"Dendroica_tigrina"	"Vireo_flavirostris"	"Dendroica_caerulescens"	"Icterus_dominicensis"	"Myarchus_antillarum"	"Tiaris_bicolor"	"Todus_mexicanus"	"Tyrannus_caudifasciatus"	"Vireo_latimeri"
"Phoradendron_sp1_M_SD_004"	1.16580199725503	0.0219797707276907	0.0160371153226373	0.0105044798200616	0.0154596504305606	0.00771869884448793	0.010424735684173	0.0100039390250517	0.00214171650605671	0.0450530968840685	0.00299407484185059	0.00198394696072144	0.00338549077111089	0.00125144922669967	0.00129359701936159	0.00121297885787298	0.00204562206056474	0.000573223742277353	0.00090296457169436	0.00106420089467159	0.00144021341527316	0.000688188374070019	0.000754186608492968	0.000505063940564575	0.000505063940564575	0.000275667815874569	0.00279858931676212	0.00279858931676212	0.000605408645291576	0.000229396124690006	0	6.54116183648556e-05	0.000229396124690006	0.000605408645291576	0.0981377424513465	0.425385576147842	0.0330330419553609	0.0762814893067386	0.0136875726145281	0.000615852247940289	0.000704479831015728	0.000654116183648556	0.000623075989980825	0.000965253304090094	0.00771874236400411	0.000578271838638708	0.00748967893587762	0.000145791957478521	5.9492125168242e-05	5.94921251682421e-05	0	0.000193050660818019	0.000140895966203146	0.000193050660818019
"Schefflera_morototoni"	0.0225433545925033	1.11011599527445	0.0479784193903138	0.0460861234316794	0.00938813172047399	0.0359391341001411	0.00718186181040022	0.0116674502363421	0.00749683812837347	0.00307376642634258	0.0060154207291656	0.00282460155958974	0.00275537704055658	0.00546381092420391	0.00106966456697082	0.00108744439565739	0.000714041051220755	0.00194283832337254	0.000793355143132504	0.000757795485759356	0.000579983727884324	0.000935607243634389	0.000463706233234467	0.00159540958478793	0.00159540958478793	0.00128354050357647	0.000111889120172882	0.000111889120172882	0.00013405732333643	0.000311869081211463	0	0.00086862107533565	0.000311869081211463	0.00013405732333643	0.456940419273222	0.0170071462662781	0.0449091476944507	0.0168912227403902	0.0303276997106194	0.00193323885770635	0.0355806408741811	0.0086862107533565	0.0286727582029108	0.000664987204666687	0.00812935903904508	0.00842463052184478	0.000264424015156751	0.000436167449002853	0.00020824550356593	0.00020824550356593	0	0.000132997440933337	0.00711612817483623	0.000132997440933337
"Cecropia_schreberiana"	0.0233267131965633	0.068042122044445	1.06665586234474	0.0366770592357008	0.0218957341436817	0.0269887641963517	0.0136132708914406	0.0124678352879742	0.015103968418402	0.00202687131450103	0.00796336348796238	0.00494365206436012	0.00491940694679738	0.00443141959695898	0.00221731599929191	0.00224722657769779	0.00228417778813862	0.00211564814483003	0.00173116587988654	0.00167134472307477	0.00170477561749813	0.00163791382865141	0.00115528402526352	0.00150985571180113	0.00150985571180113	0.000963884435583991	6.64366799323147e-05	6.64366799323147e-05	0.000579402170640494	0.000545971276217138	0	0.00114522146635356	0.000545971276217138	0.000579402170640494	0.343142859067901	0.0100983753497118	0.0786198637752678	0.0730046735007023	0.0529811306253179	0.0303492784624507	0.00218083724501426	0.0114522146635356	0.00216422447430036	0.00126048804550376	0.0199757023582039	0.0295267818765867	0.000433893722526964	0.00969687147586129	0.000419554678288945	0.000419554678288945	0	0.000252097609100752	0.000436167449002852	0.000252097609100752
"Ficus_sp1_M_SD_004"	0.0210089596401232	0.0898679406917749	0.0504309564490886	1.05375370865652	0.00889854241297434	0.0411610249487065	0.00672881962293401	0.0150146040331621	0.00395447376874656	0.00250053838733228	0.00823758131258338	0.00428657948887086	0.00331614023914497	0.00612301145775215	0.00159882059818546	0.00133622132814851	0.000752747342193879	0.00195576667832768	0.000568157751566252	0.00109335629164015	0.000670319663644357	0.00151639291963593	0.000325292715057887	0.00197550091185626	0.00197550091185626	0.00147003660531095	6.44063613763335e-05	6.44063613763335e-05	8.24276785495225e-05	0.000505464306545312	0	0.00150774181325579	0.000505464306545312	8.24276785495225e-05	0.523333031490697	0.00978976692920269	0.0727868601425249	0.0103858874972398	0.0223435833587696	0.00170492920206766	0.00288038271447996	0.0150774181325579	0.00241415266516026	0.000623038853975371	0.00162430902153928	0.00195146626423477	0.000248392082132012	0.00045846324044626	0.000109846493576293	0.000109846493576293	0	0.000124607770795074	0.000576076542895993	0.000124607770795074
"Guarea_guidonia"	0.0325466324853907	0.0192703756367624	0.0316911941553288	0.0093668867504993	1.07778756832652	0.0023307358171432	0.039735801773927	0.00851723192163966	0.0284566960505416	0.00139656525253251	0.00908156527627079	0.0076061469887586	0.0105607652649172	0.00270336061748548	0.0040919354774356	0.00580786525647106	0.00704005780144178	0.00482403728068515	0.0068693264566484	0.00343746689857747	0.00491152806058056	0.00196340573657438	0.00449892809875481	0.000737709143756097	0.000737709143756097	8.32405648979715e-05	8.20827929771589e-05	8.20827929771589e-05	0.00212852974086122	0.000654468578858126	0	0.00154843487064218	0.000654468578858126	0.00212852974086122	0.0296336411036778	0.0124765845325282	0.0942434753555701	0.268194747348514	0.218076648926211	0.00323569663269046	0.000617640244768025	0.0154843487064218	0.00128457597499613	0.00367924090499324	0.000903148032084184	0.000987833344098935	0.0143848318257511	0.000288101765048443	0.00079046377918171	0.00079046377918171	0	0.000735848180998649	0.000123528048953605	0.000735848180998649
"Cordia_sulcata"	0.0220534252699655	0.100116159278964	0.0530136439571195	0.0588014642124379	0.00316314146612292	1.04780135253263	0.0067405224296677	0.0117888166712309	0.00177737046977007	0.00277951799528565	0.00467712450205678	0.00102747070400137	0.0023237866049088	0.00691514945433428	0.000418829269340669	0.000387578339008621	0.000315401910836742	0.00187996077551176	0.000238691671528416	0.000301193532192511	0.000249479852940547	0.000352907211444474	0.000152306864712305	0.0018248268990277	0.0018248268990277	0.00170719116187954	6.70204270878817e-05	6.70204270878817e-05	6.59220578961945e-05	0.000117635737148158	0	0.000200036953124704	0.000117635737148158	6.59220578961945e-05	0.607760053629117	0.010187104917358	0.0169395461493348	0.00830617929492051	0.00794740222708218	0.00159394085919016	0.00320885125894117	0.00200036953124704	0.00261645240909099	0.000624122447191454	0.00174348859530951	0.00208759690516422	0.00017945419038627	0.000481942217791996	4.93714019380575e-05	4.93714019380575e-05	0	0.000124824489438291	0.000641770251788234	0.000124824489438291
"Alchornea_latifolia"	0.030888105730883	0.0207476007856006	0.0277307370010827	0.00996862166360594	0.0559244617558973	0.00699017140854428	1.1105129213923	0.00306755384194912	0.0105544995085664	0.0014787949367766	0.00255675206976005	0.00182145132468153	0.0106476430398733	0.00187603609088644	0.0028650016509902	0.00362444043270763	0.00765099380366917	0.00200452932963681	0.00426587782076239	0.00274700025732752	0.005139996333667	0.000354004180988032	0.00338843764538228	0.000367650372539259	0.000367650372539259	0.000249648978876581	7.6821622368751e-05	7.6821622368751e-05	0.00251099747000216	0.000118001393662677	0	0.000131110631771349	0.000118001393662677	0.00251099747000216	0.088875036480063	0.0116768866000502	0.0169922006874255	0.316385681220273	0.0807244961349706	0.00163583445301612	0.000664987204666687	0.00131110631771349	0.000825170305637971	0.102825270499287	0.00083024331995286	0.000889290268235592	0.000928898841816667	0.000252097609100752	0.000293180541904622	0.000293180541904622	0	0.0205650540998574	0.000132997440933337	0.0205650540998574
"Miconia_serrulata"	0.0400157561002069	0.0455030559217343	0.0342865470419291	0.0300292080663242	0.0161827406511154	0.0165043433397233	0.00414119768663131	1.03369676235997	0.00428477011681492	0.00795087431112118	0.025661630685942	0.0196094259898345	0.00840115754934866	0.00247389720814276	0.00743541758655431	0.00511488994595865	0.00281296064372504	0.000821708581354694	0.000357700790870748	0.00499875607206207	0.00268752760064744	0.00730998454347671	0.000241566916974174	0.00302610234805378	0.00302610234805378	0.000589440833561546	0.000460089592347477	0.000460089592347477	0.0001254330430776	0.00243666151449224	0	0.0001254397933661	0.00243666151449224	0.0001254330430776	0.20984093674791	0.0699336180368165	0.350879258086882	0.0158045634277776	0.0106843163984848	0.00129215182299931	0.00145843127954277	0.001254397933661	0.00128576641576796	0.00038344423024364	0.00116517649593356	0.00122677390250662	0.000463029273667285	0.000311695882199356	0.000119021392133748	0.000119021392133748	0	7.6688846048728e-05	0.000291686255908553	7.6688846048728e-05
"Clusia_rosea"	0.00951874002691873	0.032486298556285	0.046151014611784	0.00878771948610347	0.06007524721781	0.00276479850853122	0.0158317492628496	0.00476085568534992	1.10015048851393	0.000518599993586544	0.00752505438669298	0.00664158266004418	0.00193242895398707	0.00429260939996236	0.00123015592128638	0.004784801046296	0.000946523288272861	0.00789401917279192	0.00799645311185733	0.000887162861838096	0.000745346545331336	0.00102897917834486	0.00409881492739943	0.0004417358633244	0.0004417358633244	9.87428038761151e-05	2.62410743569018e-05	2.62410743569018e-05	0.000201176742941525	0.000342993059448285	0	0.000160853732064514	0.000342993059448285	0.000201176742941525	0.035152438179897	0.00398864330224907	0.0493910005605531	0.0253482696106322	0.358582712970127	0.0929378714110275	0.00104122751782965	0.00160853732064514	0.0313927178063172	0.00146590270952311	0.00110684698531206	0.00146690953843276	0.000849955904349953	0.000419554678288945	0.0305597357920535	0.0305597357920535	0	0.000293180541904622	0.00020824550356593	0.000293180541904622
"Anthurium_scandens"	0.212014573572087	0.0141031636032189	0.00655752484103273	0.00588361973489949	0.00312173409389621	0.00457802963929401	0.00234867431135107	0.00935396977778962	0.000549105875562223	1.0608425067514	0.00101777293441297	0.00055942286483629	0.000818765581690878	0.000688035289084152	0.000311582577330946	0.000279939655988114	0.000409355922055842	0.0002315631683448	0.000182622758403157	0.000245908601088822	0.000294795273451269	0.000197021928726374	0.000148591703503865	0.000229175034788339	0.000229175034788339	0.000163501058546215	0.00379243785580342	0.00379243785580342	0.000114560648604572	6.56739762421247e-05	0	2.78567844603975e-05	6.56739762421247e-05	0.000114560648604572	0.0582063768424524	0.57645055408212	0.00945705257886596	0.0144346417241761	0.00313085705073492	0.000224600409537139	0.000452024474462144	0.000278567844603975	0.000376872520557555	0.000217469843643617	0.00153472370410039	0.000269246481466049	0.00136616653342944	5.96138621912067e-05	1.52529409878395e-05	1.52529409878395e-05	0	4.34939687287235e-05	9.04048948924289e-05	4.34939687287235e-05
