"Hamelia_versicolor"	"Vitex_mollis"	"Combretum_farinosum"	"Ipomoea_bracteata"	"Mirabilis_sp1_M_PL_065"	"Ipomoea_wolcottiana"	"Opuntia_excelsa"	"Nopalea_karwinskiana"	"Ceiba_aesculifolia"	"Caesalpinia_pulcherrima"	"Cordia_seleriana"	"Psittacanthus_calyculatus"	"Tillandsia_bartramii"	"Pithecellobium_mangens"	"Tillandsia_paucifolia"	"Tillandsia_dasyrifolia"	"Groton_suberosus"	"Justicia_mexicana"	"Erythrina_lanata"	"Ipomoea_quamoclit"	"Tabebuia_donnell-smithii"	"Amazilia_rutila"	"Chlorostilbon_canivetii"	"Cynanthus_latirostris"	"Heliomaster_constantii"	"Archilochus_colubris"
"Tillandsia_dasyrifolia"	0.092464591301963	0.0127302978767185	0.0589124541292544	0.0445428142991415	0.00445160998039253	0.0065754902967762	0.0310089846678699	0.00747876318095206	0.01504314359873	0.0200438163268921	0.00513078709134171	0.00374276465922774	0.00981569606131752	0.000475296675611432	0.00748908601481883	1.00701121147237	0.00478412076938165	0.00138198317761757	4.32574338383462e-05	0.000181209858815709	2.59544603030077e-05	0.605108792485927	0.0256934414450718	0.0234579256383045	0.00965505923271886	0.00275144786464477
"Groton_suberosus"	0.092464591301963	0.0127302978767185	0.0589124541292544	0.0445428142991415	0.00445160998039253	0.0065754902967762	0.0310089846678699	0.00747876318095206	0.01504314359873	0.0200438163268921	0.00513078709134171	0.00374276465922774	0.00981569606131752	0.000475296675611432	0.00748908601481883	0.00701121147236965	1.00478412076938	0.00138198317761757	4.32574338383462e-05	0.000181209858815709	2.59544603030077e-05	0.605108792485927	0.0256934414450718	0.0234579256383045	0.00965505923271886	0.00275144786464477
"Justicia_mexicana"	0.0746042564491392	0.00777559219534938	0.0499824960934733	0.0316717376945003	0.0787623733988055	0.0387448916397529	0.0113625884964612	0.00317695496209155	0.00870589738121861	0.00730047635132761	0.00208969417087375	0.00255253133356121	0.00357513039427155	0.000349858384195236	0.00371338499107565	0.00255366456733682	0.00174250052830042	1.00444037382901	2.28114882608728e-05	0.000192432091376484	1.36868929565237e-05	0.220396273717446	0.0189125368840925	0.415041278643785	0.00509152417982682	0.00722505324151655
"Erythrina_lanata"	0.032307315827356	0.00270024407239531	0.00674468950587337	0.022770992697097	0.00173884493866933	0.00133865482321086	0.0273918890401676	0.169225742674359	0.057775635841957	0.00210231128454362	0.000634222502520642	0.000445368472951204	0.00102952692535264	0.000126712584239067	0.00132646678207505	0.000735376375251885	0.000501786232524815	0.00020986569200003	1.00262823376836	2.251303141562e-05	0.00157694026101497	0.0634673069276215	0.00684978989030804	0.00916290857633725	0.586621777097569	0.000564884174831007
"Ipomoea_quamoclit"	0.0788662967432957	0.0880646599673856	0.0402283298517659	0.0241448000018092	0.0247466639924766	0.0136284633979361	0.0137462103925058	0.00351112900738189	0.00759338119087434	0.00880679913844345	0.0080590421051435	0.00199587966443908	0.00431279463981387	0.00485258692653656	0.0035820269739608	0.00308056759986705	0.00210203436226222	0.00177037524066365	2.251303141562e-05	1.00020527128651	1.3507818849372e-05	0.265871104854408	0.262319650971044	0.1304034734149	0.00502490861196639	0.003047528814348
"Tabebuia_donnell-smithii"	0.032307315827356	0.00270024407239531	0.00674468950587337	0.022770992697097	0.00173884493866933	0.00133865482321086	0.0273918890401676	0.169225742674359	0.057775635841957	0.00210231128454362	0.000634222502520642	0.000445368472951204	0.00102952692535264	0.000126712584239067	0.00132646678207505	0.000735376375251885	0.000501786232524815	0.00020986569200003	0.00262823376835828	2.251303141562e-05	1.00157694026102	0.0634673069276215	0.00684978989030804	0.00916290857633725	0.586621777097569	0.000564884174831007
"Amazilia_rutila"	0.184929182603926	0.0254605957534371	0.117824908258509	0.0890856285982829	0.00890321996078505	0.0131509805935524	0.0620179693357397	0.0149575263619041	0.0300862871974599	0.0400876326537841	0.0102615741826834	0.00748552931845548	0.019631392122635	0.000950593351222863	0.0149781720296377	0.0140224229447393	0.00956824153876329	0.00276396635523514	8.65148676766923e-05	0.000362419717631418	5.19089206060154e-05	1.21021758497185	0.0513868828901436	0.046915851276609	0.0193101184654377	0.00550289572928955
"Chlorostilbon_canivetii"	0.142611941161524	0.409254795623741	0.0372411015475015	0.005597729730793	0.00355676760723668	0.00217233166882286	0.00394579245531918	0.00130320480866523	0.00194726659585439	0.00222109792641496	0.0292744203248651	0.000462064750157796	0.00108769816149539	0.0230173621497593	0.000870447046978329	0.000776927258210994	0.000530138599720443	0.000309490109095785	1.21839023306795e-05	0.000466594896782362	7.31034139840772e-06	0.0670533925439512	1.24426548082641	0.0187425202142105	0.00271944700020767	0.000552492748552498
"Cynanthus_latirostris"	0.133580719902057	0.0112158169195008	0.0921512789056382	0.0520812833599397	0.222546664788722	0.10563800945461	0.00553458034293988	0.00258982773268015	0.0118667043221148	0.00345053022403631	0.00151843203633803	0.00406360850716421	0.00168976582987786	0.0005899582634013	0.00412303158637603	0.0012069755927699	0.000823583345654758	0.0115568394779746	2.77327741414566e-05	0.000394683636243645	1.66396644848739e-05	0.104169093512471	0.031891782277328	1.17271799116737	0.0061899551883731	0.0183645111877959
"Heliomaster_constantii"	0.0646146316547121	0.00540048814479062	0.0134893790117467	0.045541985394194	0.00347768987733865	0.00267730964642172	0.0547837780803353	0.338451485348718	0.115551271683914	0.00420462256908725	0.00126844500504128	0.000890736945902407	0.00205905385070528	0.000253425168478134	0.00265293356415011	0.00147075275050377	0.00100357246504963	0.00041973138400006	0.00525646753671657	4.50260628312401e-05	0.00315388052202994	0.126934613855243	0.0136995797806161	0.0183258171526745	1.17324355419514	0.00112976834966201
"Archilochus_colubris"	0.0234257832518433	0.00252240286582919	0.0155952914430908	0.0362213181505474	0.0222288581365792	0.333260676165002	0.00404372325318143	0.00130563841083207	0.00291503353544144	0.00258147425138486	0.000722940776877895	0.216347884083254	0.00126417874862057	0.000110925185037567	0.00124190438897314	0.000902984820443265	0.000616154348067169	0.00128321408922688	1.09050999002125e-05	5.88326025935907e-05	6.5430599401275e-06	0.0779329016796682	0.00599635952193464	0.117135801089725	0.00243401829772743	1.12983425274428
