"Spondias_cytherea"	"Uvaria_sp."	"Cerbera_manghas"	"Ochrosia_coccinea"	"Ochrosia_oppositifolia"	"Barringtonia_calyptrocalyx"	"Garcinia_hollrungii"	"Garcinia_ledermannii"	"Terminalia_sp."	"Pimelodendron_amboinicum"	"Pangium_edule"	"Gnetum_costatum"	"Gnetum_gnemon"	"Medusanthera_laxiflora"	"Neuburgia_corynocarpa"	"Ficus_conocephaliafolia"	"Ficus_hispidioides"	"Myristica_sp."	"Syzygium_pachycladum"	"Syzygium_samaragense"	"Syzygium_longipes"	"Syzygium_sp."	"Galearia_celebica"	"Morinda_bracteata"	"Nauclea_orientalis"	"Randia_dryadum"	"Versteegia_cauliflora"	"Pometia_pinnata"	"Phaleria_macrocarpa"	"Gmelina_moluccana"	"Adrama_selecta"	"Bactrocera_bancroftii"	"Bactrocera_bullata"	"Bactrocera_cheesmane"	"Bactrocera_diaphana"	"Bactrocera_enochra"	"Bactrocera_frauenfeldi"	"Bactrocera_hastigerina"	"Bactrocera_lineata"	"Bactrocera_neocheesmanae"	"Bactrocera_paramusae"	"Bactrocera_penefurva"	"Bactrocera_tinomiscii"	"Bactrocera_trivialis"	"Bactrocera_sp._1"	"Bactrocera_sp._2"	"Bactrocera_sp._3"	"Bactrocera_sp._4"	"Bactrocera_sp._5"	"Bactrocera_sp._6"	"Bactrocera_sp._7"	"Bactrocera_sp._8"	"Bactrocera_sp._9"	"Bactrocera_sp._10"	"Bactrocera_sp._11"	"Euphranta_marginata"	"Euphranta_perkinsi"	"Euphranta_quatei"	"Euphranta_sp."
"Spondias_cytherea"	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606060606060606	0	0	0.0121212121212121	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0484848484848485	0	0	0	0
"Uvaria_sp."	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0
"Cerbera_manghas"	0	0	1.32582987241523	0	0.00497798515303416	0	0	0	0	0	0.00252062534593947	0	0	0	0	0	4.85041912991733e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244630888817381	0.00504839802272753	0	0	0	0	0.659142857240986	0	0	2.9102514779504e-05	0	0	0	0	0
"Ochrosia_coccinea"	0	0	0	1.31415843774064	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017950882145308	0	0	0	0	0	0.00122401344738061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248402729027242	0	0.664182639376394
"Ochrosia_oppositifolia"	0	0	0.00280111704752726	0	1.32923172210856	0	0	0	0	0	5.32539413528094e-06	0	0	0	0	0	0.00129516878311269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653218375762887	1.06658886320041e-05	0	0	0	0	0.00566661231647116	0	0	0.00777101269867617	0	0	0	0	0
"Barringtonia_calyptrocalyx"	0	0	0	0	0	1.07153682975866	0	0	0.000761967436535915	0	0	0	0	0	0	0	0	0	0.248115351278453	0.00602373777340651	0.00460808878286006	0.000576011097857507	0.00115202219571501	0	0	0	0	0	0.000559325009847012	0	0.0186354231262375	0	0.000279012127005079	0	0	0	0.0713692208785603	0	0	0	0	0.000371912677356816	0	0.576011097857507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_hollrungii"	0	0	0	0	0	0	1.28861076345432	0.00600750938673342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038715060492282	0	0	0	0	0	0	0	0.0405506883604506	0	0	0	0	0	0.626115978306216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_ledermannii"	0	0	0	0	0	0	0.286357947434293	1.00631012646405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0406652594349902	0	0	0	0	0	0	0	0.00901126408010012	0	0	0	0	0	0.657655402586567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terminalia_sp."	0	0	0	0	0	0.00208633940956262	0	0	1.3228613662835	0	0	0	0	0	0	0	0	0	0.0079670218906925	0.000190567631852215	0.000161596095453965	2.01995119317457e-05	4.03990238634913e-05	0	0	0	0	0	5.84348647652479e-06	0	3.62841636445674e-05	0	2.91494848654551e-06	0	0	0	0.000745622079652847	0	0	0	0	0.645682333543137	0	0.0201995119317457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pimelodendron_amboinicum"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346666666666667	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0
"Pangium_edule"	0	0	0.000625391449252467	0	2.3481062042614e-06	0	0	0	0	0	1.33270559148994	0	0	0	0	0	2.2879335518478e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15391928687444e-06	0.666354582577684	0	0	0	0	0.000310916442094805	0	0	1.37276013110868e-08	0	0	0	0	0
"Gnetum_costatum"	0	0	0	0	0	0	0	0	0	0	0	1.22881605454353	0.104517278789804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379708759199599	0.286957907467068	0	0	0	0	0	0
