"Clethrionomys_rutilus"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Myopus_schisticolor"	"Arvicola_terrestris"	"Neomys_fodiens"	"Sicista_betulina"	"Megabothris_rectangulatus"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Rhadinopsylla_integella"	"Palaeopsylla_soricis"
"Clethrionomys_rutilus"	1.20827554209509	0.063039513060888	0.0334898825540377	0.0166960962008609	0.00626542336544251	0.00263186071813758	0.00189539463091831	0.000241003703315469	0.0007986170046427	0.302675844759583	0.171629260269011	0.0881632916592113	0.0718393197672884	0.0222361372285791	0.000867613331935687	0.00666328423949498	0.00259191541156237
"Clethrionomys_glareolus"	0.201726441794842	1.07311187624503	0.0287263562944721	0.0163069222040014	0.00712380447729944	0.00191790743872646	0.00175363281784799	0.00214038414506254	0.000526007916048601	0.19935700018242	0.24392916517534	0.0874223880149773	0.0993559572088338	0.0211010677011734	0.00770538292222513	0.00111246199519214	0.00668324346650542
"Microtus_agrestis"	0.204702203476365	0.0548705682029241	1.04059217130292	0.0178316533652755	0.00523259619629597	0.00344092707181024	0.00181013439448623	0.00387574674736278	0.000977332575893733	0.370409046263725	0.0917772876513667	0.118337906372804	0.0354459596564997	0.0349158471226567	0.013952688290506	0.00112887244564172	0.000699058863466401
"Microtus_oeconomus"	0.201837251850407	0.0616039283262276	0.0352670477668781	1.02102410361491	0.00686368954021254	0.00382641163602112	0.00197750295416253	0.000244720971822773	0.000688676672696065	0.261008458951809	0.12009426170514	0.111889020275069	0.0972822583471989	0.0736651983998334	0.000880995498561984	0.00111307308005739	0.000733400408996941
"Clethrionomys_rufocanus"	0.20049354769416	0.0712380447729944	0.0273941800864907	0.0181685899593861	1.01094574296126	0.00141951377292549	0.00294417155889369	0.000234466805950577	0.000495075721269505	0.187633698361142	0.132045717560302	0.111125577587927	0.226760471629912	0.00636385644131047	0.000844080501422077	0.0011056629468428	0.00078760163780835
"Myopus_schisticolor"	0.204533175809549	0.0465777520833568	0.0437489299130159	0.0245983605172786	0.00344739059139048	1.00715411023097	0.00188649062079936	0.000246950899103074	0.00114017266786728	0.432125441121699	0.0400635694849912	0.0230301192333907	0.0181518567568394	0.15062874964565	0.000889023236771065	0.00112794030777325	0.000649966879552006
"Arvicola_terrestris"	0.206218935843912	0.0596235158068316	0.0322203922218549	0.0177975265874628	0.0100101833002386	0.00264108686911911	1.00361039868382	0.000229920465311885	0.000981373554786093	0.371940577263929	0.0423568524848421	0.0228577763804103	0.220248850218672	0.00656785437538562	0.000827713675122785	0.00113723677855098	0.000729805489753259
"Neomys_fodiens"	0.026221202920723	0.0727730609321263	0.0689882921030575	0.00220248874640496	0.000797187140231962	0.000345731258744303	0.000229920465311885	1.16167846005758	9.69897091575699e-05	0.036759099770719	0.0216584808275294	0.0132748577024375	0.00869689786227957	0.00361399450476323	0.582042456207273	0.000144602221989281	0.000476277569675601
"Sicista_betulina"	0.217223825262814	0.0447106728641311	0.0434912996272711	0.0154952251356615	0.00420814363079079	0.00399060433753548	0.00245343388696523	0.000242474272893925	1.00151765431527	0.575190985487242	0.0406692189992518	0.0229708189545679	0.0182260986482396	0.00687639922763713	0.000872907382418129	0.00119792550696405	0.000662312460345651
"Megabothris_rectangulatus"	0.434447650525629	0.0894213457282622	0.0869825992545423	0.0309904502713229	0.00841628726158159	0.00798120867507096	0.00490686777393046	0.00048494854578785	0.00303530863053954	1.15038197097448	0.0813384379985037	0.0459416379091357	0.0364521972964792	0.0137527984552743	0.00174581476483626	0.0023958510139281	0.0013246249206913
"Peromyscopsylla_silvatica"	0.411305363816486	0.182678229426466	0.0359831656430468	0.0238072324966137	0.00988888633711509	0.00123544046870017	0.000932970319049385	0.000477059049064525	0.000358319110125567	0.13580294273759	1.09400456441203	0.0450863970250056	0.0407356403476866	0.0118874942685188	0.00171741257663229	0.00226822810928209	0.00183065385658304
"Ctenophthalmus_uncinatus"	0.396370501343892	0.122824842665671	0.0870419311337157	0.041611619110563	0.0156126844545022	0.00133232094738624	0.00094453621406654	0.000548547838943699	0.000379682957926741	0.143899841054235	0.0845835712783163	1.04720297333651	0.0386262130491721	0.0134089743399285	0.00197477222019732	0.00218586673535234	0.00145112131962139
"Amalaraeus_penicilliger"	0.379423203431115	0.163985560441765	0.0306280622274609	0.0425019575303296	0.0374264856088204	0.00123362133298909	0.010691691758188	0.000422179507877649	0.000353904828121158	0.134129929857919	0.0897766054264548	0.0453764250383478	1.04656595514864	0.0122100741940167	0.00151984622835954	0.00209240737186277	0.00166209006772934
"Amphipsylla_sibirica"	0.345613104352773	0.102490900262842	0.0887860112547557	0.094712397942643	0.00309101598577937	0.0301257499291299	0.000938264910769374	0.000516284929251891	0.000392937098722122	0.148923160415684	0.0770988913986792	0.0463567398608957	0.0359325040566777	1.02001925138136	0.00185862574530681	0.0019059546195925	0.00123820585513579
"Corrodopsylla_birulai"	0.052442405841446	0.145546121864253	0.137976584206115	0.00440497749280992	0.00159437428046392	0.000691462517488606	0.00045984093062377	0.323356920115152	0.00019397941831514	0.073518199541438	0.0433169616550589	0.0265497154048751	0.0173937957245591	0.00722798900952647	1.16408491241455	0.000289204443978563	0.000952555139351202
"Rhadinopsylla_integella"	0.604137771047545	0.031519756530444	0.0167449412770188	0.00834804810043045	0.00313271168272126	0.00131593035906879	0.000947697315459153	0.000120501851657734	0.00039930850232135	0.151337922379792	0.0858146301345057	0.0440816458296056	0.0359196598836442	0.0111180686142896	0.000433806665967844	1.00333164211975	0.00129595770578119
"Palaeopsylla_soricis"	0.352500495972483	0.28403784732648	0.0155540597121274	0.00825075460121559	0.00334730696068549	0.00113744203921601	0.000912256862191573	0.000595346962094501	0.000331156230172825	0.125508211235501	0.103889606361088	0.0438964199185471	0.0427988192440305	0.0108343012324381	0.00214324906354021	0.00194393655867178	1.00231878971952
