"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_114"	"Megachile_seychellensis"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_114"	"Ceratina_tabescens"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_114"	"Unidentified_sp1_M_PL_114"	"Melanostoma_annulipes"	"Rhynchium_brunneum"	"Lygistorrhina_sp1_M_PL_114"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_114"	"Unidentified_sp4_M_PL_114"	"Unidentified_sp5_M_PL_114"
"Canthium_bibracteatum"	1.17412847263296	0.0453181371005675	0.0584555189780147	0.0242995456182592	0.0311316590035319	0.308343421802654	0.121075287129508	0.0641863791494171	0.0087199697817622	0.00334118752251064	0.0631251867006968	0.00251398881375773	0.0315625933503484	0.0252500746802787	0.0252500746802787	0.00227221827855693	0.00125489059903602	0.000647401958579536	0.00709081014515797	0.00030374432022824	0.000778291475088297	0.000323700979289768	0.000323700979289768	0.00030374432022824
"Phoenicophorium_borsigianum"	0.0602083821478969	1.18423741671073	0.0371558517370193	0.0428068416706526	0.00892484106703835	0.0630393752474449	0.20375237697961	0.0997522476841524	0.220464891481446	0.00588594072971473	0.00323700979289768	0.00296602767768862	0.00161850489644884	0.00129480391715907	0.00129480391715907	0.00969736708202487	0.0179878484233481	0.0169176773815818	0.000546822005965727	0.000535085520883158	0.000223121026675959	0.0084588386907909	0.0084588386907909	0.000535085520883157
"Deckenia_nobilis"	0.120808072554564	0.057797991590919	1.08335955745597	0.0377315493569636	0.033636162374921	0.345560588999225	0.16017007563264	0.0604227137982172	0.0112055570909898	0.0051880880365825	0.00649505766422386	0.025961234300203	0.00324752883211193	0.00259802306568954	0.00259802306568954	0.0365248280456102	0.00176897432808008	0.000825685594155985	0.00149040982579541	0.000471644366962045	0.000840904059373025	0.000412842797077993	0.000412842797077992	0.000471644366962045
"Nephrosperma_vanhoutteanum"	0.0564964435624527	0.0749119729236421	0.042447993026584	1.15055121533945	0.00892570848120186	0.0596302651235934	0.223612626728128	0.0680337778465897	0.0282941137347053	0.158200792109175	0.0030374432022824	0.0584708495008967	0.0015187216011412	0.00121497728091296	0.00121497728091296	0.00195001862176929	0.0298339514252526	0.00107017104176631	0.000526887032258287	0.0143818901917432	0.000223142712030047	0.000535085520883157	0.000535085520883157	0.0143818901917432
"Chrysobalanus_icaco"	0.144762214366423	0.0312369437346342	0.0756813653435722	0.0178514169624037	1.0638013929263	0.482126753089495	0.0829253384561227	0.0137151416548425	0.00602428940560497	0.00245456983233051	0.00778291475088298	0.00257437896686624	0.00389145737544149	0.00311316590035319	0.00311316590035319	0.00274583320479503	0.00089252747741201	0.000446242053351917	0.0273733262982458	0.000223142712030047	0.0265950348231575	0.000223121026675959	0.000223121026675959	0.000223142712030047
"Apis_mellifera"	0.315120200303811	0.0484918271134191	0.170881609944671	0.0262111055488323	0.105961923755933	1.16643720530201	0.0654978280285	0.0279631172551486	0.00933326385470967	0.00360402701296444	0.0169419462528931	0.0051079243873232	0.00847097312644653	0.00677677850115722	0.00677677850115723	0.00604242385848966	0.00134801802605537	0.000692740387334559	0.00434324271918763	0.000327638819360403	0.00264904809389832	0.000346370193667279	0.000346370193667279	0.000327638819360403
"Lasioglossum_mahense"	0.17323079543145	0.219425636747273	0.110886975437982	0.137607770294233	0.0255154887557301	0.0916969592399001	1.08829273208222	0.0374314195414181	0.0424705725245999	0.018921068415457	0.00931348362534677	0.00934454352444456	0.00465674181267338	0.00372539345013871	0.00372539345013871	0.00526355849136562	0.00657484621088828	0.00313465195353246	0.00156923558142793	0.00172009712867791	0.000637887218893252	0.00156732597676623	0.00156732597676623	0.00172009712867791
"Hemipyrellia_germana"	0.213190473603421	0.249380619210381	0.0971079328899919	0.0971911112094139	0.00979652975345893	0.090880131079233	0.0868943667925778	1.03908532327589	0.0475284324577599	0.0133637777912944	0.0114618534195388	0.00701750962469274	0.00573092670976938	0.0045847413678155	0.0045847413678155	0.00501822123355007	0.00599235805466936	0.00356258027443402	0.00139109858579035	0.00121488889011767	0.000244913243836473	0.00178129013721701	0.00178129013721701	0.00121488889011767
"Rhiparida_seychellensis"	0.0300354514705143	0.571575644581528	0.0186759284849831	0.0419172055328967	0.00446243659674442	0.0314565559547622	0.102243970892555	0.0492887447710102	1.1066737276343	0.00576361576077329	0.00161480921884485	0.00251088090964446	0.000807404609422427	0.000645923687537941	0.000645923687537941	0.00470521412508178	0.00921329648948711	0.00816536635116469	0.000273041836803096	0.000523965069161208	0.000111560914918611	0.00408268317558234	0.00408268317558234	0.000523965069161208
"Unidentified_sp2_M_PL_114"	0.0282482217812263	0.037455986461821	0.021223996513292	0.575275607669726	0.00446285424060093	0.0298151325617967	0.111806313364064	0.0340168889232949	0.0141470568673526	1.07910039605459	0.0015187216011412	0.0292354247504484	0.0007593608005706	0.00060748864045648	0.00060748864045648	0.000975009310884646	0.0149169757126263	0.000535085520883158	0.000263443516129143	0.00719094509587158	0.000111571356015023	0.000267542760441579	0.000267542760441579	0.00719094509587158
"Megachile_seychellensis"	0.58706423631648	0.0226590685502838	0.0292277594890074	0.0121497728091296	0.0155658295017659	0.154171710901327	0.060537643564754	0.0320931895747085	0.00435998489088111	0.00167059376125532	1.03156259335035	0.00125699440687887	0.0157812966751742	0.0126250373401394	0.0126250373401394	0.00113610913927846	0.000627445299518008	0.000323700979289768	0.00354540507257899	0.00015187216011412	0.000389145737544149	0.000161850489644884	0.000161850489644884	0.00015187216011412
"Neophyllomyza_approximatonervis"	0.0389668266132448	0.0346036562397005	0.194709257251522	0.389805663339311	0.00858126322288745	0.0774701865410685	0.101232554848149	0.0327483782485661	0.0112989640934001	0.0535982787091553	0.00209499067813144	1.02381715555033	0.00104749533906572	0.000837996271252577	0.000837996271252578	0.00673747754819146	0.0102394795297642	0.000494337946281436	0.00042403064838533	0.00487257079174139	0.000214531580572186	0.000247168973140718	0.000247168973140718	0.00487257079174139
"Hemipyrellia_sp1_M_PL_114"	0.58706423631648	0.0226590685502838	0.0292277594890074	0.0121497728091296	0.0155658295017659	0.154171710901327	0.060537643564754	0.0320931895747085	0.0043599848908811	0.00167059376125532	0.0315625933503484	0.00125699440687887	1.01578129667517	0.0126250373401394	0.0126250373401394	0.00113610913927846	0.000627445299518008	0.000323700979289768	0.00354540507257899	0.00015187216011412	0.000389145737544149	0.000161850489644884	0.000161850489644884	0.00015187216011412
"Ceratina_tabescens"	0.58706423631648	0.0226590685502838	0.0292277594890074	0.0121497728091296	0.0155658295017659	0.154171710901327	0.060537643564754	0.0320931895747085	0.0043599848908811	0.00167059376125532	0.0315625933503484	0.00125699440687887	0.0157812966751742	1.01262503734014	0.0126250373401394	0.00113610913927846	0.000627445299518008	0.000323700979289768	0.00354540507257899	0.00015187216011412	0.000389145737544148	0.000161850489644884	0.000161850489644884	0.00015187216011412
"Ornidia_obesa"	0.58706423631648	0.0226590685502837	0.0292277594890074	0.0121497728091296	0.0155658295017659	0.154171710901327	0.060537643564754	0.0320931895747085	0.0043599848908811	0.00167059376125532	0.0315625933503484	0.00125699440687887	0.0157812966751742	0.0126250373401394	1.01262503734014	0.00113610913927846	0.000627445299518008	0.000323700979289768	0.00354540507257899	0.00015187216011412	0.000389145737544149	0.000161850489644884	0.000161850489644884	0.00015187216011412
"Phelsuma_sp1_M_PL_114"	0.0528290749764485	0.169703923935435	0.410904315513114	0.0195001862176929	0.0137291660239752	0.13746514278064	0.0855328254846913	0.0351275486348505	0.031760195344302	0.00268127560493278	0.00284027284819616	0.0101062163222872	0.00142013642409808	0.00113610913927846	0.00113610913927846	1.01490898140236	0.00291184642594854	0.00242434177050622	0.000627256435418994	0.000243752327721162	0.000343229150599379	0.00121217088525311	0.00121217088525311	0.000243752327721161
"Unidentified_sp1_M_PL_114"	0.0291762064275874	0.314787347408592	0.0199009611909008	0.298339514252526	0.00446263738706005	0.0306674100927596	0.106841250926935	0.0419465063826855	0.062189751304038	0.0410216832097224	0.00156861324879502	0.0153592192946463	0.00078430662439751	0.000627445299518008	0.000627445299518008	0.00291184642594854	1.01195544996215	0.00449696210583703	0.000268427259556003	0.00372924392815658	0.000111565934676501	0.00224848105291851	0.00224848105291851	0.00372924392815658
"Melanostoma_annulipes"	0.0301041910739484	0.592118708355363	0.0185779258685097	0.0214034208353263	0.00446242053351917	0.0315196876237224	0.101876188489805	0.0498761238420762	0.110232445740723	0.00294297036485737	0.00161850489644884	0.00148301383884431	0.000809252448224419	0.000647401958579536	0.000647401958579536	0.00484868354101244	0.00899392421167406	1.00845883869079	0.000273411002982863	0.000267542760441579	0.000111560513337979	0.00422941934539545	0.00422941934539545	0.000267542760441579
"Rhynchium_brunneum"	0.329722671749846	0.0191387702088004	0.0335342210803967	0.0105377406451657	0.273733262982458	0.197617543723037	0.0510001563964077	0.0194753802010649	0.00368606479684179	0.00144893933871029	0.0177270253628949	0.00127209194515599	0.00886351268144747	0.00709081014515798	0.00709081014515797	0.00125451287083799	0.000536854519112007	0.000273411002982863	1.00861603411085	0.000131721758064572	0.00684333157456145	0.000136705501491432	0.000136705501491432	0.000131721758064572
"Lygistorrhina_sp1_M_PL_114"	0.0282482217812263	0.037455986461821	0.021223996513292	0.575275607669727	0.00446285424060093	0.0298151325617967	0.111806313364064	0.0340168889232949	0.0141470568673526	0.0791003960545874	0.0015187216011412	0.0292354247504484	0.0007593608005706	0.00060748864045648	0.00060748864045648	0.000975009310884646	0.0149169757126263	0.000535085520883158	0.000263443516129143	1.00719094509587	0.000111571356015023	0.000267542760441579	0.000267542760441579	0.00719094509587158
