"Nephrosperma_vanhoutteanum"	"Pittosporum_senacia"	"Chrysobalanus_icaco"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Northea_hornei"	"Phoenicophorium_borsigianum"	"Ixora_pudica"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp3_M_PL_123"	"Nectarinia_dussumieri"	"Ornidia_obesa"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_123"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_123"	"Rhynchium_brunneum"	"Unidentified_sp5_M_PL_123"	"Polistes_olivaceus"	"Tricimba_seychellensis"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_123"	"Lampides_boeticus"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_123"	"Unidentified_sp1_M_PL_123"	"Unidentified_sp4_M_PL_123"
"Nephrosperma_vanhoutteanum"	1.15114615112355	0.0417075622567702	0.0322439402187173	0.0283956475830506	0.0230325892281972	0.0248951114652952	0.0131825210729594	0.0187298103847889	0	0.181488545516138	0.188247511156079	0.12996811383653	0.00496943540427096	0.00340789973594768	0.0027910724083567	0.0282785327150597	0.0260431016469819	0.0146704604019449	0.0252831320498765	0.0191521799797433	0.00128235811068655	0.000620075773436872	0.0129632221780037	0.000413383848957915	0.0123779156034791	0.000383724967338522	0.00618895780173954	0.000206691924478957	0.000257454088004754	0.00618895780173954	0.000257454088004754	0.000257454088004754	0	0.000383724967338522	0.000585306574524654
"Pittosporum_senacia"	0.0478864603688843	1.10789622639138	0.0800906939001671	0.0268097647818776	0.0292163640062908	0.0214412619468924	0.0133118410311522	0.00668072090668429	0	0.391712151175501	0.0658144849071892	0.00540653584809984	0.0125707837127201	0.0634358989467422	0.0375409760995184	0.0093421970005542	0.0352241443270617	0.0023898845253788	0.0015622899932651	0.000981134792348148	0.0144023194273651	0.00154020565192629	0.000723680704343393	0.00102680376795086	0.000514908176009509	0.000362294118674022	0.000257454088004754	0.000513401883975431	0.00683886559500855	0.000257454088004754	0.00683886559500855	0.00683886559500855	0	0.000362294118674021	0.000208772528333884
"Chrysobalanus_icaco"	0.0384446979530861	0.0831711052040198	1.11356149060869	0.0233812347059194	0.02828503253129	0.0224722965784619	0.0195204937978608	0.00449698195400569	0	0.478153194998033	0.0320317532182601	0.0043405304140581	0.0273663166833002	0.0197289590440655	0.0457867073961686	0.00245877937295891	0.00339377711779298	0.00285709354884514	0.00160758744983026	0.00076060645949955	0.00165872903027301	0.0214146440501671	0.000553914535020593	0.0142764293667781	0.000413383848957915	0.000315962631161073	0.000206691924478957	0.00713821468338904	0.000513401883975431	0.000206691924478957	0.000513401883975431	0.000513401883975431	0	0.000315962631161073	0.000140530686062678
"Erythroxylum_sechellarum"	0.0713728439249651	0.0586916472251915	0.0492901704611274	1.06414840319463	0.0333575484747448	0.036868052043091	0.00778230622343612	0.0118223617861522	0	0.279581122539935	0.287581478091184	0.00805822431410896	0.00499987425009532	0.00487367669729259	0.00386289250480527	0.00423499020056651	0.00334637046272419	0.00249119267601121	0.00184619211829153	0.00152062370783282	0.0294853558912569	0.000947887893483218	0.0011368987404943	0.000631925262322146	0.000767449934677044	0.0143803838269544	0.000383724967338522	0.000315962631161073	0.000362294118674022	0.000383724967338522	0.000362294118674021	0.000362294118674021	0	0.0143803838269544	0.000369448805817255
"Dillenia_ferruginea"	0.063000905830069	0.0696036907208693	0.0648891922776653	0.0363008615754576	1.03537587099235	0.0330784901801056	0.0181938141376248	0.0128905076191937	0	0.345479146552798	0.198223289116044	0.00711300549694327	0.0368022186395482	0.0351510159279984	0.00500787650656417	0.0190247681671376	0.00350312024918004	0.0034164902808734	0.00208261075539895	0.00141897200552027	0.0018404091906187	0.00124786908226279	0.00108025745804678	0.00083191272150853	0.000677429094946978	0.000490552183452129	0.000338714547473489	0.000415956360754265	0.000429652411857218	0.000338714547473489	0.000429652411857218	0.000429652411857218	0	0.000490552183452129	0.000402828363099802
"Paragenipa_wrightii"	0.0723514176960143	0.0542731943030715	0.0547762229100009	0.0426286851748239	0.0351458958163622	1.03912914145842	0.0225156167619599	0.0125131592126784	0	0.295229472338844	0.274419451884105	0.00816870844955	0.0393980204611316	0.00475113954748698	0.00423218872907097	0.00436299672054629	0.00323104305618192	0.0196569629701705	0.00245656913705935	0.00155799457533191	0.00182216606218698	0.0010533889021154	0.00116900845868668	0.000702259268076934	0.000777972233290476	0.000576063313173296	0.000388986116645238	0.000351129634038467	0.000335019717920194	0.000388986116645238	0.000335019717920194	0.000335019717920194	0	0.000576063313173296	0.000391036225396199
"Northea_hornei"	0.0490389783914089	0.0431303649409331	0.0609039406493256	0.0115178132106855	0.0247435872271697	0.0288199894553087	1.10597557237885	0.0092030870796531	0	0.212871116765506	0.0241033289145918	0.00553665885064294	0.224260958160248	0.00390470370302681	0.0257931548064355	0.00312269714540809	0.00238578578895197	0.111862766887282	0.0452936245809907	0.00107854773561672	0.000843765890183532	0.00117122962787164	0.000814897314157535	0.000780819751914431	0.000527300842918375	0.000155646124468722	0.000263650421459188	0.000390409875957216	0.000266236820623044	0.000263650421459188	0.000266236820623044	0.000266236820623044	0	0.000155646124468722	0.000287596471239159
"Phoenicophorium_borsigianum"	0.108867022861586	0.0338211495900892	0.0219227870257778	0.0273392116304769	0.0273923286907865	0.0250263184253568	0.014379823561958	1.0745846915473	0	0.118980307990646	0.202047035302249	0.0122914380650177	0.00509405847590552	0.00296567085332992	0.00217464322928465	0.170856685243798	0.00338508893976804	0.0365804033414945	0.00291641924057694	0.0353366913344272	0.00115644266830228	0.000421592058188033	0.0347513847599025	0.000281061372125356	0.00117061314904931	0.000369448805817255	0.000585306574524654	0.000140530686062678	0.000208772528333884	0.000585306574524654	0.000208772528333884	0.000208772528333884	0	0.000369448805817255	0.0335807716108532
"Ixora_pudica"	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0
"Apis_mellifera"	0.0902590092673841	0.169672108263185	0.199443578662281	0.0553181900212705	0.0628143902823269	0.0505205514162727	0.0284587054499339	0.0101801333040125	0	1.18221777441436	0.057713078272252	0.0101905333043821	0.0140008025176683	0.0138306792611796	0.013476874445538	0.00550279951803764	0.00717784742765256	0.00492391030799276	0.0030794021807368	0.00177391963780497	0.00358980360275634	0.00383545343581309	0.00128865614712011	0.00255696895720873	0.000970526981369721	0.000747543108395548	0.00048526349068486	0.00127848447860437	0.00104735869298262	0.000485263490684861	0.00104735869298262	0.00104735869298262	0	0.000747543108395548	0.00031812916575039
