"Microtus_maximowiczii"	"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Spermophilus_undulatus"	"Clethrionomys_rufocanus"	"Cricetulus_barabensis"	"Micromys_minutus"	"Apodemus_peninsulae"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ctenophthalmus_assimilis"	"Frontopsylla_luculenta"	"Catallagia_dacenkoi"	"Oropsylla_alaskensis"	"Megabothris_rectangulatus"	"Neopsylla_bidentatiformis"	"Amphipsylla_vinogradovi"	"Peromyscopsylla_ostsibirica"	"Amphipsylla_sibirica"	"Leptopsylla_segnis"	"Rhadinopsylla_rothschildi"
"Ctenophthalmus_assimilis"	0.482510909334125	0.14951807208132	0.00842668027507251	0.000577779374018564	0.024655845520568	6.25470940370881e-05	0.00091264602619544	2.18696132996812e-06	0.201340096986066	0.093394110014	1.01760326834511	0.00126938876781539	0.0100621727261838	0.000101111390453249	0.00398910797722152	4.02611676167624e-05	1.53087293097768e-05	0.0016999843124897	0.0015409903450355	0.0015409903450355	0.000736542227001576
"Frontopsylla_luculenta"	0.0145444255761299	0.0691297374991654	0.00073307338952463	0.523232738789517	0.000346544018463442	0.056642186945392	5.746440143229e-05	0.00198049604704168	0.030734745031198	0.00588052374657101	0.00225669114278291	1.14954910375765	0.00153947440024704	0.0915657292881655	0.00106402809767572	0.0364602163840926	0.0138634723292918	3.54905745412223e-05	2.16590011539652e-05	2.16590011539651e-05	0.000340540578813623
"Catallagia_dacenkoi"	0.392796444157258	0.195837233000566	0.00864253419395999	0.00075676948155842	0.0677669021340059	8.19235404653127e-05	0.000781995699396351	2.86445945682912e-06	0.196790418306022	0.0800242265715599	0.019319371634273	0.00166263235226681	1.01412321095572	0.000132434659272723	0.00737417770823371	5.27336632534324e-05	2.00512161978038e-05	0.00439849806628028	0.00423543138337537	0.00423543138337537	0.000964715433500326
"Oropsylla_alaskensis"	0.00223428069854689	0.0106195488698768	0.000112613022512302	0.636338112258144	5.32352830022023e-05	0.0167155878729653	8.82754717961704e-06	0.000584461114439345	0.00472139977192813	0.000903352328047477	0.000346667624411139	0.176591049341462	0.000236490462987006	1.11135916964518	0.000163453512062386	0.0348561034079918	0.00409122780107542	5.45197919730373e-06	3.32720518763764e-06	3.32720518763764e-06	5.23130486200829e-05
"Megabothris_rectangulatus"	0.106292933575267	0.30762612352134	0.14772959751967	0.00118875281499917	0.102821364631649	0.000128687588117704	0.000874707449606086	4.49956601810156e-06	0.167985706592436	0.0895117290096894	0.0174070166278757	0.00261170533065858	0.0167594947914402	0.000208031742624854	1.01515356050415	8.28353840440865e-05	3.14969621267109e-05	0.00921368618607559	0.00642633528947804	0.00642633528947804	0.00151539962325783
"Neopsylla_bidentatiformis"	0.00155690482824683	0.00739997750509477	7.84716793135708e-05	0.348561034079918	3.70957280314507e-05	0.298586929163577	6.15126417842705e-06	0.0104401024183069	0.00328999400378793	0.000629479367592368	0.000241567005700575	0.123053230296313	0.000164792697666976	0.0609981809639857	0.000113898653060619	1.07171658427919	0.0730807169281481	3.79908072486323e-06	2.31848300196567e-06	2.31848300196567e-06	3.64530911581023e-05
"Amphipsylla_vinogradovi"	0.00067656073688213	0.00321569703100977	3.41002585498763e-05	0.0467568891551476	1.61201331236147e-05	0.446506361887837	2.67306244402851e-06	0.169458264401673	0.00142968325819057	0.000273543390105584	0.00010497414383847	0.0534733932701253	7.16114864207279e-05	0.00818245560215084	4.94952261991171e-05	0.083520819346455	1.18620785081171	1.65090942494057e-06	1.00750832022592e-06	1.00750832022592e-06	1.58408720739398e-05
"Peromyscopsylla_ostsibirica"	0.0919687573118817	0.0282173249951329	0.267640687968598	0.000109039583946075	0.277534332110123	1.18040023883251e-05	0.00118430796724055	4.12727356235142e-07	0.0814154459453572	0.121194181980949	0.0203998117498764	0.000239561378153251	0.0274906129142518	1.9081927190563e-05	0.0253376370117079	7.59816144972647e-06	2.88909149364599e-06	1.02239572005818	0.0173458957568827	0.0173458957568827	0.000139001600961246
"Amphipsylla_sibirica"	0.0661627890865177	0.0344406413551594	0.0152722237945499	0.000133088207505506	0.550458181565287	1.44073689792306e-05	0.000184831534507904	5.0375416011296e-07	0.0851501919326054	0.0189144270313089	0.036983768280852	0.00029239651557853	0.0529428922921922	2.32904363134635e-05	0.0353448440921292	9.27393200786268e-06	3.52627912079072e-06	0.0346917915137654	1.03440363634783	0.0344036363478304	0.000169658331798815
"Leptopsylla_segnis"	0.0661627890865177	0.0344406413551594	0.0152722237945499	0.000133088207505506	0.550458181565287	1.44073689792306e-05	0.000184831534507904	5.0375416011296e-07	0.0851501919326054	0.0189144270313089	0.036983768280852	0.00029239651557853	0.0529428922921922	2.32904363134635e-05	0.0353448440921292	9.27393200786268e-06	3.52627912079072e-06	0.0346917915137654	0.0344036363478304	1.03440363634783	0.000169658331798815
"Rhadinopsylla_rothschildi"	0.113928752423861	0.541504008353184	0.0057422781165549	0.00209252194480332	0.00271453330878103	0.000226524470657338	0.000450127612788594	7.92043603696987e-06	0.240750048129544	0.0460630590420328	0.0176770134480378	0.00459729781398391	0.0120589429187541	0.00036619134034058	0.00833469792791808	0.000145812364632409	5.54430522587891e-05	0.000278003201922492	0.000169658331798815	0.000169658331798815	1.00266750743031
