"Lagurus_lagurus"	"Allactaga_major"	"Allocricetulus_eversmanni"	"Alticola_strelzowi"	"Spermophilus_erythrogenys"	"Clethrionomys_rutilus"	"Cricetulus_barabensis"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Apodemus_agrarius"	"Sicista_subtilis"	"Allactaga_sibirica"	"Microtus_gregalis"	"Ctenophthalmus_arvalis"	"Mesopsylla_hebes"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Callopsylla_caspia"	"Neopsylla_pleskei"	"Amphipsylla_primaris"	"Pectinoctenus_nemorosa"	"Amphipsylla_rossica"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Ophthalmopsylla_volgensis"
"Lagurus_lagurus"	1.18989550879441	0	0.0581153972516924	0.00108453431807852	0.0503805271267605	0.00585019375285653	0.00312448372320927	0.0122326372299971	0	0.00565377074757646	0.000289936961414178	0.00660311453982038	0	0.000103228887520623	0.532758386884654	0	0.0156224186160464	0.00278717996305681	0.0472109637422676	0.000361511439359505	0.0621715092071247	0.00192583354401727	0	0.00274159966483752	0.00101477936494962	7.24842403535444e-05	0
"Allactaga_major"	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	0.0806116800587992	0	1.14313654336705	0.000536383035008059	0.0268882186108812	0.00183801763006507	0.0614589539444649	0.0106586993495543	0	0.00187996178935113	9.64082968898014e-05	0.00619566559471156	0	3.28016565608891e-05	0.166923533092168	0	0.307294769722325	0.000885644727144005	0.117961654670407	0.000178794345002686	0.0707642469670071	0.00102287154256813	0	0.00127362048670904	0.000337429039114305	2.41020742224503e-05	0
"Alticola_strelzowi"	0.00310899837849175	0	0.00110852493901666	1.27506458045056	0.0176179206577871	0.0327751266705262	5.95981150008955e-05	0.000220555393983405	0	0.000255408291992416	1.30978611278162e-05	0.000136874949190993	0	0.00297264762565481	0.00858831508052942	0	0.000297990575004477	0.08026148589268	0.00152180402169309	0.425021526816854	0.000867901961984769	0.149386745837963	0	0.000671779500729229	4.58425139473566e-05	3.27446528195405e-06	0
"Spermophilus_erythrogenys"	0.154740190460764	0	0.0595381983526655	0.0188763435619148	1.05761789576273	0.00506096221188024	0.00320097840605729	0.0117638232566859	0	0.0143950778419367	0.000738209120099315	0.00727850625072968	0	0.000123148107869466	0.418815631860721	0	0.0160048920302864	0.00332499891247558	0.0893043306353393	0.00629211452063826	0.0500108593726643	0.0399743077880352	0	0.0401712473461346	0.0025837319203476	0.000184552280024829	0
"Clethrionomys_rutilus"	0.0209631942810692	0	0.00474821221100143	0.0409689083381578	0.00590445591386028	1.2366933785681	0.000255280226397926	0.000995979044231721	0	0.000671006979557367	3.44106143362752e-05	0.000631856442382982	0	0.0214666507142373	0.0633049403985	0	0.00127640113198963	0.579599569284406	0.00179089327229579	0.0136563027793859	0.00159623267596012	0.00499057939828008	0	0.000322707922087904	0.000120437150176963	8.60265358406881e-06	0
"Cricetulus_barabensis"	0.0134352800097999	0	0.190522757227841	8.93971725013431e-05	0.0044813697684802	0.000306336271677512	1.12135427010186	0.00177644989159239	0	0.000313326964891854	1.60680494816336e-05	0.00103261093245193	0	5.46694276014818e-06	0.0278205888486946	0	0.606771350509276	0.000147607454524001	0.0196602757784011	2.97990575004477e-05	0.0117940411611678	0.000170478590428021	0	0.000212270081118173	5.62381731857174e-05	4.01701237040839e-06	0
"Microtus_oeconomus"	0.150286685968535	0	0.0944056228103382	0.00094523740278602	0.0470552930267434	0.00341478529450876	0.00507557111883539	1.0191090500637	0	0.00346553773737166	0.000177719883967777	0.00933698580779747	0	6.08442187467603e-05	0.310241374377267	0	0.0253778555941769	0.00164279390616253	0.164787172987577	0.000315079134262007	0.159586981423402	0.00179082387651825	0	0.00225813580242183	0.00062201959388722	4.44299709919443e-05	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Microtus_arvalis"	0.0810373807152626	0	0.019426271823295	0.00127704145996208	0.0671770299290377	0.00268402791822947	0.00104442321630618	0.00404312736026693	0	1.09774373133592	0.0562945503249192	0.00255691787143155	0	4.88313786988658e-05	0.24259775103724	0	0.00522211608153091	0.00131844722486938	0.01025087797224	0.000425680486654026	0.00784259413872385	0.00254816781065168	0	0.18535646819631	0.197030926137217	0.0140736375812298	0
