"Symplocos_prunifolia"	"Cleyera_japonica"	"Eurya_japonica"	"Schefflera_octophylla"	"Myrsine_sguinii"	"Daphniphyllum_teijsmannii"	"Myrica_rubra"	"Ardisia_sieboldii"	"Litsea_acuminata"	"Vaccinium_bracteatum"	"Neolitsea_aciculata"	"Persea_thunbergii"	"Diospyros_morrisiana"	"Prunus_jamasakura"	"Taxillus_yadoriki"	"Hypsipetes_amaurotis"	"Turdus_pallidus"	"Sphenurus_formosae"	"Zosterops_japonica"	"Columba_janthina"	"Turdus_chrysolaus"	"Ficedula_narcissina"	"Turdus_dauma"
"Symplocos_prunifolia"	1.08326616855654	0.0289503259093089	0.0428495016975669	0.0235833002333787	0.0270566003745137	0.0343187126089804	0.024652861147484	0.0111959826879317	0.0124015695526442	0.0105931892555754	0.00826771303509617	0.00826771303509617	0.00966198220412249	0.00413385651754808	0.00413385651754808	0.181889686772116	0.0918076402149872	0.15459171526596	0.0820873281832375	0.0119504022169097	0.0745678780565797	0.0677041355347837	0.00206788042209349
"Cleyera_japonica"	0.0330860867534959	1.07692844022622	0.0378223649156732	0.0439986839254961	0.033099517240137	0.0159552283437325	0.0233988366107688	0.0170914468251134	0.00814397491488641	0.0215651827802269	0.00542931660992427	0.00542931660992427	0.0059556209678059	0.00271465830496214	0.00271465830496214	0.119444965418334	0.186898250761966	0.0952899354848944	0.0930538847704306	0.0877293637019491	0.00525892609083999	0.00206788042209349	0.0769234600161589
"Eurya_japonica"	0.0489708590829336	0.0378223649156732	1.05838663966604	0.0314270599053048	0.0409250229127197	0.0120829973236974	0.027245646894795	0.0126686638528113	0.0136150794456346	0.0121954560563996	0.00907671963042305	0.00907671963042305	0.0107633843860584	0.00453835981521152	0.00453835981521152	0.199687831869307	0.105693952488797	0.172214150176934	0.166025994712878	0.0118051830746679	0.00547727815742284	0.00306067869268335	0.00270159749397666
"Schefflera_octophylla"	0.0269523431238614	0.0439986839254961	0.0314270599053048	1.06195945756385	0.036385497256118	0.0275724128249726	0.0227628856782261	0.0187881947871726	0.0136910383722155	0.0213367729946512	0.00912735891481033	0.00912735891481033	0.00107691015703527	0.00456367945740517	0.00456367945740517	0.200801896125827	0.184918699286977	0.0172305625125644	0.0912353610807816	0.160453859067504	0.00719900401023586	0.00168452144524134	0.00314276313753544
"Myrsine_sguinii"	0.0360754671660183	0.0386161034468265	0.0477458600648397	0.0424497467988044	1.05382372802625	0.0130151499258201	0.008343317590524	0.0214693747375206	0.0154188056965958	0.0244946592579829	0.0102792037977305	0.0102792037977305	0.00104350922895794	0.00513960189886527	0.00513960189886527	0.226142483550072	0.212287046902519	0.016696147663327	0.190503259729059	0.0111669723374286	0.00485774668304017	0.00225471669787614	0.00275829310334475
"Daphniphyllum_teijsmannii"	0.0549099401743686	0.0223373196812255	0.0169161962531764	0.0386013779549617	0.0156181799109841	1.09861260276282	0.0201414101472563	0.00764954357268838	0.018418366945885	0.00226513188609008	0.0122789112972567	0.0122789112972567	0.00102653015211115	0.00613945564862833	0.00613945564862833	0.270136048539646	0.0196311430127807	0.0164244824337785	0.0128042648276721	0.119488941944056	0.223154391813461	0.00343187126089804	0.00159552283437325
"Myrica_rubra"	0.049305722294968	0.0409479640688455	0.0476798820658913	0.0398350499368956	0.012514976385786	0.0251767626840703	1.05444853550388	0.00589080712187529	0.0122657660556366	0.00270332765499466	0.00817717737042438	0.00817717737042438	0.0180330074492184	0.00408858868521219	0.00408858868521219	0.179897902149336	0.0234288396766204	0.288528119187495	0.0177490640508896	0.142939319202294	0.00811696018024957	0.0030816076434355	0.0029248545763461
"Ardisia_sieboldii"	0.0298559538344846	0.0398800425919312	0.0295602156565597	0.0438391211700695	0.0429387494750411	0.012749239287814	0.00785440949583372	1.03512203646941	0.0152107317682614	0.0450776888199832	0.0101404878455076	0.0101404878455076	0.000823681227423118	0.00507024392275378	0.00507024392275378	0.223090732601166	0.390673303106521	0.0131788996387699	0.0192252835801469	0.0113680311823371	0.00441584497221808	0.00186599711465529	0.00284857447085223
"Litsea_acuminata"	0.0330708521403847	0.0190026081347349	0.0317685187064807	0.0319457562018362	0.0308376113931916	0.0306972782431416	0.0163543547408488	0.0152107317682614	1.04028747079449	0.00267236225514688	0.0268583138629935	0.0268583138629935	0.000910847365835669	0.0134291569314968	0.0134291569314968	0.590882904985857	0.0231604728779396	0.0145735578533707	0.0153840588540345	0.0110350307768065	0.00820638390740237	0.00206692825877404	0.00135732915248107
"Vaccinium_bracteatum"	0.0282485046815345	0.0503187598205294	0.0284560641315991	0.0497858036541861	0.0489893185159659	0.00377521981015013	0.00360443687332621	0.0450776888199831	0.00267236225514688	1.0662803521024	0.00178157483676458	0.00178157483676458	0.000780098158216843	0.000890787418382292	0.000890787418382292	0.0391946464088209	0.574429718220811	0.0124815705314695	0.0211458959432031	0.0115345313851023	0.00252057550462593	0.00176553154259591	0.00359419713003781
