"Clethrionomys_rutilus"	"Sorex_araneus"	"Neomys_fodiens"	"Microtus_arvalis"	"Microtus_oeconomus"	"Sorex_minutus"	"Microtus_gregalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Apodemus_uralensis"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_glareolus"	"Sorex_tundrensis"	"Micromys_minutus"	"Spermophilus_major"	"Ctenophthalmus_assimilis"	"Corrodopsylla_birulai"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Megabothris_turbidus"	"Peromyscopsylla_bidentata"	"Amphipsylla_kuznetzovi"	"Rhadinopsylla_integella"	"Ctenophthalmus_breviatus"	"Peromyscopsylla_silvatica"	"Amphipsylla_sibirica"	"Megabothris_rectangulatus"	"Oropsylla_ilovaiskii"
"Clethrionomys_rutilus"	1.14034470510777	0.0567779816464195	0.0336443397721845	0.0343904617886347	0.0180488841683396	0.00801600463981429	0.0145856158261267	0.0103442313971244	0.00515518740356336	0.00755151056202944	0.00131532000589168	0.000891996108333251	0.000933507402902009	0.000622859607694291	0.000710727896509881	0	0.217591199765443	0.0471903125622849	0.0567738678547232	0.221287382739916	0.0265549155287001	0.0220769569833474	0.0222780712066894	0.0233452410680824	0.0113440057382494	0.0135550367426604	0.000776432607406473	0.000183417744012123	0.000297665629104627	0.00309665907700683	0.000208640420521199	0.000106860998519285	0
"Sorex_araneus"	0.0600387415399683	1.12544372666419	0.0628714924748095	0.0211714040951941	0.0117961635405468	0.0217621110354166	0.00700015489637089	0.00621647803038707	0.0100487308001273	0.00409923591344601	0.000690475625631472	0.00056309243652431	0.000527998460349293	0.000651893606171191	0.000451634214204644	0	0.149779577574672	0.211860323093263	0.211426398501979	0.026938630893109	0.0248936163788682	0.0120435077539439	0.00602645818944783	0.0095393094289321	0.00501212404520173	0.00463044917862881	0.000392161426749114	0.00363567607321525	0.000142860304007569	0.000163037994677443	0.000124527774592563	5.80080553789529e-05	0
"Neomys_fodiens"	0.0614103004763664	0.108525389116988	1.0834362666878	0.0237550689319397	0.0133965069221292	0.0120772149284744	0.00839596964180801	0.00559207639857178	0.00907270999693091	0.00488262421350589	0.000534470983047792	0.000841277121212015	0.000493426024067096	0.00054789921296139	0.000372132677526952	0	0.21764929052901	0.273004065549177	0.0815939215860288	0.0168558528680033	0.0113041836942806	0.0561909522905001	0.00292689011717367	0.00255370359977857	0.00183986943297485	0.00138200741132991	0.000463504522201202	0.000350584530528678	0.000171346319220572	0.000166762526751844	0.00014463795083726	6.90937388703664e-05	0
"Microtus_arvalis"	0.105977301704307	0.0616982550305552	0.0401053151214964	1.04583334819244	0.0216170886613374	0.00782562711013445	0.0177341498997937	0.0131693789584002	0.00453511591927191	0.00942630097488796	0.00199968541723225	0.00159650143480912	0.000652891007139654	0.000608911356877545	0.000553462544650453	0	0.35110364860041	0.0407113489214236	0.0461338135980656	0.0916083507182406	0.0549433608942207	0.00968257519073596	0.0248926401569353	0.00353257729398498	0.0313723450322083	0.00630334840104713	0.00514495478112777	0.000199312381649317	0.000361921426526403	0.000287786291118282	0.00025529192744123	0.000133391051531433	0
"Microtus_oeconomus"	0.0999473924058804	0.0617746459097058	0.0406427860381889	0.038845745789922	1.03331064191454	0.0083358906701272	0.0134082270207315	0.0188561183885626	0.00408341212063988	0.00880586543714923	0.00117536726307787	0.00132504242668818	0.000978914052412092	0.000879951422642547	0.000963332473060732	0	0.255863252517698	0.0401531022515024	0.0485040146078528	0.094663000765894	0.148400458565032	0.0414423877108148	0.0162217492710307	0.00925756209701244	0.00266487381380209	0.00193148077923281	0.000744013734254989	0.00019955915764083	0.000273637286137377	0.000271411792005106	0.00595155101340031	0.000124611303355885	0
"Sorex_minutus"	0.0554346236358989	0.142322162780917	0.0457573354332338	0.0175617359560764	0.0104100794284218	1.03503851331363	0.00558081746257486	0.00534493490943627	0.010977766749376	0.00277846334005453	0.000433107047147409	0.00035124057614405	0.000376276671464314	0.000702770045696609	0.00026350598326451	0	0.105895765259418	0.102091125140517	0.393675845933679	0.0224647437877503	0.0214903923089235	0.00466535400971779	0.00248176608419269	0.00978886455876331	0.00161292197447805	0.00132285064350324	0.000315505313863287	0.000459762909198942	0.000113894233930099	0.000150535298400268	9.80213328770328e-05	3.93178774536018e-05	0
"Microtus_gregalis"	0.109615367917779	0.049751100870636	0.0345691199027503	0.0432496104699051	0.0181968795281356	0.00606486795677778	1.04426487491913	0.0105562972862082	0.00376697087939371	0.00857402736681848	0.00169689102735071	0.00122405986407276	0.000571402914581991	0.000499658161839489	0.000732204267954609	0	0.303903413997557	0.021431563584759	0.0346237965418974	0.116813123861946	0.0307368967647695	0.0207600290144424	0.0257214883870516	0.00335421366411671	0.0186767458614581	0.023062250483931	0.0454679578398581	0.000160717842008515	0.0213115280595741	0.000297665629104627	0.000223944558247061	0.000121330575945545	0
"Microtus_agrestis"	0.102953059783543	0.0585104992995215	0.0304919300922123	0.0425335347440222	0.0338900506172814	0.00769237253858058	0.0139799612709244	1.02299909238217	0.00364582672390365	0.0106154768219262	0.0015448277824869	0.00125068954120357	0.00126159913475203	0.000917094751443308	0.00104731784936518	0	0.275922439277588	0.0222953242869621	0.034613084346739	0.0754052899113746	0.17277969334365	0.00529342822339554	0.0391966125897765	0.0342792422712149	0.00283910565167121	0.00201276733358361	0.000784238411145743	0.000189014534707715	0.000285305332059681	0.000279573821543904	0.00034132831962322	0.000150219011631031	0
"Sorex_caecutiens"	0.0671999207561843	0.12387506198741	0.0647936014825066	0.0191839416762121	0.00961227985920539	0.0206926045806823	0.00653386099434661	0.00477506508971451	1.01055639395754	0.0036806568890386	0.000460827389247163	0.000372531373158603	0.000576710612547805	0.000640541240380167	0.000379335445154621	0	0.136343258953453	0.240786875097899	0.196280043223667	0.0617312953498298	0.00708768607976708	0.00567981848192526	0.00274716984241111	0.0116168040808318	0.00171993155890809	0.00143578681535519	0.000363623754985755	0.000400170695580291	0.000133344101925441	0.00018248450986065	0.000106289352969927	5.2084767297716e-05	0
"Apodemus_uralensis"	0.104937500545937	0.0538701474285876	0.0371724315122571	0.0425072817546835	0.0220977377951103	0.00558313859841146	0.0158538619235512	0.0148216091475951	0.00392371913642794	1.02918237532291	0.00113789393921228	0.000887744568622389	0.000721999218756524	0.000399196957605173	0.000236695483666096	0	0.354533068579022	0.0370626912251943	0.0195542250669655	0.0464098943158991	0.0204100920058906	0.00520907547948225	0.115565550436844	0.0323074270218925	0.00277016593630195	0.00194413252353153	0.00086539466573333	0.000174024166136859	0.000323548202521452	0.000284962662718092	0.0146885128409442	0.0145639015375883	0
