"Stillingia_lineata"	"Labourdonnaisia_callophylloides"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_081"	"Ochna_mauritiana"	"Croton_grangeroides"	"Syzygium_coriaceum"	"Grangeria_borbonica"	"Phyllanthus_phillyreifolius"	"Croton_fothergillifolius"	"Euodia_chapelieri"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Chaetocnema_sp1_M_PL_081"	"Apis_mellifera"	"Musca_domestica"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_081"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_081"	"Stomorhina_lunata"	"Dysauxes_florida"	"Phorinia_sp1_M_PL_081"	"Allograpta_nasuta"	"Villa_unifasciata"	"Ahasverus_advena"	"Episyrphus_sp1_M_PL_081"	"Pachycerina_crinicornis"	"Syritta_nigrofemorata"	"Cheloninae_sp1_M_PL_081"	"Fannia_pusio"	"Lecithoceridae_sp1_M_PL_081"	"Mauritiborium_undulatus"	"Melanostoma_annulipes"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_081"	"Nacoleia_sp2_M_PL_081"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_081"	"Thysanoplusia_orichalcea"
"Stillingia_lineata"	1.18230913398269	0.00178301195299414	0.016633525260605	0.0139010403697997	0.0283795400019093	0.0283465576477362	0.0248510468370744	0.0101611341661235	0.0107048840569052	0.00537924626203588	0.00537924626203588	0.00268962313101794	0.00281534340240177	0.217859473612453	0.00541051902977531	0.134158585098417	0.101352362486464	0.00555511145034356	0.0347985047724242	0.00287887937202779	0.00384345281483187	0.00257962274478553	0.0378945235250863	0.00878071436890849	0.0161679917524008	0.0154753448527259	0.000534655398838451	0.00819585122679791	0.0151578094100345	0.000594715780939178	0.00757890470501728	0.000267327699419225	0.00757890470501727	0.000616946521780638	0.000319875485780866	0.00757890470501727	0.00031753544269136	0.00757890470501727	0.00757890470501727	0.000267327699419225	0.00757890470501727	0.000319875485780866	0.00757890470501727	0.000267327699419225
"Labourdonnaisia_callophylloides"	0.0047956873218463	1.20385063531487	0.025062316178758	0.040976709924142	0.00229816625761544	0.00184388918954381	0.00168027792370743	0.0515197687817269	0.000594460657074641	0.000252865708512241	0.000252865708512241	0.000126432854256121	7.92575127704511e-05	0.0102410611947458	0.618581238196841	0.00272826497049394	0.00285327045973624	0.00886141922187035	0.000836113104825988	0.00433770856940043	0.00303840037177351	0.00334081538803877	0.000153707926982253	0.00247870814824788	0.000590125176384822	0.00167147594522187	0.00157602730477469	8.07017214315689e-05	6.14831707929013e-05	3.30255920597023e-05	3.07415853964507e-05	0.000788013652387345	3.07415853964506e-05	4.99601360351183e-05	0.00048196761882227	3.07415853964507e-05	0.00160999277442896	3.07415853964506e-05	3.07415853964507e-05	0.000788013652387346	3.07415853964506e-05	0.00048196761882227	3.07415853964507e-05	0.000788013652387346
"Aphloia_theiformis"	0.049900575781815	0.0279541218916917	1.18584330106432	0.00711487334853163	0.0201611276045326	0.00641225368507513	0.018005873372211	0.00800494139268799	0.00832721390573672	0.00058720203401519	0.00058720203401519	0.000293601017007595	0.000141046201697853	0.0237816823776152	0.0848263009127196	0.0989007189687269	0.0050776632611227	0.00338196642606001	0.027322541773087	0.205242109799593	0.138204807114371	0.00126827724538116	0.00159937742890433	0.00114513977448136	0.0239445929874113	0.000889905390083232	0.000273648974943525	0.000758160868488096	0.000639750971561732	0.000462622994763152	0.000319875485780866	0.000136824487471762	0.000319875485780866	0.00043828538270723	0.0228046788666215	0.000319875485780866	0.0002501544185215	0.000319875485780866	0.000319875485780866	0.000136824487471762	0.000319875485780866	0.0228046788666215	0.000319875485780866	0.000136824487471762
"Gaertnera_sp1_M_PL_081"	0.0417031211093991	0.0457047918384661	0.00711487334853163	1.16429861940344	0.0267130170317243	0.00568912902737945	0.0206265940567197	0.0158891113658109	0.000560436781764674	0.00121089741507888	0.00121089741507888	0.000605448707539438	0.00200639583240454	0.0490413453106944	0.138690402820173	0.00766238034569876	0.0722302499665636	0.248601296135116	0.00142408292250159	0.00123142038724586	0.00255534339396901	0.00129511574319357	0.00133663849709613	0.0237349382566107	0.0012444408323302	0.00103119012902004	0.0447807161309014	0.00084804546097845	0.000534655398838451	3.11353767647041e-05	0.000267327699419225	0.0223903580654507	0.000267327699419225	0.000580717761559225	0.000136824487471762	0.000267327699419225	0.000496534730181591	0.000267327699419225	0.000267327699419225	0.0223903580654507	0.000267327699419225	0.000136824487471762	0.000267327699419225	0.0223903580654507
"Ochna_mauritiana"	0.0962436573977794	0.00289768789003686	0.022790839900776	0.0301973236010797	1.0643411799112	0.0420133952515928	0.0348140143289448	0.014288891617118	0.00133253545445172	0.00939481547603012	0.00939481547603012	0.00469740773801506	0.000926769290282419	0.38049002677922	0.00879298394218081	0.0402808898681685	0.0333636944501671	0.0545977107587149	0.00342427970211656	0.00394456844436507	0.049872471724225	0.00296772334266288	0.00308473260890319	0.0247820438835747	0.0026392343798503	0.00168042090659622	0.00116143552311845	0.0237547982589805	0.00123389304356128	7.40297474695401e-05	0.000616946521780638	0.000580717761559224	0.000616946521780638	0.0231378517371999	0.00043828538270723	0.000616946521780638	0.000446527863034938	0.000616946521780638	0.000616946521780638	0.000580717761559225	0.000616946521780638	0.00043828538270723	0.000616946521780638	0.000580717761559224
"Croton_grangeroides"	0.105287214120163	0.00254632316651288	0.00793898075295015	0.00704368355770788	0.0460146709898397	1.06452657188175	0.0379730725208595	0.0243123052702931	0.00709419943202159	0.0121238134474402	0.0121238134474402	0.00606190672372008	0.0002867780226387	0.491014444621326	0.00772677374665979	0.0669407806569025	0.0103240088149932	0.0056002629925325	0.00561120019838982	0.00137405436108753	0.00397148167987236	0.0526053827882396	0.00337459019615907	0.00257045196652305	0.002557316355275	0.00210959561816029	0.000270910906065688	0.00167523697379355	0.00134983607846363	0.000394122190667866	0.000674918039231814	0.000135455453032844	0.000674918039231814	0.00100031893456173	0.000152672706787503	0.000674918039231814	0.000759759539696659	0.000674918039231814	0.000674918039231814	0.000135455453032844	0.000674918039231814	0.000152672706787503	0.000674918039231814	0.000135455453032844
"Syzygium_coriaceum"	0.107687869627322	0.00270711443263974	0.0260084837598603	0.0297939691930395	0.0444845738647628	0.0443019179410028	1.04170484699687	0.0114095573821918	0.00144567659116593	0.00938434994818949	0.00938434994818949	0.00469217497409474	0.000328448674007098	0.380066172901674	0.00821469207145852	0.103621277502233	0.0118241522642555	0.0661091738132095	0.00382359813880088	0.00450146834305275	0.0338713365524451	0.00290302784261062	0.003451534282927	0.00258687242438068	0.0308170226123118	0.0017371623813643	0.00114592189203998	0.0016573628101672	0.0013806137131708	8.03153661758849e-05	0.000690306856585401	0.000572960946019991	0.000690306856585401	0.0009670559535818	0.000500163149228083	0.000690306856585401	0.000356548668193493	0.000690306856585401	0.000690306856585401	0.000572960946019991	0.000690306856585401	0.000500163149228083	0.000690306856585401	0.000572960946019991
"Grangeria_borbonica"	0.0495355290598521	0.0933795809168799	0.013008029763118	0.0258198059694427	0.0205402816996072	0.0319099006672597	0.0128357520549657	1.06713508998668	0.00851455585199124	0.00419359513912279	0.00419359513912279	0.00209679756956139	0.000170819515734293	0.169840603134473	0.283358728299498	0.00943441314684785	0.00614950256643454	0.00706803509445437	0.0048315123539502	0.0022513897666935	0.00275053090539237	0.0686884930842267	0.0015876772134568	0.0346085695979915	0.00124177397209771	0.0339830424474664	0.000993069460363183	0.000764063305726298	0.00063507088538272	0.00047303088066618	0.00031753544269136	0.000496534730181591	0.00031753544269136	0.000446527863034939	0.0002501544185215	0.00031753544269136	0.0333479715620836	0.00031753544269136	0.00031753544269136	0.000496534730181591	0.00031753544269136	0.0002501544185215	0.00031753544269136	0.000496534730181591
"Phyllanthus_phillyreifolius"	0.0927756618265117	0.00191548433946273	0.0240563957276839	0.00161903959176461	0.00340536838359885	0.0165531320080504	0.00289135318233185	0.0151369881813178	1.17317674790097	0.000632264977728196	0.000632264977728196	0.000316132488864098	0.000222499747323182	0.0256067315979919	0.0058125042025076	0.0130638804823515	0.00800999090363456	0.000651179371702595	0.459076888080007	0.00416360695286836	0.00300411282969387	0.0669107921371663	0.00297357890469589	0.0011729117858396	0.00173236992281739	0.00166246244254454	6.22707535294082e-05	0.000668745528408718	0.00118943156187836	0.0651764859944982	0.000594715780939178	3.11353767647041e-05	0.000594715780939178	7.40297474695401e-05	0.000462622994763152	0.000594715780939178	0.00047303088066618	0.000594715780939177	0.000594715780939178	3.11353767647041e-05	0.000594715780939177	0.000462622994763152	0.000594715780939178	3.11353767647041e-05
"Croton_fothergillifolius"	0.1048953021097	0.00183327638671375	0.00381681322109874	0.00787083319801269	0.0540201889871732	0.0636500205990609	0.0422295747668527	0.0167743805564911	0.00142259619988844	1.01461129707949	0.014611297079495	0.00730564853974748	0.000292104609604694	0.591757531719546	0.00556304558726931	0.0194489358507687	0.010515765945769	0.00635977530178836	0.00331625524078201	0.000660602288267089	0.00396214913804261	0.00415838526885676	0.00336202891377242	0.00252231928653346	0.00259125556328455	0.00186901095789932	0.000302724353769719	0.00184675771725825	0.00134481156550897	7.90331222160245e-05	0.000672405782754486	0.000151362176884859	0.000672405782754485	0.00117435193450377	7.34002542518988e-05	0.000672405782754485	0.000524199392390348	0.000672405782754485	0.000672405782754485	0.000151362176884859	0.000672405782754485	7.34002542518988e-05	0.000672405782754485	0.000151362176884859
