"Marmota_caudata"	"Cricetulus_migratorius"	"Microtus_juldaschi"	"Alticola_argentatus"	"Oropsylla_silantiewi"	"Citellophilus_lebedewi"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Rhadinopsylla_li"	"Neopsylla_meridiana"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Amphipsylla_montana"	"Leptopsylla_nana"	"Neopsylla_pleskei"	"Amphipsylla_phaiomydis"	"Paraneopsylla_ioffi"	"Rhadinopsylla_dahurica"	"Pectinoctenus_pamirensis"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Paradoxopsyllus_naryni"
"Marmota_caudata"	1.33319921121912	6.05869623704111e-05	4.68798382956053e-05	2.66553135498403e-05	0.509486508808979	0.156354131534219	4.73966696047883e-05	5.2751413295145e-05	0.000674213748857666	7.30666485941325e-06	9.60392471197784e-06	6.07064831436573e-06	5.32626684922218e-06	4.03607592985532e-06	1.61670197339998e-06	2.53861312295246e-06	1.26984642653311e-05	8.61714600568962e-07	4.4622149045311e-07	2.47900828029505e-07	4.42262625430239e-07	3.20291643926921e-07	1.48740496817703e-07
"Cricetulus_migratorius"	0.0113925304529239	1.24550007496996	0.0458867675303435	0.0305539603801017	0.0054359190052826	0.00133608630274782	0.200760283507969	0.0982703162148226	0.00516385636592552	0.109075483869203	0.017208195728323	0.064184108067995	0.0734361970674221	0.0208946132085937	0.025913138128394	0.00263220980725608	0.0176152681894542	0.00472626437228163	0.00917307747522887	0.00509615415290493	0.000432894033305128	0.00225490867781453	0.00305769249174296
"Microtus_juldaschi"	0.0254057765178401	0.132249127174717	1.15050090910692	0.0251775205338612	0.0368433362538787	0.00297952330752352	0.0759775061520308	0.0638295093268349	0.0065851820659996	0.0629189336408431	0.220892400613298	0.0824698856292789	0.0145464412245714	0.0179010270188033	0.00306187337608905	0.0415330163303722	0.00207754455148084	0.0167135672753841	0.000974011574936538	0.00054111754163141	0.010853782161386	0.00564333809734556	0.000324670524978846
"Alticola_argentatus"	0.0288908393749165	0.176117639549454	0.0503550410677224	1.07796981334124	0.0122283252050172	0.00338824240349574	0.0608443280016306	0.248720480584672	0.0313371782028649	0.0173893336323304	0.020942219212104	0.0119726801780859	0.076428018118448	0.109823919855175	0.0188573511770107	0.0373747712330028	0.0126198597347703	0.00128906115435648	0.00129710209160809	0.000720612273115606	0.000475047557242664	0.000525768687867574	0.000432367363869363
"Oropsylla_silantiewi"	0.666525147710269	3.7819502308419e-05	8.89398581867922e-05	1.47595959022537e-05	1.25471634494248	0.0781683335385862	2.80213389518815e-05	3.00067719914845e-05	0.000337443409444213	7.23514241683861e-06	1.73777014553266e-05	7.73031823496407e-06	3.49101712883458e-06	3.03698508138462e-06	9.82583611819021e-07	3.63380239489018e-06	6.46679206065631e-06	1.38237832377451e-06	2.78539706035819e-07	1.54744281131011e-07	8.39055265913134e-07	4.81425345408971e-07	9.28465686786064e-08
"Citellophilus_lebedewi"	0.666599605609559	3.02934811852056e-05	2.34399191478026e-05	1.33276567749202e-05	0.254743254404489	1.07817706576711	2.36983348023941e-05	2.63757066475725e-05	0.000337106874428833	3.65333242970662e-06	4.80196235598892e-06	3.03532415718287e-06	2.66313342461109e-06	2.01803796492766e-06	8.08350986699992e-07	1.26930656147623e-06	6.34923213266554e-06	4.30857300284481e-07	2.23110745226555e-07	1.23950414014753e-07	2.21131312715119e-07	1.60145821963461e-07	7.43702484088516e-08
"Amphipsylla_anceps"	0.0240947051809475	0.542763421342342	0.0712709349744714	0.0285376051689064	0.010888769947315	0.00282576427546424	1.09033715812304	0.0483045816907082	0.00293265515048645	0.0498305362504986	0.0174379400937644	0.0313561663334845	0.0331773254908918	0.0112180160142254	0.0115078320170445	0.00346365683250415	0.00782015103756183	0.00278519064368155	0.00399743927338877	0.00222079959632709	0.000672367311079919	0.0012245034940708	0.00133247975779626
"Callopsylla_caspia"	0.038117043229429	0.377629957278343	0.0851060124357799	0.165813653723114	0.01657374039663	0.00447026756439486	0.0686593425289311	1.06678688792948	0.00634962997158247	0.0362614587414033	0.0202949488879294	0.0241617774655369	0.032201092456893	0.0226819906118373	0.0100720734186308	0.00848580504401014	0.00681805609952175	0.00244043497113302	0.00278123536457045	0.0015451307580947	0.000802886909771509	0.00101949575812363	0.000927078454856817
"Rhadinopsylla_li"	0.605159512548885	0.0246493456217226	0.0109067077968118	0.0259511006992475	0.231520450475002	0.0709715316570952	0.00517796925007765	0.0078874309803251	1.00117210020969	0.00260673194404755	0.00248978497921524	0.0019305331242325	0.00305477979056261	0.00304215707348005	0.000871515405299737	0.00124272647816425	0.000593001336422574	0.000235025460389452	0.000181541825364569	0.000100856569646983	0.000102893469781244	9.1789362749415e-05	6.05139417881896e-05
"Neopsylla_meridiana"	0.00676986069111281	0.537460650355508	0.107571080095635	0.0148650755244114	0.00512417292088051	0.000793951631578501	0.0908201709081668	0.0464965479022832	0.00269082007127489	1.05100155461872	0.0242089361416394	0.0334929805407088	0.0322063833683314	0.0102179592752403	0.0112058673291414	0.00429640862918935	0.00761724397730173	0.00328151426339464	0.00395838449525333	0.00219910249736296	0.00101482151033618	0.00138705175411327	0.00131946149841778
