"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Roscheria_melanochaetes"	"Campnosperma_seychellarum"	"Psychotria_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_121"	"Rhiparida_seychellensis"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_121"	"Unidentified_sp4_M_PL_121"	"Unidentified_sp6_M_PL_121"	"Unidentified_sp1_M_PL_121"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_121"	"Cratopus_aurostriatus"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp5_M_PL_121"	"Forcipomyia_litoraurea"	"Forcipomyia_sp1_M_PL_121"	"Lygistorrhina_sp1_M_PL_121"	"Nectarinia_dussumieri"	"Pachycerina_seychellensis"	"Unidentified_sp7_M_PL_121"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.20134054119385	0.0230406882234729	0.0224988949566683	0.0193786487143725	0.0244897940930197	0.0148963317206676	0.0112465739391989	0.00949551304393071	0.00364304848188224	0.00330329896626547	0.146876463792397	0.102162366130037	0.268956837580714	0.0466310205680927	0.0284181708978747	0.0111111293951328	0.0027665189938377	0.00254982219925954	0.0014572193927529	0.0102615331865034	0.00186924110255652	0.00142432695658961	0.00953816375476742	0.00954124512494394	0.00112494474783342	0.00953816375476742	0.000474775652196535	0.000474775652196535	0.00896522791935713	0.000511207906327225	0.000720288061559402	0.000572935835410291	0.000720288061559402
"Chrysobalanus_icaco"	0.0771863055486344	1.0815734959	0.0566514986268563	0.0389951287340875	0.028870346761751	0.00761137640211216	0.0324710628186159	0.00142104283135272	0.000360499348015892	0.00819257636190645	0.514155701711725	0.0235204948532587	0.0172805161676047	0.00461439165460341	0.00216290114613083	0.00518610664716533	0.00124203312650797	0.00513093799132731	0.000144199739206357	0.0284644824490207	0.028181210489669	0.000213156424702909	0.000868762451821907	0.0276153546030868	0.00283257493134281	0.000868762451821907	7.10521415676362e-05	7.10521415676362e-05	0.000576017205586824	0.00147595740084618	0.000849127845933853	0.000292745246235083	0.000849127845933853
"Memecylon_eleagni"	0.075371298104839	0.0566514986268563	1.08069961071157	0.0422601147289214	0.0296824966065011	0.00847852471792691	0.0275338529443998	0.00534245057083978	0.000358928431632336	0.00695455788984965	0.435465420616617	0.12687886483523	0.0168741712175013	0.0045942839248939	0.00254775928336975	0.00455074000049395	0.00157151094668459	0.00556054141170018	0.000143571372652934	0.00285177444566168	0.00261539917628062	0.000801367585625967	0.000888569478452359	0.00197875983958811	0.0540349805355784	0.000888569478452359	0.000267122528541989	0.000267122528541989	0.000562472373916709	0.00125153877019999	0.000873014606073561	0.00032609710453565	0.000873014606073561
"Erythroxylum_sechellarum"	0.0683352349401556	0.0410475039306185	0.0444843312936015	1.10711362865533	0.0300297813827006	0.0102731616685477	0.0199298101314745	0.00673289812414197	0.000339864561232574	0.00504711864552606	0.314317857440414	0.163262180073284	0.0152989331955572	0.00435026638377695	0.00259830473460637	0.00355807340445251	0.00191713131675289	0.145672845875702	0.00013594582449303	0.00241938090231445	0.00230453806509899	0.0010099347186213	0.000905086042488356	0.00153615203811737	0.00222421656468007	0.000905086042488356	0.000336644906207099	0.000336644906207099	0.000509964439851908	0.00090590046052157	0.000883228864197077	0.000395121602636448	0.000883228864197077
"Dillenia_ferruginea"	0.0965186002489599	0.0339651138373541	0.0349205842429424	0.0335626968394889	1.08409585687015	0.0205301845477659	0.0114125962393849	0.0100826583556864	0.00530486494721026	0.00294017720439486	0.176640965551769	0.241684422470468	0.0216086418467821	0.0679022713242913	0.00395875250285322	0.00303744882726658	0.00366262284820984	0.00441614432098539	0.0021219459788841	0.0334545881683799	0.0335239225894269	0.00151239875335296	0.00150991054416578	0.00156941590749325	0.00174602921214712	0.00150991054416578	0.000504132917784319	0.000504132917784319	0.000720288061559403	0.000518754374517494	0.0318851722608866	0.000789622482606379	0.0318851722608866
"Phoenicophorium_borsigianum"	0.076773401944979	0.0117098098494033	0.013043884181426	0.015014620900185	0.0268471644086169	1.13821923151639	0.0112598728101391	0.0350535472369274	0.000349915286792458	0.00506188519847928	0.0294865731338296	0.149375055139256	0.0171880750623087	0.00447891567094346	0.0490018249805538	0.0462178709200421	0.176863328364367	0.00197560801318224	0.000139966114716983	0.00165530356425175	0.0448600304794717	0.00525803208553911	0.0443505985860405	0.000865681081645374	0.000652194209071301	0.0443505985860405	0.00175267736184637	0.00175267736184637	0.000572935835410291	0.000511812400460869	0.000789622482606379	0.0437776627506302	0.000789622482606379
"Northea_hornei"	0.0685018594478481	0.059038296033847	0.0500615508079997	0.0344242174998196	0.0176376487335948	0.0133071224119826	1.0717694120995	0.00139371419121628	0.000282956557533158	0.0169165555499885	0.454859826544746	0.0199538256888068	0.0153362371898167	0.00362184393642443	0.00218480753856417	0.101276029149923	0.00211693531140429	0.00452950230260785	0.000113182623013263	0.00250591968169089	0.00250652417582454	0.000209057128682442	0.00102302030678809	0.0019871653071734	0.00250307754039998	0.00102302030678809	6.9685709560814e-05	6.9685709560814e-05	0.000511207906327225	0.0487167914590683	0.000518754374517494	0.000511812400460869	0.000518754374517494
"Roscheria_melanochaetes"	0.0636199373943357	0.00284208566270545	0.0106849011416796	0.0127925064358697	0.0171405192046669	0.0455696114080056	0.00153308561033791	1.17838733197354	0.000266310558783568	0.000497043943409347	0.0168891881027501	0.134125166874552	0.0142432695658961	0.00340877515242967	0.12101573751579	0.00244966509039942	0.0659300760460624	0.00168322453103549	0.000106524223513427	0.00104996071154849	0.00232786242119832	0.176758099796031	0.00222745301404291	0.000545827793764171	0.000534245057083978	0.00222745301404291	0.058919366598677	0.058919366598677	0.000474775652196535	6.9685709560814e-05	0.00050413291778432	0.00175267736184637	0.00050413291778432
"Campnosperma_seychellarum"	0.048816849657222	0.00144199739206357	0.00143571372652934	0.00129148533268378	0.0180365408205149	0.00090977974566039	0.000622504426572948	0.000532621117567136	1.2600694879709	0.000176353143622969	0.0085642854335868	0.00782819429599309	0.0109291454456467	0.128889446027473	0.00118116818500063	0.000485279878977929	0.00016659717059534	0.000169932280616287	0.504027795188359	0.000930841277710839	0.000601527958201861	7.98931676350704e-05	0.00039929637686747	0.000400354782989813	7.17856863264672e-05	0.00039929637686747	2.66310558783568e-05	2.66310558783568e-05	0.000364304848188224	2.82956557533158e-05	0.000530486494721026	3.49915286792458e-05	0.000530486494721026
"Psychotria_pervillei"	0.0737736769132622	0.0546171757460431	0.0463637192656643	0.0319650847549984	0.0166610041582375	0.0219348358600769	0.0620273703499578	0.00165681314469782	0.000293921906038282	1.02403973123436	0.420029529777949	0.0204746330604507	0.0165164948313274	0.00376220039729001	0.0026609783306824	0.177706337749846	0.00345743078955441	0.00420593220460505	0.000117568762415313	0.0024060087554278	0.00269910646079677	0.000248521971704673	0.00139419736079079	0.00191597922136199	0.00231818596328322	0.00139419736079079	8.28406572348911e-05	8.28406572348911e-05	0.000550549827710912	0.00281942592499808	0.00049002953406581	0.00084364753307988	0.00049002953406581
