"Nephrosperma_vanhoutteanum"	"Medusagyne_oppositifolia"	"Mimusops_sechellarum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_085"	"Unidentified_sp2_M_PL_085"	"Unidentified_sp1_M_PL_085"	"Lasioglossum_mahense"	"Parasarcophaga_hirticeps"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Geron_seychellarum"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_085"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Simosyrphus_aegyptius"	"Unidentified_sp3_M_PL_085"	"Unidentified_sp4_M_PL_085"	"Unidentified_sp5_M_PL_085"
"Nephrosperma_vanhoutteanum"	1.25275320358343	0.0338547030850628	0.0216008521202201	0.0177714584820315	0.00735311606258963	0.143753419023627	0.156594150447929	0.101786197791154	0.0520681305097881	0.0196159254865852	0.0487600716125398	0.0469782451343786	0.0391485376119822	0.0156594150447929	0.00127063836001295	0.00846502670240291	0.00782970752239643	0.00782970752239644	0.000612759671882469	0.00782970752239643	0.00782970752239643	0.000635319180006473
"Medusagyne_oppositifolia"	0.142546118252896	1.08504601856056	0.0453179972676422	0.0403777811687199	0.0200454180835149	0.391887923532717	0.017818264781612	0.0115818721080478	0.149447574675556	0.0104394480461312	0.0624531646218815	0.0053454794344836	0.004454566195403	0.0017818264781612	0.00266576454515542	0.00222379551165831	0.0008909132390806	0.0008909132390806	0.00167045150695958	0.0008909132390806	0.0008909132390806	0.00133288227257771
"Mimusops_sechellarum"	0.101651068801036	0.050649526357953	1.10946130062718	0.0538066207377659	0.0177648168094023	0.347302168623816	0.0127063836001295	0.00825914934008415	0.0431075411672561	0.105372738771972	0.00647767962519426	0.00381191508003884	0.00317659590003237	0.00127063836001295	0.0652624294486574	0.0332665339043352	0.000635319180006473	0.000635319180006474	0.00148040140078353	0.000635319180006473	0.000635319180006473	0.0326312147243287
"Erythroxylum_sechellarum"	0.109362821427886	0.0590136801696675	0.0703625040416939	1.07059017350037	0.0240041541937123	0.469281214487075	0.0136703526784858	0.00888572924101575	0.0139355491335982	0.131105126910711	0.00720708897037033	0.00410110580354573	0.00341758816962144	0.00136703526784858	0.00413897082598199	0.00275300304691528	0.000683517633924288	0.000683517633924289	0.00200034618280936	0.000683517633924289	0.000683517633924289	0.002069485412991
"Memecylon_eleagni"	0.098041547501195	0.0634771572644639	0.05033364762664	0.0520090007530433	1.06947198018799	0.508177212675227	0.0122551934376494	0.00796587573447209	0.0135092169668762	0.0116677620945436	0.00701746104521396	0.00367655803129482	0.00306379835941234	0.00122551934376494	0.00296080280156706	0.002093161072666	0.000612759671882469	0.000612759671882469	0.0891226650156659	0.000612759671882469	0.000612759671882469	0.00148040140078353
"Apis_mellifera"	0.225495559252749	0.145997461708267	0.115767389541272	0.119620701732	0.0597855544323796	1.16880758915302	0.0281869449065936	0.0183215141892858	0.0310711990238153	0.0268358528174503	0.0161401604039921	0.00845608347197807	0.00704673622664839	0.00281869449065936	0.00680984644360423	0.00481427046713179	0.00140934724532968	0.00140934724532968	0.00498212953603163	0.00140934724532968	0.00140934724532968	0.00340492322180211
"Lygistorrhina_sp1_M_PL_085"	0.626376601791714	0.0169273515425314	0.0108004260601101	0.00888572924101575	0.00367655803129481	0.0718767095118136	1.07829707522396	0.0508930988955768	0.026034065254894	0.00980796274329258	0.0243800358062699	0.0234891225671893	0.0195742688059911	0.00782970752239644	0.000635319180006473	0.00423251335120145	0.00391485376119822	0.00391485376119822	0.000306379835941234	0.00391485376119822	0.00391485376119822	0.000317659590003237
"Unidentified_sp2_M_PL_085"	0.626376601791715	0.0169273515425314	0.0108004260601101	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	1.05089309889558	0.026034065254894	0.00980796274329258	0.0243800358062699	0.0234891225671893	0.0195742688059911	0.00782970752239644	0.000635319180006473	0.00423251335120145	0.00391485376119822	0.00391485376119822	0.000306379835941234	0.00391485376119822	0.00391485376119822	0.000317659590003237
"Unidentified_sp1_M_PL_085"	0.347120870065254	0.23662532656963	0.0610690166536128	0.0150968448947314	0.00675460848343811	0.132052595851215	0.0433901087581567	0.0282035706928019	1.04594809156682	0.0114693971634225	0.0254709971837433	0.013017032627447	0.0108475271895392	0.00433901087581568	0.00359229509727134	0.00396565298654351	0.00216950543790784	0.00216950543790784	0.000562884040286509	0.00216950543790784	0.00216950543790784	0.00179614754863567
"Lasioglossum_mahense"	0.196159254865852	0.0247936891095617	0.223917069890441	0.213045831229905	0.0087508215709077	0.171078561711245	0.0245199068582314	0.0159379394578504	0.0172040957451337	1.04679159050133	0.00866090306323584	0.00735597205746944	0.00612997671455786	0.00245199068582315	0.0131715923464965	0.00781179151615983	0.00122599534291157	0.00122599534291157	0.000729235130908975	0.00122599534291157	0.00122599534291157	0.00658579617324825
"Parasarcophaga_hirticeps"	0.487600716125398	0.148326265976969	0.0137650692035378	0.0117115195768518	0.00526309578391048	0.10289352257545	0.0609500895156748	0.0396175581851886	0.038206495775615	0.00866090306323584	1.02609167243244	0.0182850268547024	0.0152375223789187	0.00609500895156748	0.000809709953149283	0.00345235945235838	0.00304750447578374	0.00304750447578374	0.000438591315325873	0.00304750447578374	0.00304750447578374	0.000404854976574641
"Eristalinus_vicarians"	0.626376601791715	0.0169273515425314	0.01080042606011	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	0.0508930988955768	0.026034065254894	0.00980796274329257	0.0243800358062699	1.02348912256719	0.0195742688059911	0.00782970752239644	0.000635319180006474	0.00423251335120146	0.00391485376119822	0.00391485376119822	0.000306379835941234	0.00391485376119822	0.00391485376119822	0.000317659590003237
"Rhiparida_seychellensis"	0.626376601791715	0.0169273515425314	0.01080042606011	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	0.0508930988955768	0.026034065254894	0.00980796274329258	0.0243800358062699	0.0234891225671893	1.01957426880599	0.00782970752239644	0.000635319180006474	0.00423251335120145	0.00391485376119822	0.00391485376119822	0.000306379835941234	0.00391485376119822	0.00391485376119822	0.000317659590003237
"Geron_seychellarum"	0.626376601791715	0.0169273515425314	0.0108004260601101	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	0.0508930988955768	0.026034065254894	0.00980796274329258	0.0243800358062699	0.0234891225671893	0.0195742688059911	1.0078297075224	0.000635319180006474	0.00423251335120146	0.00391485376119822	0.00391485376119822	0.000306379835941235	0.00391485376119822	0.00391485376119822	0.000317659590003237
"Nectarinia_dussumieri"	0.0508255344005179	0.0253247631789765	0.554730650313588	0.0269033103688829	0.00888240840470117	0.173651084311908	0.00635319180006473	0.00412957467004208	0.0215537705836281	0.052686369385986	0.00323883981259713	0.00190595754001942	0.00158829795001618	0.000635319180006474	1.03263121472433	0.0166332669521676	0.000317659590003237	0.000317659590003237	0.000740200700391764	0.000317659590003237	0.000317659590003237	0.0163156073621643
"Phelsuma_sp1_M_PL_085"	0.338601068096116	0.021126057360754	0.282765538186849	0.0178945198049494	0.00627948321799799	0.122763896911861	0.0423251335120145	0.0275113367828095	0.0237939179192611	0.0312471660646393	0.0138094378094335	0.0126975400536044	0.0105812833780036	0.00423251335120145	0.0166332669521676	1.01043289015168	0.00211625667560073	0.00211625667560073	0.000523290268166499	0.00211625667560073	0.00211625667560073	0.0083166334760838
"Chalcidoma_disjunctum"	0.626376601791715	0.0169273515425314	0.0108004260601101	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	0.0508930988955768	0.026034065254894	0.00980796274329257	0.0243800358062699	0.0234891225671893	0.0195742688059911	0.00782970752239644	0.000635319180006473	0.00423251335120146	1.0039148537612	0.00391485376119822	0.000306379835941234	0.00391485376119822	0.00391485376119822	0.000317659590003237
"Hemipyrellia_germana"	0.626376601791715	0.0169273515425314	0.0108004260601101	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	0.0508930988955768	0.026034065254894	0.00980796274329257	0.0243800358062699	0.0234891225671893	0.0195742688059911	0.00782970752239643	0.000635319180006473	0.00423251335120146	0.00391485376119822	1.0039148537612	0.000306379835941234	0.00391485376119822	0.00391485376119822	0.000317659590003237
"Simosyrphus_aegyptius"	0.0490207737505975	0.031738578632232	0.02516682381332	0.0260045003765216	0.534735990093995	0.254088606337613	0.00612759671882469	0.00398293786723605	0.00675460848343811	0.0058338810472718	0.00350873052260698	0.00183827901564741	0.00153189917970617	0.000612759671882469	0.00148040140078353	0.001046580536333	0.000306379835941234	0.000306379835941234	1.04456133250783	0.000306379835941234	0.000306379835941234	0.000740200700391764
"Unidentified_sp3_M_PL_085"	0.626376601791715	0.0169273515425314	0.0108004260601101	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	0.0508930988955768	0.026034065254894	0.00980796274329257	0.0243800358062699	0.0234891225671893	0.0195742688059911	0.00782970752239643	0.000635319180006473	0.00423251335120146	0.00391485376119822	0.00391485376119822	0.000306379835941235	1.0039148537612	0.00391485376119822	0.000317659590003237
"Unidentified_sp4_M_PL_085"	0.626376601791715	0.0169273515425314	0.0108004260601101	0.00888572924101575	0.00367655803129481	0.0718767095118136	0.0782970752239643	0.0508930988955768	0.026034065254894	0.00980796274329257	0.0243800358062699	0.0234891225671893	0.0195742688059911	0.00782970752239643	0.000635319180006473	0.00423251335120146	0.00391485376119822	0.00391485376119822	0.000306379835941235	0.00391485376119822	1.0039148537612	0.000317659590003237
"Unidentified_sp5_M_PL_085"	0.0508255344005179	0.0253247631789765	0.554730650313588	0.026903310368883	0.00888240840470117	0.173651084311908	0.00635319180006473	0.00412957467004208	0.0215537705836281	0.052686369385986	0.00323883981259713	0.00190595754001942	0.00158829795001618	0.000635319180006473	0.0326312147243287	0.0166332669521676	0.000317659590003237	0.000317659590003237	0.000740200700391764	0.000317659590003237	0.000317659590003237	1.01631560736216
