"Sorex_araneus"	"Apodemus_uralensis"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Arvicola_terrestris"	"Sicista_betulina"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"	"Megabothris_walkeri"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Ctenophthalmus_assimilis"	"Ceratophyllus_sciurorum"
"Sorex_araneus"	1.31023694798174	0.0043660870532061	0.00154000504603519	0.00715530839653246	0.00563673652722209	0.00159822204286008	0.000176376300910269	0.00249150307121629	0.000132146913608349	0.521836066074573	0.00458594053453533	0.122247931780679	0.00242966434285407	0.00202765116557117	0.00815795269473367	0.00525655216022995	0.000124907913490591
"Apodemus_uralensis"	0.0297279162593298	1.15099051533195	0.0824546101217156	0.0305649301407582	0.00944500913401663	0.00457031928843881	0.0137694193100321	0.00091935033783667	0.0108912634092545	0.0138675800148635	0.540104117610744	0.0382476486061615	0.0347617086032082	0.00931220824977397	0.0204589051340227	0.00556278543879929	0.00435171300909386
"Clethrionomys_glareolus"	0.0165819147980068	0.130393336936667	1.08493778009015	0.031002740422895	0.0271782853213096	0.00885927012581537	0.016441954164803	0.00742064223412498	0.0105174092395636	0.0111317111165275	0.471002971287288	0.00729922419418612	0.0271706359113712	0.0722145076526133	0.00666996471424196	0.0545761834886552	0.0166014683017834
"Microtus_agrestis"	0.0808026289657203	0.0506930548675989	0.0325150692240118	1.07388479289218	0.0557235630157139	0.0227877286692485	0.00517213974425292	0.00614474768431605	0.00560960827029587	0.0768789104812196	0.129157397230863	0.0622242404853476	0.197761266301895	0.0789422292554571	0.0971815518014949	0.0218640095689915	0.00265706154139804
"Clethrionomys_rutilus"	0.0790851215789039	0.0194624430640343	0.03541412935807	0.0692323055649779	1.08283578736186	0.0223458489778624	0.0052884741216915	0.0166364829185014	0.00303274038743268	0.103638794565423	0.0300960302158682	0.0277010517773012	0.149753273850058	0.206572821786718	0.0731808011537985	0.0732468833556827	0.00247700996181693
"Microtus_arvalis"	0.0616647338203516	0.0258984759678199	0.0317457179508384	0.0778580729532656	0.0614510846891217	1.04335530823178	0.0129134974197221	0.00958801276401556	0.00885842953642022	0.0763497358067314	0.0363006343275454	0.0112177140206074	0.283258913735292	0.0202812181544737	0.0545576897341311	0.13796803475833	0.0467327261295551
"Sorex_caecutiens"	0.00907358081349494	0.104035612564687	0.0785560032318364	0.0235619699460411	0.0193910717795355	0.0172179965596295	1.05487061289481	0.00446977821624067	0.0221567073270631	0.00719865518633544	0.376789607528482	0.00534572623428414	0.0157324448331611	0.0689715707433442	0.00548294956893744	0.00785669305770386	0.179289019514419
"Arvicola_terrestris"	0.144195740246643	0.00781447787161169	0.0398859520084217	0.0314918318821198	0.0686254920388182	0.0143820191460233	0.00502850049327075	1.02105077960614	0.000858540040288746	0.254662103532311	0.0227584205988667	0.0161976336957321	0.0179981138008676	0.208442928853054	0.00834021214124926	0.136294584688299	0.0019726693562863
"Sicista_betulina"	0.0101973368334443	0.123434318638218	0.0753747662168725	0.0383323231803551	0.0166800721308797	0.0177168590728404	0.0332350609905946	0.00114472005371833	1.01721787621641	0.00741865835214811	0.433183006926557	0.00670007180632937	0.101363007648822	0.0118133583038682	0.00689165919706441	0.00737491801741202	0.0919219864144653
"Hystrichopsylla_talpae"	0.637493663832526	0.00248811462008105	0.00126296458578017	0.00831671590957785	0.00902395836585473	0.00241740588306274	0.000170944318409021	0.00537545337271369	0.000117445778661975	1.25530501355086	0.00303437773798049	0.0598212749854393	0.00319744937679962	0.00323865911419139	0.00483637569635824	0.00374649412390179	0.000153688747802656
