"Cecropia_membranacea"	"Cecropia_tessmannii"	"Cecropia_ficifolia"	"Cecropia_sp1_M_PA_002"	"Cecropia_polystachya"	"Cecropia_engleriana"	"Azteca_xanthochroa"	"Azteca_ovaticeps"	"Camponotus_balzani"	"Pachycondyla_luteola"
"Cecropia_membranacea"	1.18325100109573	0.0118438784431852	0.0588112317737636	0.0313556707674603	0.024292815126679	0.0237787361265113	0.158622805058917	0.307079988668544	0.195615024610026	0.00534884832918039
"Cecropia_tessmannii"	0.0202492115318972	1.29586543662613	0.0139068747783775	0.00128099579130995	0.00155479358597273	0.000476021019649975	0.00648033165015619	0.00560935656460911	0.0693474264271993	0.585229552024702
"Cecropia_ficifolia"	0.129874803500395	0.0179630465887376	1.10072487587494	0.0638879504120239	0.0143619378711442	0.0065207190860944	0.323197866790239	0.0386764609836549	0.296679995272053	0.0081123436207202
"Cecropia_sp1_M_PA_002"	0.0977559147456116	0.00233593350180049	0.0901947535228573	1.11752793449357	0.0162855270545066	0.009233270014989	0.594553080379228	0.0324780694504369	0.0385805791265113	0.00105493771049054
"Cecropia_polystachya"	0.18393131453057	0.00688551445216495	0.049240929843923	0.0395505657038017	1.02641595479756	0.0273090540053116	0.200079332383938	0.349755701965349	0.113722045145434	0.00310958717194546
"Cecropia_engleriana"	0.21004550245085	0.00245944193485821	0.0260828763443776	0.0261609317091355	0.0318605630061969	1.03672401788792	0.132343536881509	0.492591953729176	0.0406204603434646	0.00111071571251661
"Azteca_xanthochroa"	0.195511829491223	0.00467186700360098	0.180389507045715	0.235055868987137	0.0325710541090132	0.018466540029978	1.18910616075846	0.0649561389008737	0.0771611582530226	0.00210987542098109
"Azteca_ovaticeps"	0.465006839983794	0.0049682872429395	0.0265210018173633	0.0157750623044979	0.0699511403930698	0.0844443349250017	0.0798032563639305	1.16922946116985	0.0820568731737105	0.00224374262584364
"Camponotus_balzani"	0.323987384510355	0.0671803193513493	0.22250999645404	0.0204959326609591	0.0248766973755637	0.0076163363143996	0.103685306402499	0.0897497050337458	1.10955882283519	0.0303394990618997
"Pachycondyla_luteola"	0.0101246057659486	0.647932718313063	0.00695343738918874	0.000640497895654973	0.000777396792986365	0.000238010509824988	0.0032401658250781	0.00280467828230456	0.0346737132135997	1.29261477601235
