"Myospalax_myospalax"	"Spermophilus_erythrogenys"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Microtus_arvalis"	"Marmota_baibacina"	"Alticola_strelzowi"	"Ellobius_talpinus"	"Sicista_tianshanica"	"Arvicola_terrestris"	"Microtus_oeconomus"	"Dryomys_nitedula"	"Allactaga_major"	"Clethrionomys_rufocanus"	"Apodemus_agrarius"	"Allactaga_elater"	"Microtus_gregalis"	"Allocricetulus_eversmanni"	"Alticola_argentatus"	"Cricetus_cricetus"	"Sicista_subtilis"	"Ctenophthalmus_dilatatus"	"Citellophilus_ullus"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_assimilis"	"Pectinoctenus_nemorosa"	"Megabothris_rectangulatus"	"Amphipsylla_dumalis"	"Amphipsylla_primaris"	"Neopsylla_democratica"	"Neopsylla_mana"	"Amphipsylla_anceps"	"Leptopsylla_sicistae"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Frontopsylla_ornata"	"Neopsylla_setosa"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Mesopsylla_hebes"	"Leptopsylla_nana"	"Rhadinopsylla_ioffi"	"Amphipsylla_rossica"	"Callopsylla_caspia"	"Frontopsylla_elatoides"	"Mesopsylla_lenis"	"Pectinoctenus_lauta"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Oropsylla_ilovaiskii"	"Paraneopsylla_ioffi"
"Myospalax_myospalax"	1.32794918308362	0.0018913584583685	0.00169015352218428	0.00101074416204344	0.000129090243011873	0	0.000340405868096375	2.02476259499897e-06	2.27151759027278e-05	2.72444025934714e-05	0.000122066926012058	0	4.89911094296068e-06	1.27794635913557e-05	1.17604440513842e-05	0	6.70833205247168e-06	2.5814025112827e-06	4.06375710251958e-06	0.000102972816145545	2.5814025112827e-06	0.639436400115263	0.000802816181008921	0	0.000218536713171963	0.000267838536302427	8.76077960990691e-05	0.000211810357487044	6.88651700385857e-05	9.75567432135868e-07	0.000125290450310867	0.00449810734972053	0.00453080391040399	0.000184824464659354	1.50036676688757e-05	0	7.84023852120334e-05	5.09992731914689e-05	1.43295433758996e-05	1.98267523512603e-05	1.74211876747427e-05	1.93385958274764e-06	5.28288423327546e-05	0.0158776532759998	1.04373296631419e-05	1.58856071778308e-05	2.37734295891935e-05	0	2.30895289915886e-05	0	1.38537173949531e-05	9.91971219424036e-06	7.43194236796644e-06
"Spermophilus_erythrogenys"	0.00304204507290038	1.23133203538861	0.018091134791597	0.00151856323644131	0.0685292429709933	0	0.000807315684761662	6.76554104301301e-05	0.00024975154285322	0.00103438272964907	0.000672107987189126	0	0.0022065456941401	0.000305224016555406	0.000238414864152912	0	0.00184599982012424	0.00166389171233059	4.34978104278835e-05	2.16328878486059e-05	0.00166389171233059	0.00146481083401616	0.517470322534814	0	0.00303664436704587	0.00286690114183778	0.00292732659947458	0.000318228325283656	0.00339452371809603	3.25976068436081e-05	0.000528006476488458	0.0737941367131561	0.000951847065338661	0.00180737064651645	9.44164204347104e-05	0	0.0329336356948055	0.000112467519582789	0.00816656088086931	0.000377599337739761	0.000206106063744583	0.000871004879265827	0.000565471535562486	3.6372278045548e-05	0.00120168245797123	3.76747319555442e-05	0.00660632314073461	0	0.000247146650158429	0	0.000148287990095057	0.00645803515063955	1.11659061503037e-05
"Cricetulus_migratorius"	0.00424847333445229	0.0282735767781243	1.21177284603009	0.0378264517947527	0.00683296901628925	0	0.0194365226459106	0.000475930468885052	0.00251736309167576	0.0033156042024238	0.00477560306210573	0	0.00108427971719355	0.00365451334028582	0.00352364103710573	0	0.00130621393906958	4.38612029549004e-05	0.00291355219810512	0.00128807027095829	4.38612029549004e-05	0.00204573226865475	0.013640834118974	0	0.0723245526561071	0.192029576693292	0.0205926460605309	0.00792686673640038	0.00374455637442389	0.00022931195319007	0.0254369317819384	0.0414247081853603	0.0566750919221646	0.119886110928068	0.00111725670552	0	0.0208269126698395	0.00224606922865672	0.000669611423485585	0.00119459688556626	0.00777582188098408	0.000428005151523772	0.0378761785753666	5.07969637814948e-05	0.000623345647896618	0.00090703772347583	0.0100808523018171	0	0.01655427385287	0	0.00993256431172202	0.000148287990095057	0.000278135674961417
"Apodemus_uralensis"	0.00341869348926456	0.00319344915898687	0.0508988285179393	1.1887428668313	0.0127644156701964	0	0.0159111031393323	0.00107282675482999	0.0206520816386597	0.0106528273715273	0.00916466991325651	0	0.000115847073751976	0.00696271151774174	0.00638176574485832	0	0.00156454823232957	1.7849359605189e-05	0.000122379696983023	0.00167861986316605	1.7849359605189e-05	0.00164617523450457	0.00555115083721377	0	0.119944995031244	0.00806593457388109	0.0464192630873941	0.249111556652147	0.0152915388054498	0.000516907436418088	0.00539558992482617	0.00186978236787561	0.0738592739793063	0.0268583330837044	0.0156247835866461	0	0.00111981706446072	0.0589710927025176	0.00086741706858393	0.0105150828157862	0.00291979212856323	4.57291080599904e-05	0.0015909360607793	4.08756830238154e-05	0.00939412098327989	0.000742518146502173	0.000433952371667581	0	0.000695339187403542	0	0.000417203512442125	1.67488592254556e-05	0.00874075637375955
"Microtus_arvalis"	0.000507534288764629	0.167515927262428	0.0106874643588114	0.0148372694969805	1.08614569519726	0	0.00806920908760411	0.000885569433279102	0.00321792374486942	0.0143749665270709	0.00907501842770706	0	0.00421256903918263	0.00393385265229847	0.00282399325812206	0	0.00420769315982984	0.0013842371224944	2.56966356168143e-05	4.44765185212369e-05	0.0013842371224944	0.000244388793394272	0.430497745095758	0	0.0315585021983731	0.0016936418929264	0.0383169792517444	0.00310928074017605	0.0525738549263195	0.000426683454216295	0.00248837760553085	0.0103093041023003	0.00195696681493442	0.00132396992708289	0.00118173881812054	0	0.00531578032913501	0.00122316030674091	0.0570331750712139	0.00246919222903902	0.00145535917933864	0.00166285619967735	0.000334056263018586	6.06834475696839e-06	0.0189215564408944	0.000376563090754858	0.000966182204965161	0	0.000146003611459172	0	8.76021668755032e-05	0.000878580038089658	0.000109097569830739
"Marmota_baibacina"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alticola_strelzowi"	0.00208782265765777	0.00307856381122447	0.047425115256022	0.0288521336926559	0.0125879661766624	0	1.19411499264362	0.000194556248011519	0.0028758807032964	0.0214878897924352	0.013373869199497	0	0.000109960881433005	0.0016367006867675	0.00292974844032723	0	0.00141623951091008	1.75112602288934e-05	0.000114027599522676	0.00101284351283383	1.75112602288934e-05	0.00100533199711129	0.00544600193118583	0	0.0706707312901373	0.00751545542308545	0.00841809511282567	0.00604621919294627	0.0885177963847072	9.37407376782772e-05	0.343090425463674	0.00174472148424742	0.0445651145646883	0.00519513553966296	0.00117077494295656	0	0.00104100982798862	0.00172091279027313	0.000839118289814508	0.018884728893611	0.00122585256775857	4.34056110919757e-05	0.00148235879379478	2.49630969937342e-05	0.000529620743783508	0.0557253663233689	0.000404876766613446	0	0.000647884088197021	0	0.000388730452918213	1.61463136952333e-05	0.000212148041857764
"Ellobius_talpinus"	1.69343780672641e-05	0.000351808134236676	0.00158355046919935	0.00265280797557962	0.001883847703521	0	0.000265303974561162	1.31795119884416	0.00118340734451795	0.00325176136633037	0.00198929437482251	0	1.58727161335863e-05	0.000544077151581194	0.00114065804476783	0	0.000487026919485556	2.47998547754457e-06	3.80744375108041e-06	7.01652166169882e-06	2.47998547754457e-06	8.15427117804131e-06	0.00077127548351636	0	0.000792778938902083	0.000250945156321209	0.0253520990798743	0.000555919318411906	0.00135900402998166	0.635012850352187	0.000102013649798233	7.28865806275458e-05	0.000308726953114748	0.000204523915036471	0.000413975055836227	0	9.68993525912817e-05	0.000259410717163562	0.000159551443958984	0.000472212931281622	0.000248591223056596	6.2655458422051e-06	4.94967687640454e-05	2.02476259499897e-07	8.57132878172464e-05	1.23808521461876e-05	1.48250694358686e-05	0	2.16332031311387e-05	0	1.29799218786832e-05	1.84514755718537e-06	1.9505940996909e-05
"Sicista_tianshanica"	0.000193499646578793	0.0013227581714078	0.00853106381067898	0.0520126500529208	0.00697216811388373	0	0.00399427875457833	0.00120532229534236	1.21840313206533	0.0115228766207813	0.00957488173439478	0	5.0191512525122e-05	0.0157692115065055	0.00256997469440489	0	0.00108255735376994	9.20523164316613e-06	2.05118474136544e-05	8.98446895315808e-05	9.20523164316613e-06	9.31742863417447e-05	0.00286282704102467	0	0.00779980697816582	0.00135191721589995	0.0521521042243815	0.0108997097537371	0.0283719261570939	0.000580746196846774	0.00128488008140555	0.000358963473007656	0.00395316633938956	0.00179523592123728	0.406516823311381	0	0.000312502547153464	0.105005068773699	0.000500133439109821	0.00203716582245071	0.0381754122198592	1.98124391546534e-05	0.000266654016377507	2.31358273083339e-06	0.00148720403634916	0.000186399675213656	7.68642954035829e-05	0	0.000116544587577582	0	6.9926752546549e-05	6.9375428570339e-06	0.000382445956271477
"Arvicola_terrestris"	0.000305668907146265	0.00721545026047885	0.0147989163181355	0.0353362078665297	0.0410212459431047	0	0.0393071154739668	0.00436211890605293	0.0151764716468828	1.10008575279839	0.051185129348213	0	0.000327593616022931	0.00470733432692932	0.00869955233474157	0	0.0105275154745157	5.34272633438696e-05	3.558209387967e-05	0.000134823491654075	5.34272633438696e-05	0.000147186223767169	0.0166158788999434	0	0.0116317528277405	0.00234518346025098	0.188740953939627	0.0074050141485007	0.284196230139134	0.00210174820018914	0.011510644954747	0.000915097517621148	0.00593223363277928	0.00210519375786455	0.00531864894013638	0	0.00176500274210661	0.00324777724198049	0.00346206368875137	0.111253338996412	0.003507310967636	0.000129313269482736	0.00046256722043571	3.65473693327055e-06	0.00125525133264452	0.00183433205545179	0.000159145863368519	0	0.00020217098795267	0	0.000121302592771602	3.7843270596917e-05	0.00025982505784213
