"Inga_sessilis"	"Erythrina_speciosa"	"Aechmea_vanhoutteana"	"Spirotheca_rivieri"	"Wittrockia_superba"	"Aechmea_gamosepala"	"Canistrum_perplexum"	"Callianthe_rufinerva"	"Edmundoa_lindenii"	"Macrocarpaea_rubra"	"Mutisia_speciosa"	"Psittacanthus_dichroos"	"Canna_paniculata"	"Alstroemeria_inodora"	"Manettia_cordifolia"	"Nidularium_innocentii"	"Aechmea_distichantha"	"Aechmea_sp1_M_PL_063"	"Billbergia_amoena"	"Nematanthus_fritschii"	"Sinningia_cooperi"	"Mendoncia_velloziana"	"Aphelandra_longiflora"	"Nidularium_procerum"	"Besleria_longimucronata"	"Lantana_camara"	"Fuchsia_regia"	"Vriesea_simplex"	"Centropogon_cornutus"	"Siphocampylus_convolvulaceus"	"Aechmea_nudicaulis"	"Nematanthus_fluminensis"	"Nematanthus_gregarius"	"Vriesea_incurvata"	"Nidularium_rutilans"	"Vriesea_sp1_M_PL_063"	"Pyrostegia_venusta"	"Aphelandra_colorata"	"Tillandsia_geminiflora"	"Vriesea_erythrodactylon"	"Sinningia_elatior"	"Vriesea_carinata"	"Nematanthus_sp1_M_PL_063"	"Nidularium_longiflorum"	"Nematanthus_sericeus"	"Vriesea_inflata"	"Justicia_sp1_M_PL_063"	"Siphocampylus_longipedunculatus"	"Tillandsia_sp1_M_PL_063"	"Tillandsia_stricta"	"Justicia_sp2_M_PL_063"	"Sinningia_glazioviana"	"Siphocampylus_lauroanus"	"Psychotria_leiocarpa"	"Tillandsia_dura"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"	"Amazilia_versicolor"	"Stephanoxis_lalandi"	"Florisuga_fusca"	"Lophornis_chalybeus"	"Eupetomena_macroura"
"Inga_sessilis"	1.09984747113634	0.0413030183063907	0.0113225088342273	0.0378274609197298	0.00658613478260744	0.0076899679886359	0.0103028137795356	0.0190199700718574	0.00376590715373138	0.00718791183875916	0.00731877492693313	0.0198985541174878	0.00291127782792115	0.00215034613171124	0.00223944448301627	0.00220564182097553	0.00209283947367666	0.00182247836983233	0.00161240002777171	0.00161240002777171	0.00156761113811139	0.00647267719449143	0.00138845557947009	0.00138845557947009	0.0014204009312871	0.000272782544090893	0.0049857575565548	0.00107493335184781	0.00103014446218748	0.00103889772644001	0.00481535526216603	0.000985355572527158	0.00114291432907262	0.000985355572527158	0.00119239868980841	0.000895777793206507	0.00113937211870931	0.000806200013885856	0.00165851324675847	0.000761411124225531	0.00323329179276061	0.000716622234565206	0.00067183334490488	0.000492677786263579	0.0014639701886221	0.000403100006942928	0.000313522227622278	0.000313522227622278	0.000600367291573962	0.000510805234709653	0.000223944448301627	0.000179155558641301	0.000179155558641301	0.000246484736747208	4.47888896603254e-05	0.103641490673993	0.0871666265701218	0.350012657990249	0.039579098549653	0.0158916488970517	0.000947050564557741	0.0653983116219862	0.00397009535641468	5.9686442639293e-05
"Erythrina_speciosa"	0.0415417640769479	1.04797899613031	0.0293741745552369	0.0285838161649757	0.0170960575860459	0.017363316305216	0.014599292064679	0.0124997797996104	0.00898509293616571	0.0071930487299061	0.00613376798121116	0.00850507187759196	0.00606490110339184	0.00306450991026935	0.00466530854107065	0.00365862633537938	0.00481236325273496	0.00484878101843925	0.00335902214957087	0.00335902214957087	0.00326571597874945	0.00287548933729177	0.0028924912954638	0.0028924912954638	0.0037919652208537	0.000404581494922473	0.0035837657036136	0.00223934809971391	0.0021460419288925	0.00220811521509535	0.0032726143065308	0.00205273575807109	0.00317005490972237	0.00205273575807109	0.00201592550933251	0.00186612341642826	0.00176649760315139	0.00167951107478543	0.00238765538175563	0.00158620490396402	0.000877362375217893	0.00149289873314261	0.00139959256232119	0.00102636787903554	0.00122111868274834	0.000839755537392717	0.000653143195749891	0.000653143195749891	0.000957932262644129	0.000721218762648495	0.000466530854107065	0.000373224683285652	0.000373224683285652	0.000347736894985361	9.3306170821413e-05	0.21591047928075	0.252957756035499	0.17676646962702	0.00303941554389958	0.00421548982679938	0.0012929898078044	0.0028919027857677	0.00807774324448766	0.00151442051463918
"Aechmea_vanhoutteana"	0.0173578549529123	0.0447729709079822	1.040171090738	0.0181746727567511	0.0233819978061593	0.0228770915208223	0.0167739966013017	0.00605469886016736	0.012120717741157	0.0085924700951851	0.00783570795271405	0.00157612443720142	0.00797759939723938	0.00398654172079685	0.00613661492095337	0.00445769761521032	0.00639657592865085	0.00665670074251783	0.00441836274308643	0.00441836274308643	0.00429563044466736	0.000831181157389118	0.00380470125099109	0.00380470125099109	0.00520852193861708	0.000515972791259472	0.00211138724008712	0.00294557516205762	0.00282284286363855	0.00291610694694819	0.0017137221297205	0.00270011056521948	0.00437886406479303	0.00270011056521948	0.00247431340444329	0.00245464596838135	0.00231861012990513	0.00220918137154321	0.00290804535909883	0.00208644907312415	0.00100460816440396	0.00196371677470508	0.00184098447628601	0.00135005528260974	0.000908327618071826	0.00110459068577161	0.000859126088933472	0.000859126088933472	0.00112911755981492	0.000805513514007155	0.000613661492095337	0.00049092919367627	0.00049092919367627	0.000451391041937653	0.000122732298419067	0.284002538541722	0.351642109454338	0.023207574553095	0.00197209035637778	0.00221140374674675	0.00163346050872168	0.00131380197615093	0.000618986704502568	6.47008250115349e-05
"Spirotheca_rivieri"	0.0711565210814377	0.0534594615842248	0.0223008146799055	1.04449429493835	0.0130026388193783	0.0170266531554619	0.016264229799142	0.0205853739543527	0.00490029854406187	0.00688248846448715	0.00136609683526278	0.0157854380363081	0.000962480048389447	0.000633047389919318	0.000740369267991882	0.00110267301930547	0.00383097779664245	0.00397661827354003	0.000533065872954155	0.000533065872954155	0.000518258487594318	0.00451121103591239	0.000459028946154967	0.000459028946154967	0.00314075244053927	0.000195103324914031	0.00515234158671511	0.000355377248636103	0.000340569863276266	0.000484051213300677	0.00523659339530017	0.000325762477916428	0.00290842677835584	0.000325762477916428	0.000580951280372409	0.000296147707196753	0.000442017068140978	0.000266532936477078	0.00253762398253509	0.00025172555111724	0.000391676732274264	0.000236918165757402	0.000222110780397565	0.000162881238958214	0.00137153995488606	0.000133266468238539	0.000103651697518864	0.000103651697518864	0.000947573285432328	0.000781411623901864	7.40369267991883e-05	5.92295414393506e-05	5.92295414393506e-05	0.000347474110814344	1.48073853598377e-05	0.0342642897226643	0.257694061205558	0.336068216347274	0.00390433936001765	0.0035222169652264	0.000748921595071267	0.0156818395964743	0.0147055283171786	7.72535572026369e-05
"Wittrockia_superba"	0.017363446245056	0.044812393369484	0.0402099507727134	0.0182233953150377	1.02340485316953	0.0229278045487171	0.016810200466092	0.00606947412885511	0.0121129827849812	0.00861113693085186	0.00780748781070585	0.00157750754935885	0.00794842587036086	0.00397278407683648	0.00611417374643143	0.00444159467114766	0.00640283656036648	0.0066661327272333	0.00440220509743063	0.00440220509743063	0.004279921622502	0.000831219762379925	0.00379078772278749	0.00379078772278749	0.00521621333826205	0.00051518194620263	0.00211219161663485	0.00293480339828709	0.00281251992335846	0.0029068502412669	0.00171738803482879	0.00269023644842983	0.00438818217078183	0.00269023644842983	0.00246536428543109	0.00244566949857257	0.00231156946413311	0.00220110254871531	0.0029145701147929	0.00207881907378669	0.00100121370208454	0.00195653559885806	0.00183425212392943	0.00134511822421491	0.000906810314914274	0.00110055127435766	0.0008559843245004	0.0008559843245004	0.00113071690806406	0.000806931119962747	0.000611417374643143	0.000489133899714514	0.000489133899714514	0.000452660447955613	0.000122283474928629	0.282963960984847	0.352647254738755	0.0232398484930471	0.00196866489614055	0.00221534630008718	0.00163203980375355	0.00131484762739139	0.000619946028758847	6.47577938865375e-05
"Aechmea_gamosepala"	0.0221166021491346	0.049650474724006	0.0429181799605509	0.0260324862294253	0.0250121504167823	1.0285363495558	0.0209965833172984	0.00910402254915577	0.0103836779829764	0.0112148755561736	0.00368740232407157	0.00298643836862731	0.00365891139209168	0.00356292313917947	0.00281454722468591	0.00211933983174232	0.00686792848319759	0.00750649864913329	0.00202647400177385	0.00202647400177385	0.00197018305728013	0.0011691484385545	0.00174501927930526	0.00174501927930526	0.00591449929165032	0.00272273536110464	0.00245736591572764	0.00135098266784923	0.00129469172335552	0.00152302608366216	0.00246053649805941	0.0012384007788618	0.00534841926438137	0.0012384007788618	0.0011722518048586	0.00112581888987436	0.00125566877301222	0.00101323700088693	0.00373760434286392	0.000956946056393208	0.000520913317823843	0.00090065511189949	0.000844364167405772	0.0006192003894309	0.000751811687205892	0.000506618500443463	0.000394036611456027	0.000394036611456027	0.00129751602317312	0.00105915532836407	0.000281454722468591	0.000225163777974872	0.000225163777974872	0.000594657218337459	5.62909444937181e-05	0.130257245558464	0.463369996214988	0.0547908396813973	0.00171988424187484	0.00289635339598791	0.0110759998843838	0.00171050843508387	0.000774090013556451	7.17492409306445e-05
"Canistrum_perplexum"	0.0354988039136474	0.0500134163799896	0.0376999725593613	0.0297909159687255	0.0219697669457836	0.0251543225880506	1.01959895970675	0.0119474072630086	0.00922658287728229	0.00957503597134486	0.00352478721082006	0.0062893933186644	0.0034138593596468	0.00182093611372323	0.00262604566126677	0.00210552416664399	0.00609914026684329	0.00657761201378666	0.00189075287611208	0.00189075287611208	0.00183823196288674	0.00202409715099319	0.0016281483099854	0.0016281483099854	0.00518101572096843	0.000351452906282596	0.00316494371148361	0.00126050191740805	0.00120798100418272	0.00140326680158582	0.00315014585598538	0.00115546009095738	0.00467060444421331	0.00115546009095738	0.00115780390977267	0.00105041826450671	0.00115984013480552	0.000945376438056038	0.00332416892821864	0.000892855524830703	0.000540247486694728	0.000840334611605368	0.000787813698380032	0.00057773004547869	0.000939953857818956	0.000472688219028019	0.000367646392577348	0.000367646392577348	0.0012036543142304	0.000914824074724979	0.000262604566126677	0.000210083652901342	0.000210083652901342	0.000521591939433079	5.25209132253355e-05	0.121533393203426	0.403429324903105	0.126715061413832	0.00233970372025782	0.00296155107208606	0.00124171750962247	0.00750768450303619	0.000865956618208795	7.22737230924705e-05
"Callianthe_rufinerva"	0.0797463805422456	0.0521075157911471	0.0165592366416625	0.0458830624283764	0.00965265765070933	0.0132721292584078	0.0145384112477575	1.02427651720984	0.00382923290794532	0.00560985015459995	0.00154301632019102	0.0198122119059416	0.00107594088063658	0.000679040360647502	0.000827646831258907	0.00132131170726769	0.00299524599002864	0.0029234911780968	0.000595905718506413	0.000595905718506413	0.000579352781881235	0.00562578993509889	0.000513141035380522	0.000513141035380522	0.00230615404768071	0.000173467390428301	0.00610754085600121	0.000397270479004275	0.000380717542379097	0.00047770026986203	0.00613831183698343	0.000364164605753919	0.00210985370044671	0.000364164605753919	0.000693761726884202	0.000331058732503563	0.000431845175981137	0.000297952859253206	0.00216388459185408	0.000281399922628028	0.000448056859581228	0.00026484698600285	0.000248294049377672	0.00018208230287696	0.00164711232475656	0.000148976429626603	0.000115870556376247	0.000115870556376247	0.000849951524063438	0.00072589809463027	8.27646831258907e-05	6.62117465007125e-05	6.62117465007125e-05	0.000259248961998696	1.65529366251781e-05	0.0383034953506622	0.184836061168004	0.427989533369154	0.00450296988788974	0.00366825025120206	0.000651798500412972	0.00541356121938263	0.00122569704164777	7.52998783109063e-05
"Edmundoa_lindenii"	0.0165890593607407	0.0393524323533333	0.0348278851549701	0.011475382666474	0.0202394142736395	0.0159041143789892	0.0117960110203229	0.0040231181184742	1.01318426442425	0.00602580381991167	0.011715941757143	0.0013859482663294	0.0119889224145214	0.00587820035060946	0.00922224801117027	0.00667183204035236	0.00553574699260202	0.00535981478336207	0.00664001856804259	0.00664001856804259	0.00645557360781919	0.000825873020020239	0.00571779376692557	0.00571779376692557	0.00415096422338327	0.000624712985505478	0.00200078648297227	0.00442667904536173	0.00424223408513833	0.00418889226077664	0.00120966481771696	0.00405778912491492	0.00309763628640453	0.00405778912491492	0.00370480594062299	0.00368889920446811	0.00328669276132331	0.0033200092840213	0.00201089971034866	0.00313556432379789	0.00147134243653716	0.00295111936357449	0.00276667440335108	0.00202889456245746	0.00111695488159828	0.00166000464201065	0.00129111472156384	0.00129111472156384	0.000909209200048562	0.000610594489551212	0.000922224801117027	0.000737779840893622	0.000737779840893622	0.00027684932131125	0.000184444960223405	0.42680563795696	0.213435905182875	0.0187699486627628	0.00244308680297171	0.00166930765301103	0.00182880564347938	0.00117002625419673	0.000487080833598738	5.68676768111754e-05
"Macrocarpaea_rubra"	0.0320691451267716	0.0319076264172758	0.025006291174449	0.016323850845258	0.0145726932675955	0.017397435157654	0.0123984440141773	0.00596945593374097	0.00610305771503874	1.0645909726063	0.00317090172653359	0.00487759817799262	0.00223234712996325	0.00927285464390674	0.00171719009997173	0.00131341599867935	0.00401289045451225	0.00436551289390279	0.00123637687197965	0.00123637687197965	0.00120203306998021	0.0305277748118456	0.00106465786198247	0.00106465786198247	0.00343885914000666	0.0117253053115814	0.00160747861014221	0.000824251247986432	0.000789907445986998	0.000920288113567129	0.0016004840697246	0.000755563643987563	0.00310241566042992	0.000755563643987563	0.000725395603338545	0.000686876039988694	0.00082296810375343	0.000618188435989824	0.00264647173158999	0.00058384463399039	0.000909997615647313	0.000549500831990955	0.00051515702999152	0.000377781821993781	0.000490521732976145	0.000309094217994912	0.000240406613996043	0.000240406613996043	0.000766105045666983	0.00101668913984114	0.000171719009997173	0.000137375207997739	0.000137375207997739	0.00219943727171843	3.43438019994347e-05	0.0794715578266919	0.268171436475533	0.0454530847528248	0.00907667802238389	0.21317866991176	0.0485624555013405	0.00216338316087998	0.000543291728522337	4.61092867301673e-05
