"Microtus_agrestis"	"Apodemus_sylvaticus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Sorex_minutus"	"Ctenophthalmus_nobilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Ctenophthalmus_bisoctodentatus"	"Doratopsylla_dasycnema"	"Hystrichopsylla_talpae"
"Microtus_agrestis"	1.24748506126824	0.0533317775948886	0.00971713577326145	0.00973520725645866	0.00870943429365663	0.00435471714682832	0.461600017563802	0.146607002453981	0.0164123674048325	0.0288769690108389	0.0120906284806279	0.000539840876292302	0.000539840876292302
"Apodemus_sylvaticus"	0.239992999176999	1.06300508180328	0.00259931450615207	0.0112807018592009	0.010970157325136	0.005485078662568	0.581418338232208	0.0720688459058077	0.00496871254503786	0.00555539349946756	0.00236656376123992	0.000144406361452893	0.000144406361452893
"Sorex_araneus"	0.0583028146395687	0.00346575267486942	1.24387830647163	0.0268108746492194	0.000583723265362746	0.000291861632681373	0.0309373330642255	0.00689241731510667	0.419634422141706	0.00134960219073076	0.0696441912358274	0.0691043503595351	0.0691043503595351
"Clethrionomys_glareolus"	0.175233730616256	0.0451228074368035	0.0804326239476581	1.02046180767572	0.00805490910459846	0.00402745455229923	0.426910182543718	0.0221617987608223	0.198510377137916	0.00405633635685777	0.00609101365094634	0.00446847910820323	0.00446847910820323
"Neomys_fodiens"	0.235154725928729	0.065820943950816	0.00262675469413236	0.0120823636568977	1.01176569673517	0.0058828483675861	0.623581926964126	0.029959521498961	0.00506667074760789	0.00544339643353539	0.00232328938975484	0.000145930816340686	0.000145930816340686
"Sorex_minutus"	0.235154725928729	0.065820943950816	0.00262675469413236	0.0120823636568977	0.0117656967351722	1.00588284836759	0.623581926964126	0.029959521498961	0.00506667074760789	0.00544339643353539	0.00232328938975484	0.000145930816340686	0.000145930816340686
"Ctenophthalmus_nobilis"	0.470309451857458	0.131641887901632	0.00525350938826471	0.0241647273137954	0.0235313934703444	0.0117656967351722	1.24716385392825	0.0599190429979219	0.0101333414952158	0.0108867928670708	0.00464657877950969	0.000291861632681373	0.000291861632681373
"Megabothris_walkeri"	0.586428009815926	0.064061196360718	0.00459494487673778	0.00492484416907163	0.0044384476294757	0.00221922381473785	0.235237724362212	1.07054282876224	0.00778234463353496	0.0135747224494427	0.00568516369515141	0.000255274715374321	0.000255274715374321
"Palaeopsylla_soricis"	0.110783479982619	0.00745306881755678	0.472088724909419	0.0744413914267183	0.00126666768690197	0.000633333843450986	0.0671333874058046	0.0131327065690902	1.17079557983706	0.00256443240700507	0.0272529243466587	0.0262271513838566	0.0262271513838566
"Amalaraeus_penicilliger"	0.62374253063412	0.0266658887974443	0.00485856788663072	0.00486760362822933	0.00435471714682832	0.00217735857341416	0.230800008781901	0.0733035012269907	0.00820618370241624	1.01443848450542	0.00604531424031393	0.000269920438146151	0.000269920438146151
"Ctenophthalmus_bisoctodentatus"	0.326446968976952	0.0141993825674395	0.313398860561223	0.00913652047641951	0.00232328938975484	0.00116164469487742	0.123134337657007	0.038374854942272	0.109011697386635	0.00755664280039241	1.02043370492911	0.0174110478089568	0.0174110478089568
"Doratopsylla_dasycnema"	0.0291514073197843	0.00173287633743471	0.621939153235816	0.0134054373246097	0.000291861632681373	0.000145930816340686	0.0154686665321128	0.00344620865755334	0.209817211070853	0.000674801095365378	0.0348220956179137	1.03455217517977	0.0345521751797675
"Hystrichopsylla_talpae"	0.0291514073197843	0.00173287633743471	0.621939153235816	0.0134054373246097	0.000291861632681373	0.000145930816340686	0.0154686665321128	0.00344620865755334	0.209817211070853	0.000674801095365378	0.0348220956179137	0.0345521751797675	1.03455217517977
