"Pheidole_minutula"	"Allomerus_octoarticulatus"	"Azteca_sp2_M_PA_001"	"Pseudomyrmex_concolor"	"Allomerus_sp1_M_PA_001"	"Pseudomyrmex_nigrescens"	"Crematogaster_sp3_M_PA_001"	"Camponotus_balzanii"	"Azteca_isthmica"	"Crematogaster_sp4_M_PA_001"	"Allomerus_prancei"	"Crematogaster_sp2_M_PA_001"	"Allomerus_auripunctata"	"Solenops_sp1_M_PA_001"	"Azteca_schummani"	"Azteca_sp1_M_PA_001"	"Azteca_sp6_M_PA_001"	"Crematogaster_sp1_M_PA_001"	"Azteca_polymorpha"	"Crematogaster_sp5_M_PA_001"	"Azteca_alfari"	"Azteca_sp3_M_PA_001"	"Azteca_sp4_M_PA_001"	"Azteca_sp5_M_PA_001"	"Maieta_guianensis"	"Hirtella_physophora"	"Tachigali_myrmecophila"	"Cordia_nodosa"	"Maieta_poeppiggi"	"Duroia_saccifera"	"Tachigali_polyphylla"	"Tococa_bullifera"	"Pourouma_heterophylla"	"Cecropia_purpurascens"	"Amaioua_guianensis"	"Cecropia_ficifolia"	"Hirtella_myrmecophila"	"Cecropia_concolor"	"Cecropia_distachya"
"Pheidole_minutula"	1.29332153126823	0.000413624420500082	0.00894778566440731	3.59389812323608e-06	0	2.99549949819892e-06	0.0213450003417952	0	0	0.00789331626931053	2.63120734926185e-05	0.000677655056501177	9.37166529795316e-05	1.73484740381516e-05	2.30288177822488e-07	0.000135891289641556	0	9.21554230369512e-05	3.50318540131234e-07	4.5472255817251e-05	0	4.52970965471854e-05	0.00027088188342981	1.75159270065617e-07	0.497857372213789	0.000831461522366745	1.36624230651181e-05	0.00326139095139735	0.151054306539117	9.67962564399882e-05	1.37822269392179e-06	0.0135440941714905	0	0	0	0	6.20436630750123e-06	0	0
"Allomerus_octoarticulatus"	0.0005046217930101	1.29291570522002	0.00120041076972724	3.27308799087912e-06	0	2.72810555503754e-06	0.00310076717466511	0	0	6.29404263687322e-05	0.0146945334533385	0.000160391785183893	0.00582290499180392	0.0116869189269708	2.09731451317133e-07	0.000123760922802774	0	0.00295270613683622	3.19047276068412e-07	4.14131645722921e-05	0	4.12536409342579e-05	1.83154311905595e-05	1.59523638034206e-07	0.000903071709307484	0.464347257125498	1.24428437666681e-05	0.00297026214726657	0.000170541499670479	0.177952329007997	1.25519533207318e-06	0.000915771559527974	0	0	0	0	0.0193937355783003	0	0
"Azteca_sp2_M_PA_001"	0.0295035094880457	0.00324435343169525	1.17903974837073	0.000451033702328723	0	0.000375934760159516	0.0286248706960874	0	0	0.0118267740426187	6.6778581281124e-05	0.0247127013464796	0.0115388265192759	0.000124701246658371	2.89011335002134e-05	0.0170543374852447	0	0.0114541924213862	4.39649268654031e-05	0.00570676162518095	0	0.00568477916174825	0.00382918193061743	2.19824634327015e-05	0.049372819701679	0.00211020316848352	0.00171463214775072	0.409304099645874	0.00723686934968315	0.00524731406916116	0.000172966751687796	0.191459096530872	0	0	0	0	4.86653014754287e-05	0	0
"Pseudomyrmex_concolor"	1.28957520892589e-05	9.6267293849386e-06	0.000490830793710669	1.18035409719636	0	0.116825666031703	1.35099116125677e-05	0	0	5.60099043986341e-06	1.26305503148539e-07	6.24625712901784e-05	3.97979418558718e-05	3.64163000795494e-07	0.016710300840577	5.88317736870885e-05	0	3.95095621569654e-05	0.00933433809434945	0.00468677963840375	0	1.96105912290295e-05	1.81539880154493e-06	0.00466716904717472	2.11361744905198e-05	3.99125389949383e-06	0.364039185679629	0.00141196256849013	3.30227275154404e-06	1.7879541332195e-05	0.301078294835056	9.07699400772465e-05	0	0	0	0	1.44400940774079e-07	0	0
"Allomerus_sp1_M_PA_001"	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0
"Pseudomyrmex_nigrescens"	1.5889171251316e-05	1.18613285001632e-05	0.000604764614169656	0.172698810655562	0	1.12227881047601	1.66458922067078e-05	0	0	6.90111717874132e-06	1.55624096649807e-07	7.69616603326173e-05	4.90360166061634e-05	4.48694131445984e-07	0.0143991850528369	7.24880658888768e-05	0	4.86806969327073e-05	0.0115010660465733	0.00577469571191625	0	2.41626886296256e-05	2.23679722187021e-06	0.00575053302328663	2.60423970430767e-05	4.91772145413389e-06	0.448541575816357	0.00173971358133304	4.06881094678777e-06	2.20298197542782e-05	0.216216300738757	0.000111839861093511	0	0	0	0	1.77919927502448e-07	0	0
"Crematogaster_sp3_M_PA_001"	0.162755627606189	0.019379794841657	0.0661950134847022	2.87085621767063e-05	0	2.39284700471425e-05	1.04593989920717	0	0	0.017515242302152	0.00127893162700323	0.0110204310125733	0.000822153459270817	0.000816596146657469	1.83957425749851e-06	0.00108551867753964	0	0.000772916288815288	2.79839362334364e-06	0.000363238755991551	0	0.00036183955917988	0.00496745616751681	1.39919681167182e-06	0.292622314613416	0.0404142394133021	0.000109137351310402	0.0260524482609513	0.0557413077248329	0.00305270456824279	1.10094361456673e-05	0.248372808375841	0	0	0	0	0.000290696922624854	0	0
"Camponotus_balzanii"	0	0	0	0	0	0	0	1.25401606425703	0.0562248995983936	0	0	0	0	0	0	0	0	0	0	0	0.0230923694779116	0	0	0	0	0	0	0	0	0	0	0	0	0.646586345381526	0	0.0120481927710843	0	0.00401606425702811	0.00401606425702811
"Azteca_isthmica"	0	0	0	0	0	0	0	0.0883534136546185	1.23694779116466	0	0	0	0	0	0	0	0	0	0	0	0.00803212851405622	0	0	0	0	0	0	0	0	0	0	0	0	0.224899598393574	0	0.265060240963855	0	0.0883534136546185	0.0883534136546184
"Crematogaster_sp4_M_PA_001"	0.160497430809314	0.00104900710614554	0.0729317732628153	3.17389458258927e-05	0	2.64542825185084e-05	0.0467073128057386	0	0	1.03007891180702	5.92613198214702e-05	0.012584051995271	0.000815733627427854	4.33894243132103e-05	2.03375380982422e-06	0.0012001025438808	0	0.000807900995007526	3.09378306945978e-06	0.000401581072828329	0	0.000400034181293599	0.00569197472569511	1.54689153472989e-06	0.073361554770515	0.00187265770635846	0.000120657539708931	0.0288024610531391	0.27739706943866	0.00048562321006035	1.21715568773584e-05	0.284598736284756	0	0	0	0	1.5735106592183e-05	0	0
"Allomerus_prancei"	0.000642014593219892	0.293890669066771	0.000494161501480318	8.58877421410064e-07	0	7.15870844589111e-07	0.00409258120641034	0	0	7.11135837857642e-05	1.01953819385661	7.30301027979927e-05	0.00136622632313958	0.0123952042790119	5.50347587959184e-08	3.24755895791321e-05	0	0.000693938358096165	8.37198702085434e-08	1.08670564614816e-05	0	1.08251965263774e-05	2.02772566094303e-05	4.18599351042717e-08	0.00115331013863984	0.617406925869006	3.26507493813319e-06	0.00077941414989917	0.000219345364426096	0.0416818538326915	3.29370592291166e-07	0.00101386283047152	0	0	0	0	0.00440836003600156	0	0
