"Sorex_araneus"	"Neomys_fodiens"	"Microtus_oeconomus"	"Microtus_arvalis"	"Clethrionomys_glareolus"	"Clethrionomys_rutilus"	"Sorex_minutus"	"Apodemus_speciosus"	"Apodemus_agrarius"	"Sicista_subtilis"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_daphaenodon"	"Micromys_minutus"	"Talpa_europaea"	"Microtus_gregalis"	"Microtus_agrestis"	"Cricetus_cricetus"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Sorex_isodon"	"Tamias_sibiricus"	"Sorex_minutissimus"	"Neopsylla_mana"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Frontopsylla_elata"	"Megabothris_turbidus"	"Ceratophyllus_indages"
"Sorex_araneus"	1.14483551573604	0.0345820231315597	0.0112920774096117	0.012812610351836	0.0152769011957381	0.0111318870596511	0.0213578520933201	0.00874979740206313	0.00826516558040105	0.0111925153999934	0.00391514777015558	0.0150028819363811	0.0130976648722412	0.00483139596106953	0.00646007052955663	0.00290600874708115	0.00199018705181664	0.00161201519027627	0.00166392425109409	0.000869041914939168	0.00131337524592107	0	0.000175274502586511	0.512741696007586	0.0673054089932204	0.0197184674442277	0.0105240188339626	0.0301847251405796	0.0196946918992161	0.00270540453415918	0.00379225381371483	0
"Neomys_fodiens"	0.12152552761486	1.03668681970364	0.017562342363055	0.0211694423794225	0.0179879122829608	0.0143494733735399	0.018854005777321	0.010784525602097	0.0111667922230939	0.0099899576342066	0.00525398558595839	0.0121382862060272	0.0106256013444899	0.00448745785082726	0.00751845054406373	0.00493623807441097	0.00286775540757498	0.00113455367473582	0.00197029170494423	0.000830361052117294	0.00101681416303139	0	0.000476738770956418	0.396964249247456	0.183067688047265	0.023193770040229	0.0141693941858888	0.0378096035768817	0.00555039983005846	0.00329347153500955	0.00261809020387813	0
"Microtus_oeconomus"	0.048107343484784	0.0212913328647996	1.05016595384863	0.0381642807802725	0.0333886290508477	0.0304567035741766	0.00879177895749433	0.0167139123201449	0.0149857645222818	0.00793331526652681	0.0224969060242283	0.00310238652440683	0.00288862405904391	0.00704616334555777	0.0065608606080475	0.00923019317431754	0.00612796529447824	0.00268941307321619	0.00119453142270194	0.00129916639121092	0.000201686069633248	0	0.000496422676534345	0.0787382415848201	0.190626307789189	0.210286846016931	0.108771488707302	0.0307350884979363	0.0384029975307277	0.00481311170163617	0.00429258483812489	0
"Microtus_arvalis"	0.0553433586030694	0.0260207729247068	0.038694340235554	1.0405174450233	0.0304517397374312	0.0272622573796969	0.00989476696754464	0.0205677346881433	0.0174390606330761	0.00896453804636691	0.0154685390744453	0.00406796580545845	0.00350791632199277	0.009755670579172	0.007088709093515	0.0082847808579479	0.00489414911851047	0.00167526609523323	0.00156965386064206	0.000940290275332407	0.00027910216374328	0	0.000645275848449391	0.108961484725377	0.247785925804566	0.129999562002272	0.0685562129843472	0.0279702483627492	0.0177144628468331	0.0262558601609451	0.0394229097795777	0
"Clethrionomys_glareolus"	0.0714453574717979	0.023938800557023	0.0366521792588253	0.032970304678121	1.02887157010385	0.0254651750595919	0.0114451779052051	0.0174616329825483	0.0155013579899809	0.0092922585645491	0.0156264709300321	0.00599780864090617	0.00561882372636084	0.00927642628974624	0.00620463368421124	0.00718330125563766	0.00480991619145884	0.00228421344306076	0.00125891928774562	0.00116824849862513	0.000462594340375609	0	0.000398162473685005	0.180596830482638	0.152894389895042	0.140701327210938	0.0719404029577989	0.0405479348984309	0.0371346302925707	0.0160567173156075	0.0267944336136406	0
"Clethrionomys_rutilus"	0.0618217299205622	0.0226772927421121	0.0397024885877659	0.035051473773896	0.0302398953832654	1.02750710460229	0.0101350277440291	0.0178725435594925	0.01668862793678	0.00853962891279193	0.0188527095474467	0.0049789498040768	0.00499270082660465	0.00962198073496585	0.00619900037451825	0.00770949940691577	0.00529481558261173	0.00226115585892964	0.00118008632758724	0.00123809316486525	0.000356970756071835	0	0.000411557785757705	0.139361383170444	0.158038189730959	0.146327564450377	0.097472324032772	0.0508299536546269	0.0295354297187367	0.0183360056057622	0.0267658163029887	0
"Sorex_minutus"	0.139837726337317	0.0351279897114296	0.0135115760820439	0.0149983836139624	0.0160232490672871	0.0119486642876975	1.02120044988204	0.00820839311672311	0.00841096344338518	0.0107870768035299	0.00404468274833959	0.0145064211595994	0.0125153307457497	0.00476995354740206	0.0065034542315363	0.00315824008217665	0.00229466816537758	0.00134720095164208	0.0017392759742936	0.000895702193036384	0.00126858640323354	0	0.000235344785530026	0.495256131822376	0.0903723976435299	0.0388032243306495	0.00693856878962223	0.0251189911210326	0.00520646340767827	0.00269763741046117	0.00227325214131708	0
"Apodemus_speciosus"	0.0625560228055548	0.0219409313973698	0.0280486344682891	0.0340431470700303	0.0266942205365394	0.023008331938657	0.00896318788607696	1.04014858857322	0.0236364193435453	0.017104080146034	0.0110364304822754	0.00455900699971237	0.00391814238777969	0.00565865742259334	0.00662871776855295	0.00708592242266763	0.00304475936858856	0.0025625835309047	0.00129447736671621	0.000580608272385585	0.000346448924955586	0	0.000474014220880311	0.135253660302661	0.18202146081804	0.0567923135955242	0.0485175726255617	0.021741665276102	0.0834675950271532	0.117378593748435	0.0214938052731902	0
"Apodemus_agrarius"	0.065909397320634	0.0253400285062516	0.0280502771827325	0.0321951888610636	0.0264318027265059	0.0239631580630688	0.0102441221425845	0.0263636984985698	1.02774676724562	0.0114282234653809	0.00809929191351025	0.00579842797761895	0.00773341531634349	0.0116234769501281	0.00512500066904591	0.00652188803994592	0.00573249400385815	0.00137645350137826	0.00118538124172583	0.00170862379479051	0.000327050583422301	0	0.000429165329151767	0.127680547768066	0.164799486394278	0.086869870251335	0.0255116238994405	0.140555360978535	0.0265280745292291	0.0706949106316131	0.0240267922141689	0
"Sicista_subtilis"	0.112286202883805	0.0285197177621705	0.0186816778856922	0.0208208625593038	0.0199333933723392	0.015426426423108	0.0165285854247636	0.0240008866565316	0.0143774424241888	1.01517126186084	0.00538946526480552	0.0107639117127806	0.00899433305296837	0.00393310120470788	0.00629567107078882	0.00439997949118115	0.00221581897637552	0.00218451266588367	0.00148381533303101	0.000712790198195065	0.000943138886723683	0	0.000270338223153664	0.368201421376926	0.103809877691007	0.0561014095204253	0.00920861920215128	0.00944429502953704	0.055306015073341	0.0617156571061655	0.00287937166711393	0
