"Arvicola_terrestris"	"Sorex_araneus"	"Clethrionomys_rutilus"	"Microtus_gregalis"	"Lagurus_lagurus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sicista_betulina"	"Microtus_agrestis"	"Talpa_europaea"	"Myospalax_aspalax"	"Spermophilus_erythrogenys"	"Microtus_oeconomus"	"Phodopus_campbelli"	"Tamias_sibiricus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_arvalis"	"Myopus_schisticolor"	"Cricetulus_barabensis"	"Clethrionomys_rufocanus"	"Micromys_minutus"	"Sicista_subtilis"	"Pteromys_volans"	"Sciurus_vulgaris"	"Ctenophthalmus_assimilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Megabothris_turbidus"	"Hystrichopsylla_talpae"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Ctenophthalmus_dilatatus"	"Ceratophyllus_indages"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Leptopsylla_sicistae"	"Peromyscopsylla_silvatica"	"Megabothris_calcarifer"	"Neopsylla_pleskei"	"Amphipsylla_kuznetzovi"	"Peromyscopsylla_bidentata"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_pisticus"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_vinogradovi"	"Oropsylla_ilovaiskii"	"Ctenophthalmus_uncinatus"	"Amphipsylla_prima"	"Catallagia_dacenkoi"	"Rhadinopsylla_integella"
"Arvicola_terrestris"	1.20525394135573	0.0173637697583503	0.0248689551059956	0.0267741763249511	0.0044418267524727	0.0136211143967847	0.00450016285366859	0.00439087346131668	0.00673633031596629	0.00697550991091405	0	0.000329635463972938	0.00442894001552994	0.00158921891889102	0.000801011437328807	0.00372389016342039	0.00281675797742313	0.00187866335826688	0.000952318597117656	0.000355424078543049	0.000603534392166531	0.000656807323559919	0.000270471370961129	0	0	0.173987854759389	0.297722952688338	0.0098528537452282	0.0583984581073953	0.0126894440840334	0.00600846523121145	0.0378592235632429	0.0047979658215048	0.00562845981446151	0.0382626940063741	0	0.000391796363243533	0.00476434323728046	0.0019556714979102	0.000661680587377657	0.000931750237055527	0.0014136069649008	0.00140720611462872	0.00266439638598196	0.00169326229145618	0.00206548543190644	0.000878714247079364	0.00145718964089132	8.47223635636239e-05	0	0.000117583549305786	7.49171509029404e-06	0.000132996077265014	0.000778587817413263	5.18103231374907e-05	0
"Sorex_araneus"	0.043214012196023	1.15529244496375	0.0388146791781759	0.0169303846670471	0.00330353286400228	0.00937688752598193	0.0299973428679082	0.0062633293186996	0.00526441033523262	0.00960530993458413	0	0.00043843324247224	0.00249946295474437	0.000763794817162768	0.000232225987351674	0.00217245743612126	0.00240396416522095	0.00122372605272099	0.00129605334513918	0.00163493110356551	0.000701319026138695	0.00145615814942451	0.000448473201869346	0	0	0.0803669609119101	0.0199130482131172	0.353616051309291	0.031104139786243	0.105757179369806	0.0152448604081836	0.0129606838066799	0.0146452019818404	0.00487693365522585	0.00549014077350052	0	0.000346772244730437	0.000829377338603231	0.00831636203736177	0.00242077594628425	0.00127161148332382	0.00189342247741849	0.00297170380653376	0.00079932683456531	0.000494348657278493	0.00232758965677153	5.69442769693616e-05	0.000591881586221991	2.45623640468116e-05	0	0.000150455639804553	9.96439187436909e-06	7.75877655757592e-05	2.79160285504024e-05	8.08639149545331e-05	0
"Clethrionomys_rutilus"	0.0802023802168357	0.0502973551017196	1.0768941245073	0.0339974116215152	0.00557662547544189	0.0146549520462596	0.00926080791534733	0.00960090735736587	0.0107050614271886	0.00936372571277692	0	0.00224670922082492	0.00636192016918137	0.00147282772543219	0.000977159522498611	0.00365494979753501	0.00321959783041973	0.00248381501218996	0.00543392766158468	0.00156927686816886	0.00352044774148358	0.000797909411785347	0.00104144099047855	0	0	0.154019209256105	0.0374196621715215	0.0834662606695126	0.115891677413181	0.0253231229043229	0.0875735324524881	0.0146406990246428	0.0430910083667602	0.00430771606386878	0.00753920680405691	0	0.00447160462814091	0.00134316083275265	0.0148604618712102	0.00638690485364799	0.00197322254766407	0.0475595865311426	0.00499626100175753	0.00143569352794283	0.0061891889528547	0.000708944263657239	0.000173955263449817	0.000501977985935705	0.000103353411033507	0	0.000213320625282043	5.10615732005663e-05	0.000130533921340536	5.18103231374908e-05	0.00224352942605687	0
"Microtus_gregalis"	0.111415120836087	0.0283083313518906	0.0438676278987293	1.05305245259414	0.003303379062067	0.0191540528964638	0.00666677019159825	0.0090132552615742	0.012259531388495	0.0133287830943199	0	0.000255701104670261	0.00567225856186215	0.00452580433063924	0.000783154007504984	0.00353122059894353	0.00329044325355206	0.00524182169642331	0.00387625529068343	0.00145549427256511	0.00169333770790526	0.00119121158151737	0.00144732635170219	0	0	0.325795351774402	0.0703731382024683	0.0254090723358052	0.0355892401697398	0.0140303412537018	0.0368986558578258	0.0222747140315111	0.0325150582778614	0.00149976209900663	0.00420978042042951	0	0.000418060640877522	0.00195351874001619	0.0334564555836713	0.000838807738697364	0.00196731543260871	0.00643155744074755	0.016315774721864	0.0184712329566165	0.0159057615129274	0.000887290756089729	0.000169867843209497	0.000525294071624219	8.28335969476425e-05	0	0.000352490314157285	5.81138874250594e-06	0.00012611502139084	7.1973592271374e-05	9.13908914556861e-05	0
"Lagurus_lagurus"	0.0361891990148829	0.0108147233758391	0.01408831699059	0.00646766847941539	1.20190505783899	0.00195477043020323	0.000853748712975699	0.000691856261532769	0.00118634585620883	0.00146418829392393	0	0.0197987598398037	0.000786145655756381	0.0292335953675167	0.00122132020557672	0.000381055635516749	0.00124772949444397	0.00120913451269431	0.000141790163327957	0.00340430700179078	8.71671592664652e-05	0.000108557040106466	9.78960029669593e-05	0	0	0.0367445861085766	0.00965190866286712	0.00472646518174304	0.00378231340270377	0.00196073338558768	0.00165979113381723	0.00153797789238348	0.00180114192523317	0.332973006537018	0.00132074667341983	0	0.0080878829157916	0.127836248591156	0.00185570102563486	0.11029680565816	0.000182857170002763	0.00700273934323339	0.000299686974945025	0.0134305051679987	0.000204067835045696	0.000134276082105079	0.00017604306123642	0.000112881487735002	0.000129178098666768	0	0.000242812711288689	0.000449971814540994	1.36091298398839e-05	2.337803553933e-05	2.93506603970626e-05	0
"Apodemus_agrarius"	0.119803892535356	0.0331387729611407	0.0399680510352534	0.0404847027129802	0.00211026353260575	1.02879284700289	0.0105302376257331	0.0104454287187172	0.00956059537389463	0.011554070844562	0	0.0002059545855652	0.00457733670610294	0.0015619160861329	0.000691193543155989	0.00382012499522457	0.00301266546596036	0.00378635651706822	0.00212416577869407	0.00156010057381529	0.00165036814567492	0.00269892928037055	0.00125535931243536	0	0	0.284612481298293	0.0684512553480425	0.0164593116292897	0.0480044613487481	0.0456295273766854	0.0332559270941435	0.0379610198323157	0.0409041129841865	0.00120560245102045	0.0187987309135851	0	0.000365149920865563	0.0011453224363002	0.0206318813627355	0.00054919986850475	0.00218958423808768	0.00212371403381452	0.00210453447217366	0.00163108896778575	0.000922820128644186	0.0325827504031111	0.000163791888330775	0.00631812589215719	7.31070093722681e-05	0	0.000281392478467553	4.68078603557273e-06	0.000136433035543735	7.73926954362765e-05	8.32667729901112e-05	0
"Neomys_fodiens"	0.0508485554560509	0.136192315794445	0.0324466262727498	0.0181024708852157	0.00118403106179111	0.0135278965118907	1.04142402785198	0.00768317749878611	0.00751072242652089	0.00768718011180049	0	0.000147376207959433	0.00370276878240797	0.000525375441920316	0.000264641016334054	0.00304966025504169	0.00286957512279592	0.00151850621036689	0.000522806313724074	0.0021685546911834	0.000527052795355019	0.000894201427471725	0.000535811197540177	0	0	0.102914915512064	0.0313036115465795	0.222669206862314	0.0106601462758274	0.234159803574563	0.00585566401506711	0.0043242042316065	0.0281815301129607	0.00101836869093373	0.00250942292680164	0	0.000220244883310381	0.00063977721568069	0.00264556522027245	0.000531165689476837	0.00156056163985141	0.00166116761565716	0.00144570042229146	0.000865200018177632	0.000485908760019428	0.000781918066767004	6.59280310831333e-05	0.0117318977026478	2.79908767276403e-05	0	0.0001940558369237	3.3494592718053e-06	0.00010891643768006	3.28479040413765e-05	6.75971380682287e-05	0
"Sicista_betulina"	0.0531021259227986	0.0304358659080559	0.036003402590122	0.02619477310395	0.0010269741382127	0.0143624644882362	0.00822340091666951	1.12013834823835	0.00800286697578046	0.00481528323528997	0	0.00012620697959935	0.00377849825100761	0.00150803959486157	0.000211862480011883	0.00200431907864504	0.00340414574888589	0.00948468185752383	0.00157053518593352	0.00348114748039329	0.00200788801077197	0.00111667165681196	0.0023338314914254	0	0	0.0782694052440757	0.0166112534535352	0.0401598981545608	0.0395943971644391	0.0154147537567325	0.0235436172292271	0.0601197689783247	0.114859034253618	0.000649613633812513	0.00229478594090883	0	0.000210880847319171	0.00101054898968747	0.0334629551279329	0.00042015163964757	0.219151416476783	0.00185190168295797	0.00162734539499035	0.00169579226862796	0.000626261582219124	0.000659422644793792	6.07865089180219e-05	0.0134840931392699	2.24085315397184e-05	0	0.000682412070416691	2.86834044543978e-06	7.15828242373228e-05	3.43036989165366e-05	7.50070887294209e-05	0
"Microtus_agrestis"	0.0965540678621835	0.0303191039677286	0.047578050787505	0.042227274782594	0.00208708993221924	0.0155802294981986	0.0095274904854941	0.00948487937870277	1.02741269246374	0.00838735405922129	0	0.00019971088513241	0.0100565278050467	0.00226201735811001	0.000477523154776318	0.00326053934456107	0.00279199998449355	0.00338052109097129	0.0147324949093344	0.00185692925136004	0.00361537243671731	0.000430100776706792	0.00111136311853825	0	0	0.188973798442664	0.0998311030331239	0.0153313926364827	0.0472372493723852	0.045596842913957	0.0822221554361529	0.00541641448353882	0.0634701223916734	0.00112316810605944	0.00368909970356737	0	0.000337174804552591	0.00127087682079376	0.00332207338356635	0.000621537720334841	0.00198595712566491	0.00270387145601488	0.0895410871240439	0.0110923672662241	0.00096569047850596	0.000696215301055063	0.000122063823198579	0.000507761219697175	5.05072567551874e-05	0	0.000275655281175334	4.53888375300932e-06	0.000116447833734324	6.23734288515397e-05	9.91209391406354e-05	0
"Talpa_europaea"	0.101868767378254	0.056363233767088	0.0424017768125747	0.0467764840668584	0.00262448845137308	0.0191841176287067	0.00993531769166667	0.0058146816426143	0.00854560602260282	1.01694666138653	0	0.000247597060296673	0.00399298279004404	0.00169735442158015	0.000936291535807955	0.00373887489686183	0.00244731617115553	0.00423737405081163	0.0018129048850184	0.000711369345585287	0.00101581136980004	0.00120825604157176	0.000826065916535474	0	0	0.397722738176838	0.0298361276082192	0.108475070786732	0.0465467468613827	0.00998722515605435	0.0265017278318151	0.00583937595209785	0.00607434662740502	0.00136513454022261	0.00395083893583227	0	0.000445642132081567	0.001082695531861	0.0176401119584929	0.000655019248619249	0.00130294477348672	0.00223263651189567	0.0020595792443488	0.00169826985922613	0.00101114043553842	0.000922421205365286	0.000182843139248768	0.000481236951095666	9.90308355181491e-05	0	0.000260460178757732	5.62720591583346e-06	0.000133531246316494	6.58066972727741e-05	8.83370350261973e-05	0
