"Medusagyne_oppositifolia"	"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Timonius_sechellensis"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_088"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Geron_seychellarum"	"Unidentified_sp2_M_PL_088"	"Mabuya_sechellensis"	"Musca_domestica"	"Parasarcophaga_hirticeps"	"Rhiparida_seychellensis"	"Rhynchium_brunneum"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_088"	"Lampides_boeticus"	"Lygistorrhina_sp1_M_PL_088"	"Scaptodrosophila_sp1_M_PL_088"	"Unidentified_sp1_M_PL_088"
"Medusagyne_oppositifolia"	1.13910441192334	0.0432405688118563	0.0694184137367705	0.0371836137892025	0.010380172839678	0.0142314591848983	0.000638054440182748	0.00974877344197803	0.0066014253944997	0.00071176415532668	0.00195238184789855	0.000122293767701693	0.40538430079477	0.0169064360968454	0.10058927326352	0.00195670028322709	0.00432278284258324	0.00358087453727158	0.0490533282586622	0.00279098100067839	0.00120476448918317	0.00117928824032335	5.31712033485623e-05	0.0193068544393786	0.0100465232997971	0.000546324886298843	0.0193068544393787	0.000273162443149422	0.00965342721968932	0.00965342721968932	0.000418572328967597	0.000393096080107785	0.00965342721968932	0.000393096080107785
"Nephrosperma_vanhoutteanum"	0.0463853374527186	1.1351718543738	0.0436919588283137	0.0183630252279814	0.031857622463836	0.0281901314384485	0.000564315901522999	0.0110301610056145	0.00803371589062231	0.00353417928010368	0.00640287092257823	0.000108160547791908	0.171196763304138	0.222221018760253	0.0364985533787762	0.00173056876467053	0.0251241373702863	0.0547098432834581	0.0226049686618808	0.0426577466483855	0.0214686097742374	0.0309592323920128	4.70263251269165e-05	0.00078619216021557	0.0107128402107787	0.00167671697178084	0.00078619216021557	0.000838358485890421	0.000393096080107785	0.000393096080107785	0.000829121512895544	0.0103197441306709	0.000393096080107785	0.0103197441306709
"Deckenia_nobilis"	0.0819137282093892	0.0480611547111451	1.08948399413413	0.0403029332821323	0.0204562274085531	0.0210747881040191	0.00115615575712602	0.0119297309499107	0.0091159520756845	0.00670448582520373	0.00291258635592006	0.00022159652011582	0.49735962878137	0.0624296873162528	0.0316543973524944	0.00354554432185312	0.0475411882373113	0.00455273121419692	0.0043447598634048	0.00323889472187138	0.00149368588550801	0.00131075876484941	9.63463130938347e-05	0.00138836827473541	0.00113110372565084	0.00107664354781858	0.00138836827473541	0.000538321773909291	0.000694184137367705	0.000694184137367706	0.00061984670894174	0.000436919588283137	0.000694184137367705	0.000436919588283137
"Psychotria_pervillei"	0.0877533285425178	0.0403986555015591	0.0806058665642645	1.04537065860024	0.0148493092079134	0.0171706087077218	0.0166850889149091	0.0118242576992963	0.00801273959950791	0.00400835796410458	0.00345648665594582	0.00319797537535758	0.49487776819065	0.0187515068497991	0.0519654479468141	0.0511676060057212	0.00594280565081139	0.0241013393940173	0.0044528823880395	0.00294707423065055	0.00123953891228755	0.00110178151367888	0.00139042407624242	0.0014873445515681	0.00111093278034368	0.000781542589890177	0.0014873445515681	0.000390771294945089	0.000743672275784049	0.00074367227578405	0.000505017903168289	0.000367260504559628	0.000743672275784049	0.000367260504559628
"Phoenicophorium_borsigianum"	0.0322331682916317	0.0922194334479463	0.0538321773909292	0.0195385647472544	1.07838115375392	0.0262325509150744	0.000996100053276429	0.00530661506793036	0.00859311122088561	0.00881331481426685	0.00699622445334149	0.000190919176877982	0.202489098613851	0.225568658633899	0.00710488602687424	0.00305470683004771	0.0632309013408517	0.0625055039624411	0.00304252918752795	0.00401676082705298	0.00244826258693009	0.00251507545767126	8.30083377730357e-05	0.000546324886298843	0.00111152092903984	0.0567569028291536	0.000546324886298844	0.0283784514145768	0.000273162443149422	0.000273162443149422	0.000771545615149247	0.000838358485890421	0.000273162443149422	0.000838358485890421
"Erythroxylum_sechellarum"	0.0493915348181765	0.0912033664185099	0.061984670894174	0.0252508951584145	0.0293187333756714	1.0513767835628	0.000465982701758243	0.00799439252114961	0.0107886496218902	0.000900808388688004	0.00456820252092733	8.93133511703299e-05	0.317679148407361	0.243482037784495	0.00892281705258266	0.00142901361872528	0.00595096360846295	0.00695508378476573	0.00375110467062907	0.00431578511672588	0.0325810896011677	0.00248736453868663	3.88318918131869e-05	0.000837144657935195	0.00124769384186314	0.00154309123029849	0.000837144657935195	0.000771545615149247	0.000418572328967597	0.000418572328967597	0.0309228465753766	0.000829121512895544	0.000418572328967597	0.000829121512895544
"Syzygium_wrightii"	0.00313710099756518	0.00258644788198041	0.00481731565469174	0.0347606019060606	0.00157715841768768	0.000660142160824178	1.21696585586218	0.000429801648205174	0.000298437851863969	0.0347159971920757	0.000132684719944569	0.0332517890402516	0.0176925109064808	0.0011612504429767	0.00182316589376945	0.532028624644026	0.0107375264467104	0.000917900308702301	0.000179954333498322	0.00014777785627948	6.64422710335101e-05	7.05394876903749e-05	0.101413821321848	5.31712033485623e-05	5.00987642377394e-05	8.30083377730357e-05	5.31712033485623e-05	4.15041688865179e-05	2.65856016742812e-05	2.65856016742812e-05	1.94159459065935e-05	2.35131625634583e-05	2.65856016742812e-05	2.35131625634583e-05
"Diospyros_seychellarum"	0.0718972041345879	0.0758323569135995	0.0745608184369419	0.0369508053103011	0.0126032107863346	0.0169880841074429	0.00064470247230776	1.03273930815438	0.00776843007353582	0.000843226761370145	0.0023816182086719	0.000123567973858987	0.470041792521194	0.0242809995284195	0.0111303871709399	0.0019770875817438	0.00527749777508183	0.00524620467206382	0.00442526182631994	0.131849953770701	0.00187841965827366	0.00206815518855271	5.37252060256467e-05	0.00121859668024725	0.00129868340297453	0.000663326883491295	0.00121859668024725	0.000331663441745647	0.000609298340123627	0.000609298340123627	0.00049964953257185	0.000689385062850904	0.000609298340123627	0.000689385062850904
"Memecylon_eleagni"	0.064914016379247	0.0736423956640378	0.0759662672973708	0.0333864149979496	0.0272115188661378	0.0305678405953556	0.000596875703727937	0.0103579067647144	1.0112688891109	0.000945317133435604	0.00436148964390935	0.000114401176547855	0.423383244439046	0.197005934127019	0.0103643987472707	0.00183041882476567	0.0060933836838435	0.00617421006518411	0.00408954656281192	0.0039726436424634	0.00223800678359457	0.00200842897265558	4.9739641977328e-05	0.00110023756574995	0.0012195951070935	0.00143218520348093	0.00110023756574995	0.000716092601740467	0.000550118782874975	0.000550118782874975	0.000899054135157519	0.000669476324218525	0.000550118782874975	0.000669476324218525
"Mimusops_sechellarum"	0.00839881703285483	0.0388759720811405	0.0670448582520373	0.0200417898205229	0.033490596294214	0.00306274852153921	0.0833183932609819	0.00134916281819223	0.00113438056012273	1.06003695597302	0.00061030001035521	0.0159693587083548	0.0473976910929869	0.0168408192274369	0.00391458669721945	0.255509739333678	0.323162379940861	0.00403230506770821	0.00106271793368408	0.0015823170643155	0.000796916694889537	0.0010602537840311	0.00694319943841515	0.000142352831065336	0.000424594343543036	0.00176266296285337	0.000142352831065336	0.000881331481426684	7.11764155326681e-05	7.11764155326681e-05	9.00808388688004e-05	0.000353417928010368	7.11764155326681e-05	0.000353417928010368
