"Bouvardia_ternifolia"	"Salvia_elegans"	"Penstemon_roseus"	"Castilleja_tenuiflora"	"Penstemon_gentianoides"	"Prunella_vulgaris"	"Castilleja_scorzonerifolia"	"Salvia_mocinoi"	"Hylocharis_leucotis"	"Archilochus_colubris"	"Eugenes_fulgens"	"Lampornis_clemenciae"	"Colibri_thalassinus"	"Selasphorus_platycercus"	"Selasphorus_rufus"	"Selasphorus_sasin"
"Bouvardia_ternifolia"	1.09716920329557	0.0720552879486789	0.065320003667286	0.0239397559601264	0.0476881140148679	0.00977430677365925	0.00924331922542351	0.00814334244771812	0.176300200971511	0.184482575821739	0.116597538436771	0.0737134867416379	0.0891577142940251	0.0091868842494472	0.00882574897045565	0.00840251718107947
"Salvia_elegans"	0.0776699857109136	1.07294354817581	0.0682813099645491	0.038929305172607	0.0401360988047565	0.0195525350850206	0.00836399211200736	0.00745655830767097	0.17232695096569	0.129193608070327	0.0961879832596566	0.0893023863140548	0.047486083768564	0.051311005114103	0.0443442425382748	0.036514406635996
"Penstemon_roseus"	0.0732643284376315	0.0710494711793281	1.07294187564503	0.0423878330588287	0.0380319440731385	0.0222671774358893	0.00706384905991057	0.00632685444357703	0.149817689642581	0.119271344292543	0.0781214293313558	0.0783684411738074	0.0687692043416157	0.0469682582036903	0.0532768139240434	0.0720734857570301
"Castilleja_tenuiflora"	0.0462092963881509	0.0697106162393195	0.0729465034035657	1.07461674450676	0.0202794598810341	0.0393604974677294	0.00531530399563401	0.00489491145114363	0.132267910963279	0.109556871525763	0.0445616097159803	0.0140933883202851	0.0112367719884022	0.147104169685757	0.123047854805372	0.0847980896618281
"Penstemon_gentianoides"	0.0942407967436675	0.0735828478087203	0.0670086633669583	0.0207623041639158	1.05142728405916	0.00947304101366101	0.00893622120551617	0.00790217497173514	0.174721320242271	0.129071834488504	0.109608900780789	0.127093132930676	0.100442671466684	0.00886279588438969	0.00857019852709135	0.00829581234626166
"Prunella_vulgaris"	0.0368757937369872	0.068433872797572	0.0748986877389004	0.0769318814141983	0.0180848964806256	1.04504103196009	0.00695579904781541	0.00611137015714401	0.130242238858724	0.0267824275606078	0.0895094624111691	0.0133797412032753	0.010443251438449	0.133791402946251	0.155814918386603	0.106703223861587
"Castilleja_scorzonerifolia"	0.0852439439677946	0.0715585991805074	0.0580805367148203	0.0253953413124736	0.0417023656257421	0.0170030643391043	1.01835624481843	0.0159932373744647	0.324113427549919	0.0309483220948946	0.25047878905992	0.0177330232583185	0.0151002295657232	0.0099305853979249	0.00965419917594993	0.00870809056401613
"Salvia_mocinoi"	0.0844871778950755	0.0717693737113331	0.0585234036030875	0.026310149049897	0.0414864186016095	0.016806267932146	0.0179923920462728	1.01595815049391	0.358737500460572	0.0309476764691504	0.215629604550264	0.0177108430094783	0.0150583100788584	0.0100484061757632	0.00974789638768586	0.00878642953489468
"Hylocharis_leucotis"	0.160801282204785	0.145815112355584	0.121829769599461	0.0625002216639668	0.0806406093425864	0.0314871346691421	0.0320551741532887	0.0315373626778524	1.09141498835619	0.0618883801802626	0.0548880163962413	0.0351821393314827	0.0296638896995776	0.0213692767521798	0.0205077226621197	0.0184189199552778
"Archilochus_colubris"	0.225177261664769	0.146292762079635	0.129795286436003	0.0692786099354092	0.079720838948782	0.0086649030343143	0.00409610145373605	0.00364090311401769	0.0828212146529985	1.07279388800728	0.0482510240101466	0.0390923638249902	0.0346870040145028	0.01993055951817	0.0184434008470766	0.0173138784581707
"Eugenes_fulgens"	0.182596145099095	0.139744805867803	0.109075203217365	0.0361537588261727	0.0868598836376066	0.0371548711895419	0.0425341339913073	0.0325478648377757	0.0942416885293955	0.0619069742016975	1.05854453027434	0.0358209304980799	0.0308711709212822	0.0179760383504372	0.0178092429641251	0.0161627575939753
"Lampornis_clemenciae"	0.161005773672525	0.180954835425848	0.152612227548993	0.0159477815203226	0.140471357449695	0.00774616595979095	0.0041999265611807	0.00372859852831123	0.0842519652411823	0.0699547563184036	0.0499607714841641	1.04598554996144	0.0374693846365148	0.0151260855433273	0.0147873884304649	0.0157974317178329
"Colibri_thalassinus"	0.231252821450128	0.114263389068107	0.159028785039986	0.0150994123594155	0.131831006300022	0.00717973536393368	0.00424693956535964	0.0037645775197146	0.0843566863331738	0.0737098835308184	0.0511303768383736	0.0444948942558613	1.04000898945892	0.0125716136466271	0.0127161890846692	0.0143447001848907
"Selasphorus_platycercus"	0.0282411626927451	0.146331384955035	0.128727818780485	0.23427701098102	0.0137865713757173	0.109015217215464	0.00331019513264163	0.00297730553355946	0.0720223772017913	0.0501954832309466	0.0352862975027101	0.021288564838757	0.0148996902478543	1.05240389264773	0.0493527874007773	0.0378842402627624
"Selasphorus_rufus"	0.0281745063287623	0.131327179824891	0.151634008860739	0.203502221408885	0.0138441668514553	0.131843392480972	0.00334183817629036	0.00299935273467257	0.071777029317419	0.0482365868308156	0.0363034568114857	0.0216123369368334	0.0156506942580544	0.0512509715315764	1.04968658268853	0.038815674958618
"Selasphorus_sasin"	0.0303221272186781	0.122243883085726	0.231888606348706	0.158535558932983	0.0151488747192604	0.102063953258909	0.00340751369896283	0.00305614940344163	0.0728748572143599	0.0511888580502437	0.0372446153252475	0.0261001045772891	0.0199578437355001	0.0444728037867211	0.0438785890836551	1.03761566156032
