"Guarea_guidonia"	"Clusia_rosea"	"Ocotea_coriacea"	"Roystonea_borinquena"	"Cupania_americana"	"Cecropia_schreberiana"	"Clusia_gundlachi"	"Hyeronima_clusioides"	"Ficus_sp1_M_SD_005"	"Margravia_rectiflora"	"Persea_americana"	"Phoradendron_sp1_M_SD_005"	"Alchornea_latifolia"	"Anthurium_scandens"	"Ardisia_obovata"	"Bursera_simaruba"	"Chrysophyllum_argenteum"	"Comocladia_glabra"	"Dendropemon_bicolor"	"Guapira_fragrans"	"Petitia_dominguensis"	"Syzigium_malaccensis"	"Unidentified_sp1_M_SD_005"	"Unidentified_sp2_M_SD_005"	"Zanthoxylum_martinicensis"	"Loxigilla_portoricensis"	"Margarops_fuscatus"	"Columba_squamosa"	"Turdus_plumbeus"	"Vireo_altiloquous"	"Spindalis_portoricensis"	"Euphonia_musica"	"Tyrannus_caudifasciatus"	"Tyrannus_dominicensis"	"Molothrus_bonariensis"	"Myarchus_antillarum"	"Coereba_flaveola"	"Vireo_latimeri"
"Bursera_simaruba"	0.143245600903786	0.0379612935238376	0.00829360648590158	0.00327889688308558	0.0632404899662865	0.0108737206329403	0.011263265019387	5.92722648384192e-05	0.0104721110187243	0.00126922189287865	0.000632237491609805	0	0.00985963094872732	0	1.97574216128064e-05	1.00985963094873	0.000612480069996998	0.00985963094872732	0	0.000612480069996998	0.000178673930665661	0.000612480069996998	0.00985963094872732	0.000656741822881653	0.000612480069996998	0.571858595026185	0.0355238440598259	0.00643226150396379	0.0223292219779762	0.00803800506756707	0.000197574216128064	0	0.00842621181786977	0.00582294792958399	0.00237258084523985	0.00329284337708737	0.00118629042261992	0.00118629042261992
"Chrysophyllum_argenteum"	0.123212460608718	0.037539542067023	0.0633914793746889	0.00472313145365149	0.00728435450977242	0.00185323906919448	0.0205398151649632	0.00094873086780765	0.010416032370676	0.0104038503126604	0.0101197959232816	0	0.000612480069996998	0	0.00031624362260255	0.000612480069996998	1.00980355230068	0.000612480069996998	0	0.00980355230067905	0.000320230493608074	0.00980355230067905	0.000612480069996998	0.000600298011981339	0.00980355230067905	0.0355238440598259	0.568606033439385	0.0115282977698907	0.0204101324073655	0.00767750139810054	0.0031624362260255	0	0.00724779180051282	0.0048331281674603	0.00234622137918893	0.00298505863972267	0.00117311068959447	0.00117311068959447
"Comocladia_glabra"	0.143245600903786	0.0379612935238376	0.00829360648590158	0.00327889688308558	0.0632404899662865	0.0108737206329403	0.011263265019387	5.92722648384192e-05	0.0104721110187243	0.00126922189287865	0.000632237491609805	0	0.00985963094872732	0	1.97574216128064e-05	0.00985963094872732	0.000612480069996998	1.00985963094873	0	0.000612480069996998	0.000178673930665661	0.000612480069996998	0.00985963094872732	0.000656741822881653	0.000612480069996998	0.571858595026185	0.0355238440598259	0.00643226150396379	0.0223292219779762	0.00803800506756707	0.000197574216128064	0	0.00842621181786977	0.00582294792958399	0.00237258084523985	0.00329284337708737	0.00118629042261992	0.00118629042261992
"Dendropemon_bicolor"	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0.0833333333333333	0	0	0	0	1.08333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0
"Guapira_fragrans"	0.123212460608718	0.037539542067023	0.0633914793746889	0.00472313145365149	0.00728435450977242	0.00185323906919448	0.0205398151649632	0.00094873086780765	0.010416032370676	0.0104038503126604	0.0101197959232816	0	0.000612480069996998	0	0.00031624362260255	0.000612480069996998	0.00980355230067905	0.000612480069996998	0	1.00980355230068	0.000320230493608074	0.00980355230067905	0.000612480069996998	0.000600298011981339	0.00980355230067905	0.0355238440598259	0.568606033439385	0.0115282977698907	0.0204101324073655	0.00767750139810054	0.0031624362260255	0	0.00724779180051282	0.0048331281674603	0.00234622137918893	0.00298505863972267	0.00117311068959447	0.00117311068959447
"Petitia_dominguensis"	0.00954790387371249	0.00183940646578569	0.0566170432866351	0.186107169927831	0.00546620241386358	0.0345471738169446	0.0175863020829208	3.09900477685233e-05	0.000498904424273735	0.00115439604980896	0.000330560509530915	0	0.000178673930665661	0	1.03300159228411e-05	0.000178673930665661	0.000320230493608074	0.000178673930665661	0	0.000320230493608074	1.01676716716504	0.000320230493608074	0.000178673930665661	0.000834165556200885	0.000320230493608074	0.0103630879786083	0.0185733686292683	0.603618017941405	0.0283616289108301	0.000427817611363021	0.000103300159228411	0	0.000561641404336029	0.00422998642026431	0.000114962904111605	0.00019789180313981	5.74814520558027e-05	5.74814520558027e-05
"Syzigium_malaccensis"	0.123212460608718	0.037539542067023	0.0633914793746889	0.00472313145365149	0.00728435450977242	0.00185323906919448	0.0205398151649632	0.00094873086780765	0.010416032370676	0.0104038503126604	0.0101197959232816	0	0.000612480069996998	0	0.00031624362260255	0.000612480069996998	0.00980355230067905	0.000612480069996998	0	0.00980355230067905	0.000320230493608074	1.00980355230068	0.000612480069996998	0.000600298011981339	0.00980355230067905	0.0355238440598259	0.568606033439385	0.0115282977698907	0.0204101324073655	0.00767750139810054	0.0031624362260255	0	0.00724779180051282	0.0048331281674603	0.00234622137918893	0.00298505863972267	0.00117311068959447	0.00117311068959447
"Unidentified_sp1_M_SD_005"	0.143245600903786	0.0379612935238376	0.00829360648590158	0.00327889688308558	0.0632404899662865	0.0108737206329403	0.011263265019387	5.92722648384192e-05	0.0104721110187243	0.00126922189287865	0.000632237491609805	0	0.00985963094872732	0	1.97574216128064e-05	0.00985963094872732	0.000612480069996998	0.00985963094872732	0	0.000612480069996998	0.000178673930665661	0.000612480069996998	1.00985963094873	0.000656741822881653	0.000612480069996998	0.571858595026185	0.0355238440598259	0.00643226150396379	0.0223292219779762	0.00803800506756707	0.000197574216128064	0	0.00842621181786977	0.00582294792958399	0.00237258084523985	0.00329284337708737	0.00118629042261992	0.00118629042261992
"Unidentified_sp2_M_SD_005"	0.0820555717587602	0.00529224392603074	0.0727771089382143	0.04117020235993	0.0706132751350134	0.0183222635561436	0.00269150340304522	5.80933559981941e-05	0.00125703983486299	0.0165974886328415	0.000619662463980737	0	0.000656741822881653	0	1.9364451999398e-05	0.000656741822881653	0.000600298011981339	0.000656741822881653	0	0.000600298011981339	0.000834165556200885	0.000600298011981339	0.000656741822881653	1.01599719062086	0.000600298011981339	0.0380910257271359	0.0348172846949177	0.0300299600232319	0.543904481109245	0.00203361269812995	0.00019364451999398	0	0.0048267983387506	0.0107362468571321	0.000330765245376921	0.00137208220737611	0.000165382622688461	0.000165382622688461
"Zanthoxylum_martinicensis"	0.123212460608718	0.037539542067023	0.0633914793746889	0.00472313145365149	0.00728435450977242	0.00185323906919448	0.0205398151649632	0.00094873086780765	0.010416032370676	0.0104038503126604	0.0101197959232816	0	0.000612480069996998	0	0.00031624362260255	0.000612480069996998	0.00980355230067905	0.000612480069996998	0	0.00980355230067905	0.000320230493608074	0.00980355230067905	0.000612480069996998	0.000600298011981339	1.00980355230068	0.0355238440598259	0.568606033439385	0.0115282977698907	0.0204101324073655	0.00767750139810054	0.0031624362260255	0	0.00724779180051282	0.0048331281674603	0.00234622137918893	0.00298505863972267	0.00117311068959447	0.00117311068959447
"Loxigilla_portoricensis"	0.286491201807572	0.0759225870476752	0.0165872129718032	0.00655779376617115	0.126480979932573	0.0217474412658806	0.022526530038774	0.000118544529676838	0.0209442220374486	0.0025384437857573	0.00126447498321961	0	0.0197192618974546	0	3.95148432256128e-05	0.0197192618974546	0.001224960139994	0.0197192618974546	0	0.001224960139994	0.000357347861331322	0.001224960139994	0.0197192618974546	0.00131348364576331	0.001224960139994	1.14371719005237	0.0710476881196518	0.0128645230079276	0.0446584439559524	0.0160760101351341	0.000395148432256128	0	0.0168524236357395	0.011645895859168	0.0047451616904797	0.00658568675417474	0.00237258084523985	0.00237258084523985
"Margarops_fuscatus"	0.246424921217436	0.0750790841340459	0.126782958749378	0.00944626290730298	0.0145687090195448	0.00370647813838897	0.0410796303299263	0.0018974617356153	0.0208320647413521	0.0208077006253208	0.0202395918465632	0	0.001224960139994	0	0.0006324872452051	0.001224960139994	0.0196071046013581	0.001224960139994	0	0.0196071046013581	0.000640460987216147	0.0196071046013581	0.001224960139994	0.00120059602396268	0.0196071046013581	0.0710476881196518	1.13721206687877	0.0230565955397813	0.0408202648147311	0.0153550027962011	0.006324872452051	0	0.0144955836010256	0.0096662563349206	0.00469244275837787	0.00597011727944535	0.00234622137918893	0.00234622137918893
"Columba_squamosa"	0.019095807747425	0.00367881293157137	0.11323408657327	0.372214339855662	0.0109324048277272	0.0690943476338892	0.0351726041658417	6.19800955370465e-05	0.000997808848547469	0.00230879209961792	0.000661121019061829	0	0.000357347861331322	0	2.06600318456822e-05	0.000357347861331322	0.000640460987216147	0.000357347861331322	0	0.000640460987216147	0.033534334330078	0.000640460987216147	0.000357347861331322	0.00166833111240177	0.000640460987216147	0.0207261759572167	0.0371467372585365	1.20723603588281	0.0567232578216602	0.000855635222726041	0.000206600318456822	0	0.00112328280867206	0.00845997284052862	0.000229925808223211	0.00039578360627962	0.000114962904111605	0.000114962904111605
"Turdus_plumbeus"	0.16411114351752	0.0105844878520615	0.145554217876429	0.08234040471986	0.141226550270027	0.0366445271122871	0.00538300680609043	0.000116186711996388	0.00251407966972598	0.033194977265683	0.00123932492796147	0	0.00131348364576331	0	3.87289039987961e-05	0.00131348364576331	0.00120059602396268	0.00131348364576331	0	0.00120059602396268	0.00166833111240177	0.00120059602396268	0.00131348364576331	0.0319943812417203	0.00120059602396268	0.0761820514542717	0.0696345693898353	0.0600599200464637	1.08780896221849	0.00406722539625991	0.000387289039987961	0	0.00965359667750121	0.0214724937142642	0.000661530490753842	0.00274416441475222	0.000330765245376921	0.000330765245376921
"Vireo_altiloquous"	0.130933421163766	0.492500912838133	0.00961060370098446	0.00146220318687552	0.00975719856476948	0.00182120883140384	0.00397013757918853	0.000123830667711299	0.00261925107761127	0.00161851901603842	0.00132086045558719	0	0.00133966751126118	0	4.12768892370997e-05	0.00133966751126118	0.00127958356635009	0.00133966751126118	0	0.00127958356635009	7.13029352271701e-05	0.00127958356635009	0.00133966751126118	0.000338935449688326	0.00127958356635009	0.0777007156531483	0.0742158468483052	0.00256690566817813	0.0115238052894031	1.07887875911866	0.000412768892370997	0	0.00770196595080979	0.00145380679379642	0.0307813070523833	0.0173161450138941	0.0153906535261916	0.0153906535261916
"Spindalis_portoricensis"	0.00794919100701406	0.00242190593980793	0.00408977286288316	0.000304718158300096	0.000469958355469188	0.000119563810915773	0.00132514936548149	0.387157982636633	0.000672002088430713	0.000671216149203896	0.129685148124083	0	3.95148432256128e-05	0	0.129052660878878	3.95148432256128e-05	0.0006324872452051	3.95148432256128e-05	0	0.0006324872452051	2.06600318456822e-05	0.0006324872452051	3.95148432256128e-05	3.87289039987961e-05	0.0006324872452051	0.00229186090708554	0.0366842602218958	0.000743761146444558	0.00131678273595907	0.000495322670845197	1.29052660878878	0	0.000467599471000827	0.00031181472048131	0.000151369121237996	0.000192584428369205	7.56845606189979e-05	7.56845606189979e-05
"Euphonia_musica"	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.166666666666667	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0
"Tyrannus_caudifasciatus"	0.572196031951537	0.0200851289440999	0.016776900853373	0.00395791303129938	0.0181232998261564	0.00359407324132311	0.00587085920580786	0.00017534980162531	0.00391850090459565	0.00301864753481586	0.00187039788400331	0	0.00210655295446744	0	5.84499338751034e-05	0.00210655295446744	0.00181194795012821	0.00210655295446744	0	0.00181194795012821	0.000140410351084007	0.00181194795012821	0.00210655295446744	0.00120669958468765	0.00181194795012821	0.122180071359112	0.105092981107436	0.00505477263902426	0.0410277858793801	0.0115529489262147	0.000584499338751034	0	1.0336585901148	0.00262873504240457	0.00125532055900624	0.0090423078082022	0.000627660279503121	0.000627660279503121
"Tyrannus_dominicensis"	0.0446884957208776	0.00975056915259833	0.281686511431969	0.0170005860842929	0.279998751259957	0.00625479190681117	0.00492979767119222	0.000116930520180491	0.00266401902426107	0.00389234375614809	0.00124725888192524	0	0.001455736982396	0	3.89768400601637e-05	0.001455736982396	0.00120828204186507	0.001455736982396	0	0.00120828204186507	0.00105749660506608	0.00120828204186507	0.001455736982396	0.00268406171428302	0.00120828204186507	0.0844327449789678	0.0700803584281743	0.0380698777823788	0.0912580982856226	0.00218071019069463	0.000389768400601637	0	0.00262873504240457	1.04211233003379	0.000609410572037396	0.00096188904661984	0.000304705286018698	0.000304705286018698
"Molothrus_bonariensis"	0.0426808990062122	0.586984069616939	0.00817734427050675	0.000963061217990751	0.00808397831249209	0.00146663594941999	0.00358999325386466	0.000113526840928497	0.00235940111221439	0.00133849331228293	0.00121095296990397	0	0.00118629042261992	0	3.7842280309499e-05	0.00118629042261992	0.00117311068959447	0.00118629042261992	0	0.00117311068959447	5.74814520558027e-05	0.00117311068959447	0.00118629042261992	0.000165382622688461	0.00117311068959447	0.0688048445119556	0.0680404199964791	0.0020693322740089	0.00562300917140766	0.0923439211571499	0.00037842280309499	0	0.00251064111801248	0.00121882114407479	1.03668650435106	0.0189709124550325	0.0183432521755293	0.0183432521755293
"Myarchus_antillarum"	0.307438465478875	0.303534599280519	0.0124771225619399	0.00246048712464507	0.0131036390693242	0.00253035459537155	0.00473042622983626	0.000144438321276904	0.00313895100840502	0.00217857042354939	0.00154067542695364	0	0.00164642168854368	0	4.81461070923012e-05	0.00164642168854368	0.00149252931986134	0.00164642168854368	0	0.00149252931986134	9.8945901569905e-05	0.00149252931986134	0.00164642168854368	0.000686041103688056	0.00149252931986134	0.0954924579355337	0.0865667005519575	0.00356205245651658	0.0233253975253939	0.0519484350416823	0.000481461070923012	0	0.0180846156164044	0.00192377809323968	0.0189709124550325	1.01400661013162	0.00948545622751623	0.00948545622751623
"Coereba_flaveola"	0.0426808990062122	0.586984069616939	0.00817734427050676	0.000963061217990751	0.00808397831249209	0.00146663594941999	0.00358999325386466	0.000113526840928497	0.00235940111221439	0.00133849331228293	0.00121095296990397	0	0.00118629042261992	0	3.7842280309499e-05	0.00118629042261992	0.00117311068959447	0.00118629042261992	0	0.00117311068959447	5.74814520558027e-05	0.00117311068959447	0.00118629042261992	0.000165382622688461	0.00117311068959447	0.0688048445119556	0.0680404199964791	0.0020693322740089	0.00562300917140766	0.0923439211571498	0.00037842280309499	0	0.00251064111801248	0.00121882114407479	0.0366865043510587	0.0189709124550325	1.01834325217553	0.0183432521755293
"Vireo_latimeri"	0.0426808990062122	0.586984069616939	0.00817734427050676	0.000963061217990751	0.00808397831249209	0.00146663594941999	0.00358999325386466	0.000113526840928497	0.00235940111221439	0.00133849331228293	0.00121095296990397	0	0.00118629042261992	0	3.7842280309499e-05	0.00118629042261992	0.00117311068959447	0.00118629042261992	0	0.00117311068959447	5.74814520558027e-05	0.00117311068959447	0.00118629042261992	0.000165382622688461	0.00117311068959447	0.0688048445119556	0.0680404199964791	0.0020693322740089	0.00562300917140766	0.0923439211571499	0.00037842280309499	0	0.00251064111801248	0.00121882114407479	0.0366865043510587	0.0189709124550325	0.0183432521755293	1.01834325217553
