"Leucanthemum_vulgare"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Vicia_cracca"	"Hypochoeris_radicata"	"Ranunculus_acris"	"Trifolium_dubium"	"Prunella_vulgaris"	"Achillea_millefolium"	"Centaurea_nigra"	"Trifolium_repens"	"Vicia_sativa"	"Lychnis_flos-cuculi"	"Plantago_lanceolata"	"Trifolium_pratense"	"Cirsium_arvense"	"Taraxacum_officinale"	"Bombus_terrestris.lucorum"	"Phaonia_incarna"	"Tropidia_scitta"	"Helophilus_sp1_M_PL_006"	"Eristalinus_sepulcharius"	"Bombus_pascuorum"	"Lucillia_sp1_M_PL_006"	"Maniola_jurtina"	"Pollenia_sp1_M_PL_006"	"Anthomyidae_sp1_M_PL_006"	"Eristalis_nemorum"	"Chrysogaster_sp1_M_PL_006"	"Syritta_pipiens"	"Eristalis_intricarius"	"Lejogaster_splendida"	"Andrena_wilkella"	"Bombus_hortorum"	"Eristalis_tenax"	"Cheilosia_albitarsis"	"Empis_livida"	"Scathophaga_stercoraria"	"Psithyrus_vest"	"Lasiommata_megera"	"Megachile_willughbiella"	"Syrphus_sp1_M_PL_006"	"Thymelicus_sp1_M_PL_006"	"Lycaena_phlaeas"	"Odontomyia_tigrina"	"Micromoth_sp1_M_PL_006"	"Platycheirus_sp1_M_PL_006"	"Sphaerophoria_sp1_M_PL_006"	"Helophilus_trivittatus"	"Neoascia_tenur"	"Odontomyia_viridula"	"Polyommatus_icarus"	"Rhagio_tringarius"	"Zygaena_filipendulae"	"Andrena_haemorrhoa"	"Bombus_pratorum"	"Melanostoma_sp1_M_PL_006"	"Ochlodes_venata"	"Andrena_pubescens"	"Autographa_sp1_M_PL_006"	"Eriothrix_rufomaculatus"	"Eristalis_pertinax"	"Sarcophagus_sp1_M_PL_006"	"Adela_rufimatrella"	"Anosymia_sp1_M_PL_006"	"Bombus_lapidarius"	"Chloromyia_formosa"	"Lasioglossum_calceatum"	"Lasioglossum_leucozonium"	"Lasioglossum_villosulum"	"Malachius_viridus"	"Meliscaeva_sp1_M_PL_006"	"Nemotelus_pantherinus"	"Oligia_sp1_M_PL_006"	"Parhelophilus_sp1_M_PL_006"	"Pyronia_tithonus"	"Rhagonycha_fulva"	"Tetanocera_ferruginea"
"Leucanthemum_vulgare"	1.29822828875238	0.0156466834313035	0.00229254666658238	0.00182173880313881	0.00643321638148793	0.0045215851442807	0.000757602897034795	0.000660559021127301	0.00134334415442357	0.000548395897391507	6.3804301879537e-05	0.000272235996188823	3.56450263706729e-05	0.000317855473479561	0.000129672448530361	6.87568706121522e-05	0.000191402067126689	0.0232612254852255	0.175385378466011	0.103371388478698	0.0926386004893172	0.0791974516400765	0.00199612147675768	0.0278379769286419	0.00866336569713117	0.0225297089470195	0.00796189636648661	0.0143854038688566	0.0122783255556656	0.0119297387577235	0.0108279180823251	0.0106412154815768	0.00230092849315146	0.000998491443556866	0.00778337852105474	0.00261158573564602	0.00613916277783279	0.00573699092844381	0.00409988085435506	0.00212619191851055	6.3951022198788e-05	0.00262230765620638	0.000519707923034652	0.00327422014817749	0.0028720482987885	0.00245566511113312	0.00205349326174413	0.00170350364707325	0.00204638759261093	0.000256908246834131	0.00171174030489006	0.000839872044443969	0.00204638759261093	8.86893443564509e-05	0.000899182675967467	0.000847272780932631	0.00122783255556656	2.41120926312821e-05	0.000416383187655385	1.42113382663973e-05	0.000818555037044373	0.000818555037044373	0.000818555037044373	0.000409277518522186	0.000409277518522187	7.10566913319867e-06	1.99369183430209e-05	5.13816493668261e-05	6.06907205800748e-05	5.13816493668261e-05	0.000409277518522187	5.29759122465935e-05	0.000409277518522187	0.000409277518522187	0.000409277518522186	7.10566913319867e-06	0.000409277518522187	0.000409277518522187
"Lotus_corniculatus"	0.0225391824905062	1.23572793843162	0.0431805447840744	0.0182146296570256	0.00416335560641926	0.000513814294326571	0.00260363805158402	0.00159163796802817	0.000331077798945511	0.000629756593635898	0.00156232178573344	0.00119245220006187	0.000528119014153567	1.03466468819864e-05	0.000433025161314495	9.81793030695829e-05	1.33135459480748e-05	0.569577885313104	0.00546919044084805	0.00191429823941483	0.0064437562388682	0.00164841413137673	0.0295746647925997	0.00104436985093563	0.0123705921867674	0.000475986959473204	0.000332047975100628	0.000287975359345154	0.00021317007399596	0.000245341344545962	0.00024825634699806	0.000184747397463165	0.0050153376219051	0.00832782470630284	0.000696192063408897	9.97551324568147e-05	0.00010658503699798	0.000660663717742903	0.000632241041210109	0.00228610454397764	0.0050506591489031	8.53598367763881e-05	0.00397467305796325	5.68453530655893e-05	0.000610924033810513	4.2634014799192e-05	0.000596712695544115	0.000175113906723643	3.55283456659933e-05	2.91939939958279e-05	4.68158875853231e-05	0.00169776438790076	3.55283456659933e-05	0.00132756071099537	0.000122005068780756	0.000647566548363602	2.1317007399596e-05	0.00122136125224008	0.000568290019011321	0.00112236869975624	1.42113382663973e-05	1.42113382663973e-05	1.42113382663973e-05	7.10566913319866e-06	7.10566913319867e-06	0.000561184349878122	6.85167908311585e-05	5.83879879916557e-06	3.92769396832006e-05	5.83879879916558e-06	7.10566913319867e-06	1.72444114699774e-06	7.10566913319867e-06	7.10566913319867e-06	7.10566913319866e-06	0.000561184349878122	7.10566913319867e-06	7.10566913319867e-06
"Lathyrus_pratensis"	0.018089447826864	0.23652626769784	1.04653525827659	0.0184777241830781	0.00443937865335029	0.000391975179041994	0.00262736834789533	0.00113532103721972	0.000104412445970612	0.00017632840115307	0.00155974417085308	0.00160796989077053	0.000955294841981669	9.61238464655831e-06	0.000665582019474734	2.64984451040915e-05	5.14953149745448e-06	0.568638160573867	0.00598973148358956	0.00156721586139147	0.00249237324476797	0.00136674315548522	0.0534965111509735	0.000495208254009146	0.00333880408311553	0.000428511874441755	0.000293859497322597	0.000241480764847167	0.000171085572133014	0.000207263650420564	0.000200410048048279	0.000148274162515279	0.00433855566823532	0.0149409438197674	0.00021576848619189	7.75111594024182e-05	8.55427860665068e-05	0.000187254224169721	0.000164442814551986	0.000462625687450964	0.000966728614568831	7.93021733341061e-05	0.000799483816649952	4.56228192354703e-05	0.000147334257338684	3.42171144266028e-05	0.000135928552529817	0.00266801387831119	2.85142620221689e-05	2.22713169910224e-05	2.8612101060547e-05	0.000333648576331811	2.85142620221689e-05	0.000371512074589631	0.000122427907813886	0.000229750331895638	1.71085572133014e-05	0.000315250995053764	0.000113117142912082	0.000214828581015296	1.14057048088676e-05	1.14057048088676e-05	1.14057048088676e-05	5.70285240443379e-06	5.70285240443379e-06	0.000107414290507648	6.91412723130351e-05	4.45426339820447e-06	4.18809306919838e-05	4.45426339820447e-06	5.70285240443379e-06	1.60206410775972e-06	5.70285240443379e-06	5.70285240443379e-06	5.70285240443379e-06	0.000107414290507648	5.7028524044338e-06	5.70285240443379e-06
"Vicia_cracca"	0.0314051928454147	0.217981600569404	0.0403698104434641	1.02210444373042	0.00369321146841937	0.000425319722685025	0.0055406283959115	0.00427599045091703	0.00109666697086282	0.00235195098543647	0.00136988722408813	0.001430851668159	0.000533053481351765	1.19047760609566e-05	0.000378095229160385	0.000346265273940238	1.84600976410426e-05	0.499421742267558	0.0108315582752928	0.00260434813149765	0.0089346872582646	0.00224151278680265	0.0298509949556988	0.000772243849296003	0.04362942451647	0.000646745180651452	0.00035016853575284	0.000381368020397567	0.000297022630946545	0.000321963494208258	0.000358020352606191	0.000257419613487006	0.024228983956826	0.0241306822720212	0.000287106885416647	0.000102668737160052	0.000148511315473272	0.000237603113592222	0.000198000096132683	0.000450307160426637	0.000890932972354511	9.82144025028924e-05	0.000737690239378324	7.92060349190786e-05	0.000168297833038028	5.9404526189309e-05	0.000148496324308259	0.000174867049124605	4.95037718244241e-05	2.41658933343765e-05	0.000100528960285252	0.000316779166181273	4.95037718244241e-05	0.00608535823017315	0.000200449136775091	0.000181809932740335	2.97022630946545e-05	0.00575290056002428	0.000108893306848719	0.000197985104967669	1.98015087297697e-05	1.98015087297697e-05	1.98015087297697e-05	9.90075436488483e-06	9.90075436488483e-06	9.89925524838345e-05	0.000145806010418724	4.83317866687529e-06	3.48416176265978e-05	4.83317866687529e-06	9.90075436488483e-06	1.98412934349277e-06	9.90075436488483e-06	9.90075436488483e-06	9.90075436488483e-06	9.89925524838346e-05	9.90075436488483e-06	9.90075436488483e-06
"Hypochoeris_radicata"	0.192510965679997	0.0864878211824076	0.0168361341381775	0.006410857643294	1.0148349962246	0.00915426669643228	0.00222015541276569	0.000544908726159218	0.00089575641332819	0.000275904385719253	0.000532582912296578	0.00054721794405442	0.000402628288599705	0.00125533381669934	0.000294639479154269	2.05556106447804e-05	0.000108608778999048	0.194164513168695	0.141317330014202	0.0441198325202609	0.0525666490355394	0.0694036887099082	0.0225471841615834	0.00416624593912829	0.00259000694124233	0.00337707662790801	0.0314178995526533	0.0116980902790253	0.00182072161740224	0.0113339459555448	0.0113056637969035	0.00157795873508194	0.00122704072141077	0.00101983977701196	0.00119240063070462	0.00144773693995441	0.000910360808701121	0.000888947027804248	0.000646184145483949	0.000564587119547179	0.000353492457148805	0.0103565039877696	0.00990954435708516	0.000485525764640598	0.000464111983743724	0.000364144323480449	0.000342730542583574	0.00985855887173496	0.000303453602900374	0.000520128789570016	0.000292527127505199	0.000239212260209751	0.000303453602900374	0.000154060981045003	0.00975372164232402	0.000209764960702395	0.000182072161740225	0.000113395496992999	9.99676602632754e-05	7.85538793664012e-05	0.00012138144116015	0.00012138144116015	0.00012138144116015	6.06907205800748e-05	6.06907205800748e-05	3.92769396832006e-05	5.84251424412023e-05	0.000104025757914003	0.00957391505872268	0.000104025757914003	6.06907205800748e-05	0.000209222302783224	6.06907205800748e-05	6.06907205800748e-05	6.06907205800748e-05	3.92769396832006e-05	6.06907205800748e-05	6.06907205800748e-05
"Ranunculus_acris"	0.162982591791572	0.0128570349557626	0.0017906138860782	0.000889304874705053	0.0110267303388843	1.14245314173954	0.000207408860343958	0.000114922154423825	0.000606367697120517	0.00012439276701158	6.32914940334254e-05	6.61198722238667e-05	1.38312400662218e-05	5.20819773618897e-05	2.32811120705533e-05	1.04086755590112e-05	5.18098965784124e-05	0.0230742703961859	0.0621535340512927	0.0262426749794042	0.0250759899439516	0.0365216495449276	0.000774549443708423	0.00349979095574334	0.00131149312043541	0.00283071356319143	0.20890431835653	0.00190238348575292	0.00154144948100478	0.00159409358955196	0.014456057800958	0.00133592288353748	0.000365231839724302	0.000224994562797319	0.000982090136768862	0.143063550964276	0.000770724740502391	0.000725181889934731	0.000519655292467427	0.0132626855072528	5.25491891924902e-05	0.00042967631323559	0.000196278998874988	0.000411053194934609	0.000365510344366948	0.000308289896200957	0.000262747045633296	0.000314006618779512	0.00025690824683413	0.0649121103261101	0.000239213691751778	0.000120279695131149	0.000256908246834131	2.98160567713455e-05	0.000212247184551443	0.00011248228287791	0.000154144948100478	1.65107762652064e-05	5.72204481659917e-05	1.16775975983312e-05	0.000102763298733652	0.000102763298733652	0.000102763298733652	5.13816493668261e-05	5.13816493668261e-05	5.83879879916558e-06	5.45812790378837e-06	0.012982422065222	0.000104025757914003	0.012982422065222	5.13816493668261e-05	8.68032956031494e-06	5.13816493668261e-05	5.13816493668261e-05	5.13816493668261e-05	5.83879879916558e-06	5.13816493668261e-05	5.13816493668261e-05
"Trifolium_dubium"	0.0632399049840623	0.150873973410211	0.0277947914698401	0.0268283059170452	0.00619306509876745	0.000480315255533376	1.05410221285784	0.000762791646054474	0.000192548130951964	0.000164935005060699	0.000780595745121358	0.00078284456187275	0.000599557521562688	2.24901034735993e-05	0.000422046477768281	2.43530081549416e-05	6.86021400157478e-05	0.284582905935672	0.0096535791525342	0.00520483697766866	0.0332034357676219	0.00421074966908725	0.0335752212075105	0.00142422723815658	0.00306847902752264	0.00115244797757135	0.000601533085615576	0.000756217284446934	0.000598107550290627	0.000636595774388808	0.000592940265649755	0.000518359876918543	0.223147922780013	0.00191543998943637	0.000447318239348556	0.000159723998656777	0.000299053775145313	0.000347633647633451	0.000267885974261368	0.000379209882943526	0.000616651117480426	0.000185543353657194	0.000557979596602333	0.000159495346744167	0.000208075219232305	0.000119621510058126	0.000168201382546263	0.000207314088126321	9.96845917151045e-05	2.72906395189419e-05	9.04447917583039e-05	0.000245424209179517	9.96845917151045e-05	0.000323958804103955	0.0278378308964387	0.000178731707145247	5.98107550290627e-05	0.00028283959208104	8.84537091741795e-05	0.000137033581662317	3.98738366860418e-05	3.98738366860418e-05	3.98738366860418e-05	1.99369183430209e-05	1.99369183430209e-05	6.85167908311585e-05	0.0277395319173115	5.45812790378837e-06	5.84251424412023e-05	5.45812790378837e-06	1.99369183430209e-05	3.74835057893321e-06	1.99369183430209e-05	1.99369183430209e-05	1.99369183430209e-05	6.85167908311585e-05	1.99369183430209e-05	1.99369183430209e-05
"Prunella_vulgaris"	0.0805882005775309	0.134799492523002	0.0175538098831664	0.0302608554987975	0.00222155096049528	0.000388967291896022	0.00111484932884885	1.03158776262256	0.0089382849843572	0.0188106189703146	0.000327849041598137	0.00120305329984791	0.00151969246741585	2.19024915931483e-05	0.00104898581747274	0.00293301138250529	1.44461919292353e-05	0.119524393451207	0.0133197270122041	0.00646963544834544	0.00699195689374986	0.00600570541920295	0.0851027781752877	0.00178883274633403	0.369559434195667	0.00148326876940678	0.000565499384939345	0.000910172094831337	0.000762183485916118	0.000757735397648114	0.0011825085199388	0.000660559021127302	0.00149176449581375	0.00180873924842163	0.000543933052671035	0.000175651492473022	0.000381091742958058	0.000416902471685015	0.0003152780068962	0.000376318043545116	0.000550951604317445	0.000180695555643474	0.000474882058595529	0.000203248929577631	0.000239059658304588	0.000152436697183224	0.00018824742591018	0.000166248686457236	0.000127030580986019	2.2100414312274e-05	0.00059819585280866	0.00023446276716689	0.00012703058098602	0.0413069629103343	0.000101108400556473	0.000286860046897358	7.62183485916118e-05	0.000286894861037438	8.66229611213645e-05	0.000122433689848321	5.08122323944078e-05	5.08122323944078e-05	5.08122323944078e-05	2.54061161972039e-05	2.54061161972039e-05	6.12168449241606e-05	2.93381402328644e-05	4.4200828624548e-06	2.09580279292007e-05	4.4200828624548e-06	2.54061161972039e-05	3.65041526552472e-06	2.54061161972039e-05	2.54061161972039e-05	2.54061161972039e-05	6.12168449241606e-05	2.54061161972039e-05	2.54061161972039e-05
"Achillea_millefolium"	0.236727092101753	0.0405018507376675	0.00233187796001033	0.011210373479931	0.00527500998959934	0.00296446429703364	0.000406490498676369	0.0129108560885159	1.01178848120665	0.00729897835747319	7.36311065915672e-05	0.000112573233296529	4.63711034526393e-05	6.28478690517164e-05	5.29744116258582e-05	0.00141753992833813	0.000151920963667214	0.0268437977173828	0.0893444435889656	0.0189897979917691	0.0735297464149316	0.127115906329824	0.0025967817933478	0.00509324890554156	0.178610030970604	0.00411270363930748	0.00195700016772853	0.00266182232323072	0.00223890692403928	0.00221404093842287	0.0582343085184506	0.00194038600083404	0.000836985041209666	0.000669120379037861	0.0014363675962774	0.000743709191135751	0.00111945346201964	0.00106321644227086	0.000764695519065621	0.000480411092501132	0.000165538899472755	0.000518494919676661	0.000253146953353907	0.000597041846410474	0.000540804826661693	0.000447781384807856	0.000391544365059074	0.000354085859832948	0.000373151154006546	0.000168435471422366	0.0565089921013524	0.000204440094760204	0.000373151154006546	0.00111563934991298	0.000209721825173738	0.000176482741259457	0.000223890692403928	9.77123649307688e-05	9.30234418538376e-05	3.67864221050568e-05	0.000149260461602618	0.000149260461602619	0.000149260461602619	7.46302308013092e-05	7.46302308013092e-05	1.83932110525284e-05	1.06971183862202e-05	3.36870942844732e-05	4.97642451848994e-05	3.36870942844732e-05	7.46302308013092e-05	1.04746448419527e-05	7.46302308013092e-05	7.46302308013092e-05	7.46302308013092e-05	1.83932110525284e-05	7.46302308013092e-05	7.46302308013092e-05
"Centaurea_nigra"	0.124250841894704	0.0990517156561606	0.00506314409025243	0.0309113558085936	0.0020889903490172	0.000781897392644215	0.000447680728021899	0.0349340066591556	0.00938440074532268	1.02277457236783	0.000165538850264655	0.000189710523646993	0.000106763908831063	3.21769603314433e-05	8.84339232322637e-05	0.00304149910180535	2.06043735145569e-05	0.060350735125057	0.0908422702222323	0.00993913371905923	0.00997251678104551	0.00869958434731817	0.00597877889453951	0.00270861982973274	0.383228886827474	0.00216796320572714	0.000867194834642761	0.00139069719960157	0.00117513406583894	0.00115567038643378	0.00156839777445594	0.00101844952372708	0.00128956343041381	0.00141162742737199	0.000789234188862467	0.000293592851720351	0.000587567032919472	0.000593378511222643	0.000436693969110784	0.00038467133060805	0.00040484352448022	0.000265459922734407	0.000373756888468718	0.000313369084223718	0.000319180562526889	0.000235026813167789	0.00024083829147096	0.000188986884031311	0.000195855677639824	4.44259882184213e-05	0.00067804013907423	0.000213290112549336	0.000195855677639824	0.0746569039650612	0.000109830798968783	0.000138063872092442	0.000117513406583894	0.000257961726622018	8.41537493591004e-05	8.99652276622712e-05	7.83422710559296e-05	7.83422710559297e-05	7.83422710559296e-05	3.91711355279648e-05	3.91711355279648e-05	4.49826138311356e-05	1.178107179005e-05	8.88519764368426e-06	1.97074561228038e-05	8.88519764368426e-06	3.91711355279648e-05	5.36282672190721e-06	3.91711355279648e-05	3.91711355279648e-05	3.91711355279648e-05	4.49826138311356e-05	3.91711355279648e-05	3.91711355279648e-05
