"Stillingia_lineata"	"Gaertnera_sp1_M_PL_080"	"Aphloia_theiformis"	"Syzygium_coriaceum"	"Euodia_chapelieri"	"Warneckea_trinervis"	"Nacoleia_sp1_M_PL_080"	"Chaetocnema_sp1_M_PL_080"	"Chrysomya_megacephala"	"Apis_mellifera"	"Villa_unifasciata"	"Brachymyrmex_sp1_M_PL_080"	"Phorinia_sp1_M_PL_080"	"Stomorhina_lunata"	"Ahasverus_advena"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Episyrphus_sp1_M_PL_080"	"Lecithoceridae_sp1_M_PL_080"	"Mauritiborium_undulatus"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_080"	"Musca_domestica"	"Pachycerina_crinicornis"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Technomyrmex_albipes"
"Stillingia_lineata"	1.26557170542633	0.027652633284096	0.00934150554713446	0.0157263123395201	0.0146148053894758	0.000426371346776198	0.00852742693552396	0.065766624252641	0.110863026258983	0.00325325097459953	0.0570026331821838	0.00200175118867167	0.0825372851364998	0.00264502682074112	0.0550248567576666	0.0283257411224832	0.0550248567576666	0.000813312743649883	0.000813312743649883	0.0275124283788333	0.00066725039622389	0.0275124283788333	0.0275124283788333	0.0275124283788333	0.0275124283788333	0.000813312743649882	0.0275124283788333	0.0275124283788333
"Gaertnera_sp1_M_PL_080"	0.0374123862078946	1.23666738372645	0.00183751408711204	0.0331927027766142	0.0108828281815843	0.0133405183536742	0.266810367073484	0.0489727268171292	0.0396258210842011	0.145490280438406	0.00452393505823991	0.000393753018666866	0.00243993823094965	0.00302856057716243	0.00162662548729977	0.0371858828532515	0.00162662548729977	0.0363725701096016	0.0363725701096016	0.000813312743649883	0.000131251006222289	0.000813312743649883	0.000813312743649883	0.000813312743649883	0.000813312743649883	0.0363725701096016	0.000813312743649883	0.000813312743649883
"Aphloia_theiformis"	0.0306935182262989	0.00446253421155782	1.25138578164023	0.0441604852939292	0.0022064581702479	0.000424555791070643	0.00849111582141287	0.00992906176611555	0.00280025259111785	0.000525004024889155	0.0943992399221963	0.268154096065764	0.00200175118867167	0.182449437818336	0.00133450079244778	0.000798501402446179	0.00133450079244778	0.000131251006222289	0.000131251006222289	0.00066725039622389	0.0893846986885878	0.00066725039622389	0.00066725039622389	0.00066725039622389	0.00066725039622389	0.000131251006222289	0.00066725039622389	0.00066725039622389
"Syzygium_coriaceum"	0.0602841973014937	0.094045991200407	0.0515205661762507	1.07134660636635	0.0459862195872573	0.0101497527015769	0.202995054031538	0.206937988142658	0.00800816267789122	0.0110642342588714	0.0955799763616098	0.0110401213234823	0.00393157808488003	0.0966389647461838	0.00262105205658669	0.0040765845930112	0.00262105205658669	0.00276605856471786	0.00276605856471785	0.00131052602829334	0.00368004044116076	0.00131052602829334	0.00131052602829334	0.00131052602829334	0.00131052602829334	0.00276605856471785	0.00131052602829334	0.00131052602829334
"Euodia_chapelieri"	0.0840351309894857	0.0462520197717331	0.00386130179793382	0.0689793293808859	1.12912765244172	0.00107789895157439	0.0215579790314878	0.581074435987741	0.00866775621743592	0.00544141409079214	0.00967778606705709	0.000827421813842962	0.00548055202105342	0.00629989199096914	0.00365370134736895	0.00318720419638251	0.00365370134736895	0.00136035352269803	0.00136035352269803	0.00182685067368447	0.000275807271280987	0.00182685067368447	0.00182685067368447	0.00182685067368447	0.00182685067368447	0.00136035352269803	0.00182685067368447	0.00182685067368447
"Warneckea_trinervis"	0.00980654097585256	0.226788812012461	0.0029718905374945	0.0608985162094614	0.00431159580629755	1.02855597779177	0.57111955583532	0.019402181128339	0.00752300187038949	0.0266810367073484	0.00571352559309997	0.000636833686605965	0.000639557020164297	0.0054994321418591	0.000426371346776198	0.0068834448502252	0.000426371346776198	0.0066702591768371	0.0066702591768371	0.000213185673388099	0.000212277895535322	0.000213185673388099	0.000213185673388099	0.000213185673388099	0.000213185673388099	0.00667025917683709	0.000213185673388099	0.000213185673388099
"Nacoleia_sp1_M_PL_080"	0.0196130819517051	0.453577624024923	0.00594378107498901	0.121797032418923	0.0086231916125951	0.057111955583532	1.14223911167064	0.0388043622566779	0.015046003740779	0.0533620734146968	0.0114270511861999	0.00127366737321193	0.00127911404032859	0.0109988642837182	0.000852742693552397	0.0137668897004504	0.000852742693552397	0.0133405183536742	0.0133405183536742	0.000426371346776198	0.000424555791070643	0.000426371346776198	0.000426371346776198	0.000426371346776198	0.000426371346776198	0.0133405183536742	0.000426371346776198	0.000426371346776198
"Chaetocnema_sp1_M_PL_080"	0.168070261978971	0.0925040395434663	0.00772260359586764	0.137958658761772	0.258255304883441	0.00215579790314877	0.0431159580629755	1.16214887197548	0.0173355124348718	0.0108828281815843	0.0193555721341142	0.00165484362768592	0.0109611040421068	0.0125997839819383	0.00730740269473789	0.00637440839276501	0.00730740269473789	0.00272070704539607	0.00272070704539607	0.00365370134736895	0.000551614542561974	0.00365370134736894	0.00365370134736894	0.00365370134736895	0.00365370134736894	0.00272070704539606	0.00365370134736895	0.00365370134736895
"Chrysomya_megacephala"	0.509969920791322	0.134727791686284	0.00392035362756499	0.00960979521346947	0.00693420497394874	0.0015046003740779	0.030092007481558	0.0312039223827693	1.04830779261201	0.0158503284336805	0.0232534467786975	0.000840075777335355	0.0332589078776949	0.00136086678601269	0.0221726052517966	0.0150488847343184	0.0221726052517966	0.00396258210842011	0.00396258210842011	0.0110863026258983	0.000280025259111785	0.0110863026258983	0.0110863026258983	0.0110863026258983	0.0110863026258983	0.00396258210842011	0.0110863026258983	0.0110863026258983
"Apis_mellifera"	0.0187061931039473	0.618333691863227	0.000918757043556021	0.0165963513883071	0.00544141409079213	0.0066702591768371	0.133405183536742	0.0244863634085646	0.0198129105421006	1.0727451402192	0.00226196752911995	0.000196876509333433	0.00121996911547482	0.00151428028858122	0.000813312743649883	0.0185929414266257	0.000813312743649883	0.0181862850548008	0.0181862850548008	0.000406656371824941	6.56255031111444e-05	0.000406656371824941	0.000406656371824941	0.000406656371824941	0.000406656371824941	0.0181862850548008	0.000406656371824941	0.000406656371824941
"Villa_unifasciata"	0.327765140797557	0.0192267239975196	0.165198669863844	0.143369964542415	0.00967778606705709	0.00142838139827499	0.0285676279654999	0.0435500373017569	0.0290668084733719	0.00226196752911995	1.03799806033102	0.0353997149708236	0.0213759874433189	0.0355473070257503	0.014250658295546	0.00769082103005296	0.014250658295546	0.000565491882279989	0.000565491882279988	0.00712532914777297	0.0117999049902745	0.00712532914777297	0.00712532914777297	0.00712532914777297	0.00712532914777297	0.000565491882279988	0.00712532914777297	0.00712532914777297
"Brachymyrmex_sp1_M_PL_080"	0.0153467591131495	0.00223126710577891	0.625692890820114	0.0220802426469646	0.00110322908512395	0.000212277895535322	0.00424555791070643	0.00496453088305777	0.00140012629555892	0.000262502012444578	0.0471996199610982	1.13407704803288	0.00100087559433583	0.0912247189091682	0.00066725039622389	0.00039925070122309	0.00066725039622389	6.56255031111444e-05	6.56255031111444e-05	0.000333625198111945	0.0446923493442939	0.000333625198111945	0.000333625198111945	0.000333625198111945	0.000333625198111945	6.56255031111444e-05	0.000333625198111945	0.000333625198111945
