"Dendropanax_arboreus"	"Dendropanax_sp1_M_PL_040"	"Unidentified_sp21_M_PL_040"	"Unidentified_sp14_M_PL_040"	"Portlandia_grandiflora"	"Unidentified_sp23_M_PL_040"	"Miconia_sp1_M_PL_040"	"Spermacoce_assurgens"	"Unidentified_sp13_M_PL_040"	"Unidentified_sp15_M_PL_040"	"Aechmea_paniculigera"	"Impatiens_walleriana"	"Petiveria_sp1_M_PL_040"	"Blakea_trinervia"	"Unidentified_sp19_M_PL_040"	"Byrsonima_sp1_M_PL_040"	"Pilea_sp1_M_PL_040"	"Unidentified_sp16_M_PL_040"	"Unidentified_sp18_M_PL_040"	"Unidentified_sp20_M_PL_040"	"Wallenia_laurifolia"	"Passiflora_sp1_M_PL_040"	"Unidentified_sp17_M_PL_040"	"Guarea_swartzii"	"Psidium_montanum"	"Unidentified_sp22_M_PL_040"	"Nectandra_coriacea"	"Pilea_sp2_M_PL_040"	"Tradescantia_zebrina"	"Wasmannia_auropunctata"	"Apis_mellifera"	"Crematogaster_steinheili"	"Unidentified_sp4_M_PL_040"	"Camponotus_hannani"	"Sphex_jamaicensis"	"Euglossa_jamaicensis"	"Dryas_iulia_delila"	"Heliconius_charitonius_simulator"	"Xylocopa_sp1_M_PL_040"	"Centris_sp2_M_PL_040"	"Unidentified_sp3_M_PL_040"	"Unidentified_sp1_M_PL_040"	"Trochilus_polytmus_polytmus"	"Centris_sp1_M_PL_040"	"Mellisuga_minima"	"Aguna_asander_jasper"	"Anolis_grahami"	"Camponotus_subdepilis"	"Papilio_thersites"	"Unidentified_sp7_M_PL_040"	"Eurytides_marcellinus"	"Conotelus_obscurus"	"Marpesia_chiron"	"Agapostemon_sp1_M_PL_040"	"Unidentified_sp2_M_PL_040"	"Coereba_flaveola"	"Adelpha_abyla"	"Paraphrissopoda_chrysostoma"	"Unidentified_sp11_M_PL_040"	"Nesopsar_nigerrimus"	"Unidentified_sp12_M_PL_040"	"Atlantea_pantoni"	"Dione_vanillae_insularis"	"Euneornis_campestris"	"Polistes_sp1_M_PL_040"	"Unidentified_sp5_M_PL_040"	"Unidentified_sp6_M_PL_040"	"Anolis_sagrei"	"Diptera_sp1_M_PL_040"	"Paragymnetis_lanius"	"Unidentified_sp8_M_PL_040"	"Unidentified_sp9_M_PL_040"
"Dendropanax_arboreus"	1.2571650370454	0.0485805705820545	0.000458487029740129	0.000568699400879726	0.000303487451859255	0.000125734587535164	0.00414071241167524	0.00012097157003797	0.0119973376423345	0.00129914690785391	0.00115791561149888	0.000119037386264657	6.84697104400811e-05	0.000682385917096202	4.07891661681922e-05	0.00164408983405347	1.42610118187332e-05	0.00123369536007842	0.00212349383521195	3.33112624165919e-05	3.03304338291433e-06	1.36428846321833e-05	0.000701265244900593	0.000150065580559721	1.38024984682705e-05	5.68580704938619e-05	0.000505963148612885	0	1.10691378696799e-05	0.00131201308732345	0.108842816941819	0.00121007218838033	0.13547313197207	0.000668822746482065	0.0133660162069862	0.00164523280446002	0.100854657822672	0.0891273720293377	0.0019331743967913	0.00121908658773589	0.02631008372787	0.000622257801720506	0.0270892961131361	0.00255111486951526	0.0287509958413584	0.033009902259128	0.00190852241572357	1.33453908848231e-05	0.0258000287453346	0.0236280736244609	0.00590542858188492	2.12973650427547e-05	0.00990233474804629	9.8187678560779e-05	0.000132829654436159	0.00501621863768014	0.00720776201374799	0.000523851403972566	1.33811623736406e-05	8.52982396370253e-05	1.00358717802304e-05	0.00469091431733357	0.00469091431733357	5.68654930913502e-05	9.41071002653463e-05	0.000264840361907133	0.00243679548278086	0	3.34529059341015e-06	0.000173502037793052	1.1884176515611e-06	1.55091756458936e-06
"Dendropanax_sp1_M_PL_040"	0.0929970922570758	1.21630280182059	0.000254758563957165	0.00218230286176661	0.000180418552399728	5.51515631221102e-05	0.00525489783118105	5.84619716879943e-05	0.00476717164677425	0.00108519661770223	0.000373141223089072	5.80100176184523e-05	2.65247906746972e-05	0.000611738375667366	5.37418470612594e-05	0.00128860630897759	6.25537577944539e-06	0.000572508556729568	0.0020459534746222	2.21867024680076e-05	3.43971497040081e-06	7.77258391726927e-06	6.96796121212727e-05	0.00368938514176431	2.54585018682319e-06	6.33286236657901e-05	0.00129891454459982	0	1.34690316242949e-06	0.000575494571708977	0.104418242150371	0.000795454100535316	0.0533887166815924	0.000891066339895209	0.21754393297212	0.0010597105107664	0.00746058762510123	0.00659307743613597	0.00215317320463686	0.000758891101714295	0.0675435563191906	0.000408772643475698	0.00239266448879065	0.0627195474099933	0.00235792104919459	0.0067729671070334	0.0477833243572375	1.51347458697635e-05	0.00190852241572357	0.0060789589558612	0.0307545741211008	1.26609510455949e-05	0.0137258238849643	8.13764878293927e-05	1.61628379491539e-05	0.00477368260817588	0.000588608565475931	0.0130446528094495	5.13483026298025e-05	7.64672969584207e-05	3.85112269723518e-05	0.000347004075586104	0.000347004075586104	5.09781979722804e-05	0.000119429496163206	0.00441552781731832	0.000245091277180696	0	1.28370756574506e-05	0.00434393857793068	5.21281314953783e-07	7.49512457538388e-07
"Unidentified_sp21_M_PL_040"	0.00113772707379958	0.000330242582907436	1.11017063968253	0.0342640302644526	0.0355256648414448	0.045133247275719	0.000191251111762947	0.0379478044707599	0.0121669022043604	0.000712998794436322	0.000203604578464041	0.0187588165017616	0.0207482163396028	2.45463577892292e-05	0.000749036174888217	0.000748283933344218	0.00511908286681123	3.95968600093287e-05	3.03100207187816e-05	0.00451654439921337	0.000155821446928987	0.0030836601264012	0.000296697129962515	1.13245074142952e-06	0.00112506535015979	7.7470078787113e-06	7.55685792588885e-07	0	0.000143907800687633	0.470955623746633	0.0011883186762437	0.16595906406362	0.000134957318897285	0.0105083751809921	6.32171400802708e-05	0.000314230974322337	9.12728809204887e-05	8.06597552320597e-05	0.000263398267876184	0.000940759527653009	3.9295661214622e-05	0.00598596235076768	0.00112327121202222	1.92516626043019e-05	0.000588481497183624	3.08961897236989e-05	1.29738157570778e-05	0.000685614366487542	2.33488765145436e-05	2.24056891729558e-05	1.25013148480575e-05	0.00249302911168033	1.20288139390371e-05	0.000364055020903889	0.00172689360825159	1.0407138980287e-05	0.000180180764046778	0.000205091432590957	0.00080621247681065	3.06829472365365e-06	0.000604659357607988	4.24525027537157e-06	4.24525027537157e-06	2.0455298157691e-06	4.34661617643062e-06	4.27507674263323e-05	4.36939547679201e-05	0	0.000201553119202663	1.17943779609798e-06	0.000426590238900936	0.00048651031372769
"Unidentified_sp14_M_PL_040"	0.00179307575806784	0.00359438118408617	0.0435354737477751	1.20346902830008	0.00480448223942305	0.00241151348339431	0.000594795269563222	0.00581677278739722	0.0145102069027014	0.00732017244754356	0.00348430293903909	0.00644109019471607	0.0011342223347482	0.000157276561185686	0.0212607048367744	0.00394858075543193	0.000273517597360414	0.000107201643039372	5.28803413380613e-05	0.00551494413621018	0.00127713023622625	0.00141972793456272	0.000258731409198753	1.13017028096022e-05	8.57382115332835e-05	1.83778486895905e-05	4.3885250639973e-06	0	3.33140053725375e-05	0.0251636189571581	0.00181713127948613	0.194602169291702	0.000325811357553012	0.353994750066853	0.000648544364059351	0.00205820227413624	0.000143847495516636	0.000127121042549586	0.000624846855446077	0.00331861343524942	0.00022820330332786	0.00914412501013499	0.00139659197793611	0.000192128947763237	0.000881375094760694	5.96711439651927e-05	0.000141207832231957	0.00561937303939548	3.67981965275117e-05	4.62899815915521e-05	9.65501107889746e-05	0.000337156648380565	5.18923893459925e-05	0.000580392555131656	0.00039976806447045	3.68010111976117e-05	0.000217324541818823	0.00711774080520812	0.0283169183129431	1.96595701482108e-05	0.0212376887347073	6.6905811868203e-06	6.6905811868203e-06	1.31063800988072e-05	1.35180743082551e-05	0.000232202673181447	0.000222710888117406	0	0.00707922957823577	1.28370756574506e-05	2.27931331133678e-05	7.45740100948361e-05
"Portlandia_grandiflora"	0.00142692345786457	0.000443133286595822	0.067311786015369	0.00716457877808701	1.11495717521712	0.0380033624619138	0.000230018715110002	0.0293911367802274	0.00520894154959768	0.00510648759487229	0.000123326106456156	0.0186713694855474	0.017528753893991	1.93493334404248e-05	0.000209686805768878	0.0164296327668365	0.00431040027923407	3.53808065982452e-05	2.20054321336811e-05	0.000387065440068704	2.1125973130441e-05	0.00174803016840038	0.00338729559992334	1.50124323425043e-06	0.00100555282359375	8.94266485681703e-06	9.77883291532696e-07	0	0.00017939277007389	0.396556825689535	0.00068797240991484	0.0141650890813768	0.000170183763771962	0.00334022046388088	8.4455285295657e-05	0.000243129773563863	0.000114473337104807	0.000101162483953085	0.000304050605131779	0.00203007583446458	5.08499311597002e-05	0.152724070816294	0.00104605418039974	2.55211349822573e-05	0.00116794377562511	3.88530077055201e-05	1.7408807687693e-05	9.29542817739405e-05	2.92838769337877e-05	2.82043251841427e-05	1.64026734255842e-05	0.0782426087871661	1.53965391634755e-05	0.0101558031274305	0.00215271324088668	1.12512630278969e-05	8.23999625995714e-05	4.68924376896688e-05	0.000168578324190283	2.4186666800531e-06	0.000126433743142712	5.32434126068868e-06	5.32434126068868e-06	1.61244445336874e-06	5.22769807068186e-06	0.000914339994816062	0.000915419546565706	0	4.21445810475706e-05	1.58261888069937e-06	0.000359200023269506	0.000376809445900351
"Unidentified_sp23_M_PL_040"	0.000732540640422262	0.000167852583415118	0.105965015342992	0.00445605752366341	0.0470911230506323	1.06006718331108	0.000117639145605622	0.0464120010148271	0.00761024215665199	0.00045833575898565	8.15725352879456e-05	0.0194745417496626	0.0275904634297382	1.37237871503327e-05	0.000110040630872434	0.000818166376973457	0.00681291304095456	2.46667727611742e-05	1.89278431463853e-05	0.000552269851613842	2.00390042546516e-05	0.00274868217838997	0.000340682612476675	5.89662887487701e-07	0.00147429677274573	4.83813749221626e-06	4.39978750988454e-07	0	0.000168488439896104	0.626787999767819	0.000742057831119571	0.0202856958782277	8.52323206545898e-05	0.00159431452865786	3.27070362084331e-05	0.000174856386055343	5.87672528696964e-05	5.19338513732201e-05	0.000164496674735353	0.000592569927570842	2.28788950513996e-05	0.0073916678211068	0.000728043718967172	1.00242690872909e-05	0.000388007086486265	1.97329977023306e-05	6.59420863416535e-06	8.81716187204672e-05	1.50334832922479e-05	1.42662765051495e-05	6.92967518396848e-06	0.00330464021407946	7.26514173377161e-06	0.000446781185508877	0.00202186127875325	6.371335851502e-06	0.000112817785992914	2.80105236169636e-05	0.000104848412321492	1.71547339379159e-06	7.8636309241119e-05	2.73336059859053e-06	2.73336059859053e-06	1.14364892919439e-06	2.67361694558231e-06	4.60531611218334e-05	4.68203679089318e-05	0	2.6212103080373e-05	5.9947351219685e-07	0.00056774275341288	0.000595025654036245
"Miconia_sp1_M_PL_040"	0.0252207028711128	0.0167201294628488	0.000469434547054507	0.00114903631620168	0.000297978790028866	0.000122986379496786	1.17399351480023	0.000120437873274485	0.0118701190865093	0.028100291740081	0.0371502595582919	7.88556593418707e-05	5.76727683052636e-05	0.00966004128128683	0.00013241541740751	8.96166297808319e-05	1.39493058030382e-05	0.00444328527015592	0.0117707097183536	3.63869510861266e-05	8.0064718979087e-06	1.40436480678008e-05	6.9678857507309e-05	0.000859202537490888	4.20042939361735e-06	0.0108523208931238	2.65292567485587e-05	0	1.52681244803504e-06	0.00128333613387951	0.0483684781287672	0.00128706929814216	0.0166200352338356	0.00220381560617008	0.00307984450434549	0.128305826574168	0.00202330265570495	0.00178803490504158	0.36897891036621	0.0368644737516415	0.00137952135092505	8.60577720264829e-05	0.00265436699234889	0.0146064431373451	0.0010783406926684	0.000718464449939027	0.00065686222889763	3.52284763507983e-05	0.000517589051459405	0.000530250249408334	0.000512110336836566	2.09107922827274e-05	0.000367358444775501	0.00206881177110012	1.83217493764205e-05	0.00100065209541616	0.000310733780205295	0.000185903281398936	2.70361486165101e-05	0.00120750516016085	2.02771114623826e-05	9.41071002653464e-05	9.41071002653463e-05	0.000805003440107236	0.0266816707909144	6.46934497360934e-05	5.20322517871638e-05	0	6.75903715412753e-06	5.97147480816028e-05	1.16244215025318e-06	1.54407529839083e-06
"Spermacoce_assurgens"	0.000831291814619897	0.000209863488110749	0.105086227765181	0.0126775817161221	0.04295627683264	0.0547423601713346	0.000135878626258393	1.04960626363581	0.00873293239917488	0.000520441796756695	0.000114005223412742	0.0188981355821897	0.0251494539808152	1.64745206351671e-05	0.000286005054155431	0.000782853985388273	0.00620896334646517	2.83505111536694e-05	2.17338208346973e-05	0.00164646243807486	5.74950333563763e-05	0.00278884347399588	0.000321829575818342	7.29530285086562e-07	0.00134842781936541	5.55522644847391e-06	5.19453640950862e-07	0	0.000158376511292915	0.571224627874795	0.000852072637674434	0.0604936469619326	9.74415010553682e-05	0.00404789179701183	4.05774580060982e-05	0.000210317115442234	6.66894552773424e-05	5.89348674543956e-05	0.000188877699248113	0.000678144643318178	2.70115893294448e-05	0.00685681956444893	0.000824106277309601	1.24020148464716e-05	0.000436371430245408	2.24623583617894e-05	8.24463703292227e-06	0.000252978146768056	1.7060093210483e-05	1.6258688103432e-05	8.34842233194743e-06	0.00301447556720281	8.45220763097261e-06	0.000415077225073637	0.00190051813551498	7.37283706188268e-06	0.000129408929824838	7.68225474674514e-05	0.000298296040379345	2.05931507939589e-06	0.000223722030284509	3.10183512917872e-06	3.10183512917872e-06	1.37287671959726e-06	3.08815059678167e-06	4.42414005346647e-05	4.50428056417156e-05	0	7.45740100948361e-05	7.49512457538389e-07	0.000517413612205431	0.0134564905594334
"Unidentified_sp13_M_PL_040"	0.0918653282327327	0.019068686587097	0.0375435839448836	0.0352390739065606	0.00848313338077337	0.0100020325487426	0.0149224354230403	0.00973098181622344	1.0350287967229	0.0308742052555882	0.00902218484796086	0.00604605443609294	0.00464056789326914	0.0017370692929419	0.00256035609184912	0.00218235015707261	0.00113444603577421	0.00310465445725239	0.00250883343178704	0.00278612414254067	0.00020821023933059	0.00112099150404875	0.00241564356614147	6.8061058131038e-05	0.000291858089468002	0.000620132290121862	5.31153817267569e-05	0	7.44225992779456e-05	0.104369035291227	0.0994715934610326	0.101545837502958	0.0106198583023903	0.0416665836731854	0.00374790368033402	0.022151278333122	0.00736979312314833	0.00651284043441015	0.0210844978641433	0.0699263948247672	0.00276199984979136	0.0026071267248409	0.0914762330705068	0.00115703798822765	0.0465363051307747	0.00246756998056367	0.000749126973064525	0.000916125053054597	0.00188529591522399	0.00178200782957313	0.000819498240172696	0.000595307605668307	0.000889869507280868	0.00234457560185473	0.000893071191335348	0.000793726860523198	0.015300297280713	0.000411596026328917	0.000829154680154368	0.000217133661617737	0.000621866010115776	0.000342781075495271	0.000342781075495271	0.000144755774411825	0.000339146259614551	0.000189344127489698	0.000292632213140559	0	0.000207288670038592	6.8102452096775e-05	9.45371696478508e-05	0.00012475617713107
"Unidentified_sp15_M_PL_040"	0.0102403344501426	0.00446845666112682	0.0022648196999742	0.0183004311188589	0.00856087626199178	0.000620101320980585	0.0363650834283401	0.000596977355103268	0.0317822701160466	1.20159219969959	0.00789678986768879	0.000418578182823957	0.000287347071224715	0.00195142822686213	0.0025359115818346	0.000566330723958428	7.03328530412762e-05	0.000965450349581359	0.00185663279568619	0.000189845780159831	0.000140333202794408	6.74057118993932e-05	0.000113808224011858	3.85856010587453e-05	1.77378012331569e-05	0.00141264999458222	8.35791500401843e-06	0	4.25733773357902e-06	0.00647062247979741	0.0233830941914762	0.00598582816523513	0.0016618181127173	0.0424359598572834	0.000836148892659107	0.0258742815164009	0.000821519368201738	0.000725993860271303	0.0480300998157953	0.409063499964604	0.000434611580208958	0.00142938909028221	0.00319087787589599	0.00065595521799867	0.00162282132771845	0.000283430195994956	0.000175546511687125	0.000617466092295396	0.000210156117446956	0.000207009789650608	0.000149921619700344	0.000600763246455563	0.000124296727713564	0.0884274630307768	5.10880528029482e-05	0.000232023521372637	0.000511347734987499	0.000155525916186033	0.000430598379267268	0.000243928528357766	0.000322948784450451	3.82102031721739e-05	3.82102031721739e-05	0.000162619018905177	0.000826479168825913	4.74215917874291e-05	5.05679195837773e-05	0	0.000107649594816817	1.59587737897387e-05	5.86107108677301e-06	7.65355583465728e-06
