"Arvicola_terrestris"	"Lagurus_lagurus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Microtus_gregalis"	"Spermophilus_pygmaeus"	"Marmota_bobak"	"Allocricetulus_eversmanni"	"Neomys_fodiens"	"Sorex_araneus"	"Cricetulus_migratorius"	"Microtus_arvalis"	"Allactaga_major"	"Apodemus_uralensis"	"Spermophilus_major"	"Sicista_subtilis"	"Ellobius_talpinus"	"Megabothris_walkeri"	"Ctenophthalmus_breviatus"	"Citellophilus_tesquorum"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Stenoponia_ivanovi"	"Amphipsylla_sibirica"	"Amphipsylla_rossica"	"Mesopsylla_hebes"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Amphipsylla_kuznetzovi"	"Amphipsylla_prima"	"Pectinoctenus_pavlovskii"	"Oropsylla_ilovaiskii"	"Corrodopsylla_birulai"	"Amphipsylla_dumalis"	"Frontopsylla_elatoides"	"Leptopsylla_segnis"
"Arvicola_terrestris"	1.19684385020561	0.031415007154574	0.0164652171203733	0.0240955435465249	0.0187952580334008	0.0137288053361763	0.00584028167822269	0.000360353658059337	0.00401469028937078	0.00750988088280413	0.00312528611119425	0.00216305124583009	0.00390775184402851	0.000482628271819899	0.00167329327459728	0.00210688582600712	0.000805548854735807	0	0.374982991879518	0.11160887272637	0.0304447697057217	0.0744643781918381	0.0398606189292394	0.00630442131945318	0.00118645402071113	0.000129894923253947	0.00597754798949653	0.00213582477652282	0.000848446933577518	0.00575904541051404	0.000269946260800077	0.00104458293433476	0.00444319325421075	0.000543535505422456	0.000674543339195653	0.000377696427183421	0.00492528333417948	0.000205643721064179	0.000195330381949641	0	8.22574884256717e-05	0.000201387213683952
"Lagurus_lagurus"	0.071791662118133	1.11583186656177	0.00429577567688264	0.0491519904824089	0.00943572979897677	0.0215210638987974	0.0221971704507196	0.00151013474557667	0.0125353153469772	0.00219600682973924	0.00205475915872449	0.00460696239205942	0.00620792060425619	0.00206112624191803	0.0030433073427873	0.00483228530517221	6.02563784375591e-05	0	0.0280493441626838	0.315686770509854	0.195719061698796	0.0168548372338661	0.0874877696865134	0.00149851738766594	0.00220623501994125	0.000544350896661358	0.0010843723192779	0.001072242022611	0.000262560253861663	0.000877322563080045	0.0011141852976105	0.000501540570253017	0.000334589561657849	0.000183008852437911	0.000850453619783628	0.0108063528169648	0.000295438938757749	0.000781590508828157	0.00012842244742028	0	0.000312636203531263	1.50640946093898e-05
"Clethrionomys_glareolus"	0.04939565136112	0.00563931045648379	1.22250697091555	0.0053047488873381	0.0110284059945105	0.0106038466140477	0.00157644331187882	0.00372674099454856	0.000639534525723181	0.00602887541295938	0.00591991851835673	0.0050912218643276	0.000371766815020578	6.19307802684699e-05	0.00516953515337001	0.000206584723222911	6.18470046079758e-05	0	0.0287897806450127	0.0117383019470809	0.0038769412294531	0.122942820567471	0.0114111444020448	0.332578882318378	0.0248941188563545	0.00134336012594192	0.0212296696463556	0.00125322795392165	0.050409187080575	0.000618605954346274	4.62876192544979e-05	0.00142484244216414	0.0253238596599945	0.0277701691006574	0.000273786484883516	7.52376945437058e-05	0.000203274285436708	5.55085673196768e-05	0.000369994907397296	0	2.22034269278707e-05	1.54617511519939e-05
"Cricetus_cricetus"	0.0970477969360038	0.0866269887507649	0.00712184519128817	1.05329183725387	0.0159249422149557	0.0196683087161715	0.0162439733954009	0.000738456119099787	0.0115611187782783	0.00363524134210748	0.00273202817092181	0.00401398922307807	0.00652949795838215	0.00131684106219143	0.0025911290830496	0.00410276087524116	0.000186578262525892	0	0.0868521812058028	0.319784308950861	0.0767775056959955	0.0319153600010954	0.122610305265139	0.00229678036960683	0.00184726009891806	0.000266187670838295	0.00129950737646233	0.00180965252442679	0.000437852250978347	0.00122959699461983	0.000740893215200594	0.000715191756884448	0.000479351399464104	0.000305966228917455	0.0148377742002325	0.00104346223308075	0.000399373649942402	0.000571970894204258	0.000170751760682613	0	0.000228788357681703	4.6644565631473e-05
"Microtus_oeconomus"	0.124561300966811	0.0273636164170326	0.0243627514242369	0.0262037685536999	1.08885007318028	0.0121875940255698	0.00535964331878612	0.00024310400371721	0.00383334879484662	0.005793831289549	0.00294715542405874	0.00173497736963388	0.00555308531968958	0.000379416533682558	0.00183049583214639	0.00170942677253675	0.00041974410705397	0	0.195390881833623	0.119981060063583	0.0105016327606013	0.0727167119641492	0.0394316490813605	0.00698170239872701	0.00120786382316979	8.76305129678313e-05	0.0113550864704242	0.123732962861396	0.010901219392049	0.0403207262666156	0.000223038808277294	0.000898017425641784	0.000928456136873224	0.0104500573286372	0.0201592045627087	0.000332826019494049	0.000512597946365476	0.000188719835168526	0.000184197214003671	0	7.54879340674103e-05	0.000104936026763493
"Microtus_gregalis"	0.105350516737606	0.0722654671970143	0.0271235234443536	0.0374733039750214	0.0141119509769756	1.02532946753788	0.0129147738338901	0.000941110293321808	0.00846536301781619	0.00851464392586765	0.00501772625498577	0.00322471399805301	0.00436038374212572	0.00120578595432974	0.00374389249534377	0.00312659496443913	0.000164114984307634	0	0.0763955251952034	0.208984364434657	0.105181644557789	0.158652808162696	0.0786146101265256	0.00787619462418029	0.00205648100925935	0.000339237431313675	0.0177926455665722	0.00160363079283813	0.00124448484385312	0.00111441014185545	0.000650814983029657	0.00143773547885052	0.000919381541165045	0.000742197372661391	0.000774167998332298	0.000861510767185085	0.00043354122114241	0.000454745557531342	0.000313607890936611	0	0.000181898223012537	4.10287460769084e-05
"Spermophilus_pygmaeus"	0.0599657090623146	0.0997309489264728	0.00539543274347259	0.0414106927403882	0.00830367274741512	0.017280331186191	1.04953333186408	0.00463858538927699	0.0104184072522017	0.0014569074830007	0.00152533504821176	0.00854606414210131	0.00696185554353288	0.00946345795716299	0.00379901097239942	0.00485251036734918	5.10799077574475e-05	0	0.0237776970610918	0.356078918102352	0.142211512252458	0.0089727246116776	0.0158269534792853	0.00180640655105506	0.0254080599064503	0.00167204822171612	0.00098202020488357	0.000943599175842628	0.000297522203346118	0.000816487876297921	0.0184623932537273	0.000360606656208741	0.000316660855703533	0.000197606782170699	0.000722946762339078	0.0157200682143133	0.000246772465277015	0.0369553990092988	9.53334405132349e-05	0	0.0147821596037195	1.27699769393619e-05
"Marmota_bobak"	0.00610925155175016	0.0112030926474176	0.0210604200389605	0.00310838505946655	0.000621893962997513	0.00207919715966446	0.00765905959624805	1.242923441824	0.000912753319297488	0.000238184231466124	0.000205153457397272	0.03033806346111	0.000240569064493658	0.000287043955412833	0.00595674293354962	0.000382624829042677	7.45624105547453e-06	0	0.00347088021132339	0.0116905891577515	0.0340604202077808	0.00336060714867374	0.00267701549670317	0.00606583561080385	0.153664346004931	0.448030542983071	0.000754076164274591	7.06697685224446e-05	0.00087233753370239	5.70079351417221e-05	0.000219502283703164	5.13542796432726e-05	0.000454292770183514	0.000482329755203123	5.42406582600904e-05	0.000213232316883884	2.51409528878607e-05	0.000269685197050988	1.28220910873295e-05	0	0.000107874078820395	1.86406026386863e-06
"Allocricetulus_eversmanni"	0.0770186637092447	0.105230673570677	0.00408965499344034	0.0550674341807466	0.0110965359850823	0.0211634075445405	0.0194659714449032	0.00103285244025768	1.01346569809091	0.00240530101805189	0.00243992340975507	0.00460033021538728	0.00697629388708379	0.00167997425618335	0.00284712784304122	0.00468847129538555	6.5019448640088e-05	0	0.030266553341961	0.354997123997067	0.120013334112756	0.0110095812241967	0.137125630816831	0.00145084161211534	0.00207110176823068	0.000372307274976607	0.00111873483472456	0.00126096999830481	0.000269176159265222	0.000988778628485985	0.000927491933749128	0.000581882175109213	0.000348273640843233	0.000193441807534845	0.000962355119352341	0.00126379877087193	0.000316949233371377	0.000685421529750114	0.000152495213109692	0	0.000274168611900046	1.6254862160022e-05
"Neomys_fodiens"	0.1479649503666	0.0189331399645086	0.0395950466310576	0.0177832076465258	0.0172249038337943	0.021861923593444	0.00279568733224459	0.000276808701433603	0.00247030915367491	1.0237986227108	0.0321661576257118	0.00137000224984177	0.00195094236873335	0.000210301815567382	0.00343391809459472	0.00106009174623328	0.000437319498567647	0	0.20357222658324	0.0576151832864903	0.00947792835560008	0.227406736040719	0.0383404402822139	0.01215314560296	0.00147598625397085	9.97798807493221e-05	0.0306286565773188	0.00195737543565844	0.00178601582213899	0.00131030564512989	0.000121159917306253	0.0747041409575138	0.00132213727761641	0.00105277421786015	0.000558804484712613	0.000217430485735633	0.000608909260767902	9.84396947973448e-05	0.00201038485160699	0	3.93758779189379e-05	0.000109329874641912
"Sorex_araneus"	0.0711979242206441	0.0204833803635347	0.0449543812487715	0.0154530343417765	0.0101308467702019	0.014896374819489	0.00338433713821984	0.000275674958377585	0.00289740904908415	0.0371921197547293	1.1049240047607	0.00124397167039631	0.00170542691081521	0.000241718218688858	0.00325413157891048	0.000958177265911302	0.000140420263083478	0	0.065365632465359	0.0738241105532022	0.00773919777668093	0.122752643470902	0.0424013556683863	0.0470171573715747	0.00153894726009539	9.93712059268037e-05	0.0370751425752159	0.00115123258752294	0.00194207314398831	0.000726983343655465	0.000141668249746729	0.192421794382754	0.00116915024593029	0.0011095846023444	0.000397636914856937	0.000240300391387038	0.000292995572924461	0.000119166800641544	0.0690577502975437	0	4.76667202566175e-05	3.51050657708695e-05
"Cricetulus_migratorius"	0.0525621452736712	0.0489873667688985	0.0412388971010535	0.0242177349792377	0.00636158368865758	0.0102115943271679	0.0202256851363064	0.043484557627591	0.00582708493949056	0.00168966944147151	0.0013269031150894	1.05845748435263	0.00330277888811973	0.000929923739495327	0.0120937214234299	0.00229803960143247	0.000118162929588514	0	0.0550048437234535	0.159736028481716	0.0688960851036634	0.0109076943219519	0.0444947661972072	0.0119861289444744	0.28951046967626	0.0156746661215735	0.00187320886180451	0.000722907237347452	0.00175490653376366	0.000574665397769568	0.000646505814540449	0.000342228327059471	0.00102879124787377	0.000991223254114522	0.000450164259898765	0.000745565043942652	0.000216305124583009	0.000712172011841776	8.29314446930875e-05	0	0.00028486880473671	2.95407323971286e-05
"Microtus_arvalis"	0.109567349780645	0.0761664104906818	0.00347458984807694	0.0454553511718142	0.023493822506379	0.0159321713654594	0.0190112209073398	0.000397864222047203	0.0101961218349686	0.00277634106319747	0.00209898696715718	0.00381089871706123	1.01145807232308	0.00129845741658195	0.00287737828886574	0.00506326267598703	0.000255033753987858	0	0.118718212481348	0.443637240086216	0.0223236131672185	0.0123924579605442	0.0161739011798987	0.00131946160115843	0.0017682742321613	0.000143416173063527	0.00127371408032737	0.00266975255754307	0.000356567441149821	0.0402074488128433	0.000772719336755359	0.000548353997358347	0.000447238987891314	0.000292223184703952	0.00105499675135902	0.000984062206011596	0.000450894443541751	0.000669409186878162	0.000131186685447324	0	0.000267763674751265	6.37584384969644e-05
