"Rhombomys_opimus"	"Cricetulus_migratorius"	"Meriones_tamariscinus"	"Allactaga_elater"	"Meriones_meridianus"	"Ellobius_talpinus"	"Pygeretmus_pumilio"	"Allactaga_major"	"Allactaga_sibirica"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Microtus_gregalis"	"Microtus_socialis"	"Microtus_arvalis"	"Pygeretmus_shitkovi"	"Dipus_sagitta"	"Stylodipus_telum"	"Spermophilus_pygmaeus"	"Xenopsylla_skrjabini"	"Xenopsylla_hirtipes"	"Xenopsylla_gerbilli"	"Xenopsylla_conformis"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_laeviceps"	"Mesopsylla_lenis"	"Coptopsylla_lamellifer"	"Echidnophaga_oschanini"	"Mesopsylla_eucta"	"Mesopsylla_tuschkan"	"Xenopsylla_magdalinae"	"Mesopsylla_hebes"	"Ophthalmopsylla_volgensis"	"Ctenophthalmus_arvalis"	"Ctenophthalmus_dolichus"	"Nosopsyllus_consimilis"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Amphipsylla_rossica"	"Nosopsyllus_fidus"	"Pectinoctenus_nemorosa"	"Citellophilus_ullus"	"Rhadinopsylla_socia"	"Ctenophthalmus_dux"	"Rhadinopsylla_cedestis"	"Rhadinopsylla_bivirgis"	"Amphipsylla_dumalis"	"Citellophilus_trispinus"	"Ctenophthalmus_breviatus"	"Paradoxopsyllus_repandus"
"Rhombomys_opimus"	1.32319135491786	9.05765132818688e-06	0.00613664998544736	0.000349264033317041	0.00281119061798081	2.07735321852995e-06	4.16949565006223e-05	4.19577693928143e-06	3.24842718871581e-05	2.41879334715587e-05	4.90568979768345e-05	5.88819724673657e-06	8.81279344363842e-06	4.14567798944835e-06	1.08015438382882e-05	7.68825171859787e-05	0.000499640337472842	7.59478702260846e-05	0.313064860505211	0.185793492378719	0.088128715189428	0.00389642506409923	4.44098218993144e-06	0.0249868493043818	0.000160544226646034	0.0172268295615517	0.0144744804171961	0.000357089955705862	7.23423733536962e-05	8.4392474502779e-07	8.87520319574668e-06	7.60191424202598e-05	5.21285823274858e-05	0.00825748855016527	5.20180150836849e-06	2.66445548866328e-06	0.00370163279834995	2.22661994748551e-06	7.33189932695821e-05	5.62510080733924e-06	0.00161588588534762	0.00227792787590766	1.29834576158122e-07	0.00170844590693075	0.000427111476732687	2.16390960263536e-08	2.36492201780336e-08	2.84283659472207e-07	0.000284740984488458
"Cricetulus_migratorius"	0.000109897926167322	1.30269677992255	0.000553914200912877	0.00271252303155145	0.000707738237977904	0.000765299373931121	0.000542466261070213	0.000852591057938866	0.000546526431410261	0.00537903407677385	0.00176139004824948	0.00533742613624063	0.00576106603871287	0.00518073466537799	0.000329603352458551	1.38713093011833e-05	8.19309295852364e-05	5.40333119801733e-07	4.80488201716841e-05	1.54311161661669e-05	1.80408685524194e-05	0.000440544403288873	0.557937814200331	0.00017776959641477	0.000892806214377098	1.43077782077103e-06	1.38647853367819e-05	0.00102058842895441	0.000343067538822545	0.000310902870659518	0.000495923431713266	0.00561129357514837	0.0192042311645841	6.85827385162975e-07	0.0162566566733465	0.0479824691689263	3.07439862314437e-07	0.0102952018507899	0.000700692422132517	0.00125093815738927	4.62612753657072e-06	1.89193761424269e-07	4.78312108706951e-05	1.41895321068202e-07	3.54738302670504e-08	7.97186847844918e-06	0.00340129707551581	0.00018584083995848	2.36492201780336e-08
"Meriones_tamariscinus"	0.0925877028648503	0.000688795905680623	1.1245983002558	0.00406029993229056	0.0957148280550239	0.000203454636363949	0.00112824084454152	0.000134563655892512	0.000254929345977499	0.00428221541406118	0.000149840009627508	0.000568228032050417	0.000862827916154046	0.000416153798782371	0.000231545102535419	0.00667452640270041	8.23138270755565e-05	0.00069456733392095	0.0219188443176009	0.0130005328425468	0.00618258488417719	0.342341433601799	0.000394527732736971	0.228512652859993	0.00487390702037026	0.00120541338999859	0.0146479933948682	0.000990051349518299	0.00115671956792023	8.26534460228542e-05	0.000124958608965297	0.000452615351886738	0.00510543978125784	0.000577801459668745	0.000471176541299141	0.000157138088139443	0.000259014447437713	0.00026378722867058	0.0133405247883509	0.000995864049781669	0.00923781599207621	0.000159393506115516	1.27159147727468e-05	0.000119545129586637	2.98862823966592e-05	2.11931912879113e-06	1.79842273023661e-06	2.78331585856144e-05	1.99241882644395e-05
"Allactaga_elater"	0.00641513819298137	0.00410630956950279	0.00494297383061459	1.21335325587709	0.00416775277697011	0.000232861588083083	0.0211608260847036	0.00504352130692351	0.0233636670025372	0.000562547553134412	0.0219369766354666	0.00177211056700528	0.00112963387407415	0.000836107161425802	0.019855444674709	0.000718826409874511	0.00373089798521669	4.4822430208733e-06	0.00252163131952263	0.000900769888297901	0.00522312440390796	0.0104137128368833	0.00177139782603584	0.00147465795386732	0.345753722830695	8.35196601410314e-05	0.000163432237119503	0.140365253391486	0.0333898281788411	9.46000201587523e-05	0.0130342489119543	0.098130028576952	0.00584337047595986	4.00342172576845e-05	0.00561668294475814	0.000864379260069037	1.79463732534448e-05	0.000321792483639407	0.000377074809076498	0.00013082501235684	4.77142372093681e-05	1.10439220021199e-05	1.45538492551927e-05	8.2829415015899e-06	2.07073537539747e-06	2.42564154253211e-06	1.0721434907318e-05	3.64398023894887e-05	1.38049025026498e-06
"Meriones_meridianus"	0.0588450576655713	0.00122100786101593	0.132793545229493	0.00474973627285332	1.11871139263569	0.000461208971824673	0.000671389757456948	0.000273374982076199	0.000483888876818551	0.000754380628436645	0.000787398185384224	0.0011814630135709	0.0019189555503037	0.000843088066481801	0.000105090765954124	0.00906859313686724	5.26759842630312e-05	0.000411085749268786	0.0139308418568483	0.00826262107311928	0.00393797859928843	0.46541403558541	0.000540377388826012	0.135247211509431	0.00181340415185366	0.00076611275850378	0.0122269811246487	0.00591529306658713	0.00122063366094504	0.000187366144803773	0.0002280437362037	0.000533020357651765	0.0115734626367254	0.000367227603249746	0.000585388631960239	0.00014793821969631	0.0001646192704223	0.000360089361258504	0.00161340680795267	0.000175437355450382	0.00114751629971376	0.000101304166413723	2.8825560739042e-05	7.59781248102922e-05	1.8994531202573e-05	4.80426012317367e-06	3.18801008098155e-06	6.19017919452806e-05	1.26630208017154e-05
"Ellobius_talpinus"	0.000100556879234465	0.00305322562724603	0.000652750291667669	0.000613687310260624	0.00106654574734456	1.31626735840682	1.99006911637509e-05	0.000595205976044961	4.54698807433245e-05	0.000673656861191975	2.1779458523798e-05	0.00304463341448487	0.00497950976156103	0.00217311887277386	1.10904133867729e-05	1.18805156250898e-05	2.25949221149958e-06	7.03733047894918e-07	2.43896913591356e-05	1.41195101571957e-05	9.12294176268855e-06	0.000590480463817839	0.00132305286909804	0.000231528172757428	0.000178823915881347	1.30916530959439e-06	1.81189115464472e-05	8.30248533498554e-05	2.57988346218974e-05	0.534733614352771	0.000288507096553215	6.65604414453091e-05	0.0300840250211684	6.27533784764255e-07	0.00140189980039333	0.00028856192806942	2.81308248342597e-07	0.000900134522316219	9.38171552072094e-05	0.000156664386323715	5.41731285012278e-06	1.73112768210829e-07	0.0822667099004264	1.29834576158122e-07	3.24586440395304e-08	0.0137111183167377	7.97186847844918e-06	0.00016062934714713	2.16390960263536e-08
"Pygeretmus_pumilio"	0.00227948779833402	0.00244428915282225	0.00408821388375046	0.0629845764638826	0.00175351207241697	2.24760747261187e-05	1.17987693317433	0.00314902408388463	0.0442690833920873	0.00458497687571794	0.0085092474380603	0.000186929385506398	0.000132556744108818	0.000122299630108744	0.00510243171512064	0.00762747613842605	0.00619677498938255	3.04432067138853e-06	0.0022074537582495	0.000320070107254777	0.000400769589666426	0.00528524833411798	0.00115326815526762	0.00100158150088683	0.021606113991263	2.96769984504429e-05	8.702609145989e-05	0.0415983263086228	0.486597746546244	9.13090535748571e-06	0.00844622167286044	0.0804692260019096	0.00056400900015854	1.42253381002123e-05	0.000614021170695782	0.000458106760354048	6.37687570009518e-06	0.000161709214768426	0.0145138126027353	0.00106627369202743	3.58814632012615e-05	3.92423120005857e-06	1.40475467038242e-06	2.94317340004393e-06	7.35793350010982e-07	2.3412577839707e-07	6.38195601259074e-06	4.27602400351024e-06	4.90528900007321e-07
"Allactaga_major"	0.000319635662899029	0.00535315369164895	0.000679436164178584	0.0209182113221581	0.000994905672474038	0.000936717601644529	0.00438798437918349	1.21459718509065	0.0656644527249372	0.00177038521394752	0.00145655223629035	0.00718211814735702	0.00445105702784832	0.00335434445710659	0.000822713773232694	0.000173282844242973	0.000270487177998711	7.10145531738077e-07	0.000148416239135232	4.48810566046087e-05	0.000103969086387395	0.000757434292060718	0.00233338377378409	0.000233637879941827	0.00899379282810818	4.16138532502502e-06	2.0157532708359e-05	0.00865193935962096	0.0102532204382507	0.00038054152566809	0.577391822545122	0.00844752316163437	0.0235057573162674	1.9947136268715e-06	0.0228363092736878	0.000424568816733388	8.94181970666533e-07	0.00120186508944972	0.000285788831528119	0.000411717491615702	5.89321168684143e-06	5.50265828102482e-07	5.85448501027831e-05	4.12699371076861e-07	1.03174842769215e-07	9.75747501713052e-06	1.39769025891617e-05	0.000143582484769301	6.87832285128102e-08
"Allactaga_sibirica"	0.00264832300806358	0.00367227409175667	0.00137751295721175	0.103701890379683	0.00188461983603014	7.65808517782308e-05	0.0660152997952179	0.0702724844951083	1.0475768230943	0.000429065823846891	0.0189455118570207	0.000581426181577627	0.000386600388272281	0.000281070894009735	0.00937376644165908	0.00249312956301304	0.0036154448569578	1.50881782519963e-06	0.00159970855791486	0.000371859428181942	0.000586272792133556	0.00273225264542758	0.00158244028815358	0.00049640106449068	0.0781086646093144	3.4478920160931e-05	6.14120385063129e-05	0.11169839453787	0.157786823692908	3.11109710349062e-05	0.189664656130984	0.116267305489101	0.00192170074930998	1.65270856969752e-05	0.00184097082933865	0.000730790237250515	7.40869358829922e-06	0.000129158416527307	0.000847184654510554	9.97827497318352e-05	1.43155589530371e-05	4.55919605433798e-06	4.78630323613943e-06	3.41939704075349e-06	8.54849260188372e-07	7.97717206023238e-07	9.58818300719756e-06	1.24709802668478e-05	5.69899506792248e-07
"Apodemus_uralensis"	0.00261398434517055	0.047910931428009	0.0306726127332754	0.00330987281262805	0.00389470929099849	0.00150397810870767	0.00906332638223313	0.00251147669885578	0.000568761673471461	1.18550013101797	0.00105126367202688	0.017364478255567	0.0111282869742505	0.0158016022613196	0.000105391414417705	0.000251277178566623	6.19218758408805e-05	1.93272100215519e-05	0.000634869852991435	0.000367037827678886	0.000187179371222834	0.00987345813244748	0.0480851562699741	0.00635865209709058	0.00108514528260556	3.40318598844024e-05	0.000412046647590724	0.00103268582863446	0.0038342981548419	0.000610991106662489	0.00127783394023034	0.00113717907613169	0.037740450665383	1.63127923412838e-05	0.0630675486724568	0.0297119173832143	7.31263104954101e-06	0.032550859591806	0.152088917474972	0.275697704887901	0.000252059817889454	4.50008064587139e-06	9.39986317942291e-05	3.37506048440355e-06	8.43765121100886e-07	1.56664386323715e-05	0.000125093815738927	0.000358976999169371	5.62510080733924e-07
