"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Soulamea_terminaloides"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp1_M_PL_093"	"Lygistorrhina_sp1_M_PL_093"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp2_M_PL_093"	"Unidentified_sp4_M_PL_093"	"Unidentified_sp5_M_PL_093"	"Hemipyrellia_sp1_M_PL_093"	"Phelsuma_sp1_M_PL_093"	"Unidentified_sp3_M_PL_093"
"Nephrosperma_vanhoutteanum"	1.25071005877164	0.0322407528020224	0.0297632238321818	0.0102075596650849	0.010411738262407	0.0615875127706884	0.288728116240972	0.16398487763291	0.0611152796280557	0.00145822280929784	0.00145822280929784	0.00119410195563046	0.00119410195563046	0.040345485766827	0.00145822280929784	0.00119410195563046	0.00260293456560174	0.0201727428834135	0.0201727428834135
"Erythroxylum_sechellarum"	0.0370171606245443	1.24970396325454	0.0457040663492981	0.00059998776156631	0.000308155343388506	0.478329942413689	0.0169710823985899	0.00485344665836897	0.0249338189196408	8.57125373666158e-05	8.57125373666158e-05	0.0462853319723902	0.0462853319723902	0.00119410195563046	8.57125373666158e-05	0.0462853319723902	7.70388358471265e-05	0.00059705097781523	0.00059705097781523
"Memecylon_eleagni"	0.115332492349704	0.154251223928881	1.05485635502501	0.00793315803515159	0.000960103994586509	0.390493096860961	0.224395041565716	0.0151216379147375	0.00843710861536521	0.00113330829073594	0.00113330829073594	0.00571300829366226	0.00571300829366226	0.00372040297902272	0.00113330829073594	0.00571300829366226	0.000240025998646627	0.00186020148951136	0.00186020148951136
"Dillenia_ferruginea"	0.045204907088233	0.00231423850889863	0.00906646632588753	1.27637140584662	0.000376315563689765	0.00514861890980385	0.10307690823309	0.0059269701281138	0.00223019048263007	0.182338772263803	0.182338772263804	8.57125373666158e-05	8.57125373666158e-05	0.00145822280929784	0.182338772263803	8.57125373666158e-05	9.40788909224412e-05	0.000729111404648919	0.000729111404648919
"Soulamea_terminaloides"	0.161381943067308	0.00416009713574483	0.00384041597834604	0.00131710447291418	1.16263377267902	0.00794677584137915	0.0372552408052867	0.311481919694569	0.00788584253265235	0.000188157781844882	0.000188157781844882	0.000154077671694253	0.000154077671694253	0.00520586913120348	0.000188157781844882	0.000154077671694253	0.290658443169755	0.00260293456560174	0.00260293456560174
"Lasioglossum_mahense"	0.0707115887367164	0.478329942413688	0.115701658329174	0.00133482712476396	0.000588650062324382	1.21559702515037	0.0377565386718949	0.00927123848160901	0.0122794903838102	0.000190689589251994	0.000190689589251994	0.0177159237930996	0.0177159237930996	0.00228101899150698	0.000190689589251994	0.0177159237930996	0.000147162515581095	0.00114050949575349	0.00114050949575349
"Apis_mellifera"	0.497253977970563	0.0254566235978849	0.0997311295847629	0.0400854643128685	0.00413947120058741	0.0566348080078423	1.133845990564	0.0651966714092518	0.0245320953089307	0.00572649490183836	0.00572649490183836	0.000942837911032774	0.000942837911032773	0.0160404509022762	0.00572649490183836	0.000942837911032774	0.00103486780014685	0.00802022545113811	0.00802022545113811
"Unidentified_sp1_M_PL_093"	0.564836800735578	0.0145603399751069	0.0134414559242111	0.00460986565519962	0.0692182043765709	0.027813715444827	0.130393342818503	1.09018671893099	0.0276004488642832	0.000658552236457088	0.000658552236457088	0.000539271850929886	0.000539271850929885	0.0182205419592122	0.000658552236457088	0.000539271850929885	0.0173045510941427	0.00911027097960609	0.00911027097960609
"Lygistorrhina_sp1_M_PL_093"	0.473643417117432	0.168303277707575	0.0168742172307304	0.00390283334460261	0.00394292126632618	0.0828865600907192	0.110394428890188	0.0621010099446373	1.02603495722548	0.000557547620657516	0.000557547620657517	0.0062334547299102	0.0062334547299102	0.0152788199070139	0.000557547620657516	0.0062334547299102	0.000985730316581544	0.00763940995350696	0.00763940995350697
"Cratopus_aurostriatus"	0.0226024535441165	0.00115711925444931	0.00453323316294376	0.638185702923312	0.000188157781844882	0.00257430945490193	0.0515384541165452	0.0029634850640569	0.00111509524131503	1.0911693861319	0.0911693861319017	4.28562686833079e-05	4.28562686833079e-05	0.000729111404648919	0.0911693861319017	4.28562686833079e-05	4.70394454612206e-05	0.000364555702324459	0.00036455570232446
