"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Memecylon_eleagni"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_087"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_087"	"Hemipyrellia_sp1_M_PL_087"	"Rhiparida_seychellensis"	"Unidentified_sp4_M_PL_087"	"Cratopus_aurostriatus"	"Neophyllomyza_approximatonervis"	"Megachile_seychellensis"	"Mabuya_sechellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_087"
"Nephrosperma_vanhoutteanum"	1.20803959642497	0.0348313341684679	0.027364802828749	0.0197405690737509	0.0225138477527618	0.0131486958144842	0.00769448727014856	0	0.18278132093761	0.173019942653747	0.100669966368748	0.00411325621696431	0.0373321970982921	0.0473741018205871	0.0355305763654403	0.0355305763654403	0.0185157497744789	0.0236870509102935	0.00172056914840341	0	0.000469596279088721	0.00592176272757339
"Erythroxylum_sechellarum"	0.122510209833921	1.06586027031195	0.0444139506036552	0.0399093138125389	0.023219831978361	0.0254541381567864	0.0119656186361188	0	0.353840491959723	0.180991983937879	0.0102091841528268	0.00658881638685769	0.0587339451025287	0.00480432195427143	0.00360324146570357	0.00360324146570357	0.00257561513213049	0.00240216097713571	0.03780404752488	0	0.000909076362742373	0.000600540244283929
"Paragenipa_wrightii"	0.0962486168459448	0.0444139506036552	1.08121305103293	0.0347900193953434	0.0195098869848311	0.0269923795653377	0.03016542890529	0	0.37522373791376	0.144144918294879	0.0080207180704954	0.116877197453139	0.00512811497902517	0.00377445556258607	0.00283084167193955	0.00283084167193955	0.00206575040213081	0.00188722778129304	0.00244704236425032	0	0.000964013555904918	0.000471806945323259
"Canthium_bibracteatum"	0.105975686606452	0.0609142158191384	0.0531005559192083	1.04711368471502	0.0179802924146067	0.0344541245224177	0.0137947733364942	0	0.478950192536906	0.118793566320232	0.00883130721720437	0.00779228984657517	0.00626766726000322	0.00415590927868441	0.00311693195901331	0.00311693195901331	0.00215780905999354	0.0020779546393422	0.029656113482634	0	0.0012305044472292	0.000519488659835551
"Phoenicophorium_borsigianum"	0.15309416471878	0.0448916751581645	0.0377191148373402	0.0227750370585019	1.05388469653137	0.00923270742787426	0.0117359376013018	0	0.128344779079791	0.454261834897743	0.0127578470598984	0.00585796699718319	0.00682475274838846	0.00600369273406982	0.00450276955055236	0.00450276955055237	0.0373808746596552	0.00300184636703491	0.00214733187904429	0	0.000329739550995509	0.000750461591758728
"Memecylon_eleagni"	0.0957976409340992	0.0527264290390576	0.0559127862424852	0.0467591689947098	0.00989218652986528	1.05819428823021	0.014050833362909	0	0.556217303419913	0.0344757871542989	0.00798313674450826	0.00812588689591434	0.00554480676275945	0.00375677023270977	0.00281757767453233	0.00281757767453233	0.00173852838826167	0.00187838511635489	0.00304865717271395	0	0.0377926531510788	0.000469596279088721
"Psychotria_pervillei"	0.0872041890616837	0.0385558822719383	0.0971997153614902	0.0291222992659321	0.0195598960021696	0.0218568518978584	1.03983449947226	0	0.303834259898801	0.152147708984121	0.00726701575514031	0.183360892880473	0.00455909886273599	0.00341977212006603	0.00256482909004952	0.00256482909004952	0.00193441107843042	0.00170988606003301	0.00209588947826287	0	0.000780601853494944	0.000427471515008254
"Syzygium_wrightii"	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0
"Apis_mellifera"	0.202648855822133	0.111536676813391	0.118277047820642	0.0989136267195784	0.0209257791977919	0.0846417635638998	0.0297229167292306	0	1.1766135264652	0.0729295497494784	0.0168874046518444	0.0171893761259726	0.0117293989212219	0.00794701395380914	0.00596026046535685	0.00596026046535685	0.00367765620593815	0.00397350697690456	0.00644908248074105	0	0.00302292012728214	0.000993376744226141
"Lasioglossum_mahense"	0.309614634222495	0.0920836409508506	0.0733368882552894	0.0395978554400775	0.119542588130985	0.0084677371957927	0.024023322471177	0	0.117710852227228	1.11336089496466	0.0258012195185412	0.0115904617256284	0.0138692597169835	0.0121417503616665	0.00910631277124984	0.00910631277124984	0.00853790932332442	0.00607087518083323	0.00421734679119289	0	0.000302419185564025	0.00151771879520831
