"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Memecylon_eleagni"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_087"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_087"	"Hemipyrellia_sp1_M_PL_087"	"Rhiparida_seychellensis"	"Unidentified_sp4_M_PL_087"	"Cratopus_aurostriatus"	"Neophyllomyza_approximatonervis"	"Megachile_seychellensis"	"Mabuya_sechellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_087"
"Unidentified_sp2_M_PL_087"	0.604019798212486	0.0174156670842339	0.0136824014143745	0.00987028453687547	0.0112569238763809	0.0065743479072421	0.00384724363507428	0	0.091390660468805	0.0865099713268735	1.05033498318437	0.00205662810848216	0.0186660985491461	0.0236870509102936	0.0177652881827202	0.0177652881827202	0.00925787488723944	0.0118435254551468	0.000860284574201704	0	0.000234798139544361	0.00296088136378669
"Nectarinia_dussumieri"	0.0466169037922622	0.0212306305798748	0.376604302904559	0.0164503896761031	0.00976327832863865	0.0126402685047556	0.183360892880473	0	0.175713622621054	0.0734062575956466	0.00388474198268852	1.06951921463113	0.00246922147013105	0.00182811387420636	0.00137108540565477	0.00137108540565477	0.00101098531378201	0.000914056937103181	0.00116499570112725	0	0.00045143816088413	0.000228514234275795
"Unidentified_sp1_M_PL_087"	0.423098233780644	0.189253823108148	0.0165239260435255	0.0132317419933401	0.0113745879139808	0.00862525496429247	0.00455909886273599	0	0.119900522305824	0.0878386448742288	0.035258186148387	0.00246922147013105	1.02223305654985	0.0165920875992409	0.0124440656994307	0.0124440656994307	0.00660118578018138	0.00829604379962046	0.00687419763694781	0	0.000308044820153303	0.00207401094990512
"Hemipyrellia_sp1_M_PL_087"	0.604019798212485	0.0174156670842339	0.0136824014143745	0.00987028453687547	0.0112569238763809	0.0065743479072421	0.00384724363507428	0	0.091390660468805	0.0865099713268735	0.0503349831843738	0.00205662810848216	0.018666098549146	1.02368705091029	0.0177652881827202	0.0177652881827202	0.00925787488723944	0.0118435254551468	0.000860284574201704	0	0.000234798139544361	0.00296088136378669
"Rhiparida_seychellensis"	0.604019798212486	0.0174156670842339	0.0136824014143745	0.00987028453687547	0.0112569238763809	0.0065743479072421	0.00384724363507428	0	0.091390660468805	0.0865099713268735	0.0503349831843738	0.00205662810848216	0.0186660985491461	0.0236870509102936	1.01776528818272	0.0177652881827202	0.00925787488723944	0.0118435254551468	0.000860284574201704	0	0.000234798139544361	0.00296088136378669
"Unidentified_sp4_M_PL_087"	0.604019798212485	0.0174156670842339	0.0136824014143745	0.00987028453687547	0.0112569238763809	0.0065743479072421	0.00384724363507428	0	0.091390660468805	0.0865099713268735	0.0503349831843738	0.00205662810848216	0.0186660985491461	0.0236870509102936	0.0177652881827202	1.01776528818272	0.00925787488723944	0.0118435254551468	0.000860284574201704	0	0.000234798139544361	0.00296088136378669
"Cratopus_aurostriatus"	0.472151619249212	0.018673209707946	0.0149766904154484	0.0102495930349693	0.140178279973707	0.00608484935891586	0.00435242492646843	0	0.0845860927365776	0.121665207857373	0.0393459682707676	0.00227471695600952	0.0148526680054081	0.0185157497744789	0.0138868123308592	0.0138868123308592	1.01161601549789	0.00925787488723944	0.000913629915531814	0	0.000217316048532709	0.00231446872180986
"Neophyllomyza_approximatonervis"	0.604019798212485	0.0174156670842339	0.0136824014143745	0.00987028453687547	0.0112569238763809	0.0065743479072421	0.00384724363507428	0	0.091390660468805	0.0865099713268735	0.0503349831843738	0.00205662810848216	0.018666098549146	0.0236870509102935	0.0177652881827202	0.0177652881827202	0.00925787488723944	1.01184352545515	0.000860284574201704	0	0.000234798139544361	0.00296088136378669
"Megachile_seychellensis"	0.0584993510457159	0.36543912607384	0.0236547428544198	0.187822052056682	0.0107366593952214	0.0142270668059984	0.00628766843478862	0	0.197771862742725	0.080129589032665	0.00487494592047632	0.00349498710338176	0.0206225929108434	0.00229409219787121	0.00172056914840341	0.00172056914840341	0.00121817322070909	0.00114704609893561	1.0175440347554	0	0.000508109528785658	0.000286761524733902
"Mabuya_sechellensis"	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0
"Chalcidoma_disjunctum"	0.0478988204670496	0.0263632145195288	0.0279563931212426	0.0233795844973549	0.00494609326493264	0.529097144115104	0.00702541668145449	0	0.278108651709957	0.0172378935771494	0.00399156837225413	0.00406294344795717	0.00277240338137972	0.00187838511635489	0.00140878883726616	0.00140878883726616	0.000869264194130837	0.000939192558177443	0.00152432858635698	0	1.01889632657554	0.000234798139544361
"Unidentified_sp3_M_PL_087"	0.604019798212485	0.0174156670842339	0.0136824014143745	0.00987028453687547	0.0112569238763809	0.0065743479072421	0.00384724363507428	0	0.091390660468805	0.0865099713268735	0.0503349831843738	0.00205662810848216	0.0186660985491461	0.0236870509102936	0.0177652881827202	0.0177652881827202	0.00925787488723944	0.0118435254551468	0.000860284574201704	0	0.000234798139544361	1.00296088136379
