"Apodemus_agrarius"	"Microtus_fortis"	"Apodemus_peninsulae"	"Crocidura_suaveolens"	"Tamias_sibiricus"	"Megabothris_calcarifer"	"Ctenophthalmus_congeneroides"	"Neopsylla_bidentatiformis"	"Stenoponia_sidimi"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Rhadinopsylla_insolita"	"Peromyscopsylla_ostsibirica"	"Hystrichopsylla_microti"
"Apodemus_agrarius"	1.26063835081462	0.0686699722561948	0.00286625377879113	0.000579378241865588	0.000579378241865588	0.341253784458831	0.164781550862657	0.116853234060946	0.0156277481505944	0.0137136853425974	0.00893014180033967	0.00178562957389295	0.00223253545008492	0.00148835696672328
"Microtus_fortis"	0.251789898272714	1.0779437943057	0.00213749518375142	0.000731072785581399	0.000731072785581399	0.430601870707444	0.157563303453372	0.0649766640810961	0.00312136237528158	0.00291295292938834	0.00178363564301805	0.00496369595914242	0.000445908910754512	0.000297272607169675
"Apodemus_peninsulae"	0.269746327848454	0.0548623763829531	1.00804951385602	0.000337557622952196	0.000337557622952196	0.198821439918843	0.207860365279821	0.138506153843034	0.00334396274192299	0.114871755318349	0.00191083585252742	0.000555972106949173	0.000477708963131856	0.000318472642087904
"Crocidura_suaveolens"	0.245366685430076	0.0844389067346516	0.00151900930328488	1.00100436593266	0.00100436593266026	0.591571534336891	0.0405400085205064	0.0256198240979511	0.00304173576979433	0.00277598089987124	0.00173813472559676	0.000655225513723494	0.000434533681399191	0.000289689120932794
"Tamias_sibiricus"	0.245366685430076	0.0844389067346516	0.00151900930328488	0.00100436593266026	1.00100436593266	0.591571534336891	0.0405400085205064	0.0256198240979511	0.00304173576979433	0.00277598089987124	0.00173813472559676	0.000655225513723494	0.000434533681399191	0.000289689120932794
"Megabothris_calcarifer"	0.490733370860153	0.168877813469303	0.00303801860656976	0.00200873186532051	0.00200873186532051	1.18314306867378	0.0810800170410128	0.0512396481959022	0.00608347153958867	0.00555196179974249	0.00347626945119353	0.00131045102744699	0.000869067362798381	0.000579378241865588
"Ctenophthalmus_congeneroides"	0.522733983448205	0.136318813100108	0.00700652916673554	0.000303670475809037	0.000303670475809037	0.178861910251522	1.08190285611139	0.053302317368365	0.00648017334853146	0.00633293753948965	0.00370295619916084	0.00120728409856191	0.000925739049790209	0.000617159366526806
"Neopsylla_bidentatiformis"	0.57210803034463	0.0867607479926775	0.00720552245426188	0.000296182937548568	0.000296182937548568	0.174451750216106	0.0822642701581124	1.05585299731928	0.0070922483100574	0.0068796835860783	0.0040527133200328	0.00105103987365342	0.0010131783300082	0.000675452220005467
"Stenoponia_sidimi"	0.630319175407308	0.0343349861280974	0.00143312688939557	0.000289689120932794	0.000289689120932794	0.170626892229416	0.0823907754313286	0.0584266170304729	1.0078138740753	0.0068568426712987	0.00446507090016983	0.000892814786946476	0.00111626772504246	0.000744178483361639
"Nosopsyllus_fasciatus"	0.580774574259	0.0336446063344353	0.0516922898932571	0.000277598089987124	0.000277598089987124	0.163505275002416	0.0845447161521868	0.0595092630195773	0.00719968480486364	1.01191474617009	0.00411410560277922	0.000831331913599287	0.00102852640069481	0.00068568426712987
"Ceratophyllus_anisus"	0.630319175407308	0.0343349861280974	0.00143312688939557	0.000289689120932794	0.000289689120932794	0.170626892229416	0.0823907754313286	0.0584266170304729	0.00781387407529721	0.0068568426712987	1.00446507090017	0.000892814786946476	0.00111626772504246	0.000744178483361639
"Rhadinopsylla_insolita"	0.378107062271833	0.286653441640475	0.00125093724063564	0.000327612756861747	0.000327612756861747	0.192963913791569	0.0805862135790073	0.0454574745355104	0.004687277631469	0.00415665956799644	0.00267844436083943	1.00168733138326	0.000669611090209857	0.000446407393473238
"Peromyscopsylla_ostsibirica"	0.630319175407308	0.0343349861280974	0.00143312688939557	0.000289689120932794	0.000289689120932794	0.170626892229416	0.0823907754313286	0.0584266170304728	0.00781387407529721	0.0068568426712987	0.00446507090016983	0.000892814786946476	1.00111626772504	0.000744178483361639
"Hystrichopsylla_microti"	0.630319175407308	0.0343349861280974	0.00143312688939557	0.000289689120932794	0.000289689120932794	0.170626892229416	0.0823907754313286	0.0584266170304729	0.00781387407529721	0.0068568426712987	0.00446507090016983	0.000892814786946476	0.00111626772504246	1.00074417848336
