"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Apodemus_agrarius"	"Microtus_arvalis"	"Microtus_subterraneus"	"Microtus_agrestis"	"Apodemus_sylvaticus"	"Neomys_fodiens"	"Apodemus_uralensis"	"Sorex_alpinus"	"Neomys_anomalus"	"Myoxus_glis"	"Sorex_minutus"	"Crocidura_suaveolens"	"Muscardinus_avellanarius"	"Microtus_tatricus"	"Talpa_europaea"	"Arvicola_terrestris"	"Sicista_betulina"	"Dryomys_nitedula"	"Micromys_minutus"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_assimilis"	"Peromyscopsylla_silvatica"	"Leptopsylla_segnis"	"Ctenophthalmus_solutus"	"Amalaraeus_arvicolae"	"Ctenophthalmus_uncinatus"	"Ctenophthalmus_congener"	"Hystrichopsylla_talpae"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_obtusus"	"Peromyscopsylla_fallax"	"Ceratophyllus_sciurorum"	"Nosopsyllus_fasciatus"	"Amphipsylla_rossica"	"Atyphloceras_nuperus"	"Rhadinopsylla_pentacantha"	"Palaeopsylla_kohauti"	"Ctenophthalmus_bisoctodentatus"
"Clethrionomys_glareolus"	1.17974267574145	0.00862880738870406	0.0275999801127815	0.0207040517118956	0.0262633698599484	0.0233563544171119	0.0282232010838633	0.00934773145100129	0.00203953001229054	0.00324429576061864	0.00131783159361952	0.00130522826737499	0.000255103986962295	0.000243550920305723	8.95239859696437e-05	0.000106214789499135	0.00032069413620617	6.31956192182389e-05	0.000164920718126558	0.000257239529971264	1.15956357710134e-05	4.8236610644068e-05	0.227773275461289	0.0794794407521951	0.00521592883033258	0.107873253490579	0.083457880924709	0.00419276032396628	0.0095395382837349	0.0410777453655418	0.00469494636786852	0.00460475185168072	0.00432458691030408	0.0221699160756525	0.0164588772504152	0.00442439412655586	0.00509978636792327	0.0159520135545773	0.0148233409340223	0.0104325964138262	0.000707333782031817	0.000909697859372525	0.0003263511040167	0.00214635383685889	0.000877885983062295	4.41747818534337e-05	5.98360342966833e-05
"Sorex_araneus"	0.0251207259473193	1.19615819402569	0.0102837348259492	0.00856233060611017	0.00890549161653936	0.00552867493953658	0.00730378591756373	0.00267785331428811	0.0282243449889225	0.00163852207458911	0.0160284798148984	0.0150238631023651	1.82602033344807e-05	0.00568214080287018	0.00161947896037854	1.57659387921448e-05	2.53365031234995e-05	0.000419800744665604	6.19386193659755e-05	2.21644852069373e-05	8.30009242476396e-07	1.16158925797628e-05	0.0548502447616402	0.00797079538837411	0.335004163846171	0.00425514744015915	0.00956517990278384	0.198021603557336	0.0127869244477962	0.00221763088893328	0.00260991155829862	0.0055400324729395	0.000928598346022285	0.00191272655739416	0.00117017334706918	0.0125460363890858	0.00713192389721685	0.00116522942124005	0.000337360692163392	0.000338975645349205	5.06305637910602e-05	0.000178186661807997	0.000107294906004173	6.47060829371371e-05	0.000156773722586364	0.00612367676122368	0.00163273940834337
"Apodemus_flavicollis"	0.1103567954822	0.0141240670500146	1.05665974503966	0.0412074098373819	0.0299597262926284	0.0196975407363319	0.0239335317233411	0.0165664327921736	0.00328750729392884	0.0112365190694722	0.00163262817596017	0.00192951922392649	0.00118760141500342	0.000282575780691658	0.000318721597587903	0.00033535026226847	0.000152588630828025	9.01197647566219e-05	0.000219239945050205	3.62904878555458e-05	5.39818825001555e-05	6.54408497676927e-05	0.309011692603045	0.144953160045887	0.0127870194681574	0.0146034858506908	0.0120636530594572	0.00671857958096861	0.0108170107926438	0.00660104007838025	0.022245656832667	0.0734361029938828	0.0032972185146938	0.00482244267881604	0.00367532657200111	0.00855480656578193	0.0126113526838512	0.00525605162868746	0.00305449410405114	0.00140857001870102	0.00329289483250948	0.00481056591124403	0.000377910619835891	0.00106205510297664	0.00103455295728632	7.23075104949551e-05	9.87156599557168e-05
"Apodemus_agrarius"	0.09087764722254	0.0129095859395726	0.0452362646585325	1.0809866686988	0.0257100859860344	0.0185971544289653	0.0231350288158594	0.020402276971538	0.00330857587519788	0.00610862377128096	0.00166596894410582	0.00153054926139974	7.93436953026174e-05	0.000208887216334817	0.00171388237965391	8.13733050763771e-05	0.000139335611754016	0.000335130491182739	0.000210492269467892	2.95106120752699e-05	3.60653160466443e-06	6.33406470530549e-05	0.299094535384526	0.0738114967200855	0.010458021618184	0.0102793806586676	0.010561726593702	0.00364691998113012	0.00966199496171904	0.00429768402679845	0.141508836908991	0.0311355039491723	0.0031093675617248	0.00388991245475689	0.00272388540563216	0.022655076511338	0.0155287184743995	0.00451963050353642	0.00122977756652549	0.00390156893628932	0.00021999842788453	0.0124767650529024	0.000341236668878392	0.000235781443199227	0.00022559744969793	6.60900304073683e-05	0.00108715937651874
"Microtus_arvalis"	0.118115928772598	0.0137573411791531	0.0336981104170161	0.0263426715814729	1.06306550509406	0.0205815533674317	0.0333164056759578	0.0110276907696534	0.00285381995787663	0.00614231048829046	0.00162519579884521	0.0014551790669944	7.06091331996351e-05	0.000227278454032228	0.0001273187382305	7.42137849839577e-05	0.000159047568033345	7.79671792169289e-05	0.000441298295789776	0.000112512249733853	3.20950605452887e-06	5.81662547113134e-05	0.274661054746822	0.0950015015312372	0.00594829298112362	0.0385207580623715	0.040583528198113	0.00604369865547696	0.125929378941554	0.0128625646361953	0.00662254924884808	0.00658310673419329	0.00536541178170262	0.00433004815076348	0.00489127051072181	0.00657637862633222	0.0102672360804416	0.00576363290114053	0.00156234251331338	0.00150117071257756	0.000195779869326261	0.00150822639850522	0.0112681385145063	0.000286562947348154	0.000244400151733702	7.04300742960055e-05	7.92036980224621e-05
"Microtus_subterraneus"	0.115383997979516	0.00938167040898196	0.0243367298672826	0.0209307741932177	0.0226079225213681	1.09277987155643	0.0292602620463791	0.00846926065940847	0.00264089545780631	0.00270696217310582	0.00135279606716929	0.00136913311410099	5.97462349410245e-05	0.000198576218575236	7.70946304743603e-05	7.10607275381073e-05	0.00122484821610861	7.4332320152567e-05	0.000186900214480063	0.000160300950567797	2.71573795186475e-06	5.74820377787835e-05	0.271430182391416	0.0306681026108205	0.00971402454874621	0.0383365811667703	0.0656159992929117	0.00245722413909473	0.00682233573983204	0.0135717937755918	0.00482027921906586	0.00425078852813734	0.159937719193413	0.00342767876797296	0.01447932939407	0.00584622615779897	0.00585948281368978	0.00509214588437317	0.00150957626517074	0.0130024123825154	0.00016566001506375	0.000472166999102833	0.000286778857491232	0.00130540912026625	0.00747933924445981	4.80290293975186e-05	6.74011294951338e-05
"Microtus_agrestis"	0.141614061909031	0.0125882898461539	0.0300342358881144	0.0264465133326393	0.0371706565286667	0.0297192465490674	1.03398761453948	0.00977505669352115	0.0029121647467554	0.0042593115111759	0.00189458020045611	0.00143513588504157	7.13181418075493e-05	0.000268634922840523	0.000113379755744085	7.64136312188888e-05	0.000342059689280509	7.9943213084397e-05	0.000276296829906013	0.000204972823003554	3.24173371852497e-06	6.02049626262639e-05	0.284287833521219	0.0545518956146446	0.00673829558056471	0.0459825554806403	0.085332551910297	0.0042038354294058	0.0451618766368483	0.0418264746298253	0.00669136865841156	0.00611682227403599	0.0176876156065822	0.0039346323989172	0.00553755293090532	0.0197930614978868	0.0169068762126779	0.00737641567134471	0.0028315093601504	0.00771268769605729	0.000197745756830023	0.000591112957063812	0.00142840375140746	0.00131489237065095	0.000317252548607202	6.44451698608564e-05	7.89530018325322e-05
"Apodemus_sylvaticus"	0.111259743177266	0.0109480607593453	0.049314032497633	0.0553233836018915	0.0291849118508503	0.0204050094026679	0.0231873437846316	1.01828953697674	0.00274189647993169	0.00779877858373065	0.00140020112544727	0.00166115166973142	8.90353063907062e-05	0.00022576932132482	0.000846546988443196	9.0798081022946e-05	0.000126991190557602	9.76509667622549e-05	0.00022898034275175	3.89013827144282e-05	4.04705938139574e-06	7.05627841159673e-05	0.333197466595598	0.107264641641307	0.00773399089021143	0.0192310791303472	0.0112463924393492	0.00541196583333548	0.00816181947061656	0.00502526329256707	0.0674633818153233	0.0442540957082429	0.00338554878221176	0.00948619152701338	0.00911654522609747	0.00481668169189947	0.00480182284784851	0.00913886246992872	0.00149107612823709	0.00145133145591996	0.00024687062226514	0.0103510303864407	0.00269859740210722	0.000276605426056081	0.000251005060533556	5.60480926246348e-05	0.00010835273058515
"Neomys_fodiens"	0.0357476527496678	0.169926022227828	0.0144109908774963	0.0132116420221943	0.0111220791509027	0.00936975237769635	0.010172630279762	0.00403772426839255	1.02790911227437	0.00198035492898373	0.0137106121796551	0.0150420522239028	2.66550683181541e-05	0.00445110720916147	0.000947062723420798	2.6903272441956e-05	4.1702864984047e-05	0.00105785168502203	8.53341267384931e-05	3.40339260152417e-05	1.21159401446155e-06	2.08453023696483e-05	0.0984315177894793	0.0143410520140688	0.360163285471791	0.00429947478870575	0.0157401445426778	0.109077961402715	0.0107607596651467	0.00209005102849904	0.00605688835696163	0.00598477710115303	0.0015357862849525	0.000980034603896366	0.000808390052559563	0.00964990260237388	0.0157763027235817	0.000787921547918477	0.000479510616853451	0.000500609233218193	7.39072348821545e-05	0.000264895509415757	0.000136643495620571	9.31381424969364e-05	0.00361575848565003	0.000869928441439392	0.00414802553060953
"Apodemus_uralensis"	0.0855892046538464	0.0148480505522044	0.0741378577779611	0.0367147181304825	0.0360306666787348	0.0144557361409156	0.0223943182546362	0.0172859525309494	0.00298074040857345	1.02523383932955	0.0012965382561529	0.00125941384337329	0.000105467087158511	0.000239820377382195	0.000154704566210342	6.62067865622627e-05	0.000116845646314961	6.32043674309898e-05	0.000251714875715549	6.1302116640466e-05	4.79395850720503e-06	4.22369940262376e-05	0.199443085791894	0.0954889661521338	0.00638547859750618	0.025750780515868	0.0198680194808331	0.00879292748330161	0.0590018377965865	0.00417678618832705	0.00707053723602163	0.207474838101268	0.00250862659542749	0.00206216070397414	0.00175856360461011	0.00224221054584106	0.0181820272022935	0.00185392426498619	0.00120807875427687	0.00111825284135317	0.000292431468939507	0.00092484907586837	0.000442091834816454	0.000244337394841864	0.000215971631402333	7.60139106768142e-05	8.38694936190088e-05
