"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_091"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Ceratina_tabescens"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_091"	"Tricimba_seychellensis"	"Polistes_olivaceus"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_091"	"Unidentified_sp4_M_PL_091"	"Geron_seychellarum"	"Lygistorrhina_sp1_M_PL_091"	"Melanostoma_annulipes"	"Unidentified_sp2_M_PL_091"
"Nephrosperma_vanhoutteanum"	1.14364881636137	0.0594494273224954	0.067865301621325	0.0296176553967597	0.00926155252638126	0.0234905801050006	0.314665625157664	0.192503550419858	0.0135804661024106	0.00623529587300204	0.00579994412902395	0.00434995809676796	0.032640408296657	0.00115769406579766	0.012571786469851	0.012571786469851	0.0028457836917944	0.00144998603225599	0.011121800437595	0.0021281489789696	0.020793614842934	0.010396807421467	0.0010603953378332	0.010396807421467	0.010396807421467
"Phoenicophorium_borsigianum"	0.0797492317740792	1.18238100764598	0.0413722470103483	0.0135569431323941	0.0016580936098862	0.0146158101606407	0.123000088440797	0.153183921808957	0.00129496269452637	0.00285409329103033	0.115354244648389	0.0865156834862916	0.0310135402104812	0.000207261701235775	0.0439828347592738	0.0439828347592738	0.015712163300122	0.0288385611620972	0.0151442735971766	0.00131079636683854	0.00144998603225599	0.000724993016127993	0.000646441359536692	0.000724993016127993	0.000724993016127993
"Erythroxylum_sechellarum"	0.116643487161652	0.0530081914820088	1.09730050170273	0.0321217341021552	0.00400090800801237	0.0302585108767748	0.337214122980353	0.221325760103853	0.00243570746558745	0.00676247033729584	0.00517153087629354	0.00387864815722015	0.00447406873257299	0.000500113501001546	0.00299971941644328	0.00299971941644328	0.034937082037747	0.00129288271907338	0.0017068366973699	0.0185207071971404	0.00212079067566641	0.0010603953378332	0.0171453203391052	0.0010603953378332	0.0010603953378332
"Memecylon_eleagni"	0.085735318253778	0.0292544562330609	0.0540997626983667	1.14441630329932	0.00357989042157475	0.0162476024272365	0.311666890685198	0.0896434447262856	0.00200999931654158	0.240929748063014	0.00285409329103033	0.00214056996827275	0.00305175927513335	0.000447486302696844	0.00184969696826163	0.00184969696826163	0.00204737924570275	0.000713523322757583	0.00113617364550405	0.00158383617521818	0.00155882396825051	0.000779411984125255	0.000845308792161979	0.000779411984125255	0.000779411984125255
"Canthium_bibracteatum"	0.0318365868094356	0.00424886487533339	0.00800181601602473	0.00425111987562002	1.28282524154419	0.00216970421273289	0.0517404345296105	0.00728790788263731	0.441260600297264	0.000894972605393689	0.00041452340247155	0.000310892551853662	0.00097190139996613	0.160353155193023	0.000444869792376245	0.000444869792376245	0.000301872175809717	0.000103630850617887	0.000341238941758358	0.000223651294010972	0.000578847032898828	0.000289423516449414	0.000125028375250386	0.000289423516449414	0.000289423516449414
"Paragenipa_wrightii"	0.117452900525003	0.0544771105987518	0.0880247589142539	0.0280640405561357	0.00315593340033875	1.04215858933885	0.25242580418715	0.323894633348085	0.00215260574750284	0.00590821906444962	0.00531484005841481	0.00398613004381111	0.00453197093801288	0.000394491675042343	0.00306081866304195	0.00306081866304195	0.00341512872337229	0.0013287100146037	0.00173210864843824	0.0487462318279829	0.00213550728227278	0.00106775364113639	0.00137538685803522	0.00106775364113639	0.00106775364113639
"Apis_mellifera"	0.270415771619867	0.0787969316573853	0.168607061490177	0.0925261081721682	0.0129351086324026	0.0433856850946663	1.1471332669376	0.0936632402950544	0.00690476878893265	0.0194791806678249	0.00768750552754979	0.00576562914566234	0.0092968519715202	0.00161688857905033	0.00534113976937542	0.00534113976937542	0.00622990886251174	0.00192187638188745	0.00341926338748797	0.00460656193099612	0.0049166503930885	0.00245832519654425	0.00263448533578401	0.00245832519654425	0.00245832519654425
"Lasioglossum_mahense"	0.240629438024823	0.142739563503801	0.160964189166439	0.0387096693136234	0.00265014832095902	0.0809736583370213	0.13623744042917	1.10245397901911	0.00309852883100987	0.00814940406602597	0.0139258110735416	0.0104443583051562	0.010044073805426	0.000331268540119878	0.0074097194982583	0.0074097194982583	0.00677085729564391	0.0034814527683854	0.00392826672987291	0.00619568628922658	0.00437508069136041	0.00218754034568021	0.00251506545572561	0.00218754034568021	0.00218754034568021
"Megachile_seychellensis"	0.0622438029693818	0.00442445587296511	0.00649521990823321	0.0031824989178575	0.588347467063018	0.00197322193521093	0.0368254335409741	0.0113612723803695	1.20281029455718	0.000669999772180526	0.000431654231508792	0.000323740673631594	0.00180547182067852	0.0735434333828772	0.000727723091082904	0.000727723091082903	0.000256932401070887	0.000107913557877198	0.000619809533205706	0.000191179717212095	0.00113170550853421	0.000565852754267107	0.000101487811066144	0.000565852754267107	0.000565852754267107
"Chalcidoma_disjunctum"	0.042867659126889	0.0146272281165304	0.0270498813491833	0.572208151649658	0.00178994521078738	0.00812380121361823	0.155833445342599	0.0448217223631428	0.00100499965827079	1.12046487403151	0.00142704664551517	0.00107028498413637	0.00152587963756667	0.000223743151348422	0.000924848484130814	0.000924848484130814	0.00102368962285138	0.000356761661378791	0.000568086822752023	0.000791918087609091	0.000779411984125255	0.000389705992062627	0.00042265439608099	0.000389705992062627	0.000389705992062627
"Unidentified_sp3_M_PL_091"	0.0398746158870396	0.591190503822993	0.0206861235051742	0.00677847156619704	0.0008290468049431	0.00730790508032037	0.0615000442203983	0.0765919609044788	0.000647481347263187	0.00142704664551517	1.0576771223242	0.0432578417431458	0.0155067701052406	0.000103630850617887	0.0219914173796369	0.0219914173796369	0.00785608165006099	0.0144192805810486	0.00757213679858829	0.000655398183419272	0.000724993016127993	0.000362496508063997	0.000323220679768346	0.000362496508063997	0.000362496508063997
"Cratopus_aurostriatus"	0.0398746158870396	0.591190503822992	0.0206861235051742	0.00677847156619704	0.0008290468049431	0.00730790508032036	0.0615000442203983	0.0765919609044788	0.000647481347263187	0.00142704664551517	0.0576771223241944	1.04325784174315	0.0155067701052406	0.000103630850617887	0.0219914173796369	0.0219914173796369	0.00785608165006099	0.0144192805810486	0.00757213679858829	0.000655398183419272	0.000724993016127993	0.000362496508063997	0.000323220679768346	0.000362496508063997	0.000362496508063997
"Hemipyrellia_germana"	0.359044491263227	0.254311029725946	0.0286340398884672	0.0115966852455067	0.00311008447989162	0.00997033606362834	0.118999705235459	0.088387849487749	0.00433313236962845	0.00244140742010668	0.0248108321683849	0.0186081241262887	1.01599483053109	0.000388760559986452	0.0125681028928101	0.01256810289281	0.00399616776756272	0.00620270804209623	0.00636539485071382	0.000900603967058587	0.0065280816593314	0.0032640408296657	0.000447406873257299	0.0032640408296657	0.0032640408296657
"Ceratina_tabescens"	0.0159182934047178	0.00212443243766669	0.00400090800801237	0.00212555993781001	0.641412620772093	0.00108485210636644	0.0258702172648052	0.00364395394131866	0.220630300148632	0.000447486302696844	0.000207261701235775	0.000155446275926831	0.000485950699983065	1.08017657759651	0.000222434896188123	0.000222434896188123	0.000150936087904858	5.18154253089437e-05	0.000170619470879179	0.000111825647005486	0.000289423516449414	0.000144711758224707	6.25141876251932e-05	0.000144711758224707	0.000144711758224707
"Neophyllomyza_approximatonervis"	0.172862063960451	0.450824056282556	0.0239977553315462	0.00878606059924274	0.00177947916950498	0.00841725132336535	0.0854582363100067	0.0815069144808414	0.00218316927324871	0.00184969696826163	0.0439828347592738	0.0329871260694553	0.0157101286160126	0.000222434896188123	1.01806503634346	0.018065036343459	0.00624778419902004	0.0109957086898184	0.0070693276536406	0.000757567259935653	0.00314294661746275	0.00157147330873137	0.00037496492705541	0.00157147330873137	0.00157147330873137
"Phelsuma_sp1_M_PL_091"	0.172862063960451	0.450824056282556	0.0239977553315462	0.00878606059924274	0.00177947916950498	0.00841725132336535	0.0854582363100067	0.0815069144808414	0.00218316927324871	0.00184969696826163	0.0439828347592738	0.0329871260694553	0.0157101286160126	0.000222434896188123	0.018065036343459	1.01806503634346	0.00624778419902004	0.0109957086898184	0.0070693276536406	0.000757567259935653	0.00314294661746275	0.00157147330873137	0.00037496492705541	0.00157147330873137	0.00157147330873137
"Tricimba_seychellensis"	0.0521727010162307	0.214732898435	0.372662208402635	0.0129667352227841	0.00160998493765182	0.012522138652365	0.132904722400251	0.0993059070027774	0.00102772960428355	0.00272983899427033	0.0209495510668293	0.015712163300122	0.00666027961260453	0.000201248117206478	0.00833037893202672	0.00833037893202672	1.01426438789594	0.00523738776670732	0.0030929911653194	0.00639203512685322	0.000948594563931466	0.000474297281965733	0.00582284700629117	0.000474297281965733	0.000474297281965733
"Polistes_olivaceus"	0.0398746158870396	0.591190503822992	0.0206861235051742	0.00677847156619704	0.0008290468049431	0.00730790508032036	0.0615000442203983	0.0765919609044788	0.000647481347263187	0.00142704664551517	0.0576771223241944	0.0432578417431458	0.0155067701052406	0.000103630850617887	0.0219914173796369	0.0219914173796369	0.00785608165006099	1.01441928058105	0.00757213679858829	0.000655398183419272	0.000724993016127993	0.000362496508063996	0.000323220679768346	0.000362496508063996	0.000362496508063996
"Rhiparida_seychellensis"	0.305849512033863	0.31045760874212	0.0273093871579183	0.0107936496322884	0.00272991153406686	0.00952659756641034	0.109416428399615	0.0864218680572039	0.00371885719923424	0.00227234729100809	0.0302885471943532	0.0227164103957649	0.0159134871267846	0.000341238941758358	0.0141386553072812	0.0141386553072812	0.00463948674797909	0.00757213679858829	1.00656651850869	0.000859736336452035	0.0055609002187975	0.00278045010939875	0.000426709174342474	0.00278045010939875	0.00278045010939875
"Unidentified_sp1_M_PL_091"	0.0585240969216639	0.0268713255201901	0.296331315154246	0.0150464436645727	0.00178921035208778	0.268104275053906	0.147409981791876	0.136305098362985	0.00114707830327257	0.00316767235043637	0.00262159273367709	0.00196619455025781	0.00225150991764647	0.000223651294010972	0.00151513451987131	0.00151513451987131	0.00958805269027982	0.000655398183419272	0.000859736336452035	1.01681673475628	0.0010640744894848	0.000532037244742399	0.00463017679928509	0.000532037244742399	0.000532037244742399
"Unidentified_sp4_M_PL_091"	0.571824408180685	0.0297247136612477	0.0339326508106625	0.0148088276983798	0.00463077626319063	0.0117452900525003	0.157332812578832	0.0962517752099291	0.00679023305120528	0.00311764793650102	0.00289997206451197	0.00217497904838398	0.0163202041483285	0.000578847032898828	0.00628589323492549	0.00628589323492549	0.0014228918458972	0.000724993016127993	0.0055609002187975	0.0010640744894848	1.01039680742147	0.0051984037107335	0.000530197668916601	0.0051984037107335	0.0051984037107335
"Geron_seychellarum"	0.571824408180685	0.0297247136612477	0.0339326508106625	0.0148088276983798	0.00463077626319063	0.0117452900525003	0.157332812578832	0.0962517752099291	0.00679023305120529	0.00311764793650102	0.00289997206451197	0.00217497904838398	0.0163202041483285	0.000578847032898829	0.00628589323492549	0.00628589323492549	0.0014228918458972	0.000724993016127993	0.0055609002187975	0.0010640744894848	0.010396807421467	1.00519840371073	0.000530197668916601	0.0051984037107335	0.0051984037107335
"Lygistorrhina_sp1_M_PL_091"	0.0583217435808261	0.0265040957410044	0.548650250851365	0.0160608670510776	0.00200045400400618	0.0151292554383874	0.168607061490177	0.110662880051927	0.00121785373279373	0.00338123516864792	0.00258576543814677	0.00193932407861008	0.0022370343662865	0.000250056750500773	0.00149985970822164	0.00149985970822164	0.0174685410188735	0.000646441359536692	0.000853418348684948	0.00926035359857018	0.0010603953378332	0.000530197668916601	1.00857266016955	0.000530197668916601	0.000530197668916601
"Melanostoma_annulipes"	0.571824408180685	0.0297247136612477	0.0339326508106625	0.0148088276983798	0.00463077626319063	0.0117452900525003	0.157332812578832	0.0962517752099291	0.00679023305120528	0.00311764793650102	0.00289997206451197	0.00217497904838398	0.0163202041483285	0.000578847032898829	0.00628589323492549	0.00628589323492549	0.0014228918458972	0.000724993016127993	0.0055609002187975	0.0010640744894848	0.010396807421467	0.0051984037107335	0.000530197668916601	1.00519840371073	0.0051984037107335
"Unidentified_sp2_M_PL_091"	0.571824408180685	0.0297247136612477	0.0339326508106625	0.0148088276983798	0.00463077626319063	0.0117452900525003	0.157332812578832	0.0962517752099291	0.00679023305120528	0.00311764793650102	0.00289997206451197	0.00217497904838398	0.0163202041483285	0.000578847032898829	0.00628589323492549	0.00628589323492549	0.0014228918458972	0.000724993016127993	0.0055609002187975	0.0010640744894848	0.010396807421467	0.0051984037107335	0.000530197668916601	0.0051984037107335	1.00519840371073
