"Saurauia_ferox"	"Fissistigma_sp."	"Goniothalamus_sp."	"Popowia_pisocarpa"	"Poikilospermum_sp."	"Combretaceae"	"Costus_sp."	"Tetracera_indica"	"Dryobalanops_lanceolata"	"Diospyros_sp."	"Glochidion_sp."	"Mallotus_floribundus"	"Mallotus_miquelianus"	"Mallotus_sp."	"Mallotus_wrayi"	"Bauhinia_sp."	"Spatholobus_sp."	"Fordia_sp."	"Ryparosa_hullettii"	"Lauraceae"	"Leea_indica"	"Magnolia_candollii"	"Aglaia_sp."	"Chisocheton_sp."	"Ardisia_sp."	"Chionanthus_pluriflorus"	"Passifloraceae"	"Uncaria_sp."	"Urophyllum_sp."	"Rubiaceae"	"Paranephelium_xestophyllum"	"Selaginella_sp."	"Pterospermum_sp."	"Brownlowia_peltata"	"Callicarpa_longifolia"	"Tetrastigma_sp."	"Globba_pendula"	"Zingiber_flagelliforme"	"Haaniella_echinata"	"Necrosciinae"	"Centrophasma_longipennis"	"Asceles_margaritatus"	"Lonchodes_hosei_herberti"	"Lonchodes_imitator"	"Dinophasma_ruficornis"	"Unidentified_juveniles"	"Acacus_sarawacus"	"Marmessoidea_rubescens"	"Lonchodes_thami"	"Lonchodes_malleti"
"Saurauia_ferox"	1.04172614704579	0.005744396610856	0.000441115798443	0.012351242356404	0	0.017233189832568	0.005744396610856	0.000638266290095111	0.005744396610856	0.000742335852847977	0.011488793221712	0.0191668738956005	0.00385203019918784	0.000642005033197973	0.0367240862877789	0.005744396610856	0.022977586443424	0.005744396610856	0.005744396610856	0	0.0191479887028533	0.000308012654355389	0.0385510518101508	0.005744396610856	0.00042133333624899	0.00042133333624899	0.00042133333624899	0.00042133333624899	0.0125832596011386	0.00042133333624899	0.00042133333624899	0.005744396610856	0.011488793221712	0.017554192349167	0	0.011488793221712	0.005744396610856	0	0.436574142425056	0.181424122944449	0.001764463193772	0.0269642113943149	0.00758400005248182	0	0.00510613032076089	0.00246410123484311	0.0032125876508459	0	0.00157290745014232	0
"Fissistigma_sp."	0.017233189832568	1.00820869840045	0.000616572875460675	0.0172640405128989	0	0.0246260952013551	0.00820869840045172	0.000912077600050191	0.00820869840045172	0.00043998947971931	0.0164173968009034	0.0218581456339821	0.00251902371821441	0.000419837286369069	0.0094644809118356	0.00820869840045172	0.0328347936018069	0.00820869840045172	0.00820869840045172	0	0.0273623280015057	0.000411269341509471	0.0100739972469599	0.00820869840045172	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.0179505772185738	0.000230070836534776	0.000230070836534776	0.00820869840045172	0.0164173968009034	0.0248360138445397	0	0.0164173968009034	0.00820869840045172	0	0.62386107843433	0.00489475818998744	0.0024662915018427	0.0176331660275009	0.00414127505762597	0	0.00729662080040153	0.00329015473207577	0.000839499770579991	0	0.00224382215232172	0
"Goniothalamus_sp."	0.001323347395329	0.000616572875460674	1.14824179313836	0.150770207874127	0	0.00184971862638202	0.000616572875460674	6.85080972734083e-05	0.000616572875460674	0.00131843192911209	0.00123314575092135	0.00180623002317072	0.000277955331211881	4.63258885353135e-05	0.00202520644898042	0.000616572875460674	0.0024662915018427	0.000616572875460674	0.000616572875460674	0	0.00205524291820225	3.17497491804633e-05	0.000810013933222221	0.000616572875460674	0.00129526898484443	0.00129526898484443	0.00129526898484443	0.00129526898484443	0.00134922186677527	0.00129526898484443	0.00129526898484443	0.000616572875460674	0.00123314575092135	0.00187288157064968	0	0.00123314575092135	0.000616572875460674	0	0.0468595385350113	0.000541209866445904	0.592967172553447	0.00194568731848317	0.0233148417271998	0	0.000548064778187266	0.000253997993443706	6.75011611018518e-05	0	0.000168652733346908	0
"Popowia_pisocarpa"	0.00926343176730299	0.00431601012822472	0.0376925519685319	1.05539145511889	0	0.0129480303846742	0.00431601012822472	0.000479556680913858	0.00431601012822472	0.00922902350378463	0.00863202025644944	0.0126436101621951	0.00194568731848317	0.000324281219747194	0.0141764451428629	0.00431601012822472	0.0172640405128989	0.00431601012822472	0.00431601012822472	0	0.0143867004274157	0.000222248244263243	0.00567009753255555	0.00431601012822472	0.00906688289391104	0.00906688289391104	0.00906688289391104	0.00906688289391104	0.00944455306742686	0.00906688289391104	0.00906688289391104	0.00431601012822472	0.00863202025644944	0.0131101709945478	0	0.00863202025644944	0.00431601012822472	0	0.328016769745079	0.00378846906512133	0.150770207874128	0.0136198112293822	0.163203892090399	0	0.00383645344731086	0.00177798595410594	0.000472508127712962	0	0.00118056913342836	0
"Poikilospermum_sp."	0	0	0	0	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0
"Combretaceae"	0.017233189832568	0.00820869840045172	0.000616572875460675	0.0172640405128989	0	1.02462609520136	0.00820869840045172	0.000912077600050191	0.00820869840045172	0.00043998947971931	0.0164173968009034	0.0218581456339821	0.00251902371821441	0.000419837286369069	0.0094644809118356	0.00820869840045172	0.0328347936018069	0.00820869840045172	0.00820869840045172	0	0.0273623280015057	0.000411269341509471	0.0100739972469599	0.00820869840045172	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.0179505772185738	0.000230070836534776	0.000230070836534776	0.00820869840045172	0.0164173968009034	0.0248360138445397	0	0.0164173968009034	0.00820869840045172	0	0.62386107843433	0.00489475818998744	0.0024662915018427	0.0176331660275009	0.00414127505762597	0	0.00729662080040153	0.00329015473207577	0.000839499770579991	0	0.00224382215232172	0
"Costus_sp."	0.017233189832568	0.00820869840045172	0.000616572875460675	0.0172640405128989	0	0.0246260952013551	1.00820869840045	0.000912077600050191	0.00820869840045172	0.00043998947971931	0.0164173968009034	0.0218581456339821	0.00251902371821441	0.000419837286369069	0.0094644809118356	0.00820869840045172	0.0328347936018069	0.00820869840045172	0.00820869840045172	0	0.0273623280015057	0.000411269341509471	0.0100739972469599	0.00820869840045172	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.0179505772185738	0.000230070836534776	0.000230070836534776	0.00820869840045172	0.0164173968009034	0.0248360138445397	0	0.0164173968009034	0.00820869840045172	0	0.62386107843433	0.00489475818998744	0.0024662915018427	0.0176331660275009	0.00414127505762597	0	0.00729662080040153	0.00329015473207577	0.000839499770579991	0	0.00224382215232172	0
"Tetracera_indica"	0.00191479887028533	0.000912077600050191	6.85080972734083e-05	0.00191822672365543	0	0.00273623280015057	0.000912077600050191	1.07417541602964	0.000912077600050191	4.88877199688123e-05	0.00182415520010038	0.00242868284822024	0.000279891524246046	4.6648587374341e-05	0.00105160899020396	0.000912077600050191	0.00364831040020076	0.000912077600050191	0.000912077600050191	0	0.225262480889056	4.56965935010524e-05	0.00111933302743999	0.000912077600050191	2.55634262816418e-05	2.55634262816418e-05	2.55634262816418e-05	2.55634262816418e-05	0.00199450857984153	2.55634262816418e-05	2.55634262816418e-05	0.000912077600050191	0.00182415520010038	0.00275955709383774	0	0.00182415520010038	0.000912077600050191	0	0.0693178976038145	0.000543862021109716	0.000274032389093633	0.00195924066972232	0.000460141673069552	0	0.593403328237082	0.000365572748008419	9.32777522866657e-05	0	0.000249313572480191	0
"Dryobalanops_lanceolata"	0.017233189832568	0.00820869840045172	0.000616572875460675	0.0172640405128989	0	0.0246260952013551	0.00820869840045172	0.000912077600050191	1.00820869840045	0.00043998947971931	0.0164173968009034	0.0218581456339821	0.00251902371821441	0.000419837286369069	0.0094644809118356	0.00820869840045172	0.0328347936018069	0.00820869840045172	0.00820869840045172	0	0.0273623280015057	0.000411269341509471	0.0100739972469599	0.00820869840045172	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.0179505772185738	0.000230070836534776	0.000230070836534776	0.00820869840045172	0.0164173968009034	0.0248360138445397	0	0.0164173968009034	0.00820869840045172	0	0.62386107843433	0.00489475818998744	0.0024662915018427	0.0176331660275009	0.00414127505762597	0	0.00729662080040153	0.00329015473207577	0.000839499770579991	0	0.00224382215232172	0
"Diospyros_sp."	0.00111350377927197	0.000219994739859655	0.000659215964556045	0.0184580470075693	0	0.000659984219578966	0.000219994739859655	2.44438599844061e-05	0.000219994739859655	1.02123647718276	0.00043998947971931	0.0866689010359722	0.0465316274336255	0.00775527123893759	0.022129986222175	0.000219994739859655	0.000879978959438621	0.000219994739859655	0.000219994739859655	0	0.000733315799532184	0.000460463963969714	0.0130710426759847	0.000219994739859655	0.0173588415632939	0.0173588415632939	0.0173588415632939	0.0173588415632939	0.000960483673268292	0.0173588415632939	0.0173588415632939	0.000219994739859655	0.00043998947971931	0.00453761983904776	0	0.00043998947971931	0.000219994739859655	0	0.0167196002293338	0.00404108579731593	0.00263686385822418	0.325721392035379	0.31245914813929	0	0.000195550879875249	0.00368371171175771	0.00108925355633206	0	0.000120060459158537	0
"Glochidion_sp."	0.017233189832568	0.00820869840045172	0.000616572875460675	0.0172640405128989	0	0.0246260952013551	0.00820869840045172	0.000912077600050191	0.00820869840045172	0.00043998947971931	1.0164173968009	0.0218581456339821	0.00251902371821441	0.000419837286369069	0.0094644809118356	0.00820869840045172	0.0328347936018069	0.00820869840045172	0.00820869840045172	0	0.0273623280015057	0.000411269341509471	0.0100739972469599	0.00820869840045172	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.000230070836534776	0.0179505772185738	0.000230070836534776	0.000230070836534776	0.00820869840045172	0.0164173968009034	0.0248360138445397	0	0.0164173968009034	0.00820869840045172	0	0.62386107843433	0.00489475818998744	0.0024662915018427	0.0176331660275009	0.00414127505762597	0	0.00729662080040153	0.00329015473207577	0.000839499770579991	0	0.00224382215232172	0
"Mallotus_floribundus"	0.00221156237256929	0.000840697908999313	6.94703855065663e-05	0.00194517079418386	0	0.00252209372699794	0.000840697908999313	9.34108787777014e-05	0.000840697908999313	0.00666683854122863	0.00168139581799863	1.15621121921514	0.0776704074065996	0.0129450679010999	0.0080377030047986	0.000840697908999313	0.00336279163599725	0.000840697908999313	0.000840697908999313	0	0.00280232636333104	0.00606703824252107	0.0216923126767512	0.000840697908999313	0.000194304590678664	0.000194304590678664	0.000194304590678664	0.000194304590678664	0.00826499633122101	0.000194304590678664	0.000194304590678664	0.000840697908999313	0.00168139581799863	0.0089946276775479	0	0.00168139581799863	0.000840697908999313	0	0.0638930410839478	0.00318099932742397	0.000277881542026265	0.543692851846197	0.00349748263221596	0	0.000747287030221612	0.0485363059401686	0.0018076927230626	0	0.00103312454140263	0
"Mallotus_miquelianus"	0.00096300754979696	0.000209918643184534	2.31629442676567e-05	0.000648562439494389	0	0.000629755929553603	0.000209918643184534	2.33242936871705e-05	0.000209918643184534	0.00775527123893759	0.000419837286369069	0.168285882714299	1.09059650836096	0.0150994180601598	0.00850836014555001	0.000209918643184534	0.000839674572738138	0.000209918643184534	0.000209918643184534	0	0.000699728810615115	0.000886223383085861	0.0244197036488893	0.000209918643184534	0.000205562208857663	0.000205562208857663	0.000205562208857663	0.000205562208857663	0.00139313138075193	0.000205562208857663	0.000205562208857663	0.000209918643184534	0.000419837286369069	0.00817946495963353	0	0.000419837286369069	0.000209918643184534	0	0.0159538168820246	0.00325902158056735	9.26517770706269e-05	0.634175558526714	0.00370011975943794	0	0.000186594349497364	0.00708978706468689	0.0020349753040741	0	0.000174141422593991	0
"Mallotus_sp."	0.00096300754979696	0.000209918643184534	2.31629442676567e-05	0.000648562439494389	0	0.000629755929553603	0.000209918643184534	2.33242936871705e-05	0.000209918643184534	0.00775527123893759	0.000419837286369069	0.168285882714299	0.0905965083609591	1.01509941806016	0.00850836014555001	0.000209918643184534	0.000839674572738138	0.000209918643184534	0.000209918643184534	0	0.000699728810615115	0.000886223383085861	0.0244197036488893	0.000209918643184534	0.000205562208857663	0.000205562208857663	0.000205562208857663	0.000205562208857663	0.00139313138075193	0.000205562208857663	0.000205562208857663	0.000209918643184534	0.000419837286369069	0.00817946495963353	0	0.000419837286369069	0.000209918643184534	0	0.0159538168820246	0.00325902158056735	9.26517770706269e-05	0.634175558526714	0.00370011975943794	0	0.000186594349497364	0.00708978706468689	0.0020349753040741	0	0.000174141422593991	0
"Mallotus_wrayi"	0.0275430647158342	0.0023661202279589	0.000506301612245104	0.0141764451428629	0	0.0070983606838767	0.0023661202279589	0.000262902247550989	0.0023661202279589	0.0110649931110875	0.0047322404559178	0.0522450695311909	0.02552508043665	0.00425418007277501	1.03624193759896	0.0023661202279589	0.0094644809118356	0.0023661202279589	0.0023661202279589	0	0.00788706742652967	0.000358424137374031	0.0329303108838655	0.0023661202279589	0.00893790307470001	0.00893790307470001	0.00893790307470001	0.00893790307470001	0.00543004223284462	0.00893790307470001	0.00893790307470001	0.0023661202279589	0.0047322404559178	0.0092254507202642	0	0.0047322404559178	0.0023661202279589	0	0.179825137324876	0.136864945559498	0.00202520644898042	0.17867556305655	0.1608822553446	0	0.00210321798040791	0.00286739309899225	0.00274419257365546	0	0.000678755279105577	0
