"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Premna_serratifolia"	"Ochna_kirkii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_115"	"Unidentified_sp2_M_PL_115"	"Ceratina_tabescens"	"Hemipyrellia_sp1_M_PL_115"	"Lygistorrhina_sp1_M_PL_115"	"Tricimba_seychellensis"	"Unidentified_sp4_M_PL_115"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_115"	"Unidentified_sp3_M_PL_115"
"Nephrosperma_vanhoutteanum"	1.20918913920238	0.0430327426394737	0.045293418598818	0.0317934516660345	0.00402458122663	0	0.229526938346219	0.20416278745441	0.135068999591755	0.00571824734844351	0.0014086034293205	0.0257274284936676	0.00231882896507829	0.0192955713702507	0.0011034036574224	0.0011034036574224	0.00721277813374135	0.0128637142468338	0.0128637142468338	0	0.000551701828711201	0.000551701828711201	0.0064318571234169	0.000756986944429393
"Canthium_bibracteatum"	0.103719943797706	1.1473748793903	0.0409112227874595	0.0297002046599955	0.0116270826978699	0	0.215968818135912	0.188399810466517	0.0115857384029352	0.147680697646471	0.00406947894425446	0.0022068073148448	0.00211787955025711	0.0016551054861336	0.0294198687023155	0.0294198687023155	0.00125706773883981	0.0011034036574224	0.0011034036574224	0	0.0147099343511577	0.0147099343511577	0.000551701828711201	0.000707147729999892
"Erythroxylum_sechellarum"	0.146813149940996	0.0550185409900317	1.07555581800052	0.0496583166389822	0.00628750776280256	0	0.363921243427637	0.204396371993321	0.0163993412168134	0.00736803448942624	0.0022006277169809	0.00312368404129779	0.0382704725275471	0.00234276303097334	0.00141073182025722	0.00141073182025722	0.0193249868379196	0.00156184202064889	0.00156184202064889	0	0.000705365910128611	0.000705365910128611	0.000780921010324447	0.00118234087235672
"Paragenipa_wrightii"	0.142313545552726	0.0551575229399916	0.0685757705966897	1.06072078053413	0.00656571370979561	0	0.381027071070346	0.191903854345966	0.0158967258330173	0.0073997629854887	0.00229799979842846	0.00302794777771757	0.0276199384240975	0.00227096083328818	0.00141429545999978	0.00141429545999978	0.00193932781678611	0.00151397388885879	0.00151397388885879	0	0.000707147729999892	0.000707147729999892	0.000756986944429393	0.0252552566793841
"Premna_serratifolia"	0.037831063530322	0.0453456225216925	0.0182337725121274	0.0137879987905708	1.21813487597862	0	0.14463993362761	0.0170296308686418	0.0042258102879615	0.066720285147866	0.426347206592517	0.000804916245325999	0.000957036461770036	0.000603687183994499	0.00116270826978699	0.00116270826978699	0.000515604449471628	0.000402458122663	0.000402458122663	0	0.000581354134893494	0.000581354134893494	0.0002012290613315	0.00032828568548978
"Ochna_kirkii"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0
"Lasioglossum_mahense"	0.287673762727261	0.112303785430674	0.140716214125353	0.106687579899697	0.0192853244836813	0	1.14090835890536	0.0972892788587079	0.0321337713684707	0.0153621874332449	0.00674986356928846	0.00612071835589918	0.00739246371950413	0.00459053876692438	0.00287958424181216	0.00287958424181216	0.00395632121182571	0.00306035917794959	0.00306035917794959	0	0.00143979212090608	0.00143979212090608	0.00153017958897479	0.00254018047380231
"Apis_mellifera"	0.348932764012991	0.133592592876257	0.107772632505569	0.0732723807502779	0.00309629652157123	0	0.132667198443693	1.09985553841205	0.0389765321503873	0.0172820703230346	0.00108370378254993	0.00742410136197853	0.00546087816666006	0.0055680760214839	0.00342545109939121	0.00342545109939121	0.00371417417679755	0.00371205068098927	0.00371205068098927	0	0.00171272554969561	0.00171272554969561	0.00185602534049463	0.00174458049405424
"Rhiparida_seychellensis"	0.604594569601188	0.0215163713197368	0.022646709299409	0.0158967258330173	0.002012290613315	0	0.11476346917311	0.102081393727205	1.06753449979588	0.00285912367422176	0.000704301714660249	0.0128637142468338	0.00115941448253914	0.00964778568512534	0.000551701828711201	0.000551701828711201	0.00360638906687067	0.0064318571234169	0.0064318571234169	0	0.000275850914355601	0.0002758509143556	0.00321592856170845	0.000378493472214697
"Megachile_seychellensis"	0.04886502279579	0.523595200746578	0.0194248181993965	0.0141268202450239	0.0606548046798782	0	0.104742187044851	0.0864103516151731	0.00545832701442335	1.0701603300733	0.0212291816379574	0.00103968133608064	0.00100617418019733	0.000779761002060479	0.013425517967861	0.013425517967861	0.000594830992630443	0.000519840668040319	0.000519840668040319	0	0.00671275898393049	0.00671275898393049	0.00025992033402016	0.000336352862976759
