"Spermophilus_fulvus"	"Marmota_caudata"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Microtus_gregalis"	"Apodemus_uralensis"	"Allactaga_elater"	"Allactaga_major"	"Marmota_baibacina"	"Alticola_argentatus"	"Microtus_socialis"	"Apodemus_agrarius"	"Microtus_kirgisorum"	"Clethrionomys_centralis"	"Ellobius_talpinus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Oropsylla_ilovaiskii"	"Citellophilus_lebedewi"	"Nosopsyllus_aralis"	"Rhadinopsylla_li"	"Oropsylla_silantiewi"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Pectinoctenus_nemorosa"	"Rhadinopsylla_bivirgis"	"Mesopsylla_hebes"	"Callopsylla_caspia"	"Nosopsyllus_fidus"	"Amphipsylla_rossica"	"Rhadinopsylla_angusta"	"Amphipsylla_asiatica"	"Frontopsylla_macrophthalma"	"Amphipsylla_anceps"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_meridiana"	"Amphipsylla_primaris"	"Ctenophthalmus_golovi"	"Frontopsylla_protera"	"Amphipsylla_sibirica"	"Peromyscopsylla_bidentata"	"Amphipsylla_dumalis"	"Frontopsylla_ornata"	"Rhadinopsylla_cedestis"	"Frontopsylla_ambigua"	"Neopsylla_mana"
"Spermophilus_fulvus"	1.32946907786356	4.80314052228836e-07	0.00277206362751584	0.000274553698847587	1.69613547193821e-05	0.000123436207061504	0.000201571675228462	9.58045407793259e-05	2.74421781316053e-09	3.02929828284373e-06	7.06334276355698e-06	0.0003190008763594	4.96996538064066e-05	1.75489449560616e-07	4.12646685031302e-07	0.279870224250017	0.203605672130797	0.176363829854786	1.38987566768324e-07	0.00400836571608907	6.67226399978235e-07	4.00332951566947e-08	6.07583330714351e-05	1.19465773875244e-05	4.41573865646535e-05	3.90967602482415e-05	3.75852670148938e-05	0.000118727605602809	8.39736820254354e-06	0.00209337311527475	1.21015889275984e-05	8.98767437575955e-07	5.53087653892896e-07	2.49965579933497e-05	4.720417234116e-06	4.16042865672637e-06	5.03348447887242e-06	1.6983936764934e-05	2.39652206022398e-06	4.08151472957397e-07	3.0253972318996e-06	3.49534417251199e-07	6.23709786875205e-07	1.69158307285251e-07	5.60751169337137e-07	7.21590918796987e-07	0.000324470271221801	9.07619169569881e-07	6.05079446379921e-07
"Marmota_caudata"	1.0750459453848e-06	1.32486995061258	8.61761441764167e-07	1.77343900588568e-05	2.12014998654943e-05	0.00043200560664322	1.9033196064038e-08	4.51705768605234e-08	0.00756948854967079	0.000410102167147599	4.78335263495255e-07	6.18479961604019e-07	4.27116876825523e-06	5.44818429524584e-06	3.33279151148401e-08	2.28020824896664e-07	1.64641251102512e-07	1.46783992139717e-07	0.38337510606994	5.03024461934514e-07	0.171424608776873	0.110425480018727	5.31979684406081e-06	8.99861796397126e-06	2.85228106779947e-06	0.000136676427139843	1.77703413733667e-06	5.38656694344574e-08	9.56582140827657e-06	5.32870573389139e-06	4.23534908473745e-05	1.1234490417857e-06	6.91353256483511e-07	3.15604619081061e-09	3.61998326484681e-07	6.06077019107109e-07	3.25130484412374e-07	3.32004945580616e-05	3.96235213840842e-05	0.001051848451092	1.05883727118436e-05	4.7319480824723e-05	1.12949813100711e-06	1.74076155634814e-05	3.78892955434713e-08	1.78908348172764e-05	5.17808764654447e-08	3.17651181355309e-06	2.11767454236873e-06
"Meriones_tamariscinus"	0.0164081166705613	2.27898184997049e-06	1.28239883121556	0.00889286314627109	0.00278982917022638	0.000475589756168855	0.00640267264841723	0.0139839988710261	1.30206946049934e-08	2.76843369467e-05	0.000995011167256151	0.000740807000032048	0.000155423587446702	1.94286828866052e-05	4.07850779923298e-05	0.00600524141230036	0.00251287200186615	0.00819081824064304	6.59464657689555e-07	0.606151119458638	2.62619561264269e-06	1.89948956590493e-07	0.0077003351670971	0.00334243692221865	0.00143026882269193	0.000161741876845072	0.00469620802694891	0.0144664610913472	0.000406378574118558	0.00637519873429842	4.66264466832211e-05	0.000147830621791887	9.09726903334689e-05	0.00237799996674646	0.000244120081795091	0.00178039530989796	0.000163035824348303	8.42616569739058e-05	7.69394866004665e-05	3.72845204542797e-06	1.16566116708053e-05	3.19434657077307e-06	8.6803333848667e-05	6.89338705623924e-06	2.50177080752009e-05	3.39610452441875e-06	6.54103936289074e-05	3.49698350124158e-06	2.33132233416105e-06
"Cricetulus_migratorius"	0.00204222192992797	5.8937289628934e-05	0.0111753646871473	1.28447944496757	0.0176662603283062	0.00310048406794882	0.00110682536685802	0.0026773014512646	3.36731268445307e-07	0.00182821450661573	0.00614117354990507	0.00106009532254074	0.000259994272620629	0.000141893879617311	0.00159478498211164	0.000452137491311191	0.000312762421937209	0.000333410569487271	1.70545717732673e-05	0.0104737573455183	2.2824239038783e-05	4.91231497496684e-06	0.214060186894478	0.00912724220437623	0.206587110732284	0.00105230932301384	0.128555190314528	0.0033089915107965	0.0240677814168172	0.00913348133233027	0.000303969026269492	0.000936119772831445	0.000576073706357812	0.000131889506225563	0.0189271508958932	0.000518885931640204	0.0235487898244055	0.000419321211450434	0.00985739183585863	0.000246150134942649	7.59922565673729e-05	0.00021094782768643	0.000540143238415551	0.000112884106447337	0.00253949532047386	8.5514393875618e-05	8.87988663764743e-05	2.27976769702119e-05	1.51984513134746e-05
"Microtus_gregalis"	0.000205702516610333	0.00011487986611901	0.00571611737595296	0.0288036853178906	1.28065344100143	0.012127152455124	5.21878985322165e-05	0.000120140348092399	6.56352595795149e-07	0.00282793111649322	0.000643973633167772	7.90102795999717e-05	0.00186018829510004	4.98423773646037e-05	7.84244992586966e-05	5.46737405277149e-05	3.15029509529828e-05	5.43211656559672e-05	3.32425690825821e-05	0.00284630758038164	7.43109207748071e-05	9.57502610336453e-06	0.0137192794488173	0.348200206555366	0.00463259272196074	0.00905437504823717	0.00289901297577485	0.000135952269924387	0.112073297165958	0.000680703843149876	0.00118893651520823	0.0678607122269781	0.041760438293525	1.31009314110043e-05	0.00395964135903806	0.0365479645643621	0.000528067564161328	0.0147577420256822	0.00396798061785356	0.000380769454069609	0.000297234128802058	0.000326299744210756	6.36329449035684e-05	0.000123719294612967	6.76122670111585e-05	0.000168213407163997	6.63028060448872e-06	8.91702386406174e-05	5.94468257604116e-05
"Apodemus_uralensis"	0.00270046956919359	0.00422264303748324	0.00175781703995743	0.00911907078808476	0.0218764318798315	1.28946012626003	1.66324145486047e-05	3.75817268088011e-05	2.41255740661924e-05	0.0019316255643368	0.000188067868872252	0.00155822533320554	0.000368784983716154	2.92212089218546e-05	4.25100842737468e-05	0.000571969123375177	0.000413571801600676	0.000366526587489444	0.00122189821094676	0.000881074467715386	0.00686724300379404	0.000351949551083277	0.00803995083275398	0.0154599009199637	0.0014666505517503	0.407786121923798	0.000917659048891545	4.26238158190504e-05	0.0241849725646448	0.0134253771130057	0.126417659437258	0.00115921310232803	0.00071336190912494	4.09052002680193e-06	0.00020953009179964	0.000626522992818483	0.00016718296444822	0.000509302212819093	0.000313573084011125	0.000263203030089661	0.0316044148593145	0.000222879872808093	2.15165641903919e-05	8.30596536125873e-05	2.58259723819113e-05	0.00639517626279894	0.000130457190546842	0.00948132445779436	0.00632088297186291
"Allactaga_elater"	0.00865013833215985	3.64924932227806e-07	0.046419376701025	0.00638553096264241	0.000184664871729382	3.26251208453399e-05	1.20485074130181	0.0666478674213025	2.08495565524039e-09	9.69625960538771e-06	0.00010037197961272	3.3709504890787e-05	7.14644021457292e-06	2.05143246597973e-06	9.04599513833023e-06	0.00191327497932467	0.00132475230787167	0.0129479858394858	1.05597635855288e-07	0.04794256988812	2.07144030126216e-07	3.04158236764481e-08	0.00129785610666164	0.000164051905590254	0.00102700622982499	1.10680056363781e-05	0.00269350366052183	0.469040935976027	0.000128364351499618	0.000286199550935525	3.19854125934705e-06	9.78523097479061e-06	6.02168059987114e-06	0.127497700259311	0.000102115937533281	6.68331306058222e-05	0.000117068067648444	5.13523972830605e-06	4.93256215908382e-05	1.30554023336081e-06	7.99635314836762e-07	1.11879918523704e-06	8.77461812758927e-06	9.88362801539601e-07	1.29040503889866e-05	5.32860124713033e-07	4.74731459245464e-06	2.39890594451029e-07	1.59927062967353e-07
"Allactaga_major"	0.00619674877533524	1.30536420666498e-06	0.152810654329764	0.0232808821849096	0.000640748523159462	0.000111111192304281	0.100454756692978	1.04909120689269	7.45804477709831e-09	3.53603246632232e-05	0.000536321933985027	0.000107508312633483	2.31598674762757e-05	1.0743336374557e-05	3.28181448123278e-05	0.00160846904882197	0.000949020342357525	0.00249721958856891	3.77730765920609e-07	0.300994439349375	7.13561386069799e-07	1.08799712042375e-07	0.0046978614301461	0.000556536356645239	0.00374434188473962	3.77424913232792e-05	0.0331418622985986	0.304796525302307	0.000465039020595158	0.000923308656326418	1.08932541474786e-05	3.39527070695911e-05	2.08939735812868e-05	0.0108276889928312	0.000391144988082996	0.000220948877188352	0.000426816173390009	1.74046386599483e-05	0.000179747812069547	4.76102567372685e-06	2.72331353686964e-06	4.08003746114114e-06	4.68421617736637e-05	4.58301339941414e-06	4.70060065112645e-05	1.90467519442098e-06	1.03474976582877e-05	8.16994061060893e-07	5.44662707373929e-07
"Marmota_baibacina"	2.40145962747753e-07	0.295952160157717	1.92502033964021e-07	3.96154433465068e-06	4.73603441671794e-06	9.65022962647694e-05	4.25167427735296e-09	1.00902958748977e-08	1.03718149326684	9.16094611373551e-05	1.06851509799566e-07	1.38157319189207e-07	9.5410241796098e-07	1.21702655447037e-06	7.44485786490164e-09	5.09357583798393e-08	3.67778995155925e-08	3.2788908473799e-08	0.0856391155521578	1.12366633459276e-07	0.0382931798311594	0.542412372363265	1.18834710295304e-06	2.01012969132552e-06	6.37148380489651e-07	3.05310599247667e-05	3.96957521283973e-07	1.20326234436053e-08	2.13683275717243e-06	1.19033718899035e-06	9.46100943772249e-06	2.50958345451086e-07	1.54435904892976e-07	7.0500405514976e-10	8.08639267930289e-08	1.35386724518707e-07	7.26283128019291e-08	7.41639440023504e-06	8.85118327368895e-06	0.000234964059012201	2.36525235943062e-06	1.05703224389256e-05	2.5230960337737e-07	3.88854877931631e-06	8.46378835730987e-09	3.99649128486132e-06	1.15669181248488e-08	7.09575707829187e-07	4.73050471886125e-07
"Alticola_argentatus"	0.000519990701397368	0.0314516815881659	0.000802845771454299	0.0421895655372861	0.0400261019565195	0.0151558313509503	3.87850384215508e-05	9.38408616062463e-05	0.000179695481461735	1.17384634685858	0.00119286849137661	0.000294761025586323	0.0118946980212677	0.0155911058239244	5.52148253406609e-05	0.00011105970162122	7.96355913970649e-05	7.3074462398551e-05	0.00910111347862171	0.000606189366932988	0.00414376864186221	0.00262143996485355	0.00762323562494242	0.0111303271351723	0.00678548845724684	0.00495506713747937	0.00422380614308322	0.000113984461444837	0.00447887452009335	0.00253960117856283	0.00148586581872062	0.00212094833736992	0.00130519897684303	5.16704586946018e-06	0.000838993036668094	0.00114311388692791	0.000773475368183578	0.0946958385013119	0.113295029367027	0.158041437202144	0.000371466454680155	0.135443809252912	0.00321762687239959	0.0498252681648148	8.41196488973086e-05	0.0452222297085735	2.46799302712773e-05	0.000111439936404046	7.42932909360309e-05
