"Daucus_carota"	"Leontodon_hispidus"	"Torilis_japonica"	"Eupatorium_cannabinum"	"Centaurea_nigra"	"Leontodon_autumnalis"	"Knautia_arvensis"	"Trifolium_pratense"	"Aethusa_cynapium"	"Hypochoeris_radicata"	"Crepis_capillaris"	"Linum_catharticum"	"Chamerion_angustifolium"	"Plantago_major"	"Angelica_sylvestris"	"Leontodon_saxatilis"	"Senecio_jacobea"	"Agrimonia_eupatoria"	"Clematis_vitalba"	"Euphrasia_officinalis"	"Convolvulus_arvensis"	"Medicago_lupulina"	"Lathyrus_pratensis"	"Lotus_corniculatus"	"Rubus_fruticosus"	"Unidentified_sp32_M_PL_017"	"Sphaerophoria_scripta"	"Eriothrix_rufomaculata"	"Unidentified_sp22_M_PL_017"	"Episyrphus_balteatus"	"Unidentified_sp31_M_PL_017"	"Unidentified_sp42_M_PL_017"	"Unidentified_sp39_M_PL_017"	"Symphyta_sp1_M_PL_017"	"Syritta_pipiens"	"Unidentified_sp17_M_PL_017"	"Unidentified_sp18_M_PL_017"	"Unidentified_sp15_M_PL_017"	"Eristalis_tenax"	"Bombus_pascuorum"	"Melanostoma_mellinum"	"Episyrphus_arbustorum"	"Unidentified_sp13_M_PL_017"	"Unidentified_sp33_M_PL_017"	"Scatophaga_stercoraria"	"Unidentified_sp16_M_PL_017"	"Melanostoma_scalare"	"Platycheirus_clypeatus"	"Unidentified_sp19_M_PL_017"	"Unidentified_sp38_M_PL_017"	"Unidentified_sp29_M_PL_017"	"Bombus_muscorum"	"Eristalis_pertinax"	"Unidentified_sp8_M_PL_017"	"Helophilus_pendulus"	"Platycheirus_albimanus"	"Syrphus_vitripennis."	"Pyonia_tithonus"	"Bombus_lapidarius"	"Bombus_terrestris"	"Meliscaeva_auricollis"	"Metasyrphus_corollae"	"Polyommatus_icarus"	"Rhingia_campestris"	"Syrphus_ribesii"	"Unidentified_sp43_M_PL_017"	"Apis_mellifera"	"Chrysotoxum_bicinctum"	"Unidentified_sp10_M_PL_017"	"Unidentified_sp27_M_PL_017"	"Aglais_urticae"	"Pieris_brassicae"	"Unidentified_sp1_M_PL_017"	"Unidentified_sp12_M_PL_017"	"Unidentified_sp2_M_PL_017"	"Unidentified_sp20_M_PL_017"	"Unidentified_sp24_M_PL_017"	"Unidentified_sp25_M_PL_017"	"Unidentified_sp7_M_PL_017"	"Unidentified_sp41_M_PL_017"	"Unidentified_sp6_M_PL_017"	"Maniola_jurtina"	"Psithyrus_sp1_M_PL_017"	"Unidentified_sp14_M_PL_017"	"Unidentified_sp28_M_PL_017"	"Unidentified_sp3_M_PL_017"	"Unidentified_sp36_M_PL_017"	"Unidentified_sp40_M_PL_017"	"Unidentified_sp9_M_PL_017"	"Xanthogramma_pedissequum"	"Helophilus_trivittatus"	"Platycheirus_scutatus"	"Scaeva_pyrastri"	"Thymelicus_sylvestris"	"Unidentified_sp11_M_PL_017"	"Unidentified_sp21_M_PL_017"	"Unidentified_sp23_M_PL_017"	"Unidentified_sp26_M_PL_017"	"Unidentified_sp30_M_PL_017"	"Unidentified_sp34_M_PL_017"	"Unidentified_sp35_M_PL_017"	"Unidentified_sp37_M_PL_017"	"Unidentified_sp4_M_PL_017"	"Unidentified_sp5_M_PL_017"
"Daucus_carota"	1.18334269335977	0.0444143526923042	0.0365298812574101	0.0216512434821679	0.00457054994121475	0.00539067733141304	0.00458188421291784	0.00259435081932184	0.00706710049253179	0.00334866042343405	0.00412624493870957	0.00253165949625471	0.00267900108203874	0.00131993767170986	0.0019846383580216	0.00138503453407055	0.0015991538436793	0.0012058268469391	0.00100842425498653	0.000870904464878538	0.000300227049147448	0.000302861962383734	0.000275031376465254	3.14083070647438e-05	0.00022158513449941	0.0943291245663283	0.0425650158424162	0.0631071312599363	0.0664183313775424	0.0398527530456306	0.0707746916905885	0.00816407325469267	0.0407669398337312	0.0345203595584083	0.0265902161399292	0.0293527509385408	0.0216919559903063	0.0200986703983528	0.00464145308132208	0.000937230207187169	0.0084136363503425	0.00831018330411585	0.00877305052891143	0.000933407083155423	0.00646518593858253	0.00602011112574333	0.00295607189755655	0.00113705480195544	0.00422514970512754	0.00588233269298444	0.00639670436705719	0.000303598278117548	0.00065043918419759	0.00243453848086906	0.00045087140100702	0.00221418671041225	0.00395862369241391	0.000435282399941109	0.000832155245908617	0.000251957843248851	0.00159716335468494	0.0026296279807567	0.000168626305401999	0.000890152279869472	0.00378871726796084	0.00204751157429871	0.000190439580883948	0.00315726438996737	0.00315726438996737	0.000265541603137425	0.000229230919062211	0.000181190121641224	0.000182324093807067	0.00194540961408652	0.000204203920424387	0.000793015932722459	0.000283519765431656	0.00197931184620695	0.000200114275328794	0.000200366997982496	0.000173075854948484	0.000681255967264319	8.78910054476358e-05	0.000123041128403325	0.000102101960212194	9.51123014670712e-05	0.00126290575598695	0.00016990642445307	5.63989308548225e-05	0.00126290575598695	7.7325869579171e-05	0.000631452877993474	7.7325869579171e-05	2.81994654274113e-05	7.7325869579171e-05	0.000631452877993473	0.000631452877993473	3.80879161767896e-05	0.000631452877993473	7.7325869579171e-05	7.08799413579141e-05	0.000631452877993473	5.10509801060968e-05	5.10509801060968e-05
"Leontodon_hispidus"	0.0956695367188254	1.12174624035647	0.0244364340794081	0.0140315626457903	0.00768353575327925	0.0146843216123561	0.00672281576973915	0.00322336957193682	0.00478968960469496	0.00916757123124045	0.00675217235728794	0.00583991449923397	0.00415082919129548	0.000523658892634283	0.00115662388100394	0.0031584288645607	0.00296103118837825	0.00189132744341734	0.000822599022647482	0.00111068562856582	0.00130424425465966	0.00129058917117525	8.35204453001844e-05	4.37274126729351e-05	8.89037367589787e-05	0.19604009643767	0.142479311347293	0.0345948018287903	0.0111503514318916	0.0525222172847478	0.0090680740311377	0.0782607559502839	0.00650097621449943	0.00602167261798777	0.0106684484110775	0.00438592782178927	0.00265834192017755	0.00469051083320503	0.0156020050045281	0.00126282731552956	0.00158278712027266	0.0112756210790874	0.00103460038571034	0.0196595839923933	0.00194602146463095	0.000685639635516962	0.00311247866799443	0.000380087506388867	0.000629943583765094	0.00184024303510259	0.00056620386623184	0.000388403716490984	0.00177794082449047	0.000551439710982615	0.00666023299010127	0.00300955133678497	0.00041996371356406	0.000401583908614869	0.000368411416922076	0.000402266027350014	0.000327147923481416	0.000423667182510231	0.00024410065973532	0.00164987214533184	0.000306305880636581	0.00402124342430612	0.000320147323053302	0.000255254900530484	0.000255254900530484	0.00173682199474596	0.00270191379751387	0.000495371644599093	0.00151895223815055	0.0014425164349809	0.00515745397865044	0.00158779412254593	0.000165231983000563	0.00020998185678203	0.00284571465500442	0.000170971104809366	0.000298080790970067	0.000124125064559783	0.000137103549064347	0.0001208583810744	0.00257872698932522	0.00140998943191577	0.000102101960212193	0.00011365783292748	7.00732515638439e-05	0.000102101960212194	5.01127237349654e-05	5.10509801060968e-05	5.01127237349654e-05	3.50366257819219e-05	5.01127237349654e-05	5.10509801060968e-05	5.10509801060968e-05	6.40294646106604e-05	5.10509801060968e-05	5.01127237349654e-05	4.13079957501408e-05	5.10509801060968e-05	0.00128936349466261	0.00128936349466261
"Torilis_japonica"	0.159202319712527	0.0494411573234536	1.05346092217981	0.0206044657308278	0.00747789916330007	0.00507802032834712	0.00318442498805073	0.00245966237391251	0.00944798793896092	0.00442203170954162	0.00336729650413762	0.00211237522698756	0.00294240578169601	0.000950403897164429	0.00140758087829033	0.001938031618526	0.00153665182851384	0.00130324604008358	0.00153039611594483	0.000610485584658068	0.000409332179481487	0.000165077131212375	8.79750566873565e-05	3.59662786206245e-05	0.00015721776260148	0.128778502886469	0.0224550607149489	0.0791192058370702	0.0655812236605799	0.0974529633260034	0.0904104059086205	0.0052827072956037	0.0205235514713387	0.0244663170457356	0.0188661315121776	0.0047458304209103	0.0136486008535259	0.00544657711608155	0.00182558191166292	0.000979945826906942	0.00660053708969767	0.00175229251555606	0.00874846863343051	0.00102597843948295	0.000975587668904107	0.00822416659895562	0.00311356247506162	0.000488551294110735	0.000912269476497215	0.000945265949765881	0.000959392447136989	0.000275232460361558	0.00297063701662364	0.0126403084473925	0.00284724332874943	0.000521138865771602	0.00540953751605598	0.000453594478249573	0.000362601494975391	0.000318489935618351	0.00528944531689312	0.000445215126440368	0.000213829604134841	0.000309587417033147	0.00050971927335921	0.000425346386070825	0.00031157913180417	0.000424766061132675	0.000424766061132675	0.00027708724495802	0.000221858525625087	0.000220717704438172	0.000192717369772868	0.000311688553143345	0.000227315665854959	0.000247047943261445	0.000201082982612904	0.00270476875802799	0.000205985475261064	0.00258581232531932	0.00256627837686264	0.000119566527314043	9.69291414483419e-05	0.00251222494770922	0.00011365783292748	0.000115013544220866	0.00016990642445307	0.00489981824269678	5.34709211720111e-05	0.00016990642445307	7.35873776100993e-05	8.49532122265351e-05	7.35873776100993e-05	2.67354605860056e-05	7.35873776100993e-05	8.49532122265351e-05	8.4953212226535e-05	6.23158263608339e-05	8.49532122265351e-05	7.35873776100993e-05	5.0270745653226e-05	8.49532122265351e-05	5.68289164637398e-05	5.68289164637398e-05
"Eupatorium_cannabinum"	0.144908679591366	0.0435980696494199	0.0316425723723427	1.05719406712605	0.00867643276730673	0.00520216633839573	0.00999109695499072	0.00452786842985003	0.00770838924608793	0.00345850297004045	0.00239086801025756	0.00367056396619755	0.00376632814177175	0.000269020849409545	0.00153559151041648	0.00106340890485901	0.000892800382592636	0.00095568933302399	0.000401043570214118	0.000501284968237235	0.000283060196574066	0.000475571394380175	6.58867473541014e-05	5.62691466368437e-05	9.81007655561926e-05	0.0466909408456404	0.073955642178419	0.12930923128982	0.116069959429928	0.0255851022104421	0.0110314799356101	0.00486644328156505	0.0093588569924824	0.00508011722320079	0.0117720918667431	0.0304770420548873	0.0520242967282259	0.0027412683456393	0.0172954424847974	0.00166008319475581	0.00157532952228198	0.00909093227373442	0.0163287708248745	0.000880485698450651	0.00104056917941778	0.00100632739213688	0.000671991486789834	0.000244912972858761	0.0194510195818143	0.00457658120076971	0.000862891128885756	0.00055154253069175	0.0192685793068239	0.00444791120006099	0.000438228350032252	0.000457524298266753	0.000611129972695225	0.015355978480249	0.00042532934869003	0.000506412185467994	0.000481091360566632	0.00040003632380319	0.000306322383029722	0.000535111931884959	0.000463955217475026	0.000382315779942409	0.000361518031971114	0.000386629347895855	0.000386629347895855	0.000308450963719588	0.00398451742429424	0.000183812275338687	0.000248827907369116	0.000282090332472479	0.000200450894939862	0.000209069490825842	0.000219370215773783	0.000305564986347612	0.000194810289986217	0.00392158408088308	0.000164600613663795	0.000185924749524722	0.000180902486339774	0.000145890984004322	0.000100225447469931	9.56193417618135e-05	0.000154651739158342	0.000147174755220199	9.84319223880441e-05	0.000154651739158342	0.00377569309687875	7.73258695791711e-05	0.00377569309687875	4.9215961194022e-05	0.00377569309687875	7.7325869579171e-05	7.7325869579171e-05	7.23036063942227e-05	7.7325869579171e-05	0.00377569309687875	5.48425539434459e-05	7.7325869579171e-05	5.01127237349654e-05	5.01127237349654e-05
"Centaurea_nigra"	0.0713767549153036	0.0557056342112746	0.0267958053351586	0.0202450097903824	1.0731653690705	0.00595793299833077	0.0186910216153447	0.0286845598713867	0.00496068354054855	0.00467822570656455	0.00264675446780477	0.00366011317998061	0.00435274947827868	0.00023020210865526	0.000499153982534408	0.00160512254361947	0.00144235890464694	0.00116159793185313	0.000945447072507717	0.000788394389741933	0.000809870342766272	0.000702380649120306	0.00129877088075447	0.00290356771120107	2.58526350752496e-05	0.0487386226478608	0.0864129979819192	0.0388594483843364	0.0346425585757298	0.088955580594892	0.0065265412938356	0.0326793858227124	0.00318022250385016	0.00296803024506713	0.00310231620902996	0.0123588545661576	0.00256033086163429	0.00188360594312791	0.0125246073652206	0.0688295926770375	0.00107949637849539	0.00138905115742807	0.000971304814957657	0.00111891005101881	0.000851235183233876	0.000587421091424172	0.000808599484908846	0.000212748360760016	0.000793208807459511	0.000496951244543647	0.00043856152851846	0.00300926152671549	0.00120597857405213	0.00944119122898292	0.00939120742414679	0.000439421275187173	0.000353159149782405	0.0183784671885129	0.0272736358258517	0.036178505525872	0.000316172218576376	0.000259314597958035	0.0195473474950712	0.000806232204728661	0.000228527497060737	0.00030635214236235	0.0447152237112708	0.000190439580883948	0.000190439580883948	0.00036160549644223	0.000403525814043203	0.000238829831464048	0.000640716919739426	0.000178293213141029	0.000256117858442642	0.000211755750531423	7.13077117906297e-05	0.000176579574891203	0.000236384983736426	0.00907766417500921	0.000185427029165164	0.000241251194604449	0.00914620802068183	0.00900536056861499	0.000128058929221321	0.000125585066012825	7.61758323535791e-05	0.000124631652721668	0.000623577388508407	7.61758323535791e-05	7.23036063942227e-05	3.80879161767896e-05	7.23036063942228e-05	0.000311788694254204	7.23036063942227e-05	3.80879161767896e-05	3.80879161767896e-05	0.00894304474225416	3.80879161767896e-05	7.23036063942228e-05	1.78269279476574e-05	3.80879161767896e-05	6.40294646106604e-05	6.40294646106604e-05
"Leontodon_autumnalis"	0.0918375392642549	0.116139634570453	0.0198504431017206	0.01324187795228	0.0064995632709063	1.02659694093672	0.00536004163072203	0.00263508686993541	0.00370953906203206	0.0126083758665173	0.00661984039115904	0.00666311859690018	0.00727609862806907	0.000318845636880563	0.00118768683236602	0.00315133565170613	0.00406300680245033	0.00204002988932104	0.000442062583303967	0.000217162670434036	0.00121463486945191	0.00146876182824978	4.90524939941117e-05	3.60965070600214e-05	0.000106557426445574	0.21906546750851	0.173781625070247	0.0216496063984574	0.0173958042026112	0.011458984872071	0.0074053077365503	0.0760670406919343	0.00388633443797872	0.00348776814287263	0.0127868911734688	0.0030512528886722	0.00256896403516048	0.00233186700661172	0.0119007505936952	0.00103446520956623	0.00163912576749488	0.0111839875679371	0.000964741196790852	0.00237136647956695	0.000740078052568736	0.000622681056664987	0.000827581471775408	0.000330117111288018	0.000588760373713582	0.000664259058992663	0.000533195750722911	0.000316041559349355	0.000561284653029493	0.000479293027024557	0.000785892901825186	0.000468296805962612	0.000386364587683386	0.000355757061620743	0.000398313545049149	0.000333174753176341	0.00027660830773	0.00962145272462706	0.000203276927038873	0.000515460013749034	0.000294036945349802	0.000547499971193704	0.000270815136287763	0.000245030787791502	0.000245030787791502	0.0191152448732257	0.000372541409010411	0.00983039851042362	0.000341602620872233	0.000280512305514502	0.000533975331358404	0.00967146894586093	0.00016966954748086	0.000193182293841693	0.0189323865918014	0.000147619269682488	0.000377963186075141	0.000107267479631366	0.000112424349330618	0.000100326848424345	0.000266987665679202	0.000299393515293776	9.80123151166006e-05	9.23276423335841e-05	5.72844971725088e-05	9.80123151166007e-05	4.7292421258143e-05	4.90061575583004e-05	4.7292421258143e-05	2.86422485862544e-05	4.7292421258143e-05	4.90061575583004e-05	4.90061575583004e-05	5.41630272575525e-05	4.90061575583004e-05	4.7292421258143e-05	4.2417386870215e-05	4.90061575583004e-05	0.000133493832839601	0.000133493832839601
"Knautia_arvensis"	0.0933309892935656	0.0635744534747071	0.0148837254876284	0.0304076863847544	0.0243795934113192	0.00640874542803721	1.05117319289549	0.0264737788507846	0.00292922854698721	0.002582492035093	0.00230443688515496	0.00197337174077147	0.00466908108021682	0.000202867269106488	0.000920354146725449	0.00261456384106182	0.000794036488629912	0.000548753871378455	0.000257704236346255	0.000250427039647583	0.000183833870859543	0.00027769957372932	0.00098400892728735	0.00108528560180764	0.000123022952242562	0.0913216144968903	0.0397438118636427	0.0474560046387024	0.00982369379572824	0.00976260816130876	0.00677022909338879	0.00668663219629455	0.00371364290881449	0.014593751865345	0.0147627542691074	0.0267771446996063	0.00327950011598067	0.002116421192418	0.116294364710907	0.0516712674018429	0.000964996996890879	0.0129163541947493	0.00118567562556573	0.00119344206437096	0.0234226961270641	0.000586128545758129	0.000821165835487421	0.000160549985582652	0.0122676085103038	0.000662770558791333	0.000532091689766452	0.0140156217668756	0.0237900314149403	0.000634238001623289	0.000624015935754231	0.000358164196631807	0.000368045165800092	0.0122665176515885	0.00104855315293663	0.0236642442636126	0.000236954402832689	0.00028241703694638	0.00154092335461542	0.0345017656611909	0.000298818535625077	0.000368631521173597	0.0010158163921383	0.000249015446354231	0.000249015446354231	0.000392600253826635	0.0116805426238039	0.000160201797142526	0.0118871882729072	0.000222483352266225	0.000292296337814745	0.000211678360744902	0.000131479163817921	0.000184022582900046	0.000262670813053504	0.000346375473460719	0.000102573631800482	0.0114755986642218	0.0116289588533787	0.000237776593515168	0.000146148168907373	0.000107054242810173	9.96061785416921e-05	6.92266301750159e-05	0.000575516931538796	9.96061785416922e-05	0.000108598879945551	4.98030892708461e-05	0.000108598879945551	0.000287758465769398	0.000108598879945551	4.98030892708461e-05	4.98030892708461e-05	0.00020316327842766	4.98030892708461e-05	0.000108598879945551	3.28697909544803e-05	4.98030892708461e-05	7.30740844536864e-05	7.30740844536864e-05
"Trifolium_pratense"	0.0528457982109687	0.0304818644302721	0.0114962480519824	0.0137804691343262	0.0374146433105044	0.00315064734448799	0.0264737788507847	1.12974203831143	0.00250309498934415	0.00201930673542061	0.0019906484461561	0.00191136959814306	0.00349375762496768	0.00129251699177645	0.000320123702257274	0.00217157987527273	0.000629999808210865	0.000532903118804951	0.000248705950851704	0.000232161774541708	0.00031169184772555	0.000305644471080137	0.00331572015876603	0.00654941974399696	0.000119200851260502	0.0271245274457231	0.0357084681621739	0.057371360042167	0.00602454627405199	0.0196602380949736	0.00411784036612102	0.0163376223031986	0.00214095107211919	0.00214000328883307	0.0143041021512603	0.0271577226824686	0.00175418923995021	0.00192368536425317	0.0162210844203034	0.177717106398113	0.00079700257247146	0.00104495221749434	0.000643663277090451	0.00060951955533408	0.000892548211594832	0.000363107326294766	0.0126847078643852	0.000464400301033524	0.000703035064303976	0.000349480765188977	0.000311100409964161	0.110806001344062	0.0131631735881315	0.000579280354660488	0.000533054098294961	0.000212712091481505	0.000222667713736479	0.00110819969905389	0.0133193215651614	0.00182267170855561	0.00016808136340693	0.000165662979332488	0.0391003466172717	0.00100246274123422	0.000169196792564467	0.000189708273628	0.00155894347127102	0.000140997327137056	0.000140997327137056	0.000244223628387808	0.000407047678527264	0.000108351724984436	0.0126861221587011	0.000119635022064156	0.000140146503127688	0.000116109101649852	4.57319574653248e-05	0.000111333856868239	0.000127357748736353	0.000387740116034231	7.98751115181269e-05	0.00031595793119681	0.000599547160023603	0.000338524154840209	7.00732515638439e-05	6.16064512479826e-05	5.63989308548225e-05	5.34709211720112e-05	0.0245596095285094	5.63989308548225e-05	4.9215961194022e-05	2.81994654274113e-05	4.9215961194022e-05	0.0122798047642547	4.9215961194022e-05	2.81994654274113e-05	2.81994654274113e-05	0.000311788694254204	2.81994654274113e-05	4.9215961194022e-05	1.14329893663312e-05	2.81994654274113e-05	3.50366257819219e-05	3.50366257819219e-05
"Aethusa_cynapium"	0.153997050267495	0.0484538366986583	0.0472399396948046	0.0250970812663328	0.00692188401006774	0.00474475926538984	0.00313359332933515	0.00267772952348444	1.01601877436815	0.00436714418229331	0.003229251440388	0.00242163587281356	0.0032244415499633	0.00240006235329545	0.00137758749239916	0.00196055718744918	0.00163743580151124	0.00188047013806326	0.00139961623215052	0.00043658671348055	0.000460330025583431	0.000122391242827243	5.65275127411518e-05	3.56047736988619e-05	3.90423909613377e-05	0.12133372282053	0.015498123836596	0.10987407940209	0.107890830954189	0.118426743001428	0.0245915748018613	0.00520224706523104	0.00629328182415646	0.0172968298494816	0.00468508691536053	0.0164330306419049	0.0161185500680404	0.00300726440627254	0.00185257265302851	0.000970533406756594	0.0255218302659596	0.00173731895852248	0.00175639333958311	0.00103217017372061	0.000945571530511481	0.0128833330536955	0.00086297812905343	0.000973146123844122	0.000975276485262995	0.000934106335667052	0.0126359276662031	0.000296012598268425	0.000710943905318768	0.000943143185570192	0.00048239524359994	0.000467061570079269	0.000712774172478054	0.000507955262935302	0.00035442499849819	0.00029885106111824	0.0240124154139451	0.00045731243899627	0.000211583193995989	0.000310148598901291	0.000493053522734776	0.000413608956880003	0.000288411833752823	0.000410877935612313	0.000410877935612313	0.000282155526318657	0.00023508136049378	0.000215521445493591	0.000194266663590033	0.00030222082653826	0.000222776260683486	0.000243982127491367	0.00019679821319988	0.000356387086239027	0.000197656480621558	0.000257175124716249	0.000224785171774094	0.000116236384180453	9.17431638085554e-05	0.000167542691622203	0.000111388130341743	0.000113156488622099	0.000164351174244925	0.000219720649743278	5.82115113800965e-05	0.000164351174244925	8.96324330940456e-05	8.21755871224627e-05	8.96324330940456e-05	2.91057556900482e-05	8.96324330940456e-05	8.21755871224627e-05	8.21755871224627e-05	5.76823667505645e-05	8.21755871224627e-05	8.96324330940456e-05	4.91995532999699e-05	8.21755871224627e-05	5.56940651708716e-05	5.56940651708716e-05
"Hypochoeris_radicata"	0.082570916230466	0.104944565410253	0.0250193899355644	0.0127418530475175	0.00738667216825981	0.0182489650699592	0.00312617456879679	0.00244442394287758	0.00494176841680558	1.03850195430018	0.00634567744203939	0.00836131301086822	0.00285326785664635	0.00270806304480778	0.000604863154198534	0.0029475891178605	0.00323914149361173	0.002565051484009	0.000721204639472548	0.000213197203348159	0.00115517491692586	0.00158377326118745	4.49161610957653e-05	3.53959049206878e-05	2.80215516602342e-05	0.141363571498301	0.214967228324183	0.0249871264886142	0.00802867883791471	0.0519643983648813	0.00716521406687712	0.0512079844411851	0.00361695987126013	0.00326078505671044	0.0033625861992281	0.00276781100788409	0.00235377681448095	0.00211843274196848	0.00232304508158434	0.000958865416270065	0.0289712347549351	0.00180623868672845	0.000929377533071439	0.0156962429974578	0.000629199467575882	0.000628568198971377	0.000850578002295596	0.00108966673334958	0.000525881176656573	0.000584286703035872	0.000498075637060972	0.000273108587551033	0.000500873797323565	0.000530169322297569	0.000740636349037457	0.000426735139426291	0.0003807371836801	0.000339117833268209	0.000317325513134538	0.000314182722321634	0.000319416745138657	0.000458738217171209	0.000211669655432684	0.000328655295784607	0.000264367928165846	0.000494061775842415	0.000307778007010826	0.000220306606804872	0.000220306606804872	0.000576480426363528	0.000320738650889663	0.041159397878514	0.000294544733301115	0.000252809901336087	0.000482503749012655	0.000455169306207225	8.6409022028362e-05	0.00019036859184005	0.000573051239414677	0.00016524684718614	0.0273871834251303	7.80414797174613e-05	9.55357597586521e-05	0.000119740229159292	0.000241251874506328	0.0137851253359398	8.81226427219487e-05	0.000116369255514253	5.31396509321212e-05	8.81226427219488e-05	4.55066180268481e-05	4.40613213609744e-05	4.55066180268481e-05	2.65698254660606e-05	4.55066180268481e-05	4.40613213609744e-05	4.40613213609744e-05	6.15556014021651e-05	4.40613213609744e-05	4.55066180268481e-05	2.16022555070905e-05	4.40613213609744e-05	0.000120625937253164	0.000120625937253164
