"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Canthium_bibracteatum"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Psidium_cattleianum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp2_M_PL_095"	"Hemipyrellia_sp1_M_PL_095"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_095"	"Eristalinus_vicarians"	"Hemipyrellia_germana"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_095"
"Nephrosperma_vanhoutteanum"	1.12810062626696	0.0725448466792892	0.0624860069590112	0.0316446917699298	0.0170532960975415	0.0148669345445493	0.00663693101604856	0.356067824418685	0.178403214534592	0.0683697349252705	0.00316446917699298	0.00235587530852165	0.0020809185681162	0.0341848674626353	0.00249944027836045	0.000553077584670714	0.000947405338752306	0.000947405338752306	0.0170924337313176
"Psychotria_pervillei"	0.074811873138017	1.10025460551317	0.0579883704961111	0.0362366875387376	0.022405794367271	0.0291141927213432	0.0125218095586831	0.278202560759334	0.349370312656119	0.00453405291745558	0.00362366875387376	0.00324673566970274	0.0184362445648806	0.00226702645872779	0.00231953481984444	0.00104348412989026	0.00124476635373728	0.00124476635373728	0.00113351322936389
"Phoenicophorium_borsigianum"	0.0824815291858948	0.0742251142350222	1.09844610848966	0.0347810497518421	0.0193012803445314	0.0112949152623885	0.0128033360639927	0.445417289575837	0.135538983148662	0.0049988805567209	0.00347810497518421	0.024102811513792	0.00223206076239619	0.00249944027836045	0.0439378443395865	0.00106694467199939	0.00107229335247396	0.00107229335247396	0.00124972013918022
"Canthium_bibracteatum"	0.0696183218938455	0.0773049334159735	0.0579684162530701	1.08436247284371	0.0166378505657444	0.0190854581919883	0.00835588016900242	0.312273219969103	0.22902549830386	0.00421929223599063	0.108436247284371	0.00255201501989514	0.00213221461605483	0.00210964611799532	0.0023187366501228	0.000696323347416869	0.000924325031430247	0.000924325031430247	0.00105482305899766
"Dillenia_ferruginea"	0.0625287523576522	0.0796650466391859	0.0536146676236982	0.0277297509429074	1.08952089596698	0.0140444483340194	0.00622977146889077	0.301122568919998	0.168533380008233	0.00378962135500923	0.00277297509429074	0.00211058859728909	0.0617737050185694	0.00189481067750461	0.00214458670494793	0.000519147622407564	0.0605289386648322	0.0605289386648322	0.000947405338752306
"Memecylon_eleagni"	0.0613261049962659	0.116456770885373	0.0352966101949641	0.035785234109978	0.0158000043757719	1.04833170866544	0.020336900105544	0.0649483626613962	0.579980503985236	0.00371673363613733	0.00357852341099781	0.00409541555482329	0.00269741506596017	0.00185836681806866	0.00141186440779856	0.001694741675462	0.000877778020876215	0.000877778020876215	0.000929183409034332
"Psidium_cattleianum"	0.0365031205882671	0.0667829843129765	0.0533472335999697	0.0208897004225061	0.00934465720333616	0.0271158668073921	1.11934977039889	0.0496765482301836	0.325390401688705	0.00221231033868286	0.00208897004225061	0.18762523973848	0.00156263175229782	0.00110615516934143	0.00213388934399879	0.0932791475332405	0.000519147622407564	0.000519147622407564	0.000553077584670714
"Lasioglossum_mahense"	0.195837303430277	0.148374699071645	0.185590537323265	0.0780683049922756	0.0451683853379997	0.00865978168818616	0.00496765482301836	1.17861473464364	0.103917380258234	0.0118689274806228	0.00780683049922756	0.00453975321696837	0.00482770941399443	0.00593446374031142	0.00742362149293061	0.00041397123525153	0.00250935474099998	0.00250935474099998	0.00296723187015571
"Apis_mellifera"	0.122652209992532	0.232913541770746	0.0705932203899281	0.0715704682199561	0.0316000087515438	0.0966634173308726	0.0406738002110881	0.129896725322792	1.15996100797047	0.00743346727227466	0.00715704682199561	0.00819083110964658	0.00539483013192034	0.00371673363613733	0.00282372881559713	0.00338948335092401	0.00175555604175243	0.00175555604175243	0.00185836681806866
"Unidentified_sp2_M_PL_095"	0.564050313133482	0.0362724233396446	0.0312430034795056	0.0158223458849649	0.00852664804877075	0.00743346727227465	0.00331846550802428	0.178033912209342	0.0892016072672959	1.03418486746264	0.00158223458849649	0.00117793765426083	0.0010404592840581	0.0170924337313176	0.00124972013918022	0.000276538792335357	0.000473702669376153	0.000473702669376153	0.00854621686565882
"Hemipyrellia_sp1_M_PL_095"	0.0348091609469228	0.0386524667079867	0.0289842081265351	0.542181236421855	0.00831892528287222	0.00954272909599414	0.00417794008450121	0.156136609984551	0.11451274915193	0.00210964611799532	1.05421812364219	0.00127600750994757	0.00106610730802742	0.00105482305899766	0.0011593683250614	0.000348161673708434	0.000462162515715124	0.000462162515715124	0.00052741152949883
"Ornidia_obesa"	0.0259146283937382	0.0346318471434959	0.200856762614934	0.0127600750994757	0.00633176579186728	0.0109211081461954	0.375250479476961	0.0907950643393673	0.131053297754345	0.00157058353901443	0.00127600750994757	1.06655888183179	0.000892887377831972	0.000785291769507217	0.00803427050459734	0.0312708732897467	0.000351764766214849	0.000351764766214849	0.000392645884753609
"Nectarinia_dussumieri"	0.0343351563739173	0.294979913038089	0.0279007595299523	0.0159916096204112	0.277981672583563	0.0107896602638407	0.00468789525689347	0.144831282419833	0.129475923166088	0.0020809185681162	0.00159916096204112	0.00133933106674796	1.02005248739586	0.0010404592840581	0.00111603038119809	0.000390657938074456	0.0154434262546424	0.0154434262546424	0.00052022964202905
"Rhiparida_seychellensis"	0.564050313133482	0.0362724233396446	0.0312430034795056	0.0158223458849649	0.00852664804877076	0.00743346727227465	0.00331846550802428	0.178033912209342	0.0892016072672959	0.0341848674626353	0.00158223458849649	0.00117793765426083	0.0010404592840581	1.01709243373132	0.00124972013918022	0.000276538792335357	0.000473702669376153	0.000473702669376153	0.00854621686565882
"Unidentified_sp3_M_PL_095"	0.0412407645929474	0.0371125571175111	0.549223054244831	0.017390524875921	0.00965064017226568	0.00564745763119425	0.00640166803199636	0.222708644787918	0.067769491574331	0.00249944027836045	0.0017390524875921	0.012051405756896	0.00111603038119809	0.00124972013918022	1.02196892216979	0.000533472335999697	0.000536146676236982	0.000536146676236982	0.000624860069590112
"Eristalinus_vicarians"	0.0182515602941336	0.0333914921564882	0.0266736167999849	0.010444850211253	0.00467232860166808	0.013557933403696	0.559674885199443	0.0248382741150918	0.162695200844352	0.00110615516934143	0.0010444850211253	0.0938126198692402	0.000781315876148911	0.000553077584670714	0.00106694467199939	1.04663957376662	0.000259573811203782	0.000259573811203782	0.000276538792335357
"Hemipyrellia_germana"	0.0312643761788261	0.039832523319593	0.0268073338118491	0.0138648754714537	0.54476044798349	0.00702222416700972	0.00311488573444539	0.150561284459999	0.0842666900041167	0.00189481067750461	0.00138648754714537	0.00105529429864455	0.0308868525092847	0.000947405338752306	0.00107229335247396	0.000259573811203782	1.03026446933242	0.0302644693324161	0.000473702669376153
"Parasarcophaga_hirticeps"	0.0312643761788261	0.039832523319593	0.0268073338118491	0.0138648754714537	0.54476044798349	0.00702222416700972	0.00311488573444539	0.150561284459999	0.0842666900041167	0.00189481067750461	0.00138648754714537	0.00105529429864455	0.0308868525092847	0.000947405338752306	0.00107229335247396	0.000259573811203782	0.0302644693324161	1.03026446933242	0.000473702669376153
"Unidentified_sp1_M_PL_095"	0.564050313133482	0.0362724233396446	0.0312430034795056	0.0158223458849649	0.00852664804877076	0.00743346727227465	0.00331846550802428	0.178033912209342	0.0892016072672959	0.0341848674626353	0.00158223458849649	0.00117793765426083	0.0010404592840581	0.0170924337313176	0.00124972013918022	0.000276538792335357	0.000473702669376153	0.000473702669376153	1.00854621686566
