"Microtus_arvalis"	"Apodemus_sylvaticus"	"Prometheomys_schaposchnikowi"	"Apodemus_mystacinus"	"Microtus_majori"	"Dryomys_nitedula"	"Cricetulus_migratorius"	"Sorex_araneus"	"Chionomys_nivalis"	"Myoxus_glis"	"Ctenophthalmus_proximus"	"Ctenophthalmus_hypanis"	"Ctenophthalmus_inornatus"	"Megabothris_turbidus"	"Ctenophthalmus_shovi"	"Amphipsylla_rossica"	"Myoxopsylla_jordani"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Leptopsylla_taschenbergi"	"Hystrichopsylla_talpae"	"Amphipsylla_georgica"	"Hystrichopsylla_satunini"	"Rhadinopsylla_integella"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Ctenophthalmus_euxinicus"	"Palaeopsylla_caucasica"
"Microtus_arvalis"	1.23698879284243	0.0372684610120135	0.0144961702625873	0.00701179341361028	0.0199709266120699	0.000968669412398685	0.0130091735186662	0.000800525439421354	0.00280439841620684	1.44224039308557e-05	0.0186106666976439	0.29742984695288	0.0180892951016601	0.13981777526865	0.0459330132072939	0.120715193425066	0.000677852984750216	0.00148178005803027	0.00141363455141722	0.000999537268521435	0.0149714337431317	0.00187053653771904	0.000576090280788925	0.000362038589334412	0.000142791038360205	0.00338591822858329	8.21694540657455e-05	0.000107093278770154
"Apodemus_sylvaticus"	0.0391247445106962	1.20197342748015	0.00327452173674938	0.0481123312378756	0.0261713177675195	0.00322233663469541	0.00386593357059472	0.00630149905517668	0.00114625705926187	0.000140964280618517	0.389114534415736	0.01993665583767	0.00565206479300798	0.0550382157583753	0.0604062925285336	0.00927771801295969	0.0066253211890703	0.03735854821537	0.0248394603239821	0.032236835219774	0.00416966479158689	0.00283728147454939	0.00688580382274781	0.0035581518178957	0.00460526217425343	0.000107093278770154	0.000563816381693855	0.00345394663069007
"Prometheomys_schaposchnikowi"	0.0303202339843429	0.00652404712436328	1.28467095440307	0.000545079700005229	0.00129665544081017	7.78721881693674e-05	0.00609866196902936	5.25675842353432e-05	0.00374581394171931	1.44699758744854e-06	0.00240523397060864	0.0226394199949469	0.611501907180408	0.0099719001549191	0.00152169035489781	0.0161960980524976	6.80088866100814e-05	0.000219410882188368	0.000170375207321935	0.00017497444394844	0.000390852914486722	0.000855930149007976	5.84640678974773e-05	0.00035927580200792	2.49963491354915e-05	8.29933411980189e-05	6.38765273443628e-06	1.87472618516186e-05
"Apodemus_mystacinus"	0.030019240552019	0.196208100829462	0.0011157100109482	1.06386990272729	0.0275564845462447	0.00541726270941445	0.00162118824395238	0.00690840273925536	0.000365237131337127	0.000251803843408652	0.373859833343074	0.0217917659054611	0.00145929171799866	0.027170219544877	0.068620010787393	0.00424145166216281	0.0118347806402067	0.0679742909298658	0.0502457045331979	0.00526228622914265	0.0011848502135388	0.000600084472597828	0.0179601104959437	0.000597019757269958	0.000751755175591807	8.21694540657455e-05	0.0124672254225854	0.000563816381693855
"Microtus_majori"	0.105231420994368	0.13135988341005	0.00326657428357946	0.0339156732876857	1.04398008622675	0.0013844244194712	0.00781675897373161	0.0051299073498559	0.00121754255942277	3.10618284168171e-05	0.187665218349312	0.0471169822175647	0.00329250031059711	0.153746464770788	0.181972370585124	0.0266156024312978	0.0014599059355904	0.00576195577509257	0.0242451226348399	0.00352306200716608	0.0116639239024662	0.00133268842089116	0.0162164557004944	0.000488156616559475	0.000503294572452298	0.000288042210751009	0.000397449296340067	0.000377470929339223
"Dryomys_nitedula"	0.00617245160458697	0.0195588339919884	0.000237238526748538	0.00806290263726802	0.00167418767005819	1.28314684184256	0.000744963740209316	0.000149668198933989	0.000106867953342832	0.0134793771676335	0.00862449668980457	0.00179622281864735	0.000265896798289529	0.0167834776744906	0.00174293891046433	0.000781654340907223	0.633530726878776	0.00103447116094232	0.000743958817902308	0.000524566428903903	0.000145514890140765	0.000140495930877707	0.000243802367846212	6.59188144397017e-05	7.49380612719862e-05	1.6895396727884e-05	9.44871402804846e-05	5.62035459539897e-05
"Cricetulus_migratorius"	0.151681427409129	0.0429365388053286	0.0339967965082062	0.00441515096225329	0.0172966581546402	0.0013631251416596	1.07855596166034	0.000366965559765105	0.00270211314369291	1.85959883202622e-05	0.0171261810658657	0.0835039163253586	0.0637883746476447	0.20424797125616	0.00991889780449393	0.130255541937853	0.000874011451052325	0.00149250883805455	0.0013266890115247	0.00115155468060268	0.00208883589789263	0.149244248603464	0.000524092529255084	0.000369027508062629	0.000164507811514669	0.000415186388893601	5.17400503389057e-05	0.000123380858636002
"Sorex_araneus"	0.0274179963001814	0.205586406675139	0.000860794191853745	0.0552672219140428	0.0333443977740634	0.000804466569270191	0.00107796133181	1.00866849546118	0.000270919103419761	3.46740123720917e-05	0.430295781212955	0.00949893410101024	0.00130776904016467	0.0160255849858156	0.112581810787221	0.00404285972591255	0.00162967858148831	0.00914596914825408	0.069799297890686	0.00551381167327959	0.00123659820555373	0.000542923449603116	0.00232908838382726	0.00061539454582461	0.000787687381897085	7.50492599457519e-05	0.00064766275680519	0.000590765536422814
"Chionomys_nivalis"	0.139710030189213	0.0543951077213361	0.0892184775209509	0.00425003207374112	0.0115113114709062	0.000835513089771232	0.0115453925230515	0.000394064150428743	1.0214594335181	1.39710758362851e-05	0.0198381190825661	0.128458660291512	0.183480580979128	0.113845304413942	0.00906805444037484	0.108698570809034	0.000656640564305399	0.00181210312490514	0.0014185682279643	0.00145887262087875	0.00192413798669636	0.00170090840847871	0.000492948249996644	0.0930162562824537	0.00020841037441125	0.000382417965846387	4.98050633641537e-05	0.000156307780808437
"Myoxus_glis"	0.00197586933852723	0.0183958386207165	9.47783419778794e-05	0.00805772298907688	0.000807607538837245	0.289806609104121	0.000218502862763081	0.000138696049488367	3.8420458549784e-05	1.01379928802928	0.00814149335024913	0.000737131376150482	0.00012866175716223	0.00452770276016255	0.00141202166711808	0.0002990665054096	0.648566537375951	0.00100074825871066	0.000705219868457307	0.00049337498216481	8.40634687237887e-05	6.54595511750554e-05	0.000225652782747206	5.63543741910152e-05	7.04821403092585e-05	5.40840147407087e-06	9.44264412782447e-05	5.28616052319439e-05
