"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Aphloia_theiformis"	1.12534331831057	0.0441159589489156	0.0299116671851446	0.0294650222843686	0.0375041110914425	0.0127526842028534	0.0195905203088257	0.00750976196960867	0.0112823375813785	0.00622299191511578	0.00504282804241258	0.00459213149269874	0.136015032274797	0.0959141469294057	0.0729610075612936	0.0392590150311128	0.0363083619053705	0.0652833122620723	0.0189688271552086	0.00202053505351472	0.0442200380969233	0.0432824353196373	0.00192432473667868	0.0296712285592926	0.0288549568797582	0.00106450429054324	0.00116734676178292	0.00146503578172434	0.000648764102189935	0.000490487853955899	0.000490487853955899	0.000648764102189934	0.0144274784398791	0.0144274784398791	0.0144274784398791	0.000937602777286062	0.000648764102189935	0.000490487853955899	0.000648764102189934
"Stillingia_lineata"	0.0506035999708149	1.17592273109749	0.0293360178541557	0.00184732721136725	0.0123627100131326	0.0138231268860528	0.0141994284856731	0.00569419595006484	0.00768273712579516	0.0126673683930209	0.00103334614262487	0.00816074420313787	0.310211618503395	0.0161636436299072	0.0045743340471951	0.0115013605014775	0.00744009222689906	0.0396731651086363	0.121699633479873	0.00219445322276471	0.00225536005689812	0.0019462923065698	0.0350127814085489	0.00188917105794958	0.00129752820437987	0.00155175175177888	0.0183485953724208	0.0178846241932387	0.017292981339669	0.000531658726386645	0.000531658726386645	0.017292981339669	0.000648764102189934	0.000648764102189934	0.000648764102189934	0.000309067750328316	0.017292981339669	0.000531658726386645	0.017292981339669
"Syzygium_coriaceum"	0.0507197834878539	0.043366287262665	1.20021018151082	0.00152119661895424	0.00918336569112075	0.00789411421983199	0.0058143764593269	0.00320881350661695	0.00126593344651343	0.00486191679542243	0.000642237367186013	0.0046451269670197	0.176120187589108	0.00911428000878784	0.00376677258026765	0.418764918229205	0.00462410904373929	0.0313455241136619	0.00511443026443988	0.00104692243427526	0.00218034504565701	0.001950760903379	0.00134580867305462	0.00154277295472462	0.00130050726891933	0.000884260648563308	0.00104289925152047	0.00088000520437389	0.000637739518568603	0.000303619777685846	0.000303619777685846	0.000637739518568603	0.000650253634459665	0.000650253634459665	0.000650253634459665	0.000229584142278019	0.000637739518568603	0.000303619777685846	0.000637739518568603
"Molinaea_macrantha"	0.0547207556709702	0.00299091072316603	0.00166607248742608	1.25497418429064	0.00184040585665372	0.000883377883814076	0.00102220355042389	0.00105870369916457	0.000558917268905451	0.0128563448529935	0.00043519717451932	0.000326259874658476	0.00904176282287543	0.00471695684192106	0.631364646814913	0.00198259977314298	0.0031334196565391	0.00320644040657337	0.00100943601818903	0.00128310281091571	0.00215065459529981	0.00210464444888347	0.000119018921829696	0.00144568811385664	0.00140309629925565	7.4758556786697e-05	0.00111534605230582	8.6575795824025e-05	4.39839812230298e-05	3.39760724543876e-05	3.39760724543876e-05	4.39839812230298e-05	0.000701548149627823	0.000701548149627823	0.000701548149627823	4.60101464163429e-05	4.39839812230299e-05	3.39760724543876e-05	4.39839812230298e-05
"Casearia_coriacea"	0.0731330166283128	0.0210166070223255	0.0105608705447889	0.0019324261494864	1.12236824020557	0.0128826955293183	0.0446915070628796	0.000983188366415138	0.0435511540090779	0.000821172520946588	0.000636695056369353	0.000755760237839006	0.0197181975161504	0.37664269999672	0.00478505522729966	0.00554855183102042	0.00458420440585934	0.172953366782915	0.00310107702958427	0.000265068716695243	0.0308720143369975	0.00281280833185818	0.00303764405671651	0.00373735168219211	0.00187520555457212	0.000589958319319043	0.000377498793740531	0.0021712138779483	0.000309067750328316	0.000495488289589167	0.000495488289589167	0.000309067750328315	0.000937602777286062	0.000937602777286062	0.000937602777286062	0.0280592060051394	0.000309067750328316	0.000495488289589166	0.000309067750328316
"Gaertnera_sp1_M_PL_082"	0.0382580526085601	0.0361527933942918	0.0139665097735489	0.00142699504308428	0.0198195315835667	1.10536541947554	0.0162018169499006	0.0319876801822634	0.0122046608117286	0.0102967511746869	0.0272305959009877	0.020422526435177	0.152097275858154	0.104251307279344	0.00353351153525631	0.00583889215088533	0.196060290487111	0.00630181838381773	0.00421209893866241	0.00725559863434326	0.00196695185145686	0.0014714635618677	0.00174135416453599	0.00165605141415766	0.000980975707911797	0.0450668703996101	0.00138972132427722	0.0012067344326325	0.000531658726386645	0.042514054595213	0.042514054595213	0.000531658726386644	0.000490487853955899	0.000490487853955899	0.000490487853955899	0.000495488289589167	0.000531658726386645	0.042514054595213	0.000531658726386644
"Syzygium_petrinese"	0.0636691910036834	0.0402317140427405	0.0111442215470432	0.0017888562132418	0.0744858451047993	0.0175519683623924	1.06789176040108	0.00249354526529065	0.0468679035341475	0.00324040672493991	0.000838425866061043	0.00312949526791267	0.110505022081686	0.404571362823807	0.00442954871850351	0.0055087943319534	0.00603666623563951	0.0158635148768022	0.0049577716545224	0.000768742946803124	0.00431096116622319	0.00244881503860321	0.00378705812570318	0.0461280333757805	0.00163254335906881	0.00106626261473494	0.000861676747314706	0.0450871328702814	0.000591642853569714	0.00067507570624586	0.00067507570624586	0.000591642853569713	0.000816271679534403	0.000816271679534403	0.000816271679534403	0.00186214612761998	0.000591642853569714	0.00067507570624586	0.000591642853569714
"Croton_grangeroides"	0.0292880716814738	0.0193602662302204	0.00738027106521899	0.0022232777682456	0.00196637673283028	0.0415839842369424	0.00299225431834879	1.13725340506449	0.000911169003057312	0.0347000154913349	0.044148397314988	0.0115258444261856	0.0793815892262455	0.00706850363795266	0.00550525923565578	0.00331802700225443	0.317868460667914	0.00252676917418361	0.00236845668100312	0.230342348970509	0.00117562371376206	0.0011264642954413	0.000620040095176334	0.0008756534602254	0.000750976196960867	0.00304011456238637	0.00317637775511448	0.000409387060767774	0.000284709797503242	0.00159938400911317	0.00159938400911317	0.000284709797503242	0.000375488098480434	0.000375488098480434	0.000375488098480434	4.91594183207569e-05	0.000284709797503242	0.00159938400911317	0.000284709797503242
"Labourdonnaisia_callophylloides"	0.0488901295193069	0.0290236735863373	0.00323516325220098	0.00130414029411272	0.0967803422423952	0.0176289545058302	0.06249053804553	0.00101241000339701	1.07064983553636	0.000840521995758909	0.000655470909326978	0.000822153442771984	0.0203301693030508	0.530198709455744	0.00322929977589816	0.00237886723927621	0.00471939054715423	0.0179482045598936	0.0036145276367747	0.000272525500325978	0.0042998981529563	0.00188038959689642	0.0603341838771086	0.00385736548316137	0.00125359306459761	0.000780805892109201	0.000496862228857418	0.00303059114777459	0.000426818729210842	0.000678036711762702	0.000678036711762702	0.000426818729210842	0.000626796532298806	0.000626796532298807	0.000626796532298806	0.00241950855605988	0.000426818729210842	0.000678036711762702	0.000426818729210842
"Phyllanthus_phillyreifolius"	0.0404494474482526	0.0717817542271182	0.018637347715786	0.0449972069854774	0.00273724173648863	0.0223096275451549	0.00648081344987983	0.0578333591522248	0.00126078299363836	1.042184655138	0.0159500533154533	0.0087110436258585	0.206406185199472	0.00785083016182519	0.111421655392611	0.00751972104641587	0.114840383871263	0.00500130469730057	0.00790788088885515	0.098415393091945	0.00162417902219116	0.00155574797877894	0.00218127156515005	0.00130719921293096	0.00103716531918596	0.00194694305112289	0.0879043352942518	0.00132564792649673	0.00105561403275174	0.000858062597890573	0.000858062597890573	0.00105561403275174	0.000518582659592982	0.000518582659592982	0.000518582659592982	6.84310434122157e-05	0.00105561403275174	0.000858062597890573	0.00105561403275174
