"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_sylvaticus"	"Microtus_agrestis"	"Neomys_fodiens"	"Sorex_araneus"	"Ctenophthalmus_agyrtes"	"Palaeopsylla_soricis"	"Nosopsyllus_fasciatus"	"Megabothris_turbidus"	"Peromyscopsylla_silvatica"	"Doratopsylla_dasycnema"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Leptopsylla_segnis"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"
"Apodemus_flavicollis"	1.13659119498319	0.0634355292416455	0.0669791782763243	0.0505515244301141	0.00961165509960086	0.00616425130245933	0.493869370874475	0.0153678346341132	0.0610443620698252	0.055378561804874	0.0136583532424755	0.0126103093553749	0.00393737767706765	0.00192136084638307	0.00800416334495204	0.000437486408563072	0.000437486408563072
"Clethrionomys_glareolus"	0.0931846050239344	1.14418980169525	0.039377699131669	0.0430037505485618	0.00923701486425789	0.00434046206966462	0.339699937513045	0.0219189125799525	0.0102417652926071	0.0568542389015089	0.124058520683459	0.00240558490552053	0.0710186773466015	0.0240308715318823	0.000656229612844609	0.00789096414962238	0.00789096414962238
"Apodemus_sylvaticus"	0.129696045207792	0.0519069670372	1.09800289210348	0.0417915797495518	0.00851490460999329	0.00342094462531287	0.430041220612183	0.0161400544334938	0.175475921448948	0.0191125807330181	0.00743171093637879	0.00255827443572364	0.00322181174713656	0.0110557817227136	0.000913352431040786	0.000357979083015173	0.000357979083015173
"Microtus_agrestis"	0.131310667117248	0.0760432174334324	0.0560618752737891	1.05611140908416	0.00816519400302861	0.00564097042167793	0.543976386054068	0.00761298579792032	0.0145206870466886	0.0355338812020683	0.040943758300527	0.0153024880937526	0.0047199238406958	0.0020829613584785	0.00092472300786794	0.000524435982299534	0.000524435982299534
"Neomys_fodiens"	0.0417812762492854	0.027334023577906	0.0191150919816176	0.0136642022091499	1.13600879571389	0.0954299436014836	0.115631504834495	0.484740143106796	0.0048176347309407	0.00359584923836602	0.00353466062251367	0.0512397191262282	0.00169659456690451	0.000739305085770754	0.0002942343397837	0.000188510507433834	0.000188510507433834
"Sorex_araneus"	0.0364718202062177	0.0174824166694825	0.0104528863551227	0.0128488770715997	0.129890756568686	1.12618657646222	0.0362812426948493	0.427679751763721	0.00324212350010229	0.00281878545263479	0.00243177331767933	0.192173162422282	0.00108511551741616	0.000456731412064076	0.000256843804269139	0.000120568390824017	0.000120568390824017
"Ctenophthalmus_agyrtes"	0.276826778937535	0.129622344577346	0.124485616493	0.117384378043246	0.0149103782549744	0.00343717036056467	1.22825609543088	0.0119485116014759	0.0315854204571437	0.0221521121312174	0.0187346299143733	0.00506013116111541	0.00804552483583529	0.00381352903460874	0.00194948435871503	0.000893947203981698	0.000893947203981699
"Palaeopsylla_soricis"	0.0454631774592517	0.0441422545012933	0.0246584164956156	0.00867034493652036	0.329892597392125	0.213839875881861	0.0630615890077894	1.20371693671238	0.00583854658879821	0.00444213037254308	0.00519643672386359	0.0462713525042871	0.00273986407249407	0.0011374554468521	0.000320163221544026	0.000304429341388229	0.000304429341388229
"Nosopsyllus_fasciatus"	0.245329228695712	0.0280199239137365	0.364195308667628	0.0224659686382729	0.00445403965690744	0.0022021970944091	0.226461505164427	0.00793161046025418	1.06722664347727	0.0160567964076908	0.00483195173060296	0.00308091706195026	0.00173916769119744	0.00389058900616546	0.00172767062461769	0.000193240854577493	0.000193240854577493
"Megabothris_turbidus"	0.310411412222057	0.216943806334705	0.0553258915955787	0.0766783752255159	0.00463675296526145	0.00267042832354875	0.221521121312174	0.00841666807429215	0.0223950055159898	1.0259428745564	0.026985630731143	0.00443677608908353	0.0134654776345679	0.00499145519572487	0.00218599586071871	0.00149616418161866	0.00149616418161866
"Peromyscopsylla_silvatica"	0.0765586642275603	0.473381197344777	0.0215128474474123	0.0883523205432425	0.00455785185534657	0.00230378524832778	0.187346299143733	0.00984588010837311	0.00673930109794624	0.026985630731143	1.05365591630493	0.00231981830592959	0.0293822812145034	0.00998966507859883	0.000539145522729298	0.0032646979127226	0.0032646979127226
