"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Diplopterys_pubipetala"	1.08828807727066	0.0433312045608649	0.0348459418256282	0.033936141958803	0.0348161132897865	0.0233635296767025	0.0188674539870034	0.0159894471097423	0.0106812595799448	0.00794492324399662	0.00759986637057747	0.00734755277791123	0.0063218216817099	0.163339006243204	0.159415741558132	0.0956767358099962	0.054759023755676	0.0498862214878203	0.0311082620465174	0.00400044045128058	0.0339798019570226	0.0360277822979686	0.0353539912107701	0.00161421281367462	0.00113698541409133	0.000368461620512685
"Byrsonima_gardnerana"	0.0594544434672332	1.08155675946278	0.0194977028083833	0.0369863207275403	0.0334524767185754	0.0266362706194895	0.0244537295312819	0.0102811236267796	0.0135791844300848	0.00911522281571679	0.00757126181179292	0.00581180093896632	0.0049370363747137	0.15512765992063	0.0745162940923463	0.294951043685319	0.0717181743731925	0.0476998717357841	0.00666768846707491	0.00223840696893826	0.00347256209646106	0.00637648665697372	0.00193142966065871	0.000903216847115439	0.000857663099244876	0.000206169062928524
"Banisteriopsis_muricata"	0.0496896813948535	0.0202634736135464	1.14985756795549	0.0313784014039641	0.027752039192131	0.0142299066233405	0.00928061921449179	0.0087028165229381	0.00529042978941032	0.00402633539312776	0.00481068492949685	0.00465231208640677	0.00339906521413738	0.0822775223358412	0.0904686254154971	0.033027219178944	0.0286038418870973	0.0470508129548186	0.0986199521120004	0.13200781746921	0.0548407556287761	0.00860659873563491	0.00161421281367462	0.0532663123121374	0.0241243810561337	0.0121586147669009
"Heteropterys_sp1_M_PL_059"	0.0622455660798769	0.0494428536150538	0.0403610784898139	1.0419248595581	0.033683182758643	0.0274224707791984	0.0198574685283096	0.01537096644364	0.0111974246378768	0.00827888603300901	0.00891973784230286	0.00829762531231435	0.00633121325519112	0.166110996753993	0.14817169354477	0.116992066711835	0.0639853629123173	0.0793718108955597	0.0572714269912383	0.00463359813478226	0.00907018094349427	0.00308610283047495	0.00202210172293385	0.00186969749298231	0.0136548489567141	0.00042677877557205
"Heteropterys_sp2_M_PL_059"	0.0701274771242358	0.0491080454816071	0.0392002488161965	0.0369892134988228	1.03986123847419	0.0207912348923075	0.0211880892591853	0.0160826444370983	0.0119519266415781	0.00886748169866835	0.00628917672711441	0.00611814979392666	0.00675840648840094	0.173882330495748	0.154987169179469	0.125572889840843	0.0735509253206736	0.0123668428873905	0.0665055566587279	0.00450033067980503	0.0254424715869904	0.0240851223280694	0.00227815250544834	0.00181592290588624	0.00126444813605376	0.00041450414156099
"Dicella_bracteosa"	0.0636206885042514	0.0528627524602176	0.0271736486095714	0.0407118220029637	0.0281081502486388	1.03514059912197	0.0201127003661987	0.0166661789213311	0.0113388093719065	0.00825776191248058	0.0119859170475467	0.0109754393179334	0.00637886544831964	0.177541385492727	0.162090955649164	0.118098852625309	0.0457428458411211	0.141327765575651	0.00726491924387524	0.00311963337511696	0.00385157119571625	0.00295385565350963	0.00206677377909291	0.00125879943206474	0.00106197415034782	0.000287334652971299
"Carolus_chasei"	0.0633088029516512	0.0598015376215235	0.0218380447393136	0.0363269329475238	0.0352967458512021	0.024783422252188	1.02550077138594	0.0190133524838427	0.0142811346002687	0.0104403507904002	0.00761701777092585	0.00734671139032158	0.00777850854822745	0.223200465067163	0.173380859338301	0.162615047416266	0.074227954128399	0.0127045707774321	0.00702109402458248	0.00250708670723238	0.0037264507626393	0.00308608509409013	0.00205664190379658	0.00101163147835693	0.000897864087478728	0.000230915880929298
"Stigmaphyllon_paralias"	0.0686092639618033	0.032151877523747	0.0261875660826592	0.0359587457408791	0.0342609061796368	0.0262618576942187	0.0243140446914594	1.03095570776309	0.0141545850647956	0.0106778979179276	0.00928071915196804	0.0103596352411072	0.0101605263200454	0.236430679123101	0.353204346919467	0.0279341351510707	0.0138505984469343	0.0128966442345809	0.00742030362263694	0.00300642752610589	0.00405618851570843	0.00316535639818511	0.00222883202135802	0.00121311987895501	0.000983127030105489	0.000276907798457121
"Banisteriopsis_stellaris"	0.0635490065764781	0.0588811694615441	0.0220730957180019	0.0363210580690793	0.0353033799539051	0.0247738692159301	0.0253220117702244	0.0196261053419435	1.01435335257222	0.0104881886912905	0.00748730300013063	0.00722680575567197	0.00792798720690969	0.197670078616596	0.197248120882383	0.162571454934794	0.0758841062745995	0.0126535058360976	0.00704591087100616	0.00253407141173435	0.00374428622156032	0.00309212082578749	0.00206444512889689	0.00102252004333141	0.000902644305641768	0.000233401314238691
"Banisteriopsis_schizoptera"	0.0646552374339036	0.0540627008380444	0.0229778795711257	0.036731609295879	0.0358266645641601	0.02467836893385	0.0253208507675223	0.0202511857064144	0.0143459132673974	1.01089071668195	0.00745366441284004	0.00748461317884838	0.00865392868140103	0.208210254359319	0.201159356071895	0.122464019631961	0.101105202453331	0.0126029124496221	0.00719525927230868	0.00263794387825612	0.00383042930538734	0.0031271299813204	0.00210038200703359	0.00106443349473492	0.000926375246394854	0.000242968515102537
"Stigmaphyllon_auriculatum"	0.0644395855133994	0.0467876777830556	0.0286048511077268	0.0412337581692084	0.02647479783929	0.0373214183516423	0.0192477934091659	0.0183391456296375	0.0106705276289287	0.00776609346008483	1.0134661301881	0.0126323127794708	0.00634924147361998	0.223755499083665	0.162501629383229	0.0818550697578641	0.01359089936323	0.162685254392665	0.00733214594099978	0.00328394061055473	0.00390953790704791	0.00293380338837091	0.00209337636554829	0.00132509884285542	0.00109794341650636	0.000302468214130041
"Stigmaphyllon_ciliatum"	0.0662683740988682	0.0382024112676003	0.0294251331324963	0.0408010620452655	0.0273952821982831	0.0363517735371043	0.0197472115077434	0.0217750294876775	0.0109552851582798	0.0082950490007619	0.0134369186889912	1.01321708880768	0.00746271440258461	0.257922822184806	0.197278046669423	0.029007890144738	0.0133928642910852	0.146273462585818	0.0074728098076505	0.00337811196083039	0.00401710015561086	0.0029869798927931	0.00215278616422877	0.00136309780875612	0.00110955310979825	0.000311141891129115
"Janusia_anisandra"	0.0678159053128881	0.0385986480204889	0.0255702405881698	0.0370280047955117	0.0359936345556504	0.0251288638873198	0.0248676561163029	0.0254013158001136	0.0142944011760948	0.011407451443665	0.00803275247041316	0.008876107281862	1.01031835188485	0.223022621603584	0.273620923035591	0.0297673250357265	0.105317129077387	0.0126185738912173	0.00750347021679408	0.00293555632130047	0.00404551739900257	0.00319404747415809	0.00220305907089891	0.00118452272613878	0.000983540627379788	0.000270380187488201
"Centris_aenea"	0.130819023099761	0.090549629546431	0.0462113007236936	0.0725326298043456	0.0691398633136374	0.0522180545566844	0.053275224128022	0.044130160696054	0.0266094336599263	0.020491280689209	0.0211352762143507	0.0229037800243295	0.0166510102102223	1.09032671003174	0.0827407431928168	0.0625830528660855	0.0286288064297188	0.026914643483844	0.0142555786388609	0.00530522485649654	0.00766018597459246	0.00619269895861057	0.00424977052442726	0.0021407047666565	0.00184657447796815	0.000488639131519419
"Centris_fuscata"	0.141171163255982	0.048093067856974	0.0561822045263219	0.0715375531060426	0.0681400750051076	0.0527125059021671	0.0457578002756491	0.0728939552741866	0.029359007360855	0.0218897610734895	0.01697171488868	0.0193700145885549	0.0225878435526567	0.0914856997904315	1.09161536923801	0.0517209046008818	0.0271282615923141	0.0251006868424462	0.0152019484433525	0.00644992076133	0.00839167150769076	0.00641595663733943	0.00458606886283556	0.00260259960544895	0.00204017380218449	0.000594071649069869
"Centris_caxiensis"	0.103497523229148	0.232535887764132	0.0250542617606504	0.0689976130645808	0.0674390691811403	0.0469147466502372	0.052424407952379	0.00704221894564807	0.0295584463517808	0.0162786397371744	0.0104429309775121	0.0034791739898578	0.0030017470624262	0.0845277597152323	0.0631793173848816	1.09519774938117	0.0332066311844479	0.0250668930007432	0.0116319927037828	0.00287632008128313	0.0058485590351684	0.00564406168100065	0.00336220767552316	0.00116062038367565	0.0013662968884116	0.00026492421801292
"Centris_tarsata"	0.130977664929117	0.125022222893809	0.0479790793815669	0.0834403719059273	0.0873417238182999	0.0401795267523361	0.0529124943280141	0.00772077278291946	0.0305074616441802	0.0297167318021614	0.00383391924604631	0.00355182380692631	0.0234828733753632	0.0854995435265925	0.0732738011589701	0.073424797669666	1.03347267571259	0.0222988902563119	0.0159827119234447	0.00550817225528563	0.00817066210673736	0.00669993030188891	0.00425492414317753	0.00222259582230824	0.00201729680127113	0.000507331655092097
"Centris_flavifrons"	0.125024583410183	0.0871261374005827	0.082692844715283	0.108451394710393	0.0153874169023637	0.130071571857237	0.00948907764261303	0.00753255326975519	0.00533014936104642	0.00388125091368893	0.0480857300594248	0.0406459002229619	0.00294805620113396	0.0842213976627189	0.0710371650638432	0.0580753326335803	0.0233645009411268	1.04625981666462	0.0157669033432757	0.009493438366105	0.00821817279725044	0.00508826782635351	0.00406153307688449	0.00383068565649851	0.00304172366209133	0.000874395638983355
