"Marmota_caudata"	"Microtus_juldaschi"	"Apodemus_uralensis"	"Alticola_argentatus"	"Cricetulus_migratorius"	"Dryomys_nitedula"	"Rattus_turkestanicus"	"Citellophilus_lebedewi"	"Rhadinopsylla_li"	"Amphipsylla_phaiomydis"	"Oropsylla_silantiewi"	"Callopsylla_caspia"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Leptopsylla_nana"	"Ceratophyllus_sinicus"	"Amphipsylla_montana"	"Neopsylla_pleskei"	"Amphipsylla_anceps"	"Ceratophyllus_sciurorum"	"Frontopsylla_ambigua"	"Nosopsyllus_simla"	"Frontopsylla_ornata"	"Amphipsylla_primaris"	"Frontopsylla_protera"	"Neopsylla_meridiana"	"Callopsylla_lagomys"	"Rhadinopsylla_altifrons"	"Paraneopsylla_ioffi"	"Leptopsylla_taschenbergi"
"Marmota_caudata"	1.33292248191671	0.000201053001879561	0.000148056141444944	1.99860370994758e-05	3.42312115290469e-05	2.1464117290629e-07	7.31038349341007e-06	0.650025740094778	0.0102880248423458	4.72584022246342e-05	0.00462046996150585	2.87239858312953e-05	4.29623717290953e-05	0.000259786579814732	1.55773985638913e-05	0.00113146324310593	5.7794009579996e-06	7.72945445571179e-06	6.34816555724911e-06	4.56977981026295e-07	0.000136918972399777	3.27043472073609e-06	3.04411935929721e-06	1.94307099231396e-06	2.53804257181515e-06	1.5598857886306e-06	1.22380088100602e-06	1.15829128056957e-06	3.40509967982522e-05	6.38173023469587e-07
"Microtus_juldaschi"	0.0140209118649887	1.22912219953138	0.0396768921016545	0.0249174452054754	0.0242588589187747	0.00131219244719665	2.48332638628687e-05	0.0136929373042207	0.00010821896362039	0.272524940844844	4.86023778456678e-05	0.0784623028454572	0.0269747182644319	0.157822266694293	0.0517594130729433	0.000353930524705612	0.00810242110402628	0.00820662346616601	0.00553905532124588	0.00279370004887029	0.00330365659133708	1.1109618043915e-05	0.00603810908370297	0.00704643838787345	0.00681186067798771	0.00677488399699164	0.00748161338845188	0.00252317227391715	0.000115670729045467	0.000171021086645062
"Apodemus_uralensis"	0.0170600667120713	0.0655580832139406	1.20057246966533	0.0256863059985839	0.0236372008537914	6.99888275379133e-05	0.00074921806207976	0.0141011680226317	0.000131676367175891	0.0215280837272006	5.9137366841515e-05	0.0708514808515847	0.327046185644991	0.0174417039150216	0.0586049010129831	0.0103642279247273	0.0101400025133776	0.0431735173546502	0.0218156305327898	0.000149008471532332	0.0279754171536539	0.000335176501456735	0.0159860761699984	0.000959431747829453	0.0124167652877403	0.000694836215884026	0.000399049202171812	0.0038285304795517	0.00348977886810836	0.00517488133476435
"Alticola_argentatus"	0.00541500068683701	0.0968076418455969	0.0603975303209945	1.10594941826194	0.0646226760345099	0.000103350388195041	3.77157952647092e-05	0.00412952836790696	4.17951248803226e-05	0.0513291654269303	1.87706699785617e-05	0.288430675216318	0.0251363930687106	0.0314909556453611	0.0332856716116475	0.00052525975173739	0.153582440769076	0.0310690793475162	0.0260738618892011	0.000220036310350732	0.0127662970590233	1.68728557763173e-05	0.00168416411426421	0.00219298906607892	0.00111252977440182	0.00146960090151351	0.000589263906886242	0.00106530540243067	0.000175676204259303	0.00026033418241808
"Cricetulus_migratorius"	0.0102435623216661	0.104095849838026	0.0613861634113389	0.071374298903787	1.08608396886483	0.000111131169865822	3.83588238158711e-05	0.0179608184536177	7.90638803600001e-05	0.08564187005308	3.55084955413248e-05	0.216353940642802	0.0185095492433478	0.0149545928450104	0.0167791962968515	0.000537876595174342	0.0709696072898157	0.0447827818506521	0.107723222007043	0.000236601845520782	0.00231662242273871	1.71605264439423e-05	0.00935148149256591	0.0289109736401735	0.00116049835630294	0.0167533172722835	0.000633626912057548	0.0125150896497748	0.0001786713635634	0.000264595531945426
"Dryomys_nitedula"	0.000277641819108688	0.0243390534560669	0.00078568103171593	0.000493414756544067	0.000480373443936132	1.30695667707816	4.91747799264727e-07	0.000271147273350905	2.14294977466119e-06	0.00539653348207612	9.62423323676591e-07	0.00155370896723678	0.000534152836919443	0.00312519339988699	0.00102493887273155	7.00852524169528e-06	0.000160443982257946	0.000162507395369624	0.000109684263787047	0.6535206673277	6.54189424027144e-05	2.19992436513167e-07	0.00011956651650897	0.000139533433423237	0.000134888330257182	0.00013415611875231	0.000148150760167364	4.99638074042999e-05	2.29050948604886e-06	3.38655617118935e-06
"Rattus_turkestanicus"	0.015428371984329	0.000751532985323659	0.0137225202949346	0.000293786194693524	0.000270530652175091	8.02325356695081e-07	1.30286578889652	0.00759002180705611	0.00011908229953739	0.000246575338622003	5.34812266096842e-05	0.000810059483856183	0.00373816169161966	0.000202302748512416	0.000669948324703395	0.00013137932763238	0.000115951793306693	0.000493499963532638	0.000249394042266824	1.70817656586695e-06	0.000321283841440613	0.582861010822128	0.000182732803306945	1.09871407865345e-05	0.000141934895203567	7.95881259054465e-06	4.57454860631792e-06	4.37678716666545e-05	0.0686117009127418	5.91487943747179e-05
"Citellophilus_lebedewi"	0.66625893747918	0.000201253487805504	0.000125433425486321	1.56221614040752e-05	6.1519085751873e-05	2.14855208677421e-07	3.6861718300206e-06	1.32491545727072	0.00514245096261269	4.8629104051625e-05	0.00230953371180344	3.13862426181926e-05	3.67922635930745e-05	0.000143197889001074	1.46457342186104e-05	0.00056600323775089	6.62000571930246e-06	7.86523697888389e-06	8.56458826863384e-06	4.57433670087412e-07	6.98532675838721e-05	1.64907687132501e-06	2.95609676949063e-06	2.65685998927264e-06	2.311561269666e-06	1.96821350697555e-06	1.22502123012046e-06	1.39909342588004e-06	1.71698003661486e-05	5.40661316751383e-07
"Rhadinopsylla_li"	0.666461240958357	0.000100526500939781	7.4028070722472e-05	9.99301854973788e-06	1.71156057645235e-05	1.07320586453145e-07	3.65519174670504e-06	0.325012870047389	1.00514401242117	2.36292011123171e-05	0.00231023498075293	1.43619929156477e-05	2.14811858645476e-05	0.000129893289907366	7.78869928194565e-06	0.000565731621552963	2.8897004789998e-06	3.8647272278559e-06	3.17408277862456e-06	2.28488990513147e-07	6.84594861998887e-05	1.63521736036804e-06	1.5220596796486e-06	9.71535496156979e-07	1.26902128590758e-06	7.79942894315299e-07	6.11900440503012e-07	5.79145640284784e-07	1.70254983991261e-05	3.19086511734793e-07
"Amphipsylla_phaiomydis"	0.00681659953527197	0.563675686999228	0.0269488242340497	0.0273263182848406	0.0412806136227076	0.000601771719224315	1.68522713446692e-05	0.00684340938384056	5.2613221181742e-05	1.1270815224707	2.36292011123171e-05	0.0455536706809563	0.0148549285395098	0.0727088384309242	0.0247403486622804	0.000238097254882156	0.00758984485897401	0.00556658556150422	0.00587264973238062	0.00128119140221951	0.0018774546489631	7.53917402261519e-06	0.00310730431272515	0.00401914161050472	0.00321195365316451	0.00355704518935501	0.00343106939912573	0.00151984111385491	7.84961060001699e-05	0.000116158725146766
