"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Clethrionomys_glareolus"	1.1472645246257	0.122452705968558	0.0430799463249007	0.0136833315277818	0.00241254691305175	0.00169972264831155	0.000871610871248379	0.00101032911742908	0.000325071296965799	0.000267914721417157	0.000148246504595739	0.000117382813371995	0.362993367252681	0.0837343831787607	0.158466798052194	0.030832250659731	0.00380409837618029	0.00316813185935154	0.00865241089515475	0.00158396565009883	0.00343663477918252	0.0014239749116954	0.00128792442160861	0.00454078388459648	0.00191456273319212	0.000827380012240223
"Apodemus_uralensis"	0.124187945602251	1.14793048742702	0.0420116534053906	0.0120883905294422	0.00288383130802797	0.00150530072764734	0.000925191475786761	0.000737835793308892	0.000457183670643417	0.00033671124307183	0.000198473728428812	7.03284223167379e-05	0.310835183916038	0.176492106392376	0.0949433701275962	0.0140917845295778	0.0224789463097779	0.0178838157382888	0.00577819753429325	0.00701865213940832	0.00607868698000518	0.00368443259323731	0.00072014030745855	0.00193403228491059	0.00341924505588273	0.00130807275781636
"Microtus_arvalis"	0.128100803566678	0.123178643837335	1.06211868267634	0.0126201933636441	0.00272829897788383	0.00192301511004943	0.000846440079658092	0.000946714494612532	0.000368037992513997	0.000284609740460944	0.000163161933243735	5.47315609135106e-05	0.31773871954487	0.122222389257722	0.0738876072332394	0.0926940448334011	0.00653442280185642	0.00204659034522748	0.00699029128341976	0.0227626673339912	0.00713470515954776	0.00186378576143759	0.000748841485142252	0.00226528829835867	0.00350875815606652	0.00626855517238632
"Sorex_araneus"	0.126360149504355	0.110071708486563	0.0391929172202319	1.05029232818994	0.00310712328057528	0.00169815703423609	0.000937784708394143	0.000960369057419386	0.000280773628670433	0.000256065654498755	0.000134209820792297	4.17467476572699e-05	0.436364858783164	0.036197182161509	0.0563581093373144	0.0131606844346323	0.00241547174653473	0.00184203638052921	0.00617191452776291	0.00144844756300526	0.00428921040927745	0.0388989754033133	0.0555255010713637	0.00383049866554644	0.000572859899420287	0.00959091628329346
"Crocidura_suaveolens"	0.120589051257142	0.142131685895664	0.0458614066282378	0.0168179212488281	1.00368917416503	0.00115555687819048	0.00113074392070388	0.000763787144289201	0.000537287052974537	0.000401499814148635	0.000234696716780793	2.05226113435478e-05	0.394154269650238	0.198928304879947	0.0277055253137896	0.00770653952723432	0.00305376172363324	0.00233123519017498	0.00173657113275137	0.0176396026708085	0.00136625454706143	0.00110632899163318	0.00891097819845155	0.000794581514018836	0.000672184931811051	0.0005605283951135
"Arvicola_terrestris"	0.133810665488327	0.116848968983624	0.0509118250385587	0.0144767887168626	0.00182000208315	1.01248038644575	0.000697399359403219	0.00173400082709533	0.000211774517198002	0.000191814689279497	0.000100897301619375	4.88098824646005e-05	0.322535832697965	0.0292411479006099	0.0658933413272106	0.0462211321322488	0.00259897833420321	0.00195508660490406	0.0270241125284167	0.00170748378263648	0.127712830942205	0.000962365454886755	0.000842354725695303	0.038785537027214	0.000634074802709922	0.000552388405760869
"Cricetus_cricetus"	0.130700125407674	0.136796168205614	0.0426847640170438	0.0152278374077335	0.00339223176211164	0.00132837973219661	1.00119247178441	0.000891319929485928	0.00049101641070799	0.000388137229584423	0.000219788410073103	2.10930367035329e-05	0.465883277363902	0.150718000346026	0.0284755995497694	0.00764025444850629	0.00294989937691464	0.00225999185176828	0.00176495352568041	0.00166752785826969	0.00136115090692292	0.00103525203741166	0.000892995858015195	0.000828883761003908	0.00066142339372168	0.000527456388754584
"Microtus_oeconomus"	0.151501256704008	0.109094292296386	0.047741459514032	0.0155945642180957	0.0022913614328676	0.00330285871827682	0.000891319929485928	1.00221633197269	0.000259849955504326	0.000240105969833476	0.000124988981334451	7.49436408227035e-05	0.419401307719448	0.0289249390077955	0.10117391511065	0.0561138873485287	0.0024568170232374	0.00185486999951565	0.00187269083688951	0.00160789507692198	0.00155125802032568	0.000987544077696384	0.000913525251516056	0.0486380468637944	0.000626336390318072	0.000543633940030222
"Allocricetulus_eversmanni"	0.113738834905033	0.157728366371979	0.0433058037858136	0.0106382008196242	0.00376100937082176	0.000941220076435563	0.00114570495831864	0.000606316562843428	1.00068537537402	0.000472602502319595	0.000289494469085493	2.04041370363925e-05	0.305735565570104	0.311712257044576	0.0275455849991299	0.00738753555065094	0.00333788019422681	0.00256472952558493	0.001706774742982	0.00179751705043321	0.00136555564715018	0.000916819610756906	0.000645575087555973	0.000749867234566822	0.000698940040652693	0.000502064368296625
"Micromys_minutus"	0.120523351106089	0.149355487105433	0.0430573878783057	0.0124740554548679	0.00361349832733771	0.00109608393873998	0.00116441168875327	0.000720317909500428	0.000607631788696623	1.00043881639323	0.000261612045480537	2.06796969032487e-05	0.369794650287623	0.247314554365156	0.0279175908193857	0.00748862310979308	0.00318268786730194	0.00244283445605827	0.00173004625606137	0.0017455213735678	0.00136379375105928	0.000964192581418809	0.000744543395739662	0.000781473845141657	0.000683933381880287	0.000512221176479808
"Lagurus_lagurus"	0.116707060742995	0.154065231692865	0.0431971218262789	0.0114413872225433	0.00369647328929749	0.00100897301619375	0.00115388915288379	0.000656192152005865	0.00065136255544236	0.00045782107959094	1.00027729590876	2.05246944781421e-05	0.333761415134019	0.28353826212233	0.0277083375454918	0.00743176135777563	0.00326998355119718	0.00251140043266701	0.00171695602995422	0.00177476894180459	0.00136478481761041	0.000937545285421489	0.000688873722386337	0.000763695126693312	0.000692374627439765	0.000506507971876768
