"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_xantophylla"	"Shorea_domatiosa"	"Shorea_laxa"	"Shorea_confusa"	"Shorea_falciferoides"	"Shorea_ochracea"	"Shorea_parvifolia"	"Shorea_pilosa"	"Shorea_quadrinervis"	"Shorea_scabrida"	"Shorea_agami"	"Shorea_kunsitleri"	"Ctenomerus_sp._1"	"Ctenomerus_sp._2"	"Nanophyes_shoreae"	"Endaenidius_spinipes"	"Sternuchopsis_toyi"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_sp._1"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Idotasia_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._3"	"Involvulus_sp._1"	"Coccotrypes_advena"	"Coccotrypes_cinnamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_myristicae"	"Coccotrypes_nitidus"	"Coccotripes_papuanus"	"Hypothenemus_areccae"	"Xyleborinus_exiguus"	"Xyleborinus_ferrugineus"	"Xyleborinus_subdentatus"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Assara_albicostalis"	"Lamoria_adaptella"	"Crambidae_Gn._Sp._A"	"Crambidae_Gn._Sp._B"
"Dipterocarpus_geniculatus"	1.00681101912198	0.000413251101315103	0.0204989288723398	0.00739423990708959	0.149574405993728	0.0557684655016803	0.011978991866727	5.87431507066271e-05	0.000621792816225582	0.000315100820592716	7.72062294571128e-05	0.000214296464124651	0.0404388625309533	0.000169805159191223	0.0382078993191331	0.000138447266558017	0.000145151520329725	0.000324333410517217	0.000123649129974895	5.87431507066271e-05	0.00125267622254987	6.88751835525172e-05	0.00441410757492549	8.29956567494124e-05	0.00337511092194991	0.00176583957015434	0.00167090237382156	0.000501920725945209	0.0260295694195141	8.29887879489291e-05	0.544881529758577	0.000528159993363542	2.89347629631087e-05	0.0108088721239958	0.00170041723630574	0.0026590270036877	5.78695259262175e-05	0.00280681734550364	0.00652699547390445	2.89347629631087e-05	0.000165977575897858	8.29887879489291e-05	2.89347629631087e-05	0.0407677465903992	0.000627215777110826	0.00750935172881957	0.00508383038372273	0.00277488210344294	0.000353194532059679
"Dipterocarpus_crinitus"	4.59167890350115e-05	1.13381408374043	0.000186524955172256	0.00173103038971296	0.00322446664472573	0.0618405451768541	0.0484727073851432	6.85640276360387e-05	0.00150051782134509	0.000283451819473742	0.00050277289028384	0.000139801301125684	0.0444386706729334	0.000192144918147534	0.036154409928891	0.000132101370919622	0.000166653565704802	0.000247246760818576	0.000123159147347714	6.85640276360387e-05	0.190144763218021	0.188969013956738	0.0030716554459956	8.85765312981728e-05	0.00283894622500713	0.00173175036979907	0.128448180037875	0.000671555949888657	0.00065137087549621	9.202462079889e-05	0.00367334312280092	0.00012364502783664	0.000117083834263631	0.0703882046397376	0.00205850114608239	0.00381426068211727	0.000234167668527262	0.00143657224970218	0.00253806634172708	0.000117083834263631	0.00018404924159778	9.202462079889e-05	0.000117083834263631	0.0475834351794108	0.000946769917286203	0.00556030303966327	0.0071775511366795	0.00340690009094415	0.000389783828046545
"Dipterocarpus_globosus"	0.00512473221808495	0.000419681149137576	1.01658612368298	0.00571293025294197	0.115309711976956	0.0560102226743983	0.0586792980417399	6.40704530488805e-05	0.00419388161878865	0.00376392199226287	8.27772192632276e-05	0.00250752401532481	0.0325549153551729	0.000207363310011882	0.0299577437217035	0.00134715413865096	0.000270454219858508	0.000336925645056209	0.000139831194907353	6.40704530488805e-05	0.00103861644849874	6.9946858189596e-05	0.00369958562919971	0.000426939941282242	0.00393955857664056	0.00143740034084306	0.00231889966853568	0.000892554148644207	0.0200860536845061	8.3348545646426e-05	0.409978577446796	0.000408066446638712	0.00014173743488343	0.0115888106968519	0.00242583939031019	0.00451761593179796	0.000283474869766859	0.00284477856796776	0.00584033361781128	0.00014173743488343	0.000166697091292852	8.33485456464259e-05	0.00014173743488343	0.0444648944159231	0.000893343797379927	0.138159681274274	0.00705663530689518	0.00321903882866678	0.000317414292011245
"Dipterocarpus_palembanicus"	0.00105631998672708	0.00222561050105951	0.0032645315731097	1.04692375779899	0.0295251660280191	0.120330368138085	0.0815292432345881	7.83682822838713e-05	0.00644807331881213	0.000443451403353071	0.00169639872605073	0.000280377121207969	0.0225965998775332	0.000220193325420435	0.0146015708635021	0.000192772123800969	0.000194401021745051	0.00148135784319153	0.000166403883573233	7.83682822838713e-05	0.00115110052103529	0.000370935083509919	0.00280986762512787	0.000112993371531926	0.00457785126704679	0.0010284812941317	0.00273409463546305	0.00114138833022516	0.00530077552207274	0.000179063047824531	0.0845055989381668	0.0747802684142134	0.000196930539213981	0.237495821647102	0.0778940255950396	0.0808093765911678	0.000393861078427962	0.00303395244193683	0.00495215463839002	0.000196930539213981	0.000358126095649061	0.000179063047824531	0.000196930539213981	0.0543875879050067	0.00115814548993483	0.0108951638738425	0.0105354865761848	0.00482795203419796	0.000462739983970974
"Dipterocarpus_tempehes"	0.00305253889783119	0.000592248975561868	0.00941303771240454	0.00421788086114558	1.16092939659592	0.0720428269664921	0.0292521482216635	7.02533400034074e-05	0.00169022145019406	0.000906769736739679	0.000304454901505208	0.000911023047333184	0.0260900634812736	0.000139657559326141	0.021564978077967	0.000350904683451581	0.000190967329081252	0.00120005309602758	0.000343655059405711	7.02533400034074e-05	0.000902712540281132	9.87081625936447e-05	0.0140953982990484	0.000151381947223313	0.0142168894089198	0.00113981655174861	0.00158378224883369	0.000534340922936301	0.201492918242142	0.000107206587747756	0.244203111826496	0.000301277204367542	7.06573628542598e-05	0.0426236862107291	0.00188045676627039	0.00324084726509415	0.00014131472570852	0.0136061543233833	0.0379636517782375	7.06573628542598e-05	0.000214413175495512	0.000107206587747756	7.06573628542598e-05	0.0487558179623648	0.000667959925921936	0.0291179961558488	0.00599371066760464	0.00297873458493204	0.000335200506427334
"Dryobalanops_aromatica"	0.000165977575897858	0.00165644317438002	0.000666788365171408	0.00250688266954343	0.0105062455992801	1.15678207411223	0.0773048602265465	0.000444556105775059	0.00341742966017866	0.00139567912398362	0.00049697963602023	0.00110572665151465	0.04381340726416	0.000640107603439949	0.0276212001653545	0.000701881974006321	0.00106605267305698	0.00170431060208664	0.000892174044929432	0.000444556105775059	0.00452217837600243	0.00027607386239667	0.0128503508686928	0.000530821384520572	0.0232761328360274	0.00475309636295234	0.00481914380089889	0.00263232686070929	0.0035439138877122	0.00172140189600035	0.0132782060718287	0.000179063047824531	0.000186726715523059	0.0695771490428323	0.0156442455643984	0.0215075708023288	0.000373453431046118	0.0261125228030054	0.0292269892594337	0.000186726715523059	0.00344280379200069	0.00172140189600035	0.000186726715523059	0.308521937407891	0.00440866363546024	0.019249542672473	0.0573856443985241	0.0329062089186911	0.00364564364044588
"Dryobalanops_lanceolata"	5.78695259262175e-05	0.00210750901674536	0.00113389947906744	0.00275702754899573	0.00692442155971746	0.125480352831496	1.11771114656238	0.000336759399972392	0.00633995030764802	0.00355439150381114	0.000414897307514239	0.00201491643497549	0.0378839141630384	0.000624185501318603	0.0208314084325334	0.00140500482754909	0.000889427852520609	0.0016667457723405	0.00086274590581086	0.000336759399972392	0.00135295013038763	0.000351251502790892	0.0057308498882747	0.000647727157727475	0.0273512983036003	0.00140763401451989	0.0232468968498792	0.00382188528136138	0.00138790188404548	0.000186726715523059	0.0046295620740974	0.000196930539213981	0.00269978537817	0.0580856230519935	0.0234399795237768	0.0465227590471165	0.00539957075634	0.00320737750152939	0.0145334249976682	0.00269978537817	0.000373453431046118	0.000186726715523059	0.00269978537817	0.23371102358084	0.00882358654854721	0.109473162746921	0.0637865642783828	0.0201636020885085	0.000548841922541666
"Shorea_smithiana"	5.87431507066271e-05	0.000617076248724348	0.000256281812195522	0.000548577975987099	0.00344241366016696	0.14937085154042	0.0697091957942851	1.00083516330857	0.00241642927696262	0.00191048369736541	9.47824372026199e-05	0.000260478560052952	0.0643739441952222	0.000245973185595099	0.0339681314090396	0.00106975588953814	0.001979407058925	0.000402501013015189	0.000937979810790252	0.000835163308569245	0.00158386730597839	0.000102846041454058	0.00430835430992985	0.000927241325359536	0.00534645811549236	0.00201430855500815	0.00372407231636941	0.000938470083329192	0.000819431442916493	0.00022227805288753	0.00469945205653016	3.91841411419357e-05	0.000168379699986196	0.0132695412083668	0.00341059204390739	0.00601634716421167	0.000336759399972392	0.00341271055665681	0.00492983368197524	0.000168379699986196	0.000444556105775059	0.00022227805288753	0.000168379699986196	0.579603336147056	0.0015457502445783	0.00912596904862305	0.0123794398701081	0.00599586667099531	0.000742583625197384
"Shorea_xantophylla"	5.65266196568711e-05	0.00122769639928234	0.00152504786137769	0.00410331938469863	0.0075291682781372	0.104386942347275	0.119306337607558	0.000219675388814784	1.02310502670183	0.0045057547848508	0.000757521891841625	0.00279543009129493	0.0238488104925468	0.014248498891765	0.0210745253938974	0.00168141934670028	0.000651902688586415	0.00177529337784315	0.000314760396560977	0.000219675388814784	0.00108384450627645	0.000204616066547057	0.00283457130944989	0.000637655732870543	0.00494442040280204	0.00355940615928295	0.00337006301618006	0.0983552787359675	0.0014614179233399	0.000155337711826303	0.00452212957254969	0.000293094241764188	0.000288179559438546	0.106053064857827	0.00399394636401267	0.100104642929206	0.000576359118877093	0.00287279894034646	0.00435364315423111	0.000288179559438546	0.000310675423652606	0.000155337711826303	0.000288179559438546	0.15245471983746	0.00139603642134368	0.154523352274407	0.0120286170149406	0.00513601197802349	0.000421086583340322
"Shorea_domatiosa"	6.30201641185433e-05	0.000510213275052736	0.00301113759381029	0.0006208319646943	0.00888634342004885	0.0937896371316992	0.147151808257781	0.000382096739473082	0.00991266052667176	1.00923042478331	9.76070880899912e-05	0.00573651542537635	0.0310914219747878	0.000290411931722355	0.0167116187212647	0.00341186720877312	0.00117958021463692	0.000385821814409986	0.000488218358138937	0.000382096739473082	0.000871409198198571	8.50355458421226e-05	0.00265695359918536	0.00124616020707225	0.00551832417062445	0.00107697301374879	0.00404736385815459	0.0016140606833764	0.00168107646485582	0.000139567912398362	0.00504161312948347	4.43451403353072e-05	0.000355439150381114	0.0136649923325988	0.00412550032895709	0.0084625684953619	0.000710878300762227	0.00314028156387879	0.00424014230250917	0.000355439150381114	0.000279135824796724	0.000139567912398362	0.000355439150381114	0.265175137194319	0.00163333681274366	0.321716789565832	0.0127368059938908	0.0051292520710011	0.000423077593198519
