"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp5_M_PL_119"	"Unidentified_sp2_M_PL_119"	"Parasarcophaga_hirticeps"	"Phelsuma_sp1_M_PL_119"	"Hemipyrellia_sp1_M_PL_119"	"Lygistorrhina_sp1_M_PL_119"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_119"	"Unidentified_sp4_M_PL_119"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_119"
"Nephrosperma_vanhoutteanum"	1.18393144672893	0.0566141565002619	0.0325357857956461	0.0261411204151984	0.0187589330073586	0.0105178815254863	0.00483400936045465	0.207126781348277	0.27259798787717	0.00336425633513083	0.00566141565002619	0.0563776879394727	0.00263773778228471	0.0375851252929818	0.0190946882315193	0.0281888439697364	0.00149482882999968	0.0104130246293594	0.00174274136101323	0.00939628132324545	0.000302125585028415	0.000808773664289456	0.00047808552388574	0.00939628132324545
"Paragenipa_wrightii"	0.101905481700471	1.12596762458744	0.0260302884342059	0.0309209092778928	0.0302481622014385	0.0164919372149464	0.00176892991693576	0.335081008137064	0.177234514966471	0.0038545238624463	0.112596762458744	0.00485264198573673	0.00184800926675484	0.00323509465715782	0.0017281054483874	0.00242632099286837	0.00156308002333923	0.00162222017785839	0.00206139395185952	0.000808773664289456	0.000110558119808485	0.0160852517798206	0.000749633509770292	0.000808773664289456
"Erythroxylum_sechellarum"	0.128109656570357	0.0569412559498255	1.06537339327444	0.0261282161186305	0.0172785284747946	0.0189184258971215	0.020583857048165	0.187087831898306	0.304600198354957	0.00839030839914083	0.00569412559498255	0.00610045983668365	0.0691588192106731	0.00406697322445576	0.0033199776777382	0.00305022991834182	0.0341528469896954	0.0343096618459402	0.00174188107457537	0.00101674330611394	0.00128649106551031	0.000813446513568935	0.000859928449869158	0.00101674330611394
"Roscheria_melanochaetes"	0.109792705743833	0.0721487883150831	0.0278700971932058	1.0686866039162	0.0342310486054387	0.0186484487707468	0.00195564078882537	0.379211847223908	0.182262352644175	0.00434845927664323	0.00721487883150831	0.00522822408303968	0.00198633617317853	0.00348548272202645	0.00186496891031481	0.00261411204151984	0.00171859729959435	0.00174231121779429	0.0712457735944134	0.000871370680506613	0.000122227549301586	0.00103069697592976	0.000847656762306671	0.000871370680506613
"Memecylon_eleagni"	0.0909086753433531	0.0814373597731036	0.0212658811997472	0.0394973637755062	1.05169507241682	0.0347980562635885	0.0137309245612116	0.543323537985146	0.0405337335858361	0.0486277311083624	0.00814373597731037	0.00432898454015967	0.00304548314513565	0.00288598969343978	0.00230117763179562	0.00216449227007984	0.00224628861765521	0.00138605621085205	0.00263315758503375	0.000721497423359945	0.000858182785075727	0.00116339085390148	0.00158172983016311	0.000721497423359945
"Dillenia_ferruginea"	0.0602387760096032	0.0524743456839205	0.0275177103958131	0.0254297028692001	0.0411249755842409	1.08271681475941	0.0438310080311504	0.347434729253295	0.0299250653810275	0.160182683850597	0.00524743456839205	0.00286851314331444	0.00719873290363212	0.00191234209554296	0.00369560904971838	0.00143425657165722	0.0500743291207512	0.0013380139737549	0.00169531352461334	0.00047808552388574	0.0027394380019469	0.000749633509770292	0.049214400670882	0.00047808552388574
"Nepenthes_pervillei"	0.0380678237135803	0.00773906838659395	0.04116771409633	0.00366682647904757	0.0223127524119689	0.0602676360428318	1.16011151220298	0.0404091403254099	0.0199332525953324	0.299104374841662	0.000773906838659395	0.00181275351017049	0.147586921156393	0.00120850234011366	0.0731112206827431	0.000906376755085246	0.00402592906745721	0.00158861665053873	0.000244455098603171	0.000302125585028415	0.0725069695126863	0.000110558119808485	0.0027394380019469	0.000302125585028415
"Apis_mellifera"	0.194761003357335	0.175042317683541	0.0446776911995954	0.0848981747516212	0.105420984982192	0.0570415227132275	0.00482497197915342	1.16810066413945	0.0867291209979041	0.0130392857242289	0.0175042317683541	0.00927433349320645	0.00339547719736889	0.00618288899547097	0.00339300524643257	0.00463716674660323	0.00398897433695225	0.0029419000988551	0.00565987831677475	0.00154572224886774	0.000301560748697089	0.0025006045383363	0.00259279648696489	0.00154572224886774
"Lasioglossum_mahense"	0.357784859088786	0.129233500496385	0.101533399451652	0.0569569852013046	0.0109778861794973	0.00685782748315215	0.00332220876588874	0.121059398059574	1.12626153442498	0.00218793687614842	0.0129233500496385	0.0170373742423232	0.00676111356146437	0.0113582494948821	0.0058867627953091	0.00851868712116157	0.00348463816391651	0.00601248110658466	0.00379713234675364	0.00283956237372052	0.000207638047868046	0.00184619286423408	0.00031171943105237	0.00283956237372052
"Hemipyrellia_germana"	0.0264935186391553	0.0168635418982025	0.0167806167982816	0.00815336114370605	0.0790200630510889	0.220251190294571	0.299104374841662	0.109204017940417	0.0131276212568905	1.10784958012668	0.00168635418982026	0.00126159612567406	0.0384368354051003	0.000841064083782706	0.0191145554694952	0.00063079806283703	0.0105358120156086	0.000734660295891978	0.000543557409580404	0.000210266020945677	0.0186940234276039	0.000240907741402894	0.0100114177406623	0.000210266020945677
"Unidentified_sp5_M_PL_119"	0.0509527408502357	0.562983812293721	0.013015144217103	0.0154604546389464	0.0151240811007192	0.00824596860747322	0.000884464958467879	0.167540504068532	0.0886172574832357	0.00192726193122315	1.05629838122937	0.00242632099286837	0.000924004633377419	0.00161754732857891	0.000864052724193698	0.00121316049643418	0.000781540011669614	0.000811110088929195	0.00103069697592976	0.000404386832144728	5.52790599042425e-05	0.0080426258899103	0.000374816754885146	0.000404386832144728
"Unidentified_sp2_M_PL_119"	0.591965723364464	0.0283070782501309	0.0162678928978231	0.0130705602075992	0.00937946650367929	0.00525894076274314	0.00241700468022732	0.103563390674139	0.136298993938585	0.00168212816756541	0.0028307078250131	1.02818884396974	0.00131886889114236	0.0187925626464909	0.00954734411575966	0.0140944219848682	0.00074741441499984	0.0052065123146797	0.000871370680506613	0.00469814066162273	0.000151062792514208	0.000404386832144728	0.00023904276194287	0.00469814066162273
"Parasarcophaga_hirticeps"	0.0415443700709843	0.0161700810841049	0.276635276842692	0.00744876064941951	0.00989782022169088	0.0197965154849883	0.295173842312786	0.056874243055929	0.0811333627375725	0.0768736708102006	0.00161700810841049	0.00197830333671353	1.05418643509177	0.00131886889114236	0.0191077995901203	0.000989151668356767	0.00954469401428816	0.00897456962411972	0.000496584043294634	0.000329717222785589	0.0184483651445492	0.000231001158344355	0.000899841612954015	0.000329717222785589
"Phelsuma_sp1_M_PL_119"	0.591965723364464	0.028307078250131	0.0162678928978231	0.0130705602075992	0.00937946650367929	0.00525894076274313	0.00241700468022732	0.103563390674139	0.136298993938585	0.00168212816756541	0.0028307078250131	0.0281888439697364	0.00131886889114236	1.01879256264649	0.00954734411575966	0.0140944219848682	0.00074741441499984	0.0052065123146797	0.000871370680506613	0.00469814066162273	0.000151062792514208	0.000404386832144728	0.00023904276194287	0.00469814066162273
"Hemipyrellia_sp1_M_PL_119"	0.400988452861906	0.0201612302311863	0.0177065476146037	0.00932484455157405	0.00997176973778101	0.0135505665156341	0.194963255153982	0.0757771171703275	0.0941882047249455	0.0509721479186539	0.00201612302311863	0.0190946882315193	0.0254770661201604	0.0127297921543462	1.0185500995243	0.00954734411575966	0.0011692644545761	0.00373577765154292	0.000621656303438271	0.00318244803858655	0.0121852034471239	0.000288017574731233	0.00061593484161973	0.00318244803858655
"Lygistorrhina_sp1_M_PL_119"	0.591965723364464	0.0283070782501309	0.016267892897823	0.0130705602075992	0.00937946650367929	0.00525894076274313	0.00241700468022732	0.103563390674139	0.136298993938585	0.00168212816756541	0.0028307078250131	0.0281888439697364	0.00131886889114236	0.0187925626464909	0.00954734411575966	1.01409442198487	0.00074741441499984	0.0052065123146797	0.000871370680506613	0.00469814066162273	0.000151062792514208	0.000404386832144728	0.00023904276194287	0.00469814066162273
"Ornidia_obesa"	0.0470871081449899	0.0273539004084365	0.273222775917563	0.0128894797469576	0.0146008760147589	0.275408810164131	0.0161037162698289	0.1336306402879	0.0836313159339962	0.0421432480624344	0.00273539004084365	0.00224224324499952	0.0190893880285763	0.00149482882999968	0.00175389668186414	0.00112112162249976	1.02105679402761	0.00891191895492376	0.000859298649797177	0.00037370720749992	0.0010064822668643	0.000390770005834807	0.0125185822801878	0.00037370720749992
"Unidentified_sp1_M_PL_119"	0.328010275824821	0.0283888531125218	0.274477294767521	0.0130673341334572	0.00900936537053829	0.00735907685565194	0.00635446660215491	0.0985536533116459	0.144299546558032	0.00293864118356791	0.00283888531125218	0.0156195369440391	0.0179491392482395	0.0104130246293594	0.00560366647731438	0.00780976847201954	0.00891191895492377	1.01118067161882	0.000871155608897148	0.00260325615733985	0.000397154162634682	0.000405555044464598	0.000334503493438724	0.00260325615733985
"Unidentified_sp4_M_PL_119"	0.0548963528719166	0.0360743941575415	0.0139350485966029	0.5343433019581	0.0171155243027193	0.00932422438537338	0.000977820394412685	0.189605923611954	0.0911311763220873	0.00217422963832161	0.00360743941575416	0.00261411204151984	0.000993168086589268	0.00174274136101323	0.000932484455157406	0.00130705602075992	0.000859298649797177	0.000871155608897148	1.03562288679721	0.000435685340253307	6.11137746507928e-05	0.000515348487964879	0.000423828381153335	0.000435685340253307
