"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Megachile_seychellensis"	0.467862632453578	0.0187033922795093	0.0111890290807514	0.0824327591117465	0.00293021482434171	0.0835486389167399	0.13674335846928	0.0876742037763892	0.0415392056851307	0.0174901918674235	1.0210642472286	0.00436931527943339	0.000488369137390285	0.00477914345119302	0.01392477315279	0.000325579424926856	0.000399608181455408	0.000162789712463428	0.00218627398342793	0.00218627398342793
"Hemipyrellia_sp1_M_PL_086"	0.0785405519234507	0.0253185926388102	0.411264505769425	0.144300182711657	0.00410801257623571	0.00313482104708779	0.191707253557666	0.0558581171976313	0.00697322657264282	0.0029360953990075	0.00764630173900844	1.04961406121695	0.000684668762705951	0.0012844280375521	0.000522470174514633	0.000456445841803967	0.0146880180631937	0.000228222920901984	0.000367011924875938	0.000367011924875938
"Plagiostenopterina_cyanosoma"	0.0343772899386396	0.0157383532011572	0.00564515393301723	0.00800939781754401	0.6025572735821	0.000339198194208559	0.119339433831336	0.00550888372302717	0.00305218929361754	0.00128513233415475	0.001139527987244	0.000912891683607935	1.10042621226368	0.000663421196607322	5.65330323680932e-05	0.0669508081757889	0.000201612640464901	0.0334754040878944	0.000160641541769344	0.000160641541769344
"Unidentified_sp1_M_PL_086"	0.442096115142097	0.192377754624666	0.0112551102638205	0.0131733171859251	0.00398052717964393	0.0037838422705134	0.18575793505005	0.0641279561465226	0.0392515242415881	0.0165269575754055	0.0111513347194504	0.00171257071673613	0.000663421196607322	1.00831386449439	0.000630640378418899	0.000442280797738215	0.000401968223707876	0.000221140398869107	0.00206586969692569	0.00206586969692569
"Lygistorrhina_sp1_M_PL_086"	0.093618508440387	0.00326697687484985	0.00789814661383001	0.00516646922194872	0.000508797291312839	0.556207768224338	0.0237438735945992	0.153022262018702	0.00831192364657641	0.00349975732487428	0.048736706034765	0.00104494034902926	8.47995485521398e-05	0.000945960567628349	1.09270129470406	5.65330323680932e-05	0.000282076664779643	2.82665161840466e-05	0.000437469665609285	0.000437469665609285
"Unidentified_sp4_M_PL_086"	0.0343772899386396	0.0157383532011572	0.00564515393301723	0.00800939781754401	0.6025572735821	0.000339198194208559	0.119339433831336	0.00550888372302717	0.00305218929361754	0.00128513233415475	0.001139527987244	0.000912891683607935	0.100426212263683	0.000663421196607322	5.65330323680932e-05	1.06695080817579	0.000201612640464901	0.0334754040878944	0.000160641541769344	0.000160641541769344
"Musca_domestica"	0.076977754631092	0.0223783745629931	0.541664081618964	0.0186325083478941	0.00362902752836822	0.00338491997735572	0.169354617990517	0.0696729413243609	0.00683447354201284	0.0028776730703212	0.00279725727018786	0.058752072252775	0.000604837921394704	0.00120590467112363	0.000564153329559287	0.000403225280929802	1.01934514577211	0.000201612640464901	0.00035970913379015	0.00035970913379015
"Nectarinia_dussumieri"	0.0343772899386396	0.0157383532011572	0.00564515393301723	0.00800939781754401	0.6025572735821	0.000339198194208559	0.119339433831336	0.00550888372302717	0.00305218929361754	0.00128513233415475	0.001139527987244	0.000912891683607935	0.100426212263683	0.000663421196607322	5.65330323680932e-05	0.0669508081757889	0.000201612640464901	1.03347540408789	0.000160641541769344	0.000160641541769344
"Physiphoa_azurea"	0.619638194986826	0.0187035044430907	0.0100718557461242	0.0101119277514659	0.00289154775184819	0.00524963598731142	0.134938895086249	0.089256703919716	0.0550146060969612	0.0231640446724047	0.0153039178839955	0.00146804769950375	0.000481924625308032	0.00619760909077707	0.00087493933121857	0.000321283083538688	0.00035970913379015	0.000160641541769344	1.00289550558405	0.00289550558405059
"Unidentified_sp3_M_PL_086"	0.619638194986826	0.0187035044430907	0.0100718557461242	0.0101119277514659	0.00289154775184819	0.00524963598731142	0.134938895086249	0.089256703919716	0.0550146060969612	0.0231640446724047	0.0153039178839955	0.00146804769950375	0.000481924625308032	0.00619760909077707	0.00087493933121857	0.000321283083538688	0.00035970913379015	0.000160641541769344	0.00289550558405059	1.00289550558405
