"Clethrionomys_rufocanus"	"Clethrionomys_rutilus"	"Apodemus_peninsulae"	"Tamias_sibiricus"	"Microtus_evoronensis"	"Myopus_schisticolor"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Pectinoctenus_pectiniceps"	"Amalaraeus_dissimilis"	"Neopsylla_acanthina"	"Catallagia_ioffi"	"Hystrichopsylla_microti"	"Megabothris_asio"	"Ctenophthalmus_pisticus"	"Ceratophyllus_indages"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Ctenophthalmus_congeneroides"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rufocanus"	1.21295923886921	0.0933233455960527	0.0199186325956901	0.00340279249191623	0.00357847026118328	9.40632508446103e-05	5.6790268434247e-05	0.272971553951059	0.131249817648277	0.10473134214373	0.067884213762279	0.0299916597725349	0.0214291672576004	0.0201292123489178	0.00387069128632138	0.00477038254847675	0.00427834309315168	0.00212930457556286	0.001601434340811	0.00162954393794494
"Clethrionomys_rutilus"	0.209185862483767	1.097926585935	0.0195460587092653	0.00344280080584477	0.00307509439716563	0.000107501426746893	4.94295755400275e-05	0.311969140419484	0.121586121601569	0.0922524572088029	0.0478423720097238	0.0295323819555917	0.0194173414808514	0.0109216310454425	0.0125323280836996	0.00415208434536231	0.00293088960351764	0.0052926659009289	0.00471720498594909	0.00352004802574366
"Apodemus_peninsulae"	0.1871851414641	0.0819462377685517	1.05053747462786	0.0108400733897743	0.00271497807184441	4.74581224570066e-05	6.19698887474475e-05	0.137723471370233	0.190897317076397	0.0231465165162408	0.220567647247013	0.010527754704035	0.0043428642180472	0.00608658579290255	0.056778589207668	0.00520547065478559	0.00298640418075371	0.0028525127392757	0.00509783104459959	0.00045370191471557
"Tamias_sibiricus"	0.14697446032392	0.0663401232203165	0.0498226450030013	1.06630671840695	0.00128128500110016	2.07989530302166e-05	0.00258730242501747	0.0603585616936887	0.0283448613246589	0.016620401995717	0.234425014920429	0.00506820970874937	0.00341585882215501	0.00303269862208485	0.0752521380723827	0.217333403701468	0.000727434269152854	0.000615795773656593	0.0211100688462295	0.000362218916294709
"Microtus_evoronensis"	0.217222816395072	0.0832768807016205	0.0175372907884003	0.00180072486641104	1.01343384697578	4.6383410428771e-05	1.53901956202204e-05	0.134604657064293	0.168473141666009	0.105453928339834	0.0171378098123172	0.00692421136375703	0.0321736787945531	0.168302571449016	0.0158547297741892	0.00129277643209851	0.00092827580511157	0.014395885083638	0.000633880572539828	0.000491120509309597
"Myopus_schisticolor"	0.211266061396995	0.107716429600387	0.0113424912672246	0.00108154555757127	0.00171618618586453	1.00019661556013	1.40037651595842e-05	0.570578355501641	0.032367202061414	0.0245992070529738	0.0162090476592997	0.00731049764275954	0.00508549437950931	0.0042930025772173	0.00204641859153549	0.00117631627340508	0.000944206296056867	0.00081286693933774	0.000686389284164017	0.000557662407352206
"Sciurus_vulgaris"	0.127550942903319	0.0495284346911075	0.01481080341064	0.134539726100909	0.000569437237948155	1.40037651595842e-05	1.00631998522425	0.0406389264931134	0.0193507033531614	0.0137705151765421	0.03792265756465	0.00409883416276178	0.00283335897301776	0.00243227775430387	0.0105025437554174	0.530878758837072	0.000555771108710631	0.000431483937416698	0.00296057115279352	0.0002902643977057
"Megabothris_advenarius"	0.422532122793989	0.215432859200774	0.0226849825344492	0.00216309111514253	0.00343237237172905	0.00039323112026302	2.80075303191685e-05	1.14115671100328	0.064734404122828	0.0491984141059476	0.0324180953185995	0.0146209952855191	0.0101709887590186	0.00858600515443459	0.00409283718307098	0.00235263254681015	0.00188841259211373	0.00162573387867548	0.00137277856832803	0.00111532481470441
"Pectinoctenus_pectiniceps"	0.418137716933376	0.172807508999676	0.0647155443705799	0.0020906848069252	0.00884185282502456	4.59109249098071e-05	2.7447806174697e-05	0.13323350408826	1.06784168740639	0.0464558288175971	0.0391735576895797	0.013738937109217	0.00962796476294327	0.00920615732855907	0.00592804357146778	0.00230561571867455	0.00187658799163605	0.0015894641553519	0.00137317205688494	0.000982812636773615
"Amalaraeus_dissimilis"	0.463957779989778	0.182321424306155	0.0109112770165317	0.00170465661494533	0.00769584881375518	4.85191460610923e-05	2.71607794409114e-05	0.14080256186929	0.0645983418469546	1.05060348513051	0.0310845848788564	0.0147780886077246	0.0104894954974073	0.00968350054277099	0.00322869512056638	0.00228150547303656	0.00193602216716706	0.00156534577179258	0.00121940716298743	0.00106229926427166
"Neopsylla_acanthina"	0.382125173208217	0.120145505648479	0.13211946789984	0.0305516310171988	0.0015892204587863	4.06241795972425e-05	9.50442545479949e-05	0.117891369191198	0.0692164365191821	0.0394984574776446	1.05480312074923	0.0120126767574515	0.00807661181242515	0.00726825459208115	0.0106973143085198	0.00798371738203157	0.00179223100466177	0.00134785975904827	0.00196022701185688	0.00078505676800719
"Catallagia_ioffi"	0.449075118994088	0.197276311463352	0.0167742224950958	0.00175697936569978	0.0017079721363934	4.87366509517303e-05	2.73255610850786e-05	0.141433761061921	0.0645730044133197	0.0499499394941093	0.0319537201748211	1.0147971788466	0.0102989010753575	0.00858985146856417	0.00358731048224307	0.0022953471311466	0.00192844059704808	0.00154397787434442	0.00129139207853481	0.00109050863532075
"Hystrichopsylla_microti"	0.458380092005434	0.185296915845839	0.00988518617250744	0.00169166341668629	0.0113373915752235	4.84332798048505e-05	2.69843711715977e-05	0.140553377993676	0.0646449062654762	0.0506492782589093	0.0306911248872156	0.0147127158219393	1.01053908875046	0.0102042578906466	0.00324561013887357	0.00226668717841421	0.00192118923335933	0.0016183219994565	0.00122177546170294	0.00106499945320529
