"Sideroxylon_puberulum"	"Ochna_mauritiana"	"Myonima_violacea"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Bertiera_zaluzania"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Psidium_cattleianum"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Cordemoya_integrifolia"	"Olea_lancea"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_076"	"Dysauxes_florida"	"Technomyrmex_albipes"	"Stomorhina_lunata"	"Lygistorrhina_sp1_M_PL_076"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Brachymyrmex_sp1_M_PL_076"	"Musca_domestica"	"Panara_naso"	"Nacoleia_sp1_M_PL_076"	"Ischiodon_aegyptius"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Gelechioidea_sp1_M_PL_076"	"Campopleginae_sp1_M_PL_076"	"Melanostoma_bituberculatum"	"Syritta_nigrofemorata"	"Atherigona_orientalis"	"Calopsilia_florella"	"Cratopus_psittacus"	"Cryptocephalinae_sp1_M_PL_076"	"Dioxyna_sororcula"	"Episyrphus_sp1_M_PL_076"	"Eristalinus_flaveolus"	"Gelechioidea_sp2_M_PL_076"	"Lecithoceridae_sp1_M_PL_076"	"Mauritiborium_undulatus"	"Nyctemera_insulare"	"Ornidia_obesa"	"Sarcophaga_arno"	"Siphona_sp1_M_PL_076"
"Sideroxylon_puberulum"	1.17170011069705	0.0387951341213322	0.031242897272859	0.00776825782499822	0.0108371983112724	0.035498403423455	0.0085465316204856	0.00171084972447807	0.0115752324350304	0.00324500297662675	0.00714473354629987	0.00221481457756263	0.000807790225606624	0.000531232364637196	0.000753955246229424	0.000859016664556135	0.000102172300858345	0.392079938789097	0.0122606761030015	0.0204286409469413	0.00400401511537543	0.0583599894920192	0.044668866556919	0.00315496642644903	0.00366159865935538	0.0264513891206107	0.030419935872735	0.00131326582298121	0.00603164196983539	0.00143200807421701	0.034753816842709	0.000881477011599194	0.0006302810181873	0.0156661750949249	0.00015553179313437	0.00051046229107016	0.00051046229107016	0.000366206257320768	0.00496483097752986	0.000396929641461104	0.000110975111785689	0.000325446846592282	0.000162250148831338	0.000385841081167681	0.000385841081167681	0.000185794165662731	0.000162250148831338	0.000110975111785689	0.000657377841175092	0.000164199974413218	0.00025523114553508	0.000657377841175092
"Ochna_mauritiana"	0.0602345503462789	1.13920889361813	0.014807236125191	0.0254680604830069	0.0184531778418763	0.0172406052014947	0.00573416347174486	0.00654002339115336	0.0102972909191234	0.00438415681630133	0.00330610089037613	0.00449105117596634	0.0167599038538267	0.0037652148111831	0.000178811355586474	0.000124163328671419	0.00233992970342168	0.178793451492525	0.280791564410601	0.00788036405227508	0.00697296579079249	0.028037608850518	0.00645649309091376	0.014991575892183	0.0247988806343701	0.0020473659425291	0.00232839142347881	0.0094967746709986	0.00143049084469179	0.0387689119688829	0.00178661801874556	0.00139166703755928	0.00982571757598925	0.00145217949788013	0.000594547581013942	0.0149895907055017	0.0149895907055017	0.00785862478822238	0.00025523114553508	0.000183672271687563	0.000363829435471527	0.00015424204297074	0.000219207840815066	0.000343243030637446	0.000343243030637446	0.000124655727646627	0.000219207840815066	0.000363829435471527	0.000319270466694346	0.000279593603664792	0.00749479535275086	0.000319270466694346
"Myonima_violacea"	0.0768054557957785	0.0234447905315524	1.12232239735882	0.00830357547263859	0.0456080644035962	0.0175211461003677	0.0119151239869804	0.00546083831782983	0.00830361851948706	0.00108012086330966	0.00110170466604861	0.00127487839600178	0.000968485352429958	0.00881190394535153	0.000173680828893328	0.000142229082008421	9.53197122388558e-05	0.141196753356663	0.0114383654686627	0.289540437164949	0.00583538657447655	0.0537382672578814	0.0073959122644379	0.0159687751476727	0.0260103828737905	0.0600815257620667	0.0022033359786418	0.0274666097330089	0.00138944663114662	0.000943637463407343	0.00227812792614597	0.0031472595116379	0.000386684147295206	0.00152991510774265	0.000496439847075439	0.000308484085941479	0.000308484085941479	0.000272864549722719	0.000325446846592282	6.12058147804784e-05	0.00011862250675198	0.0116908583058211	5.40060431654832e-05	0.000276787283982902	0.000276787283982902	0.000259024434499575	5.40060431654832e-05	0.00011862250675198	0.000324465668525328	0.000691031278842367	0.00015424204297074	0.000324465668525328
"Stillingia_lineata"	0.0261901263814226	0.0553020741916722	0.0113877606481901	1.1028927965069	0.0271884625039899	0.00190863450720453	0.0300013833689112	0.0272263815430717	0.00396189193175929	0.00820310008994446	0.00654112061223031	0.0186546735727253	0.0113586801236511	0.000493085792854692	0.000316289056741218	0.000732496414265867	0.000974376087795778	0.0190698836278119	0.116925130535493	0.00890663127140415	0.1303053686854	0.0378626991330711	0.038089813541825	0.210307377353167	0.00193342114369109	0.00114798809268834	0.0178212283929928	0.00145873084894562	0.00253031245392975	0.018205796340675	0.000776825782499822	0.00291877099128927	0.00307243076330361	0.000597051464141019	0.0024751255948247	0.000727658870943055	0.000727658870943055	0.0161194408141416	0.000110975111785689	0.000363395589568351	0.01575561137867	0.00011862250675198	0.000410155004497223	0.000132063064391976	0.000132063064391976	0.000652203986280678	0.000410155004497223	0.01575561137867	3.53450834667505e-05	0.000411946401575605	0.000363829435471528	3.53450834667505e-05
"Faujasiopsis_flexuosa"	0.0387511939615194	0.0424982277570484	0.0663390027688672	0.0288362481102923	1.07814021293412	0.00511650051833806	0.014655987082938	0.0138604868995129	0.00647516558975793	0.00999957191475267	0.0118046781482264	0.00439448992953225	0.00653998335284875	0.000788862853554444	0.00244194727990043	0.00173167590428421	0.000959098327839683	0.0274259352988976	0.115091799340762	0.197331555620407	0.0117786229635351	0.0403941865038965	0.0900471470227791	0.0570024974960899	0.00324468736137522	0.00427615626627792	0.00229710003015261	0.00230895743184369	0.0195355782392035	0.00217324682839116	0.00114939982089252	0.0659754505676609	0.00175037534580408	0.000924277629223515	0.00126004426359209	0.000559187207329585	0.000559187207329585	0.000691540005240397	0.000164199974413218	0.000655815452679244	0.000411946401575605	0.000691031278842367	0.000499978595737633	0.000215838852991931	0.000215838852991931	0.000318608414846478	0.000499978595737633	0.000411946401575605	9.4750009598853e-05	0.0163354577717291	0.000279593603664792	9.4750009598853e-05
"Bertiera_zaluzania"	0.155141170517322	0.0485291109375406	0.0311487041784315	0.00247415584267254	0.0062535006335243	1.06624538708258	0.00568662434748102	0.00114573164000724	0.0115801486542532	0.000675711089343175	0.00118902876670361	0.000577221263687569	0.000797074062500457	0.00152647084991781	0.000117269849284018	0.000136687123995746	0.00010933649408705	0.51349837375724	0.013120379290446	0.0300391284023974	0.00219766581819106	0.0106275145420773	0.00710773044777877	0.00165329766030107	0.0230232534078343	0.0049092175485021	0.00407773713220571	0.00172785359296759	0.00093815879427214	0.00167597930929962	0.00460164488822565	0.000528661662273623	0.000473687653866421	0.00274414343380882	0.00010415742181884	0.000638540933388692	0.000638540933388692	0.000354615550161096	0.000657377841175092	6.6057153705756e-05	3.53450834667505e-05	0.000324465668525328	3.37855544671587e-05	0.000386004955141772	0.000386004955141772	0.0001236222684235	3.37855544671587e-05	3.53450834667505e-05	0.0197452849459737	9.4750009598853e-05	0.000319270466694346	0.0197452849459737
"Aphloia_theiformis"	0.0438474230964044	0.0189476706022873	0.0248663457119592	0.0456542790396475	0.0210281553798675	0.00667560249486902	1.0757014879767	0.0613165684265568	0.00361035649935772	0.00176249513620339	0.000904123973366115	0.0190607557450889	0.0017882169005888	0.00765766777100681	0.000288311363236074	9.90702519766048e-05	0.000124802964212113	0.0685470804581777	0.0149763557054535	0.0349948629203962	0.307535189728358	0.0990550305861891	0.00515165310278345	0.0355083040739803	0.00213515816786079	0.00222409300081153	0.00287612896461567	0.0272182144572473	0.00230649090588859	0.00137482800787986	0.00130055915963911	0.0260528069887321	0.00147040212591604	0.000798072930278705	0.00557423349332334	0.000249311455293255	0.000249311455293255	0.000776859713927305	0.000185794165662731	5.02291096314508e-05	0.000652203986280678	0.000259024434499575	8.81247568101694e-05	0.000120345216645257	0.000120345216645257	0.0233848149560153	8.81247568101694e-05	0.000652203986280678	0.0001236222684235	0.000318608414846478	0.000124655727646627	0.0001236222684235
"Croton_fothergillifolius"	0.00917637579492785	0.0225928080785298	0.0119145563298105	0.0433146979094323	0.0207907303492694	0.00140612519455434	0.0641036851732185	1.1210492080848	0.00124233100423814	0.00692931893626292	0.00119025664775673	0.0212867624455682	0.00351962511955436	0.000610584105857977	0.003582891059661	8.34211240711769e-05	0.000539955975815854	0.0104773207565191	0.0647947170979024	0.0334195155255201	0.357003646132358	0.00885329241996176	0.0043378984517012	0.0135626931141902	0.000936696107472802	0.000814964550262262	0.00210080237137023	0.00204482523622953	0.028663128477288	0.00155750060383773	0.000272180637985148	0.0281319937297594	0.00206877021343757	0.000199470911799987	0.101913564371346	0.000297273790506971	0.000297273790506971	0.00076741829395966	3.88829482835926e-05	6.61253693198181e-05	0.000618781398706175	0.00012410996176886	0.000346465946813146	4.14110334746045e-05	4.14110334746045e-05	0.00139355837333084	0.000346465946813146	0.000618781398706175	2.603935545471e-05	0.000315011065898022	0.000148636895253486	2.603935545471e-05
"Molinaea_alternifolia"	0.0910584951555728	0.0521729406568917	0.0265715792623586	0.00924441450743834	0.0142453642974675	0.0208442675776557	0.00553587996568183	0.0018220854728826	1.08370577588517	0.00419554492604402	0.0102742283267874	0.00102689777970476	0.00258370119256816	0.00788211088013031	0.000169656360872109	0.00156352229197987	0.000436868794128074	0.155397568165072	0.0524242552953689	0.0103365655660979	0.00313512699225784	0.0436818406848763	0.0813031591829531	0.00357212788208249	0.14712025463972	0.00331314182575292	0.00307494989064763	0.00430137568196947	0.00135725088697687	0.00199181717272188	0.00270088756817377	0.00102511166208759	0.000897148063875262	0.073404574969181	0.000165644133898418	0.000686486061274891	0.000686486061274891	0.000475306095029421	0.000385841081167681	0.000570790462599298	0.000132063064391976	0.000276787283982902	0.000209777246302201	0.036123525862839	0.036123525862839	0.000120345216645257	0.000209777246302201	0.000132063064391976	0.000386004955141772	0.000215838852991931	0.000343243030637446	0.000386004955141772
"Psiadia_terebinthina"	0.0382910351241957	0.0333195918038901	0.00518458014388639	0.0287108503148056	0.0329985873186838	0.00182441994122657	0.00405373881326779	0.0152445016597784	0.00629331738906602	1.10071257094843	0.0152074878862114	0.00992861281527428	0.0162368465066354	0.000215625596292506	0.0221487440444863	0.00233355686202948	0.000629266165169918	0.0184593712235813	0.0755119398203901	0.00758878614483871	0.0106389978251678	0.00504094280626444	0.121344956825533	0.0642341442637328	0.00165649894814317	0.0010812809599841	0.00278010593645667	0.000505188682411413	0.17718995235589	0.00240824123671896	0.00113575104181936	0.00243450508657385	0.0576105200453782	0.000906304939098414	0.00138586378725258	0.000438415681630133	0.000438415681630133	0.000629362845312289	0.000162250148831338	0.000844860438122854	0.000410155004497223	5.40060431654832e-05	0.0550356285474217	0.000209777246302201	0.000209777246302201	8.81247568101694e-05	0.0550356285474217	0.000410155004497223	3.37855544671587e-05	0.000499978595737633	0.000219207840815066	3.37855544671587e-05
