"Psidium_cattleianum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Ornidia_obesa"	"Xylocopa_caffra"	"Lasioglossum_mahense"	"Neavella_albipectus"	"Megachile_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Chalcidoma_disjunctum"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_110"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"
"Psidium_cattleianum"	1.16707766358601	0.0944789714497823	0.057179660175018	0.0100696951129077	0.00400700249022462	0.000520340519392979	0.551665154560761	0.0483553696952291	0.0241672682709786	0.00832544831028766	0.00420786070288476	0.00100175062255615	0.00252263206654491	0.00252263206654491	0.0107183929359182	0.00168175471102994	0.0098166480129014	0.000840877355514971	0.000840877355514971
"Memecylon_eleagni"	0.140566274596018	1.13472201226632	0.0374546463784082	0.00121282376700619	0.0131281238583442	0.00624945246724171	0.482817519756932	0.0112183737931662	0.00291077704081486	0.0999912394758673	0.0439757431844023	0.00328203096458605	0.00165241086963566	0.00165241086963566	0.0149902558989768	0.00110160724642377	0.00197269031980239	0.000550803623211886	0.000550803623211886
"Cinnamomum_verum"	0.102587037372826	0.0451658971033746	1.18367934916757	0.000885134058436812	0.000767165607738655	0.000248750023386013	0.269975199568221	0.212248100451631	0.00212432174024835	0.00398000037417621	0.00179625442108666	0.000191791401934664	0.0522211477573928	0.0522211477573928	0.00139168097872686	0.0348140985049286	0.000888825205998637	0.0174070492524643	0.0174070492524643
"Ochna_kirkii"	0.0614251401887372	0.00497257744472538	0.00300945579868516	1.26368787869015	0.000210894867906559	2.73863431259463e-05	0.0290350081347769	0.00254501945764364	0.632850908856367	0.00043818149001514	0.000221466352783408	5.27237169766397e-05	0.000132770108765522	0.000132770108765522	0.000564125943995697	8.85134058436812e-05	0.000516665684889547	4.42567029218406e-05	4.42567029218406e-05
"Premna_serratifolia"	0.0305533939879627	0.067281634774014	0.00326045383288928	0.000263618584883198	1.23160368027049	0.000370551883098425	0.0384638021890684	0.00157712482836015	0.000632684603719676	0.0059288301295748	0.233387213274156	0.307900920067621	0.000143843551450998	0.000143843551450998	0.00107094539678555	9.58957009673319e-05	0.0772256676725444	4.79478504836659e-05	4.79478504836659e-05
"Erythroxylum_sechellarum"	0.0317407716829717	0.25622755115691	0.00845750079512444	0.000273863431259463	0.0029644150647874	1.03366923120228	0.109023310912856	0.00253318117910204	0.00065727223502271	0.538707699236486	0.0099300065255102	0.00074110376619685	0.000373125035079019	0.000373125035079019	0.00338489649331734	0.000248750023386013	0.000445446201245702	0.000124375011693006	0.000124375011693006
"Apis_mellifera"	0.354227099244278	0.208373876947729	0.0966227030033635	0.00305631664576599	0.00323905702644787	0.00114761379908269	1.24717095357498	0.0286650684897984	0.00733515994983837	0.018361820785323	0.00823075771493685	0.000809764256611966	0.00426276630897192	0.00426276630897192	0.00544464565430365	0.00284184420598128	0.00310594187763068	0.00142092210299064	0.00142092210299064
"Ornidia_obesa"	0.184354846963061	0.0287470828449883	0.451027213459716	0.00159063716102727	0.000788562414180073	0.000158323823693877	0.170198844158178	1.08563745888127	0.00381752918646545	0.00253318117910204	0.00119957799576809	0.000197140603545018	0.0198982594173404	0.0198982594173404	0.00186167948401235	0.0132655062782269	0.00156039045386216	0.00663275313911347	0.00663275313911347
"Xylocopa_caffra"	0.122850280377474	0.00994515488945077	0.00601891159737032	0.527375757380306	0.000421789735813118	5.47726862518925e-05	0.0580700162695538	0.00509003891528727	1.26570181771273	0.00087636298003028	0.000442932705566817	0.000105447433953279	0.000265540217531043	0.000265540217531044	0.00112825188799139	0.000177026811687362	0.00103333136977909	8.85134058436812e-05	8.85134058436812e-05
"Lasioglossum_mahense"	0.0634815433659434	0.51245510231382	0.0169150015902489	0.000547726862518925	0.0059288301295748	0.0673384624045608	0.218046621825711	0.00506636235820407	0.00131454447004542	1.07741539847297	0.0198600130510204	0.0014822075323937	0.000746250070158039	0.000746250070158039	0.00676979298663469	0.000497500046772026	0.000890892402491404	0.000248750023386013	0.000248750023386013
