"Pyrostria_fasciculata"	"Labourdonnaisia_callophylloides"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Gaertnera_sp1_M_PL_069"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Euodia_obtusifolia"	"Embelia_angustifolia"	"Memecylon_ovatifolium"	"Syzygium_commersonii"	"Tristhema_mauritiana"	"Tabernaemontana_persicarifolia"	"Xyris_sp1_M_PL_069"	"Apis_mellifera"	"Technomyrmex_albipes"	"Chrysomya_megacephala"	"Musca_domestica"	"Hydrillodes_sp1_M_PL_069"	"Brachymyrmex_sp1_M_PL_069"	"Nacoleia_sp1_M_PL_069"	"Phorinia_sp1_M_PL_069"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Dolichopodidae_sp1_M_PL_069"	"Graphomya_maculata"	"Panara_naso"	"Phelsuma_cepediana"	"Trirhithrum_sp1_M_PL_069"	"Villa_unifasciata"	"Allograpta_sp1_M_PL_069"	"Conocephalus_sp1_M_PL_069"	"Macroglossum_milvus"	"Melanostoma_annulipes"	"Pteromalidae_sp1_M_PL_069"	"Scopariinae_sp1_M_PL_069"	"Stomoxys_calcitrans"	"Strictopterinae_sp1_M_PL_069"	"Syritta_sp1_M_PL_069"
"Pyrostria_fasciculata"	1.15561821143903	0.095008187925258	0.00857974344738107	0.00883970909239092	0.0286578454951524	0.00550742104594752	0.0261641122154874	0.000197078899475451	0.00013866237859815	0.00299803571635292	0.000890002872133806	0.000734322806126337	0	0	0.53390116498227	0.0242326526021691	0.0029172460613764	0.0222287132967798	0.00668683061553557	0.00106076509108691	0.0238516758889006	0.000897839252287842	0.000547631090088773	0.000383054645444977	0.000343189737895243	0.00034838905079544	0.0208797134378677	0.00209136587628255	0.000343189737895243	0.0216210267057422	0.0018688651582491	0	0.000955261516505081	3.28464832459085e-05	0.000171594868947622	0.000955261516505081	0.000171594868947621	0	0.000176794181847818
"Labourdonnaisia_callophylloides"	0.0984013374940171	1.11070862163556	0.00166123219249378	0.0156933988512636	0.014168077594884	0.0626456282373942	0.0162289198901245	0.000147322260689768	0.000101417937260006	0.000460704294161892	0.00476392251383612	0.00835275043165256	0	0	0.345979249561395	0.275640764244534	0.00310744071102956	0.00267205931891975	0.0033058847721396	0.00188320786215163	0.00407096462871375	0.000472121036739775	0.000124227641664588	0.000372447105190149	6.64492876997513e-05	0.000347092620875147	0.00216884403754241	0.00235018919203935	6.64492876997514e-05	0.021530657313586	0.00115920856358032	0	0.0004722692531628	2.45537101149614e-05	3.32246438498757e-05	0.0004722692531628	3.32246438498757e-05	0	0.000313867977025272
"Stillingia_lineata"	0.00995250239896205	0.00186058005559304	1.21134228671577	0.0678589190743346	0.00470134560257593	0.00117246478147221	0.000708464395998351	0.0138337912079785	0.013282898626698	0.00836688200314448	9.68698332729131e-05	0.000156328637529628	0	0	0.00546079434055294	0.00515884503847773	0.0860003076429222	0.174565592272916	0.00109698064060105	0.00814307028892015	0.00518498825250716	0.101585285975423	0.0749861690709428	0.0289047487724767	0.0484536914686309	0.0255840241158021	0.000328306389033486	7.48220580323963e-05	0.048453691468631	0.000204819512797497	5.06045997141679e-05	0	0.000156711520085864	0.00230563186799641	0.0242268457343155	0.000156711520085864	0.0242268457343155	0	0.00135717838148669
"Syzygium_coriaceum"	0.0102540625471735	0.0175766067134152	0.0678589190743345	1.17224637484244	0.0142635831466909	0.0194270589809497	0.00500316768383598	0.00887951987504011	0.0069758091359526	0.00678117862087553	0.00147677818182949	0.00259027453079329	0	0	0.0119837089973396	0.0854790595161787	0.193586327869981	0.0582621925011713	0.00332816940089455	0.140669564981093	0.0495947657225948	0.0306175933067837	0.00555145512363342	0.0265460581623237	0.00271435676297338	0.0248021058783355	0.000652246953404183	0.000726563665731372	0.00271435676297338	0.00049066215887309	0.000357369120273999	0	0.000475452771556365	0.00147991997917335	0.00135717838148669	0.000475452771556365	0.00135717838148669	0	0.0234449274968488
"Gaertnera_sp1_M_PL_069"	0.0554051679572947	0.0264470781771168	0.00783557600429322	0.0237726385778182	1.20060738122419	0.00187259605335544	0.0107950336344998	0.00198148930137738	0.000210366883127492	0.00381754397219076	0.000338782074292573	0.000249679473780725	0	0	0.15411061015663	0.00823942263476392	0.0446242509904109	0.00395753369326655	0.280141722285643	0.00285271662933819	0.0436518729245074	0.00115489057268169	0.000800382777153823	0.000684756012424102	0.000313423040171729	0.000632164291642229	0.0409755075573113	0.000855769349608845	0.000313423040171729	0.00142753076966788	0.000771073831035701	0	0.0400202460408062	0.00033024821689623	0.000156711520085864	0.0400202460408062	0.000156711520085864	0	0.000475452771556365
"Syzygium_petrinese"	0.0106476806888319	0.116938506043136	0.00195410796912035	0.0323784316349162	0.00187259605335544	1.13812213627539	0.00246271571903565	0.00024827098214735	0.000193528787056837	0.000230146893204207	0.009868927450422	0.0184162848367185	0	0	0.0368032243249039	0.607737399611712	0.00540159390520355	0.00180982980590613	0.000436939079116268	0.00388541179618994	0.00177458282431987	0.00085227946699216	0.000158624975171779	0.00073503298884494	7.81643187648141e-05	0.00068665079208073	0.000246000569976765	0.00264314012825091	7.81643187648141e-05	0.00227176830944472	0.000175908265645404	0	6.24198684451812e-05	4.13784970245583e-05	3.9082159382407e-05	6.24198684451812e-05	3.9082159382407e-05	0	0.000647568632698323
"Diospyros_revaughanii"	0.108394179178448	0.0649156795604981	0.0025302299857084	0.0178684560136999	0.023132214931071	0.00527724796936211	1.08213476358918	0.000184875046036036	0.000122287551920623	0.00708240474308422	0.0209873617017422	0.000703633062581615	0	0	0.37560433992852	0.0232198910651933	0.00381265310004287	0.00470843678256733	0.0053975168172499	0.00214421472164399	0.082420618671974	0.000590359407110826	0.000182626306815177	0.000438545607968322	0.000101209199428336	0.000407973719988167	0.0026399389892848	0.0825421806818057	0.000101209199428336	0.00302807372182942	0.0772953402563701	0	0.0007710738310357	3.08125076726727e-05	5.06045997141679e-05	0.000771073831035701	5.06045997141679e-05	0	0.000357369120273999
"Euodia_obtusifolia"	0.00190509602826269	0.00137500776643784	0.11528159339982	0.0739959989586676	0.0099074465068869	0.00124135491073675	0.000431375107417417	1.12612179089156	0.00162431565737764	0.00118734932237324	9.6490795698437e-05	0.000165513988098233	0	0	0.00230346241425151	0.00546196160724169	0.206773468802865	0.0194289468481608	0.00231173751827361	0.00887951987504011	0.00365058449675482	0.0111085263655034	0.194603860752582	0.00419163076151417	0.00461126373599282	0.00378555184716976	0.000363094700142138	5.4935206597282e-05	0.00461126373599282	5.74001933608698e-05	3.08125076726727e-05	0	0.00033024821689623	0.187686965148593	0.00230563186799641	0.00033024821689623	0.00230563186799641	0	0.00147991997917335
"Embelia_angustifolia"	0.00201060448967317	0.00141985112164008	0.166036232833725	0.0871976141994074	0.00157775162345619	0.00145146590292627	0.000428006431722179	0.00243647348606647	1.06890277375929	0.00156766284181097	0.000111367856558354	0.000193528787056837	0	0	0.0015270198452297	0.00638644997287561	0.024372462877055	0.0271595584698001	0.00036814204547311	0.0104637137039289	0.00399764948184061	0.282252544350508	0.0103682528843679	0.272290370380485	0.00664144931334902	0.00506467694066266	8.72573154314103e-05	5.84138521197443e-05	0.00664144931334902	6.00200789645389e-05	3.05718879801556e-05	0	5.25917207818729e-05	0.000406078914344411	0.00332072465667451	5.25917207818729e-05	0.00332072465667451	0	0.00174395228398815
"Memecylon_ovatifolium"	0.0434715178871174	0.00644986011826648	0.104586025039306	0.0847647327609441	0.0286315797914307	0.00172610169903155	0.0247884166007948	0.00178102398355986	0.00156766284181097	1.03474136039195	0.000594905325914525	0.000230146893204207	0	0	0.0304109270525402	0.00759484747573883	0.0210887420677504	0.277467481843017	0.00668070195133384	0.0101717679313133	0.265550425516333	0.0104540923688161	0.00657199883295167	0.00417893086645774	0.00418344100157224	0.003787015156005	0.00170389492213592	0.00191932751724969	0.00418344100157224	0.000864685002628703	0.00177060118577106	0	0.000954385993047691	0.00029683733059331	0.00209172050078612	0.000954385993047691	0.00209172050078612	0	0.00169529465521888
