"Microtus_arvalis"	"Sorex_araneus"	"Neomys_fodiens"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_agrestis"	"Arvicola_terrestris"	"Sorex_minutus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sicista_betulina"	"Sorex_minutissimus"	"Apodemus_flavicollis"	"Micromys_minutus"	"Crocidura_suaveolens"	"Palaeopsylla_soricis"	"Ctenophthalmus_assimilis"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Ctenophthalmus_bisoctodentatus"	"Amphipsylla_vinogradovi"	"Paradoxopsyllus_scorodumovi"	"Leptopsylla_segnis"	"Peromyscopsylla_bidentata"	"Peromyscopsylla_silvatica"	"Nosopsyllus_fasciatus"	"Rhadinopsylla_integella"
"Microtus_arvalis"	1.18707394515336	0.0370128204442554	0.0274404719023877	0.0270842428264355	0.0135757407826112	0.0164762437602914	0.0139117274108064	0.00226773059207764	0.00261427863154458	0.00359049225687306	0.000982802331750279	0.000294659960496168	0.000376883784243192	0.000389402496820711	0.000241890999377763	0.0764523715866454	0.256005439856379	0.180548200162019	0.0394733932724633	0.00671553689804751	0.0480199998063063	0.0167012152661487	0.0152974680214436	0.0115640959294307	0.00896734359265463	0.00168068459733312	0.00135828846367885	0.00090552564245257	0.00124458829294166	0.00100673163433836	0.000623689374828947	5.79111654334365e-05	4.41831041214282e-05
"Sorex_araneus"	0.0517845870411866	1.123671247789	0.113573038069574	0.0125254336632032	0.0099883256976838	0.00763736534141086	0.00485438973241657	0.00444811972778635	0.0013052680763442	0.00115746789737373	0.000850694393139371	0.000859554001265868	0.000174370500672207	0.000258842878627244	0.000244628523645719	0.454305491370923	0.0480495308432353	0.0210151357917693	0.0154017677816317	0.0658160146339688	0.0142020770540514	0.00783405620498365	0.0300694913852173	0.00216387869183585	0.00279222702530328	0.00082621610443138	0.001449254341328	0.000966169560885332	0.00151604586620657	0.000109725420462399	0.00011048274577176	1.8668837054415e-05	2.0433007607183e-05
"Neomys_fodiens"	0.0436113074489597	0.129013286134778	1.12312002674221	0.00970436274449217	0.00922242884251267	0.00565814868922681	0.00414161258394722	0.00471682085252276	0.00103905882556279	0.000879823684932305	0.00084998716517898	0.000817785127064669	0.000119592259551386	0.000177633558012352	0.000261458674379992	0.502848688224388	0.0458465894563184	0.0100789695839352	0.00811456587603331	0.065469013834372	0.0142739006161011	0.0045904387780243	0.00893310852262687	0.00114494182610494	0.00106135260874844	0.00133569993240222	0.00151049774898472	0.00100699849932314	0.00024825276533132	8.67786359398331e-05	8.68481191067273e-05	1.41907045956823e-05	1.58309343303298e-05
"Clethrionomys_glareolus"	0.12344759291527	0.0408047161915444	0.0278307825527198	1.06565177737358	0.0194812861299931	0.0270061662870109	0.0146633510010767	0.00168664744589085	0.00543677970251793	0.00267407934087993	0.00156089629290222	0.000783976289306455	0.00154045950697873	0.000453912430535332	0.000310909873124776	0.0820992376134337	0.147502983299354	0.0490599907053145	0.0943223122512743	0.012247691538884	0.0314548385186667	0.0987857340811473	0.0242005470604972	0.0616814629531276	0.0397737863271023	0.00238938059867619	0.00366345923022756	0.00244230615348504	0.0028836039639248	0.00451070610791916	0.00786707543394381	4.31303119496762e-05	0.00173842051773831
"Talpa_europaea"	0.102793007443403	0.0540560607541316	0.0439377504204262	0.0323632205899343	1.05186784524508	0.0186547281615545	0.0165532269347219	0.00226642366225767	0.0038656361017667	0.00311511655954283	0.00178392917968992	0.000768232978661262	0.000381138020410857	0.000507987415515158	0.000419029866234635	0.143455458188406	0.154501915384791	0.0364306772844455	0.133564302042894	0.0243113473806662	0.0134123174855971	0.0454536445889975	0.0256851371147358	0.00320811269381095	0.00273528382686135	0.0742790424722865	0.00520552272425242	0.00347034848283495	0.000317885825237761	0.000258265256463079	0.000274367285548998	5.02438154764973e-05	5.27948133604149e-05
"Microtus_agrestis"	0.13004131374648	0.0430842332960381	0.0280989417956518	0.0467649150676206	0.0194451827446712	1.03014564118782	0.0208311460823186	0.0019124228235915	0.00513233959883467	0.00297697401316253	0.00158920255330557	0.000790651410813187	0.00129692756186398	0.000814568347579743	0.000408873103583355	0.0712606841396886	0.145666213253047	0.0412052676568198	0.108606187258709	0.00917344511841815	0.113649236925829	0.059270314460985	0.0421382282631363	0.0256915354107464	0.0294863225802969	0.00298779121330862	0.00550423203135509	0.00366948802090339	0.00464975066092231	0.00319382357182466	0.000389841785457176	4.80157098897182e-05	7.62886053305393e-05
"Arvicola_terrestris"	0.144495785820793	0.0360379787941855	0.0270667469240863	0.0334149968909294	0.022706842895585	0.0274134784875122	1.02743125977436	0.00199999034086935	0.00453628168454765	0.00387490835227218	0.0019976876077835	0.000534111914925396	0.000488083712543515	0.00082056465118958	0.00051461548174799	0.0660174566702363	0.210295666081422	0.0414999394371777	0.173410930685327	0.00447981535898964	0.120384249485888	0.00730711515605605	0.0125936651543929	0.0112909932194983	0.00330682529613388	0.00366860960011824	0.00678473857938294	0.00452315905292196	0.000372330998078626	0.000317148618611983	0.000297014152102794	6.24985218108416e-05	5.45105985170138e-05
"Sorex_minutus"	0.0754290389793444	0.105748751147492	0.0987163221277978	0.0123085105277511	0.00995607537348906	0.00805949618513559	0.00640473097254589	1.00508923888529	0.00215648832708287	0.00244895058642	0.00178519258803652	0.00165345519404483	0.00112244725490756	0.00122053460732455	0.00123410057667453	0.406465276263452	0.0863144675313866	0.0554139921683274	0.00763870243595079	0.0351944343007804	0.0184942201925446	0.00359465256704107	0.0168948803756817	0.00159795960303971	0.00176825480748418	0.000831487646006126	0.0191341821333877	0.0127561214222585	0.000264145609570041	0.000126958364553261	0.000117352905935553	3.94992030067743e-05	2.00791362606053e-05
"Apodemus_uralensis"	0.114129601508368	0.0407284429446775	0.0285416471146779	0.0520741555881795	0.0222878081492486	0.0283882534060543	0.0190665589553643	0.00283039092929627	1.00878195514537	0.00422791931461164	0.00298344295204399	0.00184860523662794	0.00422825451747562	0.00167679140389254	0.00153950616744214	0.0857553505689085	0.159392534365563	0.0207001167209272	0.142383977435508	0.00495983428562375	0.0347177804904435	0.0637294551933812	0.0211400312139175	0.00462364345971083	0.0834158472757081	0.00176593306112131	0.0256384888452251	0.0170923258968167	0.000400821026902357	0.000374263220597166	0.000423121676451176	6.81922470098651e-05	8.49496828518426e-05
"Apodemus_agrarius"	0.161803796221022	0.0372816675976668	0.0249472586792096	0.0264388812251515	0.0185399679108275	0.0169975613009603	0.0168121023671164	0.00331793305256904	0.00436430380863137	1.01351335292639	0.00265579726153763	0.00169518496106174	0.0015580430778664	0.00178110551083766	0.00162637743248633	0.0604969538836145	0.28273840577993	0.108228270742555	0.0874331231808077	0.00440320912026533	0.0109395395278382	0.00626169824623723	0.0374209508426189	0.00330411510789234	0.00322029852461923	0.00148421892695989	0.0260963594875399	0.0173975729916933	0.000328169038978721	0.000271663820630782	0.00025199756920698	0.0163469895633289	4.31303119496762e-05
