"Pittosporum_senacia"	"Aphloia_theiformis"	"Embelia_angustifolia"	"Stillingia_lineata"	"Memecylon_ovatifolium"	"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Gaertnera_sp1_M_PL_068"	"Casearia_coriacea"	"Calophyllum_eputamen"	"Olea_lancea"	"Labourdonnaisia_callophylloides"	"Tabernaemontana_persicarifolia"	"Antidesma_madagascariense"	"Euodia_chapelieri"	"Turraea_rigida"	"Warneckea_trinervis"	"Xylopia_lamarckii"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_068"	"Apis_mellifera"	"Paragus_borbonicus"	"Nacoleia_sp1_M_PL_068"	"Stomorhina_lunata"	"Chrysomya_megacephala"	"Chaetocnema_sp1_M_PL_068"	"Episyrphus_sp1_M_PL_068"	"Graphomya_maculata"	"Melanostoma_annulipes"	"Villa_unifasciata"	"Allograpta_nasuta"	"Musca_domestica"	"Pachycerina_crinicornis"	"Ahasverus_advena"	"Cheloninae_sp1_M_PL_068"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Orthellia_albigena"	"Phorinia_sp1_M_PL_068"	"Siphona_sp1_M_PL_068"	"Unidentified_sp1_M_PL_068"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_068"	"Drosophila_sp1_M_PL_068"	"Henotesia_narcissus"	"Hyadina_sp1_M_PL_068"	"Hyperaspis_hottentota"	"Macroglossum_milvus"	"Nacoleia_sp2_M_PL_068"	"Panara_naso"	"Papillio_manlius"	"Pelecophora_intemipta"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_068"	"Sarcophaga_arno"	"Scolia_oryctophaga"	"Zosterops_mauritianus"
"Pittosporum_senacia"	1.15353858719992	0.0751748545166159	0.000118702050447155	0.0223622488473163	0.0105426892191447	0.00583971081052124	0.0108546292423685	0.0041173373157287	0.0262868817345518	0.00762369877259721	0.00112581257799814	0.00456631990080172	0.0017359646903777	0.000107744938098186	0.0034742174977633	0.0034742174977633	0	0.00238971652132289	0.463605005136641	5.78292040639984e-05	0.0629010566335437	0.0221287657117521	0.011283770487455	0.00464477878426945	0.0113614336071206	0.00191510288148465	0.00979973752886306	0.00178695460699202	0.00365942006581623	0.0344721554182083	0.00122595473743587	0.00139764055295727	0.000718299587321244	0.000187635429666357	0.0015661428024295	0.000544067165256691	0	0.000893960050567689	0.00883131151470929	0.000698820276478633	0.01696380275294	0.000171555721488696	0.000783071401214749	0.000783071401214749	0.000171555721488695	1.79574896830311e-05	0.000349410138239317	0.000171555721488696	0.000194657027017375	0.000171555721488696	0.000171555721488696	1.79574896830311e-05	0.000452276218432022	0.000783071401214749	0.000349410138239317	0.000194657027017375	0.000783071401214749	0.000456631990080172
"Aphloia_theiformis"	0.106497710565206	1.1189626872604	0.000103631247589976	0.0195230641613608	0.0281424504261656	0.0104507310983088	0.00966307777306833	0.00171565306120167	0.0208950992549446	0.00368318825990427	0.00115393560446151	0.00434791121582646	0.000336206857934033	9.40652862739783e-05	0.00293218339148102	0.00293218339148102	0	0.00189955447772224	0.368513568678113	5.04870180566551e-05	0.0598924769980095	0.0315335868812114	0.00218534457657121	0.0504896093090645	0.0142692199919715	0.00107773852823772	0.00430087770448545	0.00191690691663897	0.0480305678238251	0.00339537048056644	0.00201721827635081	0.00122019151008505	0.000627101908493189	0.000192322600743585	0.0233117226512584	0.000653405580798222	0	0.000568132753228711	0.00108811927873601	0.000610095755042526	0.0015661428024295	7.14855442167364e-05	0.0116558613256292	0.0116558613256292	7.14855442167363e-05	1.56775477123297e-05	0.000305047877521263	7.14855442167364e-05	0.00034835770327696	7.14855442167364e-05	7.14855442167364e-05	1.56775477123297e-05	0.000402628240544514	0.0116558613256292	0.000305047877521263	0.00034835770327696	0.0116558613256292	0.000434791121582646
"Embelia_angustifolia"	0.000206967677702731	0.000127546150879971	1.32494015902775	0.00513683099195646	7.38801828997019e-05	0.000129277903745421	3.95529031522486e-06	1.04833027186627e-06	3.02350124722191e-05	2.64014929039906e-05	7.89162364868855e-06	1.72947953021746e-06	3.52251875635702e-07	0.00263799050211172	3.15938888590111e-06	3.15938888590111e-06	0	2.74863749747447e-06	0.000533235674510047	0.645483667218648	2.38235805287455e-05	0.000213055847012117	2.28963719163206e-06	1.88587092739755e-05	0.00048442833239383	7.63036867731298e-06	1.07568440220416e-05	0.00032967046391364	9.0084320983172e-06	7.97310556002924e-06	0.000164219977643625	0.000321051936997279	0.0175866033474115	1.31527060811476e-06	2.65721147666606e-06	8.45722477075003e-05	0	8.21488051710333e-05	8.17848054088986e-05	0.000160525968498639	3.04364231915781e-06	4.36804279944279e-08	1.32860573833303e-06	1.32860573833303e-06	4.36804279944279e-08	0.000439665083685287	8.02629842493197e-05	4.36804279944279e-08	4.3092634581807e-06	4.36804279944279e-08	4.36804279944279e-08	0.000439665083685287	1.64803763134369e-07	1.32860573833303e-06	8.02629842493196e-05	4.3092634581807e-06	1.32860573833303e-06	1.72947953021746e-07
"Stillingia_lineata"	0.0475197788005471	0.0292845962420413	0.00626051277144694	1.1794163957532	0.0169628899937715	0.0296822066999486	0.000908134656375628	0.000240696630420496	0.00694195886362151	0.00606178277075624	0.00181191678973889	0.000397088500137929	8.08770306459572e-05	0.00568261928485183	0.000725395688202896	0.000725395688202896	0	0.000631087169420138	0.122430910867507	0.00304999340147415	0.00546989408939998	0.0489176224739821	0.000525700699198721	0.00432995964930478	0.111224745117623	0.00175193264831106	0.00246977138746076	0.0756923385145718	0.00206833600977363	0.00183062503658271	0.0377049068669762	0.0737135247345752	0.0378841285656789	0.000301986131623149	0.000610095755042526	0.0194177880736421	0	0.0188613656672692	0.0187777913218831	0.0368567623672876	0.000698820276478634	1.00290262675206e-05	0.000305047877521263	0.000305047877521263	1.00290262675206e-05	0.000947103214141973	0.0184283811836438	1.00290262675206e-05	0.000989406889998289	1.00290262675206e-05	1.00290262675206e-05	0.000947103214141972	3.78389440156512e-05	0.000305047877521263	0.0184283811836438	0.000989406889998288	0.000305047877521263	3.97088500137929e-05
"Memecylon_ovatifolium"	0.0358451433450919	0.0675418810227975	0.000144066356654419	0.0271406239900345	1.13523934696042	0.0385696404007356	0.0109345116376895	0.00176204655531254	0.00205467825633326	0.00196992621051902	0.00387575057455243	0.00494601261483059	0.000269214695407925	0.000130767923732472	0.0013614669284162	0.0013614669284162	0	0.000186788932393932	0.0362370528844229	7.01861737547168e-05	0.0681313237692914	0.128200207512762	0.00174989552015151	0.146004818092693	0.00351156199019849	0.00139106468874933	0.142168485600531	0.0042675983594262	0.0595762123906373	0.00119497793695154	0.0576101118477093	0.00169628899937716	0.000871786158216483	0.000645958429092071	0.00140712252130828	0.00170972692986881	0	0.000564781264881362	0.000687639480322905	0.000848144499688578	0.000527134460957234	7.34186064713559e-05	0.000703561260654141	0.000703561260654142	7.34186064713558e-05	2.17946539554121e-05	0.000424072249844289	7.34186064713559e-05	0.00128565468002452	7.34186064713559e-05	7.34186064713559e-05	2.17946539554121e-05	0.000455604651570398	0.000703561260654142	0.000424072249844289	0.00128565468002452	0.000703561260654141	0.000494601261483059
"Syzygium_coriaceum"	0.026473355674363	0.0334423395145882	0.000336122549738094	0.0633220409598905	0.0514261872009808	1.14268323344258	0.000959618083860754	0.000204052827732379	0.00142147102899434	0.00130735026231966	0.0103808478290842	0.000426895675546133	5.42730679342554e-05	0.000305095852839193	0.000230612361941692	0.000230612361941692	0	0.000129224638999485	0.0250695799659001	0.000163752011410867	0.00588048793064799	0.351877502645881	0.00035277494157266	0.0459111453279831	0.00647945607028406	0.00287535844205382	0.00662293042713998	0.0801365097894984	0.00396474017315688	0.000872010269663761	0.00455012314004561	0.00395762755999315	0.00203397235226129	0.00173014130484736	0.00069671540655392	0.0390788480047509	0	0.00108278905159255	0.00118406391701566	0.00197881377999658	0.00038931405403475	8.50220115551581e-06	0.00034835770327696	0.00034835770327696	8.5022011555158e-06	5.08493088065322e-05	0.000989406889998289	8.50220115551581e-06	0.0380894411147526	8.5022011555158e-06	8.50220115551581e-06	5.08493088065322e-05	3.99840868275314e-05	0.00034835770327696	0.000989406889998288	0.0380894411147526	0.00034835770327696	4.26895675546133e-05
"Diospyros_revaughanii"	0.061509565706755	0.0386523110922733	1.28546935244808e-05	0.00242169241700168	0.0182241860628159	0.00119952260482594	1.09898644087248	0.0366314365705039	0.00223221948851386	0.00863014701605342	0.000659000519441694	0.0316529567830252	0.0168653897945164	1.16681064299133e-05	0.00772050628037883	0.00772050628037883	0	0.000202929044410351	0.039368234615608	6.26254299910603e-06	0.436019479686172	0.00402267890366723	0.109625033664356	0.00392852030685757	0.00108193812307044	0.00201406734758616	0.00273029947628401	0.000231323949717668	0.00252172226531885	0.00242554394630333	0.000986887191172097	0.000151355776062605	7.77873761994223e-05	0.000109833419906949	0.000805256481089027	7.78230308431824e-05	0	0.000654278016590896	0.000490115162447673	7.56778880313023e-05	0.000904552436864045	0.00152630985710433	0.000402628240544513	0.000402628240544514	0.00152630985710433	1.94468440498556e-06	3.78389440156512e-05	0.00152630985710433	3.99840868275314e-05	0.00152630985710433	0.00152630985710433	1.94468440498556e-06	0.0457911017030202	0.000402628240544514	3.78389440156512e-05	3.99840868275314e-05	0.000402628240544514	0.00316529567830252
"Gaertnera_sp1_M_PL_068"	0.0233315781224626	0.00686261224480669	3.40707338356538e-06	0.000641857681121321	0.00293674425885424	0.000255066034665474	0.0366314365705039	1.20237393840478	0.000659750800674965	0.0014222923690902	0.000115132641053314	0.00493573955814924	0.0506362766728155	3.0925743020055e-06	0.00123221549057635	0.00123221549057635	0	5.99773455159059e-05	0.0116356050300857	1.65985626378826e-06	0.0679898124135058	0.000885929206985414	0.3291357983733	0.000661537410379241	0.000303215423310556	0.000333560096496943	0.000538648753845475	5.71205073811142e-05	0.000432779389809657	0.000787815198032654	0.000166895265477753	4.01161050700826e-05	2.061716201337e-05	1.91887735088856e-05	0.000142971088433473	1.85312274230364e-05	0	0.000111621338345392	0.000181584747756216	2.00580525350413e-05	0.000343111442977391	0.0500989141001992	7.14855442167364e-05	7.14855442167364e-05	0.0500989141001992	5.15429050334249e-07	1.00290262675206e-05	0.0500989141001992	8.50220115551581e-06	0.0500989141001992	0.0500989141001992	5.15429050334249e-07	0.00152630985710433	7.14855442167364e-05	1.00290262675206e-05	8.50220115551581e-06	7.14855442167364e-05	0.000493573955814924
"Casearia_coriacea"	0.162500723449957	0.0911786149306673	0.000107196862401504	0.0201947894214444	0.00373577864787865	0.00193836958499228	0.00243514853292421	0.000719728146190871	1.03446064443857	0.00430596130168052	0.000443105335186015	0.00105400685848889	0.000262953223603252	9.7301767410596e-05	0.00338311248694297	0.00338311248694297	0	0.00313278585805186	0.607760456462061	5.22241124520149e-05	0.0145189444756844	0.00591237235334965	0.00170919595342114	0.00433069360592904	0.00403789700778298	0.00103348232701376	0.00166183059164628	0.00139139897783976	0.0039858978878384	0.00508700170705153	0.000817876101814069	0.00126217433884027	0.000648678449403975	7.38508891976692e-05	0.00189955447772223	0.000380155904209811	0	0.00062311224911582	0.00151040184537151	0.000631087169420138	0.00238971652132289	2.9988672757953e-05	0.000949777238861117	0.000949777238861118	2.99886727579529e-05	1.62169612350994e-05	0.000315543584710069	2.9988672757953e-05	6.46123194997426e-05	2.9988672757953e-05	2.9988672757953e-05	1.62169612350994e-05	0.000101464522205175	0.000949777238861118	0.000315543584710069	6.46123194997426e-05	0.000949777238861117	0.000105400685848889
"Calophyllum_eputamen"	0.0740587880766586	0.025256148067915	0.000147094031893662	0.0277110069520285	0.00562836060148292	0.00280146484782785	0.0147945377418059	0.00243821548986891	0.00676651061692653	1.09268312803882	0.0688121768172704	0.00668416516710616	0.000397830321657682	0.000133516121257324	0.00220262655599922	0.00220262655599922	0	0.000615137328811503	0.119336641789432	7.16611950251173e-05	0.0920743751768873	0.00961886212592505	0.00258589709077493	0.00184926673960942	0.0034055416897885	0.251349428784066	0.00124809498751374	0.00191870225769031	0.00133375753290394	0.0802269945092294	0.00114738699732504	0.00173193793450178	0.000890107475048826	0.0114686961362117	0.000526169751414895	0.000526366645219707	0	0.0784817793435414	0.000977534395953818	0.000865968967250892	0.00108909982465675	0.000101592312077871	0.000263084875707448	0.000263084875707448	0.000101592312077871	2.22526868762207e-05	0.000432984483625446	0.000101592312077871	9.33821615942615e-05	0.000101592312077871	0.000101592312077871	2.22526868762206e-05	0.000616439072575244	0.000263084875707448	0.000432984483625446	9.33821615942615e-05	0.000263084875707448	0.000668416516710615
"Olea_lancea"	0.0127592092173123	0.00923148483569206	5.12955537164756e-05	0.00966355621194076	0.0129191685818414	0.0259521195727104	0.00131800103888339	0.000230265282106628	0.000812359781174361	0.0802808729534821	1.17892782216925	0.000593578742752945	4.35362425444641e-05	4.65605795272625e-05	0.000214825840601494	0.000214825840601494	0	7.38508891976692e-05	0.0143270725043478	2.49901415541804e-05	0.00817654718142181	0.108003482072801	0.000282985576539017	0.00286461192664103	0.00109593741007442	0.31193499974663	0.00170871378756336	0.00233411356809366	0.00103060363057924	0.00610961892743858	0.000947944560715219	0.000603972263246297	0.000310403863515083	0.196487970361541	0.000192322600743585	0.00101606371823525	0	0.00588534113391744	0.000244810780644753	0.000301986131623149	0.000187635429666358	9.59438675444282e-06	9.61613003717923e-05	9.61613003717924e-05	9.59438675444281e-06	7.76009658787708e-06	0.000150993065811574	9.59438675444282e-06	0.00086507065242368	9.59438675444282e-06	9.59438675444282e-06	7.76009658787708e-06	5.49167099534745e-05	9.61613003717924e-05	0.000150993065811574	0.00086507065242368	9.61613003717923e-05	5.93578742752945e-05
"Labourdonnaisia_callophylloides"	0.0621019506509034	0.041739947671934	1.34899403356962e-05	0.00254136640088275	0.0197840504593224	0.0012806870266384	0.0759670962792604	0.0118457749395582	0.00231881508867555	0.00935783123394862	0.000712294491303534	1.08705125591422	0.00162477784692913	1.22447150739396e-05	0.00838547465132496	0.00838547465132496	0	0.000210801371697777	0.0408954661093687	6.57202221482636e-06	0.474131050218376	0.00428423295155228	0.0105610560050393	0.00425486036130049	0.00112967621174558	0.00218332317295773	0.00292963829749547	0.000244214535164398	0.0027283670092967	0.0024949444770313	0.0010686202229937	0.000158835400055172	8.16314338262642e-05	0.000118715748550589	0.000869582243165291	8.23984175684062e-05	0	0.000708125366724408	0.000496340840093965	7.94177000275859e-05	0.000913263980160344	0.000493573955814924	0.000434791121582646	0.000434791121582646	0.000493573955814923	2.04078584565661e-06	3.9708850013793e-05	0.000493573955814924	4.26895675546134e-05	0.000493573955814924	0.000493573955814924	2.04078584565661e-06	0.00316529567830252	0.000434791121582646	3.97088500137929e-05	4.26895675546134e-05	0.000434791121582646	0.108705125591422
"Tabernaemontana_persicarifolia"	0.0295113997364209	0.00403448229520839	3.43445578744809e-06	0.000647016245167657	0.00134607347703962	0.000203524004753458	0.0505961693835492	0.151908830018446	0.000723121364908944	0.000696203062900943	6.53043638166962e-05	0.00203097230866141	1.09040175842326	3.11742909937596e-06	0.000548094229207897	0.000548094229207897	0	6.57383059008131e-05	0.0127532313447577	1.67319640926958e-06	0.0279766435518109	0.000739368724187479	0.587611429751166	0.000343146747088751	0.000319679216523435	0.000165512461575805	0.000385254770927165	5.40067823065424e-05	0.000235407102818997	0.000917711135396059	8.75229315134704e-05	4.04385153229786e-05	2.07828606625064e-05	1.0884060636116e-05	8.40517144835081e-05	1.68937623225265e-05	0	5.98384190379548e-05	0.000227105215127957	2.02192576614893e-05	0.000433991172594425	0.00632953458410193	4.2025857241754e-05	4.20258572417541e-05	0.00632953458410193	5.1957151656266e-07	1.01096288307446e-05	0.00632953458410193	6.78413349178193e-06	0.00632953458410193	0.00632953458410193	5.1957151656266e-07	0.00210817372431455	4.2025857241754e-05	1.01096288307446e-05	6.78413349178193e-06	4.2025857241754e-05	0.000203097230866141
